key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
F major	[1.0, 0.0, 0.116, 0.0, 0.188, 0.71, 0.0, 0.609, 0.0, 0.406, 0.072, 0.101]	0.0	19.5	19.5	1	14	13
a minor	[0.429, 0.0, 0.238, 0.0, 1.0, 0.048, 0.0, 0.0, 0.095, 0.857, 0.0, 0.238]	19.5	25.5	1.5	14	18	4
C major	[0.912, 0.0, 0.294, 0.0, 0.5, 0.176, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	25.5	32.5	1.5	18	22	4
F major	[1.0, 0.0, 0.113, 0.0, 0.302, 0.887, 0.0, 0.283, 0.0, 0.453, 0.283, 0.0]	32.5	46.5	0.5	22	31	9
