316.5,53,53,,4,a-,viio65,,,
322.5,54,54,,4,a-,V7,,,
324,55,55,,1,a-,i,Exposition,Second Subject Group,Theme d'
330,56,56,,1,a-,VI6,,,
336,57,57,,1,a-,bII,,,
340.5,57,57,,4,a-,viio65,,,
346.5,58,58,,4,a-,V7,,,
348,59,59,,1,a-,ii¿42,,,
349.5,59,59,,2,a-,V65,,,
351,59,59,,3,a-,ii¿43,,,
352.5,59,59,,4,a-,V7,,,
354,60,60,,1,a-,viio7/V,,,
357,60,60,,3,a-,V7,,,
360,61,61,,1,a-,i,Exposition,Coda,Theme e
361.5,61,61,,2,a-,iv,,,
363,61,61,,3,a-,i6,,,
364.5,61,61,,4,a-,V43,,,
366,62,62,,1,a-,i,,,
367.5,62,62,,2,a-,iv,,,
369,62,62,,3,a-,i6,,,
370.5,62,62,,4,a-,V43,,,
372,63,63,,1,a-,i,,,
373.5,63,63,,2,a-,iv,,,
375,63,63,,3,a-,i6,,,
376.5,63,63,,4,a-,V43,,,
378,64,64,,1,a-,i,,,
388.5,65,65,,4,E,iii6,Development,d1,Theme a
394.5,66,66,,4,E,I,,,
408,69,69,,1,E,V6,,,
411,69,69,,3,E,viio43/V,,,
414,70,70,,1,E,V6,,,
420,71,71,,1,E,ii6,Development,d1,Theme a'''
423,71,71,,3,E,viio43/ii,,,
426,72,72,,1,E,ii6,,,
432,73,73,,1,E,I6,,,
435,73,73,,3,E,viio43,,,
438,74,74,,1,E,I6,,,
439.5,74,74,,2,E,ii,,,
442.5,74,74,,4,E,ii6,,,
444,75,75,,1,E,I64,,,
447,75,75,,3,E,V7,,,
450,76,76,,1,E,I6,Development,d1,Theme a'''
453,76,76,,3,E,viio43,,,
456,77,77,,1,E,I6,,,
457.5,77,77,,2,E,ii,,,
462,78,78,,1,E,I64,,,
465,78,78,,3,E,V7,,,
466.5,78,78,,4,None,None,Development,d1,Theme a''''
468,79,79,,1,e,i,,,
480,81,81,,1,e,V42,,,
492,83,83,,1,e,i,Development,d1,Theme a''''
504,85,85,,1,A-,V42,,,
516,87,87,,1,A-,I,Development,d1,Theme a'''''
528,89,89,,1,A-,viio7/ii,,,
540,91,91,,1,D-,V7,,,
541.5,91,91,,2,D-,viio7/vi,,,
543,91,91,,3,D-,V7,,,
544.5,91,91,,4,D-,viio7/vi,,,
546,92,92,,1,D-,V7,,,
547.5,92,92,,2,D-,viio7/vi,,,
549,92,92,,3,D-,V7,,,
550.5,92,92,,4,D-,viio7/vi,,,
552,93,93,,1,D-,V7,,,
558,94,94,,1,D-,V42,Development,d2,Theme b
564,95,95,,1,D-,I6,,,
570,96,96,,1,D-,vi65,,,
576,97,97,,1,D-,V6,,,
580.5,97,97,,4,None,None,Development,d2,Theme b''
582,98,98,,1,D-,V43,,,
588,99,99,,1,D-,I,,,
594,100,100,,1,D-,vi65,,,
600,101,101,,1,D-,V6,,,
603,101,101,,3,D-,bVI6,,,
606,102,102,,1,D-,V6,,,
609,102,102,,3,D-,bVI6,,,
612,103,103,,1,D-,V6,,,
615,103,103,,3,D-,viio43/ii,,,
618,104,104,,1,D-,ii6,,,
621,104,104,,3,D-,viio7/vi,,,
624,105,105,,1,D-,V7,,,
648,109,109,,1,D-,I,,,
652.5,109,109,,4,None,None,Development,Re-transition,Theme c
657,110,110,,3,D-,V43,,,
660,111,111,,1,D-,I6,,,
664.5,111,111,,4,D-,V42,,,
666,112,112,,1,D-,I64,,,
669,112,112,,3,D-,V7,,,
672,113,113,,1,b-,V6,,,
676.5,113,113,,4,b-,i,Development,Re-transition,Theme c
681,114,114,,3,b-,V43,,,
684,115,115,,1,b-,i6,,,
688.5,115,115,,4,b-,iv,,,
690,116,116,,1,b-,i64,,,
693,116,116,,3,b-,V7,,,
696,117,117,,1,G-,I,,,
700.5,117,117,,4,None,None,Development,Re-transition,Theme c''
705,118,118,,3,G-,V43,,,
708,119,119,,1,b,V6,,,
714,120,120,,1,b,i,,,
720,121,121,,1,C,V6,,,
726,122,122,,1,C,I,,,
732,123,123,,1,f,viio42,,,
786,132,132,,1,f,V7,,,
787.5,132,132,,2,f,viio42,,,
789,132,132,,3,f,V7,,,
790.5,132,132,,4,f,viio42,,,
792,133,133,,1,f,V7,,,
793.5,133,133,,2,f,viio42,,,
795,133,133,,3,f,V7,,,
796.5,133,133,,4,f,viio42,,,
798,134,134,,1,f,V7,,,
808.5,135,135,,4,f,i,Recapitulation,First Subject Group,Theme a
822,138,138,,1,f,V,,,
825,138,138,,3,f,viio64/V,,,
828,139,139,,1,f,V,,,
832.5,139,139,,4,G-,I64,Recapitulation,First Subject Group,Theme a
846,142,142,,1,G-,V,,,
849,142,142,,3,G-,viio64/V,,,
852,143,143,,1,G-,V,,,
852.5,143,143,,1.33,f,viio/V,,,
858,144,144,,1,f,V6,Recapitulation,First Subject Group,Theme a'
861,144,144,,3,f,vii¿65/VII,,,
864,145,145,,1,f,V6,,,
870,146,146,,1,f,V64,,,
873,146,146,,3,f,i6,,,
876,147,147,,1,f,V64,,,
882,148,148,,1,f,V7,,,
897,150,150,,3,f,V43,,,
898.5,150,150,,4,f,VI6,,,
900,151,151,,1,f,V,,,
904.5,151,151,,4,F,I,Recapitulation,Transition,Theme a''
924,155,155,,1,F,V6,,,
933,156,156,,3,F,viio43/V,,,
936,157,157,,1,F,V6,,,
945,158,158,,3,F,vi6,,,
948,159,159,,1,F,viio6,,,
957,160,160,,3,f,i6,,,
960,161,161,,1,f,viio43,,,
969,162,162,,3,f,viio7/V,,,
972,163,163,,1,f,V,Recapitulation,Transition,Theme b
978,164,164,,1,f,i,,,
984,165,165,,1,f,VI65,,,
990,166,166,,1,f,V6,,,
994.5,166,166,,4,None,None,Recapitulation,Transition,Theme b'
996,167,167,,1,f,V43,,,
1002,168,168,,1,f,i,,,
1008,169,169,,1,f,VI65,,,
1014,170,170,,1,f,V6,,,
1017,170,170,,3,f,viio42/ii,,,
1020,171,171,,1,f,viio6/V,,,
1023,171,171,,3,f,iv6,,,
1026,172,172,,1,f,i64,,,
1032,173,173,,1,f,V7,,,
1038,174,174,,1,F,I,,,
1042.5,174,174,,4,None,None,Recapitulation,Second Subject Group,Theme c
1054.5,176,176,,4,F,IV,,,
1056,177,177,,1,F,I64,,,
1059,177,177,,3,F,V7,,,
1062,178,178,,1,F,I,,,
1066.5,178,178,,4,None,None,Recapitulation,Second Subject Group,Theme c'
1071,179,179,,3,F,V43,,,
1074,180,180,,1,F,I6,,,
1080,181,181,,1,f,N6,,,
1086,182,182,,1,f,i64,,,
1092,183,183,,1,f,V7,,,
1130,189,189,,3,f,i,,,
1134,190,190,,1,None,None,Recapitulation,Second Subject Group,Theme d
1140,191,191,,1,f,VI6,,,
1146,192,192,,1,f,bII,,,
1150.5,192,192,,4,f,viio65,,,
1156.5,193,193,,4,f,V7,,,
1158,194,194,,1,f,i,Recapitulation,Second Subject Group,Theme d'
1164,195,195,,1,f,VI6,,,
1170,196,196,,1,f,bII,,,
1174.5,196,196,,4,f,viio65,,,
1180.5,197,197,,4,f,V7,,,
1182,198,198,,1,f,ii¿42,,,
1183.5,198,198,,2,f,V65,,,
1185,198,198,,3,f,ii¿43,,,
1186.5,198,198,,4,f,V7,,,
1188,199,199,,1,f,viio7/V,,,
1191,199,199,,3,f,V7,,,
1194,200,200,,1,f,i,Recapitulation,Coda,Theme e
1195.5,200,200,,2,f,iv,,,
1197,200,200,,3,f,i6,,,
1198.5,200,200,,4,f,V43,,,
1200,201,201,,1,f,i,,,
1201.5,201,201,,2,f,iv,,,
1203,201,201,,3,f,i6,,,
1204.5,201,201,,4,f,V43,,,
1206,202,202,,1,f,i,,,
1207.5,202,202,,2,f,iv,,,
1209,202,202,,3,f,i6,,,
1210.5,202,202,,4,f,V43,,,
1212,203,203,,1,f,i,,,
1222.5,204,204,,4,None,None,Recapitulation,Coda,Theme a''''''
1230,206,206,,1,D-,V42,,,
1242,208,208,,1,D-,I6,,,
1248,209,209,,1,D-,V43,,,
1254,210,210,,1,D-,I,,,
1258.5,210,210,,4,None,None,Recapitulation,Coda,Theme c'''
1263,211,211,,3,D-,V43,,,
1266,212,212,,1,D-,I6,,,
1270.5,212,212,,4,None,None,Recapitulation,Coda,Theme c''''
1272,213,213,,1,f,VI6,,,
1275,213,213,,3,f,viio7/ii,,,
1278,214,214,,1,f,viio43/V,,,
1284,215,215,,1,f,V6,,,
1290,216,216,,1,f,viio43,,,
1296,217,217,,1,f,i6,,,
1302,218,218,,1,f,N6,,,
1314,220,220,,1,f,viio6/iv,,,
1326,222,222,,1,f,iv6,,,
1329,222,222,,3,f,V6,,,
1332,223,223,,1,f,VI6,,,
1335,223,223,,3,f,V43,,,
1338,224,224,,1,f,i6,,,
1339.5,224,224,,2,f,iio6,,,
1341,224,224,,3,f,viio6/iv,,,
1342.5,224,224,,4,f,iv6,,,
1344,225,225,,1,f,V6,,,
1345.5,225,225,,2,f,i,,,
1347,225,225,,3,f,viio6,,,
1348.5,225,225,,4,f,i6,,,
1350,226,226,,1,f,iio6,,,
1351.5,226,226,,2,f,viio6/iv,,,
1353,226,226,,3,f,iv6,,,
1368,229,229,,1,f,viio65/V,,,
1380,231,231,,1,f,i64,,,
1392,233,233,,1,f,V7,,,
1425,238,238,,3,f,viio42,,,
1426.5,238,238,,4,f,V7,Recapitulation,Coda,Theme c'''
1428,239,239,,1,f,i,,,
1437,240,240,,3,f,V42,,,
1440,241,241,,1,f,i6,,,
1444.5,241,241,,4,None,None,Recapitulation,Coda,Theme c''''
1448,242,242,,3,None,None,Recapitulation,Coda,Theme f
1449,242,242,,3,f,V42,,,
1452,243,243,,1,f,viio7/iv,,,
1458,244,244,,1,f,iv6,,,
1464,245,245,,1,f,i64,,,
1467,245,245,,3,f,V7,,,
1470,246,246,,1,f,viio7/iv,,,
1476,247,247,,1,f,iv6,,,
1482,248,248,,1,f,i64,,,
1485,248,248,,3,f,V7,,,
1488,249,249,,1,f,i,,,
1491,249,249,,3,f,V65,,,
1494,250,250,,1,f,i,,,
1497,250,250,,3,f,V65,,,
1500,251,251,,1,f,i,,,
1501.5,251,251,,2,f,ii¿65,,,
1503,251,251,,3,f,i64,,,
1504.5,251,251,,4,f,V,,,
1506,252,252,,1,f,i,Recapitulation,Coda,Theme f'
1509,252,252,,3,f,V65,,,
1512,253,253,,1,f,i,,,
1515,253,253,,3,f,V65,,,
1518,254,254,,1,f,i,,,
1519.5,254,254,,2,f,ii¿65,,,
1521,254,254,,3,f,i64,,,
1522.5,254,254,,4,f,V42,,,
1524,255,255,,1,f,i6,,,
1525.5,255,255,,2,f,ii¿65,,,
1527,255,255,,3,f,i64,,,
1528.5,255,255,,4,f,V42,,,
1530,256,256,,1,f,i6,,,
1531.5,256,256,,2,f,ii¿65,,,
1533,256,256,,3,f,i64,,,
1534.5,256,256,,4,f,V,,,
1536,257,257,,1,f,i,,,
