mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
54	54	0	0	3/4	2	1	I}		F	V		I		I						}	M	0	0	0, 4, 1		0	0
54	54	1/2	1/2	3/4	2	1	V7		F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
55	55	0	0	3/4	2	1	I		F	V		I		I							M	0	0	0, 4, 1		0	0
55	55	1/2	1/2	3/4	2	1	V7		F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
56	56	0	0	3/4	2	1	I		F	V		I		I							M	0	0	0, 4, 1		0	0
57	57	0	0	3/4	2	1	{		F	V										{		0	0				
58	58	0	0	3/4	2	1	#viio64/ii		F	V		#viio64/ii		#vii	o	64		ii			o	0	0	1, 7, 4		7	1
59	59	0	0	3/4	2	1	V7		F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
60	60	0	0	3/4	2	1	viio6		F	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
61	61	0	0	3/4	2	1	I		F	V		I		I							M	0	0	0, 4, 1		0	0
61	61	1/2	1/2	3/4	2	1	vi		F	V		vi		vi							m	0	0	3, 0, 4		3	3
62	62	0	0	3/4	2	1	IV		F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
62	62	1/4	1/4	3/4	2	1	ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
62	62	1/2	1/2	3/4	2	1	V2		F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
63	63	0	0	3/4	2	1	I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
63	63	1/2	1/2	3/4	2	1	V43		F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
64	64	0	0	3/4	2	1	#viio7/ii		F	V		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
64	64	1/4	1/4	3/4	2	1	V65/ii		F	V		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
65	65	1/4	1/4	3/4	2	1	I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
65	65	1/2	1/2	3/4	2	1	V43		F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
66	66	0	0	3/4	2	1	#viio7/ii}		F	V		#viio7/ii		#vii	o	7		ii		}	o7	0	0	7, 4, 1, -2		7	7
66	66	1/4	1/4	3/4	2	1	V65/ii		F	V		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
67	67	0	0	3/4	2	1	vi.i{		F	vi		i		i						{	m	0	1	0, -3, 1		0	0
69	69	0	0	3/4	2	1	iv		F	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
71	71	0	0	3/4	2	1	VII		F	vi		VII		VII							M	0	1	-2, 2, -1		-2	-2
73	73	0	0	3/4	2	1	III		F	vi		III		III							M	0	1	-3, 1, -2		-3	-3
75	75	0	0	3/4	2	1	Ger6		F	vi		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
76	76	0	0	3/4	2	1	V(64)		F	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
77	77	0	0	3/4	2	1	viio7/V		F	vi		viio7/V		vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
78	78	0	0	3/4	2	1	V[V}		F	vi	V	V		V						}	M	0	1	1, 5, 2		1	1
78	78	1/4	1/4	3/4	2	1	VI6		F	vi	V	VI6		VI		6					M	0	1	0, -3, -4		-4	0
78	78	1/2	1/2	3/4	2	1	viio43/V	Ger43	F	vi	V	viio43/V		vii	o	43		V			o7	0	1	0, -3, 6, 3		6	0
79	79	0	0	3/4	2	1	V6		F	vi	V	V6		V		6					M	0	1	5, 2, 1		1	5
79	79	1/4	1/4	3/4	2	1	VI6		F	vi	V	VI6		VI		6					M	0	1	0, -3, -4		-4	0
79	79	1/2	1/2	3/4	2	1	viio43/V	Ger43	F	vi	V	viio43/V		vii	o	43		V			o7	0	1	0, -3, 6, 3		6	0
80	80	0	0	3/4	2	1	V]		F	vi	V	V		V							M	0	1	1, 5, 2		1	1
81	81	0	0	3/4	2	1	viio7/V		F	vi		viio7/V		vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
82	82	0	0	3/4	2	1	I.V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
83	83	0	0	3/4	2	1	I[I{		F	I	I	I		I						{	M	0	0	0, 4, 1		0	0
85	85	1/4	1/4	3/4	2	1	viio6		F	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
85	85	1/2	1/2	3/4	2	1	V7/IV		F	I	I	V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
86	86	0	0	3/4	2	1	IV		F	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
87	87	0	0	3/4	2	1	V43		F	I	I	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
88	88	0	0	3/4	2	1	I]		F	I	I	I		I							M	0	0	0, 4, 1		0	0
89	89	0	0	3/4	2	1	V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
90	90	0	0	3/4	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
90	90	1/4	1/4	3/4	2	1	V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
90	90	1/2	1/2	3/4	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
91	91	0	0	3/4	2	1	IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
91	91	1/4	1/4	3/4	2	1	ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
91	91	1/2	1/2	3/4	2	1	V		F	I		V		V							M	0	0	1, 5, 2		1	1
92	92	0	0	3/4	2	1	V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
93	93	0	0	3/4	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
93	93	1/4	1/4	3/4	2	1	viio6		F	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
93	93	1/2	1/2	3/4	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
94	94	0	0	3/4	2	1	IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
94	94	1/4	1/4	3/4	2	1	ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
94	94	1/2	1/2	3/4	2	1	V		F	I		V		V							M	0	0	1, 5, 2		1	1
95	95	0	0	3/4	2	1	I}{		F	I		I		I						}{	M	0	0	0, 4, 1		0	0
95	95	1/2	1/2	3/4	2	1	V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
96	96	0	0	3/4	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
96	96	1/4	1/4	3/4	2	1	V		F	I		V		V							M	0	0	1, 5, 2		1	1
96	96	1/2	1/2	3/4	2	1	I64		F	I		I64		I		64					M	0	0	1, 0, 4		0	1
97	97	0	0	3/4	2	1	V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
97	97	1/2	1/2	3/4	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
98	98	0	0	3/4	2	1	V		F	I		V		V							M	0	0	1, 5, 2		1	1
98	98	1/4	1/4	3/4	2	1	I64		F	I		I64		I		64					M	0	0	1, 0, 4		0	1
98	98	1/2	1/2	3/4	2	1	V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
99	99	0	0	3/4	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
99	99	1/4	1/4	3/4	2	1	vi6		F	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
99	99	1/2	1/2	3/4	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
100	100	0	0	3/4	2	1	viio43/V		F	I		viio43/V		vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
100	100	1/4	1/4	3/4	2	1	V6		F	I		V6		V		6					M	0	0	5, 2, 1		1	5
101	101	0	0	3/4	2	1	#viio43/vi		F	I		#viio43/vi		#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2
101	101	1/4	1/4	3/4	2	1	VI6		F	I		VI6		VI		6					M	0	0	7, 4, 3		3	7
102	102	0	0	3/4	2	1	#viio43/iii		F	I		#viio43/iii		#vii	o	43		iii			o7	0	0	3, 0, 9, 6		9	3
102	102	1/4	1/4	3/4	2	1	iii6		F	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
103	103	0	0	3/4	2	1	viio43/IV		F	I		viio43/IV		vii	o	43		IV			o7	0	0	-2, -5, 4, 1		4	-2
103	103	1/4	1/4	3/4	2	1	IV6		F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
104	104	0	0	3/4	2	1	viio43		F	I		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
104	104	1/4	1/4	3/4	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
105	105	0	0	3/4	2	1	ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
108	108	0	0	3/4	2	1	V(64)}		F	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
108	108	1/4	1/4	3/4	2	1	V		F	I		V		V							M	0	0	1, 5, 2		1	1
109	109	0	0	3/4	2	1	I{		F	I		I		I						{	M	0	0	0, 4, 1		0	0
110	110	0	0	3/4	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
110	110	1/2	1/2	3/4	2	1	V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
111	111	0	0	3/4	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
111	111	1/2	1/2	3/4	2	1	V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
112	112	0	0	3/4	2	1	V(64)		F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
112	112	1/2	1/2	3/4	2	1	V		F	I		V		V							M	0	0	1, 5, 2		1	1
113	113	0	0	3/4	2	1	{		F	I										{		0	0				
114	114	0	0	3/4	2	1	V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
114	114	1/2	1/2	3/4	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
115	115	0	0	3/4	2	1	V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
115	115	1/2	1/2	3/4	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
116	116	0	0	3/4	2	1	V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
116	116	1/2	1/2	3/4	2	1	I}		F	I		I		I						}	M	0	0	0, 4, 1		0	0
117	117	0	0	3/4	2	1	{		F	I										{		0	0				
118	118	0	0	3/4	2	1	IV6		F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
119	119	0	0	3/4	2	1	viio		F	I		viio		vii	o						o	0	0	5, 2, -1		5	5
120	120	0	0	3/4	2	1	iii6		F	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
121	121	0	0	3/4	2	1	vi		F	I		vi		vi							m	0	0	3, 0, 4		3	3
122	122	0	0	3/4	2	1	ii		F	I		ii		ii							m	0	0	2, -1, 3		2	2
122	122	1/2	1/2	3/4	2	1	V}		F	I		V		V						}	M	0	0	1, 5, 2		1	1
123	123	0	0	3/4	2	1	V65/IV{		F	I		V65/IV		V		65		IV		{	Mm7	0	0	4, 1, -2, 0		0	4
124	124	0	0	3/4	2	1	ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
125	125	0	0	3/4	2	1	V65/V		F	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
126	126	0	0	3/4	2	1	iii6		F	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
127	127	0	0	3/4	2	1	V65/vi		F	I		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
128	128	0	0	3/4	2	1	vi		F	I		vi		vi							m	0	0	3, 0, 4		3	3
128	128	1/4	1/4	3/4	2	1	IV6		F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
128	128	1/2	1/2	3/4	2	1	I64		F	I		I64		I		64					M	0	0	1, 0, 4		0	1
129	129	0	0	3/4	2	1	ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
129	129	1/2	1/2	3/4	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
130	130	0	0	3/4	2	1	ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
130	130	1/4	1/4	3/4	2	1	V(64)		F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
130	130	1/2	1/2	3/4	2	1	V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
131	131	0	0	3/4	2	1	I}{		F	I		I		I						}{	M	0	0	0, 4, 1		0	0
132	132	0	0	3/4	2	1	viio6		F	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
133	133	0	0	3/4	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
134	134	0	0	3/4	2	1	ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
135	135	0	0	3/4	2	1	ii65		F	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
135	135	1/4	1/4	3/4	2	1	V(4)		F	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
135	135	1/2	1/2	3/4	2	1	V		F	I		V		V							M	0	0	1, 5, 2		1	1
136	136	0	0	3/4	2	1	I}{		F	I		I		I						}{	M	0	0	0, 4, 1		0	0
137	137	0	0	3/4	2	1	viio6		F	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
138	138	0	0	3/4	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
139	139	0	0	3/4	2	1	ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
141	141	1/4	1/4	3/4	2	1	V(4)		F	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
141	141	1/2	1/2	3/4	2	1	V		F	I		V		V							M	0	0	1, 5, 2		1	1
142	142	0	0	3/4	2	1	I}		F	I		I		I						}	M	0	0	0, 4, 1		0	0
142	142	1/2	1/2	3/4	2	1	V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
143	143	0	0	3/4	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
143	143	1/2	1/2	3/4	2	1	V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
144	144	0	0	3/4	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
