mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
55	51	0	0	2/4	4	1		V(64)		C	IV		V(64)		V			64				M	0	0	1, 0, 4		1	1
55	51	1/4	1/4	2/4	4	1		V65		C	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
55	51	7/16	7/16	2/4	4	1		V7		C	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
56	52	0	0	2/4	4	1		I\\		C	IV		I		I						\\	M	0	0	0, 4, 1		0	0
57	52	0	1/4	2/4	4	1		I		C	IV		I		I							M	0	0	0, 4, 1		0	0
58	53	7/16	7/16	2/4	4	1		I.viio6		C	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
59	54	3/16	3/16	2/4	4	1		V		C	I		V		V							M	0	0	1, 5, 2		1	1
60	55	0	0	2/4	4	1		V2		C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
60	55	1/4	1/4	2/4	4	1		V64		C	I		V64		V		64					M	0	0	2, 1, 5		1	2
61	56	0	0	2/4	4	1		V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
61	56	1/4	1/4	2/4	4	1		V6		C	I		V6		V		6					M	0	0	5, 2, 1		1	5
62	57	0	0	2/4	4	1		V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
65	59	0	0	3/4	4	1		I		C	I		I		I							M	0	0	0, 4, 1		0	0
66	60	0	0	3/4	4	1		V65(4)		C	I		V65(4)		V		65	4				Mm7	0	0	0, 2, -1, 1		1	0
66	60	1/4	1/4	3/4	4	1		V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
66	60	1/2	1/2	3/4	4	1		I		C	I		I		I							M	0	0	0, 4, 1		0	0
67	61	0	0	3/4	4	1		#viio65/ii		C	I		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
67	61	1/4	1/4	3/4	4	1		V43		C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
68	62	0	0	3/4	4	1		viio43		C	I		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
68	62	3/8	3/8	3/4	4	1		V43		C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
68	62	1/2	1/2	3/4	4	1		V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
68	62	11/16	11/16	3/4	4	1		I		C	I		I		I							M	0	0	0, 4, 1		0	0
69	63	0	0	3/4	4	1		ii6(2)		C	I		ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
69	63	1/8	1/8	3/4	4	1		ii6		C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
69	63	1/4	1/4	3/4	4	1		ii		C	I		ii		ii							m	0	0	2, -1, 3		2	2
69	63	1/2	1/2	3/4	4	1		V7(+9)		C	I		V7(+9)		V		7	+9				Mm7	0	0	1, 5, 2, -1	3	1	1
70	64	0	0	3/4	4	1		I(4)		C	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
70	64	1/4	1/4	3/4	4	1		I		C	I		I		I							M	0	0	0, 4, 1		0	0
72	66	1/4	1/4	3/4	4	1		V\\		C	I		V		V						\\	M	0	0	1, 5, 2		1	1
72	66	1/2	1/2	3/4	4	1		I		C	I		I		I							M	0	0	0, 4, 1		0	0
74	68	1/4	1/4	3/4	4	1		V\\		C	I		V		V						\\	M	0	0	1, 5, 2		1	1
75	69	0	0	3/4	4	1		V2/V		C	I		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
75	69	1/4	1/4	3/4	4	1		V6		C	I		V6		V		6					M	0	0	5, 2, 1		1	5
76	70	0	0	3/4	4	1		V.V2		C	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
76	70	1/4	1/4	3/4	4	1		I6		C	V		I6		I		6					M	0	0	4, 1, 0		0	4
76	70	5/8	5/8	3/4	4	1		V+6		C	V		V+6		V	+	6					+	0	0	5, 9, 1		1	5
77	71	0	0	3/4	4	1		IV		C	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
77	71	3/16	3/16	3/4	4	1		viio7/V		C	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
77	71	1/4	1/4	3/4	4	1		V(64)		C	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
77	71	3/8	3/8	3/4	4	1		V		C	V		V		V							M	0	0	1, 5, 2		1	1
77	71	1/2	1/2	3/4	4	1		V7(4)		C	V		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
77	71	23/32	23/32	3/4	4	1		V7		C	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
78	72	0	0	3/4	4	1		I(+2)		C	V		I(+2)		I			+2				M	0	0	0, 4, 1	2	0	0
78	72	1/4	1/4	3/4	4	1		I		C	V		I		I							M	0	0	0, 4, 1		0	0
79	73	0	0	3/4	4	1		I.V2		C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
79	73	3/8	3/8	3/4	4	1		I6		C	I		I6		I		6					M	0	0	4, 1, 0		0	4
79	73	1/2	1/2	3/4	4	1		V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
79	73	5/8	5/8	3/4	4	1		I		C	I		I		I							M	0	0	0, 4, 1		0	0
80	74	0	0	3/4	4	1		V(64)		C	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
80	74	1/4	1/4	3/4	4	1		V\\		C	I		V		V						\\	M	0	0	1, 5, 2		1	1
81	75	0	0	3/4	4	1		V2		C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
81	75	3/8	3/8	3/4	4	1		I6		C	I		I6		I		6					M	0	0	4, 1, 0		0	4
81	75	1/2	1/2	3/4	4	1		V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
81	75	5/8	5/8	3/4	4	1		I		C	I		I		I							M	0	0	0, 4, 1		0	0
82	76	0	0	3/4	4	1		V7		C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
83	77	0	0	3/4	4	1		I		C	I		I		I							M	0	0	0, 4, 1		0	0
84	78	0	0	3/4	4	1		V2/IV		C	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
85	79	0	0	3/4	4	1		IV6		C	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
85	79	1/4	1/4	3/4	4	1		ii43		C	I		ii43		ii		43					mm7	0	0	3, 0, 2, -1		2	3
85	79	1/2	1/2	3/4	4	1		Ger6		C	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
86	80	0	0	3/4	4	1		V(64)		C	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
86	80	1/2	1/2	3/4	4	1		V7		C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
87	81	0	0	3/4	4	1		I\\		C	I		I		I						\\	M	0	0	0, 4, 1		0	0
87	81	1/2	1/2	3/4	4	1		V2		C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
88	82	0	0	3/4	4	1		I6		C	I		I6		I		6					M	0	0	4, 1, 0		0	4
88	82	1/2	1/2	3/4	4	1		V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
89	83	0	0	3/4	4	1		I		C	I		I		I							M	0	0	0, 4, 1		0	0
89	83	1/2	1/2	3/4	4	1		iv		C	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
90	84	0	0	3/4	4	1		I		C	I		I		I							M	0	0	0, 4, 1		0	0
90	84	1/2	1/2	3/4	4	1		iv6		C	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
91	85	0	0	3/4	4	1		I		C	I		I		I							M	0	0	0, 4, 1		0	0
92	86	0	0	3/4	4	1		I\\		C	I		I		I						\\	M	0	0	0, 4, 1		0	0
