0,6.0,A-,1,M,0
6.0,9.0,A-,2,m,1
9.0,9.5,A-,5,D7,0
9.5,10.5,A-,5,M,0
10.5,12.0,A-,5,D7,0
12.0,15.0,A-,1,M,0
15.0,17.5,A-,2,m,1
17.5,18.0,A-,5/5,D7,1
18.0,18.5,A-,5,D7,0
18.5,19.0,A-,5,M,0
19.0,21.0,A-,5,D7,0
21.0,23.0,A-,1,M,0
23.0,23.5,A-,5,D7,0
23.5,24.0,A-,5,M,0
24.0,30.0,A-,1,M,0
30.0,33.0,A-,5,M,0
33.0,35.5,A-,1,M,2
35.5,36.0,A-,1,M,0
36.0,38.5,A-,5,M,0
38.5,39.0,A-,5,D7,0
39.0,40.0,A-,2,m,0
40.0,41.0,A-,2,m,1
41.0,42.0,A-,5/2,D7,0
42.0,44.5,A-,2,m,0
44.5,45.0,A-,5,D7,0
45.0,46.5,A-,1,M,0
46.5,47.0,A-,5,D7,0
47.0,47.5,A-,5,M,0
47.5,48.0,A-,5,D7,0
48.0,49.5,A-,1,M,0
49.5,50.0,A-,7,D7,0
50.0,51.0,A-,5/2,D7,0
51.0,53.0,A-,2,m,0
53.0,54.0,A-,5/2,D7,0
54.0,56.5,A-,2,m,0
56.5,57.0,A-,7,D7,0
57.0,58.5,A-,1,M,0
58.5,59.0,A-,5,D7,0
59.0,59.5,A-,5,M,0
59.5,60.0,A-,5,D7,0
60.0,61.5,A-,1,M,0
61.5,62.5,A-,7/5,d7,0
62.5,63.0,A-,7/2,d7,0
63.0,64.0,A-,2,m,0
64.0,64.5,A-,2,D7,0
64.5,66.0,A-,5,D7,0
66.0,69.0,A-,1,M,0
69.0,72.0,A-,2,m,1
72.0,73.5,A-,5,M,0
73.5,75.0,A-,5,D7,0
75.0,78.0,A-,1,M,0
78.0,80.0,A-,7,d7,1
80.0,80.5,C-,7,d7,1
80.5,81.0,C-,7,d7,0
81.0,81.5,C-,5,D7,3
81.5,84.0,C-,5,D7,0
84.0,86.0,C-,1,M,0
86.0,86.5,C-,5,M,0
86.5,93.0,C-,1,M,0
93.0,96.0,C-,5,M,0
96.0,99.0,C-,1,M,0
99.0,102.0,C-,5,M,0
102.0,103.5,C-,2,m,1
103.5,104.0,C-,2,m7,1
104.0,104.5,C-,2,D7,1
104.5,107.0,C-,2,m,1
107.0,107.5,C-,2,m7,1
107.5,108.0,C-,5,D7,0
108.0,109.5,C-,1,M,0
109.5,110.0,C-,5,D7,0
110.0,110.5,C-,1,M,0
110.5,111.0,C-,5,M,0
111.0,112.5,C-,1,M,0
112.5,113.0,C-,7/2,d7,3
113.0,113.5,C-,5/2,D7,1
113.5,114.0,C-,5,D7,0
114.0,115.5,C-,2,m,1
115.5,116.0,C-,2,m7,1
116.0,116.5,C-,2,D7,3
116.5,117.0,C-,2,D7,0
117.0,117.5,C-,2,m,0
117.5,118.0,C-,2,m,1
118.0,120.0,C-,2,m7,1
120.0,121.5,C-,1,M,0
121.5,122.0,C-,5,D7,0
122.0,122.5,C-,1,M,0
122.5,123.0,C-,5,M,0
123.0,124.5,C-,1,M,0
124.5,125.0,C-,7,d7,0
125.0,125.5,C-,7/2,d7,0
125.5,126.0,C-,7,d7,1
126.0,126.5,C-,2,D7,1
126.5,127.0,C-,2,m7,1
127.0,127.5,C-,2,D7,3
127.5,129.0,C-,5,D7,0
129.0,132.0,C-,1,M,0
132.0,132.5,C-,2,m,1
132.5,133.0,C-,4,m,1
133.0,135.0,C-,2,m,1
135.0,136.5,C-,5,M,0
136.5,138.0,C-,5,D7,0
138.0,140.5,C-,1,M,0
140.5,141.0,a-,1,M,0
141.0,143.0,a-,2,m7,1
143.0,143.5,a-,2,d,1
143.5,144.0,a-,7,d7,1
144.0,144.5,a-,7,d7,0
144.5,147.0,a-,5,D7,0
147.0,148.5,A-,1,M,0
148.5,149.0,A-,1,D7,0
149.0,150.0,A-,5,D7,0
150.0,156.0,A-,1,M,0
156.0,159.0,A-,5,M,0
159.0,160.0,A-,1,M,2
160.0,161.0,A-,1,M,1
161.0,162.0,A-,1,M,0
162.0,164.5,A-,5,M,0
164.5,165.0,A-,1,m,0
165.0,167.0,A-,2,m,0
167.0,168.0,A-,5/2,D7,0
168.0,170.5,A-,2,m,0
170.5,171.0,A-,5,D7,0
171.0,172.5,A-,1,M,0
172.5,173.0,A-,5,D7,0
173.0,173.5,A-,5,M,0
173.5,174.0,A-,5,D7,0
174.0,175.5,A-,1,M,0
175.5,176.0,A-,7/2,D7,0
176.0,177.0,A-,5/2,D7,0
177.0,179.0,A-,2,m,0
179.0,180.0,A-,5/2,D7,0
180.0,182.5,A-,2,m,0
182.5,183.0,A-,7,d7,0
183.0,184.5,A-,1,M,0
184.5,185.0,A-,5,D7,0
185.0,185.5,A-,5,M,0
185.5,186.0,A-,5,D7,0
186.0,187.5,A-,1,M,0
187.5,188.0,A-,7/5,d7,0
188.0,189.0,A-,7/2,d7,0
189.0,190.0,A-,2,m,0
190.0,190.5,A-,2,D7,0
190.5,192.0,A-,5,D7,0
192.0,195.0,A-,1,M,0
195.0,198.0,A-,2,m,1
198.0,198.5,A-,5,D7,0
198.5,199.5,A-,5,M,0
199.5,201.0,A-,5,D7,0
201.0,204.0,A-,1,M,0
204.0,206.5,A-,2,m,1
206.5,207.0,A-,5/5,D7,1
207.0,207.5,A-,5,D7,0
207.5,208.5,A-,5,M,0
208.5,210.0,A-,5,D7,0
210.0,216.0,A-,1,M,0
