mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
13	13	1/4	1/4	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
14	14	0	0	3/8	2	1	I}	Eb	I		I		I						}	M	0	0	0, 4, 1		0	0
16	16	0	0	3/8	2	1	{	Eb	I										{		0	0				
18	18	0	0	3/8	2	1	V6	Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
20	20	0	0	3/8	2	1	V.V43	Eb	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
20	20	1/4	1/4	3/8	2	1	V65	Eb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
21	21	0	0	3/8	2	1	I	Eb	V		I		I							M	0	0	0, 4, 1		0	0
22	22	0	0	3/8	2	1	V43	Eb	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
22	22	1/4	1/4	3/8	2	1	V65	Eb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
23	23	0	0	3/8	2	1	I	Eb	V		I		I							M	0	0	0, 4, 1		0	0
24	24	0	0	3/8	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
26	26	0	0	3/8	2	1	V(64)}	Eb	V		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
26	26	1/4	1/4	3/8	2	1	V	Eb	V		V		V							M	0	0	1, 5, 2		1	1
28	28	0	0	3/8	2	1	I{	Eb	V		I		I						{	M	0	0	0, 4, 1		0	0
29	29	1/8	1/8	3/8	2	1	ii	Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
30	30	0	0	3/8	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
31	31	1/8	1/8	3/8	2	1	I	Eb	V		I		I							M	0	0	0, 4, 1		0	0
32	32	0	0	3/8	2	1	I6	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
33	33	0	0	3/8	2	1	IV	Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
33	33	1/4	1/4	3/8	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
34	34	0	0	3/8	2	1	V(64)	Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
34	34	1/4	1/4	3/8	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
35	35	0	0	3/8	2	1	vi	Eb	V		vi		vi							m	0	0	3, 0, 4		3	3
35	35	1/8	1/8	3/8	2	1	I64	Eb	V		I64		I		64					M	0	0	1, 0, 4		0	1
35	35	1/4	1/4	3/8	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
36	36	0	0	3/8	2	1	I6	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
37	37	0	0	3/8	2	1	IV	Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
37	37	1/4	1/4	3/8	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
38	38	0	0	3/8	2	1	V(64)	Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
38	38	1/4	1/4	3/8	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
39	39	0	0	3/8	2	1	#viio43/ii	Eb	V		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
39	39	1/8	1/8	3/8	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
39	39	1/4	1/4	3/8	2	1	viio7/V	Eb	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
40	40	0	0	3/8	2	1	V(64)	Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
40	40	1/4	1/4	3/8	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
41	41	0	0	3/8	2	1	#viio43/ii	Eb	V		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
41	41	1/8	1/8	3/8	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
41	41	1/4	1/4	3/8	2	1	viio7/V	Eb	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
42	42	0	0	3/8	2	1	V(64)	Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
42	42	1/4	1/4	3/8	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
43	43	0	0	3/8	2	1	I}	Eb	V		I		I						}	M	0	0	0, 4, 1		0	0
43	43	1/4	1/4	3/8	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
44	44	0	0	3/8	2	1	I	Eb	V		I		I							M	0	0	0, 4, 1		0	0
44	44	1/8	1/8	3/8	2	1	I6	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
44	44	1/4	1/4	3/8	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
45	45	0	0	3/8	2	1	I	Eb	V		I		I							M	0	0	0, 4, 1		0	0
47	47	0	0	3/8	2	1	{	Eb	V										{		0	0				
48	48	1/8	1/8	3/8	2	1	I.V(64)	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
48	48	1/4	1/4	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
49	49	0	0	3/8	2	1	V(64)	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
50	50	1/8	1/8	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
50	50	1/4	1/4	3/8	2	1	V(6#4)	Eb	I		V(6#4)		V			6#4				M	0	0	1, 5, 7, 4		1	1
51	51	0	0	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
52	52	1/8	1/8	3/8	2	1	V(64)	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
52	52	1/4	1/4	3/8	2	1	V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
53	53	0	0	3/8	2	1	viio7/V	Eb	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
54	54	0	0	3/8	2	1	It6	Eb	I		It6	It	vii	o	6	b3	V			It	0	0	-4, 0, 6		6	-4
55	55	0	0	3/8	2	1	V}	Eb	I		V		V						}	M	0	0	1, 5, 2		1	1
57	57	1/4	1/4	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
59	59	0	0	3/8	2	1	I{	Eb	I		I		I						{	M	0	0	0, 4, 1		0	0
62	62	0	0	3/8	2	1	V6	Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
62	62	1/8	1/8	3/8	2	1	vi7	Eb	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
62	62	1/4	1/4	3/8	2	1	V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
63	63	0	0	3/8	2	1	V2	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
63	63	1/8	1/8	3/8	2	1	vi64	Eb	I		vi64		vi		64					m	0	0	4, 3, 0		3	4
63	63	1/4	1/4	3/8	2	1	viio6	Eb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
64	64	0	0	3/8	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
64	64	1/8	1/8	3/8	2	1	vi	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
64	64	1/4	1/4	3/8	2	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
65	65	0	0	3/8	2	1	V(64)	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
65	65	1/4	1/4	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	66	0	0	3/8	2	1	I}{	Eb	I		I		I						}{	M	0	0	0, 4, 1		0	0
67	67	0	0	3/8	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
68	68	0	0	3/8	2	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
69	69	0	0	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
70	70	0	0	3/8	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
70	70	1/4	1/4	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
71	71	0	0	3/8	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
71	71	1/8	1/8	3/8	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
71	71	1/4	1/4	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
72	72	0	0	3/8	2	1	I}	Eb	I		I		I						}	M	0	0	0, 4, 1		0	0
72	72	1/4	1/4	3/8	2	1	V2/IV	Eb	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
74	74	0	0	3/8	2	1	IV6{	Eb	I		IV6		IV		6				{	M	0	0	3, 0, -1		-1	3
76	76	0	0	3/8	2	1	V43/IV	Eb	I		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
77	77	0	0	3/8	2	1	V65/IV	Eb	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
78	78	0	0	3/8	2	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
78	78	1/4	1/4	3/8	2	1	V/ii	Eb	I		V/ii		V				ii			M	0	0	3, 7, 4		3	3
79	79	0	0	3/8	2	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
79	79	1/4	1/4	3/8	2	1	ii	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
80	80	0	0	3/8	2	1	V43/ii	Eb	I		V43/ii		V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
80	80	1/4	1/4	3/8	2	1	V65/ii	Eb	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
81	81	0	0	3/8	2	1	viio6	Eb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
81	81	1/4	1/4	3/8	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
82	82	0	0	3/8	2	1	V43	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
82	82	1/4	1/4	3/8	2	1	V65	Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
83	83	0	0	3/8	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
84	84	0	0	3/8	2	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
86	86	0	0	3/8	2	1	V(64)}	Eb	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
86	86	1/4	1/4	3/8	2	1	V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
88	88	0	0	3/8	2	1	I{	Eb	I		I		I						{	M	0	0	0, 4, 1		0	0
89	89	1/8	1/8	3/8	2	1	ii	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
90	90	0	0	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
91	91	1/8	1/8	3/8	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
92	92	0	0	3/8	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
93	93	0	0	3/8	2	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
93	93	1/4	1/4	3/8	2	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
94	94	0	0	3/8	2	1	V(64)	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
94	94	1/4	1/4	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
95	95	0	0	3/8	2	1	vi	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
95	95	1/8	1/8	3/8	2	1	I64	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
95	95	1/4	1/4	3/8	2	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
96	96	0	0	3/8	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
97	97	0	0	3/8	2	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
97	97	1/4	1/4	3/8	2	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
98	98	0	0	3/8	2	1	V(64)	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
98	98	1/4	1/4	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
99	99	0	0	3/8	2	1	#viio65/ii	Eb	I		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
99	99	1/8	1/8	3/8	2	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
99	99	1/4	1/4	3/8	2	1	viio7/V	Eb	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
100	100	0	0	3/8	2	1	V(64)	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
100	100	1/4	1/4	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
101	101	0	0	3/8	2	1	#viio65/ii	Eb	I		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
101	101	1/8	1/8	3/8	2	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
101	101	1/4	1/4	3/8	2	1	viio7/V	Eb	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
102	102	0	0	3/8	2	1	V(64)	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
102	102	1/4	1/4	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
103	103	0	0	3/8	2	1	I}	Eb	I		I		I						}	M	0	0	0, 4, 1		0	0
103	103	1/4	1/4	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
104	104	0	0	3/8	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
104	104	1/8	1/8	3/8	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
104	104	1/4	1/4	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
105	105	0	0	3/8	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
