mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
12	12	1/4	1/4	6/8	2	1		viio6/V	A	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
12	12	3/8	3/8	6/8	2	1		V(64)}	A	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
12	12	5/8	5/8	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
13	13	0	0	6/8	2	1		I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
13	13	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
14	14	0	0	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
14	14	3/8	3/8	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
15	15	0	0	6/8	2	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
15	15	1/4	1/4	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
15	15	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
15	15	5/8	5/8	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
16	16	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
16	16	1/4	1/4	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
16	16	3/8	3/8	6/8	2	1		I(97)}	A	I		I(97)	I			97			}	M	0	0	0, 4, 1	2, 5	0	0
16	16	5/8	5/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
17	17	0	0	6/8	2	1		{	A	I									{		0	0				
17	17	1/4	1/4	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
17	17	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
17	17	5/8	5/8	6/8	2	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
18	18	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
18	18	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
18	18	3/8	3/8	6/8	2	1		I}	A	I		I	I						}	M	0	0	0, 4, 1		0	0
19	19	0	0	6/8	2	1		{	A	I									{		0	0				
19	19	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
20	20	0	0	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
20	20	3/8	3/8	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
21	21	0	0	6/8	2	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
21	21	3/8	3/8	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
22	22	0	0	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
22	22	1/4	1/4	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
22	22	3/8	3/8	6/8	2	1		V}	A	I		V	V						}	M	0	0	1, 5, 2		1	1
23	23	0	0	6/8	2	1		I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
24	24	0	0	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
24	24	1/4	1/4	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
24	24	1/2	1/2	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	25	0	0	6/8	2	1		vi	A	I		vi	vi							m	0	0	3, 0, 4		3	3
25	25	1/4	1/4	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
25	25	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
25	25	5/8	5/8	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
26	26	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
26	26	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
26	26	3/8	3/8	6/8	2	1		I}	A	I		I	I						}	M	0	0	0, 4, 1		0	0
27	27	0	0	6/8	2	1		{	A	I									{		0	0				
27	27	3/8	3/8	6/8	2	1		IV64	A	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
28	28	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
29	29	3/8	3/8	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
30	30	0	0	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
30	30	1/4	1/4	6/8	2	1		vii%7/V	A	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
30	30	3/8	3/8	6/8	2	1		V(64)}	A	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
30	30	5/8	5/8	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
31	31	0	0	6/8	2	1		I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
31	31	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
32	32	0	0	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
32	32	3/8	3/8	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
33	33	0	0	6/8	2	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
33	33	1/4	1/4	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
33	33	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
33	33	5/8	5/8	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
34	34	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
34	34	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
34	34	3/8	3/8	6/8	2	1		I(97)}	A	I		I(97)	I			97			}	M	0	0	0, 4, 1	2, 5	0	0
34	34	5/8	5/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
35	35	0	0	6/8	2	1		{	A	I									{		0	0				
35	35	1/4	1/4	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
35	35	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
35	35	5/8	5/8	6/8	2	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
36	36	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
36	36	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
36	36	3/8	3/8	6/8	2	1		I}	A	I		I	I						}	M	0	0	0, 4, 1		0	0
37	37	0	0	6/8	2	1		{	A	I									{		0	0				
37	37	1/4	1/4	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
37	37	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
37	37	5/8	5/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
38	38	0	0	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
38	38	1/4	1/4	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
38	38	3/8	3/8	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
38	38	5/8	5/8	6/8	2	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
39	39	0	0	6/8	2	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
39	39	3/8	3/8	6/8	2	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
40	40	0	0	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
40	40	1/4	1/4	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
40	40	3/8	3/8	6/8	2	1		V(64)}	A	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
40	40	5/8	5/8	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
41	41	0	0	6/8	2	1		I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
42	42	0	0	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
42	42	3/8	3/8	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
43	43	0	0	6/8	2	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
43	43	1/4	1/4	6/8	2	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
43	43	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
43	43	5/8	5/8	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
44	44	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
44	44	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
44	44	3/8	3/8	6/8	2	1		I}	A	I		I	I						}	M	0	0	0, 4, 1		0	0
45	45	0	0	6/8	2	1		{	A	I									{		0	0				
45	45	3/8	3/8	6/8	2	1		IV64	A	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
46	46	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
47	47	3/8	3/8	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
48	48	0	0	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
48	48	1/4	1/4	6/8	2	1		viio6/V	A	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
48	48	3/8	3/8	6/8	2	1		V(64)}	A	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
48	48	5/8	5/8	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
49	49	0	0	6/8	2	1		I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
49	49	1/4	1/4	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
49	49	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
49	49	5/8	5/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
50	50	0	0	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
50	50	1/4	1/4	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
50	50	3/8	3/8	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
50	50	5/8	5/8	6/8	2	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
51	51	0	0	6/8	2	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
51	51	1/4	1/4	6/8	2	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
51	51	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
51	51	5/8	5/8	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
52	52	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
52	52	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
52	52	3/8	3/8	6/8	2	1		I(974)}	A	I		I(974)	I			974			}	M	0	0	0, -1, 1	2, 5	0	0
52	52	5/8	5/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
53	53	0	0	6/8	2	1		{	A	I									{		0	0				
53	53	1/4	1/4	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
53	53	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
53	53	5/8	5/8	6/8	2	1		ii65	A	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
54	54	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
54	54	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
54	54	3/8	3/8	6/8	2	1		I}	A	I		I	I						}	M	0	0	0, 4, 1		0	0
55	55	0	0	6/8	2	1		i.i{	A	i		i	i						{	m	0	1	0, -3, 1		0	0
56	56	0	0	6/8	2	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
56	56	3/8	3/8	6/8	2	1		V7	A	i		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
57	57	0	0	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
57	57	3/8	3/8	6/8	2	1		V43	A	i		V43	V		43					Mm7	0	1	2, -1, 1, 5		1	2
58	58	0	0	6/8	2	1		i6	A	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
58	58	1/8	1/8	6/8	2	1		V64	A	i		V64	V		64					M	0	1	2, 1, 5		1	2
58	58	1/4	1/4	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
58	58	3/8	3/8	6/8	2	1		V(64)}	A	i		V(64)	V			64			}	M	0	1	1, 0, -3		1	1
58	58	5/8	5/8	6/8	2	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
59	59	0	0	6/8	2	1		i{	A	i		i	i						{	m	0	1	0, -3, 1		0	0
60	60	0	0	6/8	2	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
60	60	3/8	3/8	6/8	2	1		V7	A	i		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
61	61	0	0	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
61	61	1/4	1/4	6/8	2	1		V65	A	i		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
61	61	3/8	3/8	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
61	61	5/8	5/8	6/8	2	1		iv6	A	i		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
62	62	0	0	6/8	2	1		V(64)	A	i		V(64)	V			64				M	0	1	1, 0, -3		1	1
62	62	1/4	1/4	6/8	2	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
62	62	3/8	3/8	6/8	2	1		i}	A	i		i	i						}	m	0	1	0, -3, 1		0	0
63	63	0	0	6/8	2	1		{	A	i									{		0	1				
63	63	1/4	1/4	6/8	2	1		V7/iv	A	i		V7/iv	V		7		iv			Mm7	0	1	0, 4, 1, -2		0	0
63	63	3/8	3/8	6/8	2	1		iv64	A	i		iv64	iv		64					m	0	1	0, -1, -4		-1	0
64	64	3/8	3/8	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
65	65	3/8	3/8	6/8	2	1		#viio7	A	i		#viio7	#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
65	65	5/8	5/8	6/8	2	1		#viio43	A	i		#viio43	#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
66	66	0	0	6/8	2	1		i6	A	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
66	66	1/8	1/8	6/8	2	1		V6	A	i		V6	V		6					M	0	1	5, 2, 1		1	5
66	66	1/4	1/4	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
66	66	3/8	3/8	6/8	2	1		viio7/V	A	i		viio7/V	vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
66	66	5/8	5/8	6/8	2	1		V}	A	i		V	V						}	M	0	1	1, 5, 2		1	1
67	67	0	0	6/8	2	1		i{	A	i		i	i						{	m	0	1	0, -3, 1		0	0
68	68	0	0	6/8	2	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
68	68	3/8	3/8	6/8	2	1		V7	A	i		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
69	69	0	0	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
69	69	1/4	1/4	6/8	2	1		V65	A	i		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
69	69	3/8	3/8	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
69	69	5/8	5/8	6/8	2	1		iv6	A	i		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
70	70	0	0	6/8	2	1		V(64)	A	i		V(64)	V			64				M	0	1	1, 0, -3		1	1
70	70	1/4	1/4	6/8	2	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
70	70	3/8	3/8	6/8	2	1		i}	A	i		i	i						}	m	0	1	0, -3, 1		0	0
71	71	0	0	6/8	2	1		{	A	i									{		0	1				
71	71	1/4	1/4	6/8	2	1		V65	A	i		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
71	71	3/8	3/8	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
71	71	5/8	5/8	6/8	2	1		iv6	A	i		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
72	72	0	0	6/8	2	1		V(64)	A	i		V(64)	V			64				M	0	1	1, 0, -3		1	1
72	72	1/4	1/4	6/8	2	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
72	72	3/8	3/8	6/8	2	1		i}	A	i		i	i						}	m	0	1	0, -3, 1		0	0
73	73	0	0	6/8	2	1		I.I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
74	74	0	0	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
74	74	3/8	3/8	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
75	75	0	0	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
75	75	3/8	3/8	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
76	76	0	0	6/8	2	1		V(64)}	A	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
76	76	3/8	3/8	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
77	77	0	0	6/8	2	1		I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
78	78	0	0	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
78	78	3/8	3/8	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
79	79	0	0	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
79	79	1/4	1/4	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
79	79	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
79	79	1/2	1/2	6/8	2	1		vi	A	I		vi	vi							m	0	0	3, 0, 4		3	3
79	79	5/8	5/8	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
80	80	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
80	80	1/4	1/4	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
80	80	3/8	3/8	6/8	2	1		I}	A	I		I	I						}	M	0	0	0, 4, 1		0	0
81	81	0	0	6/8	2	1		{	A	I									{		0	0				
81	81	3/8	3/8	6/8	2	1		IV64	A	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
82	82	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
83	83	3/8	3/8	6/8	2	1		viio6	A	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
84	84	0	0	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
84	84	1/8	1/8	6/8	2	1		viio6	A	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
84	84	1/4	1/4	6/8	2	1		vii%43/V	A	I		vii%43/V	vii	%	43		V			%7	0	0	0, 4, 6, 3		6	0
84	84	3/8	3/8	6/8	2	1		V(64)}	A	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
84	84	5/8	5/8	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
85	85	0	0	6/8	2	1		I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
86	86	0	0	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
86	86	3/8	3/8	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
87	87	0	0	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
87	87	1/4	1/4	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
87	87	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
87	87	1/2	1/2	6/8	2	1		vi	A	I		vi	vi							m	0	0	3, 0, 4		3	3
87	87	5/8	5/8	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
88	88	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
88	88	1/4	1/4	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
88	88	5/8	5/8	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
89	89	0	0	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
89	89	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
89	89	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
89	89	5/8	5/8	6/8	2	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
90	90	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
90	90	1/4	1/4	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
90	90	3/8	3/8	6/8	2	1		I}	A	I		I	I						}	M	0	0	0, 4, 1		0	0
91	91	0	0	6/8	2	1		{	A	I									{		0	0				
91	91	5/16	5/16	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
91	91	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
92	92	0	0	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
92	92	5/16	5/16	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
92	92	3/8	3/8	6/8	2	1		#viio/ii	A	I		#viio/ii	#vii	o			ii			o	0	0	7, 4, 1		7	7
92	92	1/2	1/2	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
92	92	5/8	5/8	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
93	93	0	0	6/8	2	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
93	93	3/8	3/8	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
94	94	0	0	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
94	94	1/8	1/8	6/8	2	1		vi	A	I		vi	vi							m	0	0	3, 0, 4		3	3
94	94	1/4	1/4	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
94	94	3/8	3/8	6/8	2	1		V}	A	I		V	V						}	M	0	0	1, 5, 2		1	1
95	95	0	0	6/8	2	1		I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
95	95	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
96	96	0	0	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
96	96	3/8	3/8	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
97	97	0	0	6/8	2	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
97	97	1/4	1/4	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
97	97	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
97	97	5/8	5/8	6/8	2	1		ii65	A	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
98	98	0	0	6/8	2	1	1	V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
