Figure	MajorContext	MinorContext
bio842	['B---', 'C-', 'E--', 'B-']	['G--', 'A-', 'C-', 'G-']
bi842	['B-', 'C-', 'E--', 'B-']	['G-', 'A-', 'C-', 'G-']
bI842	['B-', 'C-', 'E-', 'B-']	['G-', 'A-', 'C', 'G-']
bI+842	['B-', 'C-', 'E-', 'B-']	['G-', 'A-', 'C', 'G-']
biio842	['C--', 'D-', 'F-', 'C-']	['A--', 'B-', 'D-', 'A-']
bii842	['C-', 'D-', 'F-', 'C-']	['A-', 'B-', 'D-', 'A-']
bII842	['C-', 'D-', 'F', 'C-']	['A-', 'B-', 'D', 'A-']
bII+842	['C-', 'D-', 'F', 'C-']	['A-', 'B-', 'D', 'A-']
biiio842	['D--', 'E-', 'G-', 'D-']	['B---', 'C-', 'E--', 'B-']
biii842	['D-', 'E-', 'G-', 'D-']	['B-', 'C-', 'E--', 'B-']
bIII842	['D-', 'E-', 'G', 'D-']	['B-', 'C-', 'E-', 'B-']
bIII+842	['D-', 'E-', 'G', 'D-']	['B-', 'C-', 'E-', 'B-']
bivo842	['E---', 'F-', 'A--', 'E-']	['C--', 'D-', 'F-', 'C-']
biv842	['E-', 'F-', 'A--', 'E-']	['C-', 'D-', 'F-', 'C-']
bIV842	['E-', 'F-', 'A-', 'E-']	['C-', 'D-', 'F', 'C-']
bIV+842	['E-', 'F-', 'A-', 'E-']	['C-', 'D-', 'F', 'C-']
bvo842	['F--', 'G-', 'B--', 'F-']	['D--', 'E-', 'G-', 'D-']
bv842	['F-', 'G-', 'B--', 'F-']	['D-', 'E-', 'G-', 'D-']
bV842	['F-', 'G-', 'B-', 'F-']	['D-', 'E-', 'G', 'D-']
bV+842	['F-', 'G-', 'B-', 'F-']	['D-', 'E-', 'G', 'D-']
bvio842	['G--', 'A-', 'C-', 'G-']	['E--', 'F', 'A-', 'E']
bvi842	['G-', 'A-', 'C-', 'G-']	['E', 'F', 'A-', 'E']
bVI842	['G-', 'A-', 'C', 'G-']	['E-', 'F-', 'A-', 'E-']
bVI+842	['G-', 'A-', 'C', 'G-']	['E-', 'F-', 'A-', 'E-']
bviio842	['A--', 'B-', 'D-', 'A-']	['F-', 'G', 'B-', 'F']
bvii842	['A-', 'B-', 'D-', 'A-']	['F', 'G', 'B-', 'F']
bVII842	['A-', 'B-', 'D', 'A-']	['F-', 'G-', 'B-', 'F-']
bVII+842	['A-', 'B-', 'D', 'A-']	['F-', 'G-', 'B-', 'F-']
io842	['B--', 'C', 'E-', 'B']	['G-', 'A', 'C', 'G']
i842	['B', 'C', 'E-', 'B']	['G', 'A', 'C', 'G']
I842	['B', 'C', 'E', 'B']	['G', 'A', 'C#', 'G']
I+842	['B', 'C', 'E', 'B']	['G', 'A', 'C#', 'G']
iio842	['C-', 'D', 'F', 'C']	['A-', 'B', 'D', 'A']
ii842	['C', 'D', 'F', 'C']	['A', 'B', 'D', 'A']
II842	['C', 'D', 'F#', 'C']	['A', 'B', 'D#', 'A']
II+842	['C', 'D', 'F#', 'C']	['A', 'B', 'D#', 'A']
iiio842	['D-', 'E', 'G', 'D']	['B--', 'C', 'E-', 'B']
iii842	['D', 'E', 'G', 'D']	['B', 'C', 'E-', 'B']
III842	['D', 'E', 'G#', 'D']	['B', 'C', 'E', 'B']
III+842	['D', 'E', 'G#', 'D']	['B', 'C', 'E', 'B']
ivo842	['E--', 'F', 'A-', 'E']	['C-', 'D', 'F', 'C']
