Figure	MajorContext	MinorContext
bio832	['C-', 'D-', 'E--', 'C-']	['A-', 'B-', 'C-', 'A-']
bi832	['C-', 'D-', 'E--', 'C-']	['A-', 'B-', 'C-', 'A-']
bI832	['C-', 'D-', 'E-', 'C-']	['A-', 'B-', 'C', 'A-']
bI+832	['C-', 'D-', 'E-', 'C-']	['A-', 'B-', 'C', 'A-']
biio832	['D-', 'E-', 'F-', 'D-']	['B-', 'C-', 'D-', 'B-']
bii832	['D-', 'E-', 'F-', 'D-']	['B-', 'C-', 'D-', 'B-']
bII832	['D-', 'E-', 'F', 'D-']	['B-', 'C-', 'D', 'B-']
bII+832	['D-', 'E-', 'F', 'D-']	['B-', 'C-', 'D', 'B-']
biiio832	['E-', 'F-', 'G-', 'E-']	['C-', 'D-', 'E--', 'C-']
biii832	['E-', 'F-', 'G-', 'E-']	['C-', 'D-', 'E--', 'C-']
bIII832	['E-', 'F-', 'G', 'E-']	['C-', 'D-', 'E-', 'C-']
bIII+832	['E-', 'F-', 'G', 'E-']	['C-', 'D-', 'E-', 'C-']
bivo832	['F-', 'G-', 'A--', 'F-']	['D-', 'E-', 'F-', 'D-']
biv832	['F-', 'G-', 'A--', 'F-']	['D-', 'E-', 'F-', 'D-']
bIV832	['F-', 'G-', 'A-', 'F-']	['D-', 'E-', 'F', 'D-']
bIV+832	['F-', 'G-', 'A-', 'F-']	['D-', 'E-', 'F', 'D-']
bvo832	['G-', 'A-', 'B--', 'G-']	['E-', 'F-', 'G-', 'E-']
bv832	['G-', 'A-', 'B--', 'G-']	['E-', 'F-', 'G-', 'E-']
bV832	['G-', 'A-', 'B-', 'G-']	['E-', 'F-', 'G', 'E-']
bV+832	['G-', 'A-', 'B-', 'G-']	['E-', 'F-', 'G', 'E-']
bvio832	['A-', 'B-', 'C-', 'A-']	['F', 'G', 'A-', 'F']
bvi832	['A-', 'B-', 'C-', 'A-']	['F', 'G', 'A-', 'F']
bVI832	['A-', 'B-', 'C', 'A-']	['F-', 'G-', 'A-', 'F-']
bVI+832	['A-', 'B-', 'C', 'A-']	['F-', 'G-', 'A-', 'F-']
bviio832	['B-', 'C-', 'D-', 'B-']	['G', 'A', 'B-', 'G']
bvii832	['B-', 'C-', 'D-', 'B-']	['G', 'A', 'B-', 'G']
bVII832	['B-', 'C-', 'D', 'B-']	['G-', 'A-', 'B-', 'G-']
bVII+832	['B-', 'C-', 'D', 'B-']	['G-', 'A-', 'B-', 'G-']
io832	['C', 'D', 'E-', 'C']	['A', 'B', 'C', 'A']
i832	['C', 'D', 'E-', 'C']	['A', 'B', 'C', 'A']
I832	['C', 'D', 'E', 'C']	['A', 'B', 'C#', 'A']
I+832	['C', 'D', 'E', 'C']	['A', 'B', 'C#', 'A']
iio832	['D', 'E', 'F', 'D']	['B', 'C', 'D', 'B']
ii832	['D', 'E', 'F', 'D']	['B', 'C', 'D', 'B']
II832	['D', 'E', 'F#', 'D']	['B', 'C', 'D#', 'B']
II+832	['D', 'E', 'F#', 'D']	['B', 'C', 'D#', 'B']
iiio832	['E', 'F', 'G', 'E']	['C', 'D', 'E-', 'C']
iii832	['E', 'F', 'G', 'E']	['C', 'D', 'E-', 'C']
