Figure	MajorContext	MinorContext
bio97	['D-', 'C-', 'E--']	['B-', 'A-', 'C-']
bi97	['D-', 'C-', 'E--']	['B-', 'A-', 'C-']
bI97	['D-', 'C-', 'E-']	['B-', 'A-', 'C']
bI+97	['D-', 'C-', 'E-']	['B-', 'A-', 'C']
biio97	['E-', 'D-', 'F-']	['C-', 'B-', 'D-']
bii97	['E-', 'D-', 'F-']	['C-', 'B-', 'D-']
bII97	['E-', 'D-', 'F']	['C-', 'B-', 'D']
bII+97	['E-', 'D-', 'F']	['C-', 'B-', 'D']
biiio97	['F-', 'E-', 'G-']	['D-', 'C-', 'E--']
biii97	['F-', 'E-', 'G-']	['D-', 'C-', 'E--']
bIII97	['F-', 'E-', 'G']	['D-', 'C-', 'E-']
bIII+97	['F-', 'E-', 'G']	['D-', 'C-', 'E-']
bivo97	['G-', 'F-', 'A--']	['E-', 'D-', 'F-']
biv97	['G-', 'F-', 'A--']	['E-', 'D-', 'F-']
bIV97	['G-', 'F-', 'A-']	['E-', 'D-', 'F']
bIV+97	['G-', 'F-', 'A-']	['E-', 'D-', 'F']
bvo97	['A-', 'G-', 'B--']	['F-', 'E-', 'G-']
bv97	['A-', 'G-', 'B--']	['F-', 'E-', 'G-']
bV97	['A-', 'G-', 'B-']	['F-', 'E-', 'G']
bV+97	['A-', 'G-', 'B-']	['F-', 'E-', 'G']
bvio97	['B-', 'A-', 'C-']	['G', 'F', 'A-']
bvi97	['B-', 'A-', 'C-']	['G', 'F', 'A-']
bVI97	['B-', 'A-', 'C']	['G-', 'F-', 'A-']
bVI+97	['B-', 'A-', 'C']	['G-', 'F-', 'A-']
bviio97	['C-', 'B-', 'D-']	['A', 'G', 'B-']
bvii97	['C-', 'B-', 'D-']	['A', 'G', 'B-']
bVII97	['C-', 'B-', 'D']	['A-', 'G-', 'B-']
bVII+97	['C-', 'B-', 'D']	['A-', 'G-', 'B-']
io97	['D', 'C', 'E-']	['B', 'A', 'C']
i97	['D', 'C', 'E-']	['B', 'A', 'C']
I97	['D', 'C', 'E']	['B', 'A', 'C#']
I+97	['D', 'C', 'E']	['B', 'A', 'C#']
iio97	['E', 'D', 'F']	['C', 'B', 'D']
ii97	['E', 'D', 'F']	['C', 'B', 'D']
II97	['E', 'D', 'F#']	['C', 'B', 'D#']
II+97	['E', 'D', 'F#']	['C', 'B', 'D#']
iiio97	['F', 'E', 'G']	['D', 'C', 'E-']
iii97	['F', 'E', 'G']	['D', 'C', 'E-']
III97	['F', 'E', 'G#']	['D', 'C', 'E']
III+97	['F', 'E', 'G#']	['D', 'C', 'E']
ivo97	['G', 'F', 'A-']	['E', 'D', 'F']
iv97	['G', 'F', 'A-']	['E', 'D', 'F']
IV97	['G', 'F', 'A']	['E', 'D', 'F#']
IV+97	['G', 'F', 'A']	['E', 'D', 'F#']
vo97	['A', 'G', 'B-']	['F', 'E', 'G']
v97	['A', 'G', 'B-']	['F', 'E', 'G']
V97	['A', 'G', 'B']	['F', 'E', 'G#']
V+97	['A', 'G', 'B']	['F', 'E', 'G#']
vio97	['B', 'A', 'C']	['G#', 'F#', 'A']
vi97	['B', 'A', 'C']	['G#', 'F#', 'A']
VI97	['B', 'A', 'C#']	['G', 'F', 'A']
VI+97	['B', 'A', 'C#']	['G', 'F', 'A']
viio97	['C', 'B', 'D']	['A#', 'G#', 'B']
vii97	['C', 'B', 'D']	['A#', 'G#', 'B']
VII97	['C', 'B', 'D#']	['A', 'G', 'B']
VII+97	['C', 'B', 'D#']	['A', 'G', 'B']
#io97	['D#', 'C#', 'E']	['B#', 'A#', 'C#']
#i97	['D#', 'C#', 'E']	['B#', 'A#', 'C#']
#I97	['D#', 'C#', 'E#']	['B#', 'A#', 'C##']
#I+97	['D#', 'C#', 'E#']	['B#', 'A#', 'C##']
#iio97	['E#', 'D#', 'F#']	['C#', 'B#', 'D#']
#ii97	['E#', 'D#', 'F#']	['C#', 'B#', 'D#']
#II97	['E#', 'D#', 'F##']	['C#', 'B#', 'D##']
#II+97	['E#', 'D#', 'F##']	['C#', 'B#', 'D##']
#iiio97	['F#', 'E#', 'G#']	['D#', 'C#', 'E']
#iii97	['F#', 'E#', 'G#']	['D#', 'C#', 'E']
#III97	['F#', 'E#', 'G##']	['D#', 'C#', 'E#']
#III+97	['F#', 'E#', 'G##']	['D#', 'C#', 'E#']
#ivo97	['G#', 'F#', 'A']	['E#', 'D#', 'F#']
#iv97	['G#', 'F#', 'A']	['E#', 'D#', 'F#']
#IV97	['G#', 'F#', 'A#']	['E#', 'D#', 'F##']
#IV+97	['G#', 'F#', 'A#']	['E#', 'D#', 'F##']
#vo97	['A#', 'G#', 'B']	['F#', 'E#', 'G#']
#v97	['A#', 'G#', 'B']	['F#', 'E#', 'G#']
#V97	['A#', 'G#', 'B#']	['F#', 'E#', 'G##']
#V+97	['A#', 'G#', 'B#']	['F#', 'E#', 'G##']
#vio97	['B#', 'A#', 'C#']	['G##', 'F##', 'A#']
#vi97	['B#', 'A#', 'C#']	['G##', 'F##', 'A#']
#VI97	['B#', 'A#', 'C##']	['G#', 'F#', 'A#']
#VI+97	['B#', 'A#', 'C##']	['G#', 'F#', 'A#']
#viio97	['C#', 'B#', 'D#']	['A##', 'G##', 'B#']
#vii97	['C#', 'B#', 'D#']	['A##', 'G##', 'B#']
#VII97	['C#', 'B#', 'D##']	['A#', 'G#', 'B#']
#VII+97	['C#', 'B#', 'D##']	['A#', 'G#', 'B#']
