Figure	MajorContext	MinorContext
bio654	['G--', 'C-', 'D-', 'E--']	['E--', 'A-', 'B-', 'C-']
bi654	['G-', 'C-', 'D-', 'E--']	['E-', 'A-', 'B-', 'C-']
bI654	['G-', 'C-', 'D-', 'E-']	['E-', 'A-', 'B-', 'C']
bI+654	['G', 'C-', 'D-', 'E-']	['E', 'A-', 'B-', 'C']
biio654	['A--', 'D-', 'E-', 'F-']	['F-', 'B-', 'C-', 'D-']
bii654	['A-', 'D-', 'E-', 'F-']	['F', 'B-', 'C-', 'D-']
bII654	['A-', 'D-', 'E-', 'F']	['F', 'B-', 'C-', 'D']
bII+654	['A', 'D-', 'E-', 'F']	['F#', 'B-', 'C-', 'D']
biiio654	['B--', 'E-', 'F-', 'G-']	['G--', 'C-', 'D-', 'E--']
biii654	['B-', 'E-', 'F-', 'G-']	['G-', 'C-', 'D-', 'E--']
bIII654	['B-', 'E-', 'F-', 'G']	['G-', 'C-', 'D-', 'E-']
bIII+654	['B', 'E-', 'F-', 'G']	['G', 'C-', 'D-', 'E-']
bivo654	['C--', 'F-', 'G-', 'A--']	['A--', 'D-', 'E-', 'F-']
biv654	['C-', 'F-', 'G-', 'A--']	['A-', 'D-', 'E-', 'F-']
bIV654	['C-', 'F-', 'G-', 'A-']	['A-', 'D-', 'E-', 'F']
bIV+654	['C', 'F-', 'G-', 'A-']	['A', 'D-', 'E-', 'F']
bvo654	['D--', 'G-', 'A-', 'B--']	['B--', 'E-', 'F-', 'G-']
bv654	['D-', 'G-', 'A-', 'B--']	['B-', 'E-', 'F-', 'G-']
bV654	['D-', 'G-', 'A-', 'B-']	['B-', 'E-', 'F-', 'G']
bV+654	['D', 'G-', 'A-', 'B-']	['B', 'E-', 'F-', 'G']
bvio654	['E--', 'A-', 'B-', 'C-']	['C-', 'F', 'G', 'A-']
bvi654	['E-', 'A-', 'B-', 'C-']	['C', 'F', 'G', 'A-']
bVI654	['E-', 'A-', 'B-', 'C']	['C-', 'F-', 'G-', 'A-']
bVI+654	['E', 'A-', 'B-', 'C']	['C', 'F-', 'G-', 'A-']
bviio654	['F-', 'B-', 'C-', 'D-']	['D-', 'G', 'A', 'B-']
bvii654	['F', 'B-', 'C-', 'D-']	['D', 'G', 'A', 'B-']
