Figure	MajorContext	MinorContext
bio872	['D-', 'E--', 'C-', 'D-']	['B-', 'C-', 'A-', 'B-']
bi872	['D-', 'E--', 'C-', 'D-']	['B-', 'C-', 'A-', 'B-']
bI872	['D-', 'E-', 'C-', 'D-']	['B-', 'C', 'A-', 'B-']
bI+872	['D-', 'E-', 'C-', 'D-']	['B-', 'C', 'A-', 'B-']
biio872	['E-', 'F-', 'D-', 'E-']	['C-', 'D-', 'B-', 'C-']
bii872	['E-', 'F-', 'D-', 'E-']	['C-', 'D-', 'B-', 'C-']
bII872	['E-', 'F', 'D-', 'E-']	['C-', 'D', 'B-', 'C-']
bII+872	['E-', 'F', 'D-', 'E-']	['C-', 'D', 'B-', 'C-']
biiio872	['F-', 'G-', 'E-', 'F-']	['D-', 'E--', 'C-', 'D-']
biii872	['F-', 'G-', 'E-', 'F-']	['D-', 'E--', 'C-', 'D-']
bIII872	['F-', 'G', 'E-', 'F-']	['D-', 'E-', 'C-', 'D-']
bIII+872	['F-', 'G', 'E-', 'F-']	['D-', 'E-', 'C-', 'D-']
bivo872	['G-', 'A--', 'F-', 'G-']	['E-', 'F-', 'D-', 'E-']
biv872	['G-', 'A--', 'F-', 'G-']	['E-', 'F-', 'D-', 'E-']
bIV872	['G-', 'A-', 'F-', 'G-']	['E-', 'F', 'D-', 'E-']
bIV+872	['G-', 'A-', 'F-', 'G-']	['E-', 'F', 'D-', 'E-']
bvo872	['A-', 'B--', 'G-', 'A-']	['F-', 'G-', 'E-', 'F-']
bv872	['A-', 'B--', 'G-', 'A-']	['F-', 'G-', 'E-', 'F-']
bV872	['A-', 'B-', 'G-', 'A-']	['F-', 'G', 'E-', 'F-']
bV+872	['A-', 'B-', 'G-', 'A-']	['F-', 'G', 'E-', 'F-']
bvio872	['B-', 'C-', 'A-', 'B-']	['G', 'A-', 'F', 'G']
bvi872	['B-', 'C-', 'A-', 'B-']	['G', 'A-', 'F', 'G']
bVI872	['B-', 'C', 'A-', 'B-']	['G-', 'A-', 'F-', 'G-']
bVI+872	['B-', 'C', 'A-', 'B-']	['G-', 'A-', 'F-', 'G-']
bviio872	['C-', 'D-', 'B-', 'C-']	['A', 'B-', 'G', 'A']
bvii872	['C-', 'D-', 'B-', 'C-']	['A', 'B-', 'G', 'A']
bVII872	['C-', 'D', 'B-', 'C-']	['A-', 'B-', 'G-', 'A-']
bVII+872	['C-', 'D', 'B-', 'C-']	['A-', 'B-', 'G-', 'A-']
io872	['D', 'E-', 'C', 'D']	['B', 'C', 'A', 'B']
i872	['D', 'E-', 'C', 'D']	['B', 'C', 'A', 'B']
I872	['D', 'E', 'C', 'D']	['B', 'C#', 'A', 'B']
I+872	['D', 'E', 'C', 'D']	['B', 'C#', 'A', 'B']
iio872	['E', 'F', 'D', 'E']	['C', 'D', 'B', 'C']
ii872	['E', 'F', 'D', 'E']	['C', 'D', 'B', 'C']
II872	['E', 'F#', 'D', 'E']	['C', 'D#', 'B', 'C']
II+872	['E', 'F#', 'D', 'E']	['C', 'D#', 'B', 'C']
iiio872	['F', 'G', 'E', 'F']	['D', 'E-', 'C', 'D']
iii872	['F', 'G', 'E', 'F']	['D', 'E-', 'C', 'D']
III872	['F', 'G#', 'E', 'F']	['D', 'E', 'C', 'D']
III+872	['F', 'G#', 'E', 'F']	['D', 'E', 'C', 'D']
ivo872	['G', 'A-', 'F', 'G']	['E', 'F', 'D', 'E']
iv872	['G', 'A-', 'F', 'G']	['E', 'F', 'D', 'E']
IV872	['G', 'A', 'F', 'G']	['E', 'F#', 'D', 'E']
IV+872	['G', 'A', 'F', 'G']	['E', 'F#', 'D', 'E']
vo872	['A', 'B-', 'G', 'A']	['F', 'G', 'E', 'F']
v872	['A', 'B-', 'G', 'A']	['F', 'G', 'E', 'F']
V872	['A', 'B', 'G', 'A']	['F', 'G#', 'E', 'F']
V+872	['A', 'B', 'G', 'A']	['F', 'G#', 'E', 'F']
vio872	['B', 'C', 'A', 'B']	['G#', 'A', 'F#', 'G#']
vi872	['B', 'C', 'A', 'B']	['G#', 'A', 'F#', 'G#']
VI872	['B', 'C#', 'A', 'B']	['G', 'A', 'F', 'G']
VI+872	['B', 'C#', 'A', 'B']	['G', 'A', 'F', 'G']
viio872	['C', 'D', 'B', 'C']	['A#', 'B', 'G#', 'A#']
vii872	['C', 'D', 'B', 'C']	['A#', 'B', 'G#', 'A#']
VII872	['C', 'D#', 'B', 'C']	['A', 'B', 'G', 'A']
VII+872	['C', 'D#', 'B', 'C']	['A', 'B', 'G', 'A']
#io872	['D#', 'E', 'C#', 'D#']	['B#', 'C#', 'A#', 'B#']
#i872	['D#', 'E', 'C#', 'D#']	['B#', 'C#', 'A#', 'B#']
#I872	['D#', 'E#', 'C#', 'D#']	['B#', 'C##', 'A#', 'B#']
#I+872	['D#', 'E#', 'C#', 'D#']	['B#', 'C##', 'A#', 'B#']
#iio872	['E#', 'F#', 'D#', 'E#']	['C#', 'D#', 'B#', 'C#']
#ii872	['E#', 'F#', 'D#', 'E#']	['C#', 'D#', 'B#', 'C#']
#II872	['E#', 'F##', 'D#', 'E#']	['C#', 'D##', 'B#', 'C#']
#II+872	['E#', 'F##', 'D#', 'E#']	['C#', 'D##', 'B#', 'C#']
#iiio872	['F#', 'G#', 'E#', 'F#']	['D#', 'E', 'C#', 'D#']
#iii872	['F#', 'G#', 'E#', 'F#']	['D#', 'E', 'C#', 'D#']
#III872	['F#', 'G##', 'E#', 'F#']	['D#', 'E#', 'C#', 'D#']
#III+872	['F#', 'G##', 'E#', 'F#']	['D#', 'E#', 'C#', 'D#']
#ivo872	['G#', 'A', 'F#', 'G#']	['E#', 'F#', 'D#', 'E#']
#iv872	['G#', 'A', 'F#', 'G#']	['E#', 'F#', 'D#', 'E#']
#IV872	['G#', 'A#', 'F#', 'G#']	['E#', 'F##', 'D#', 'E#']
#IV+872	['G#', 'A#', 'F#', 'G#']	['E#', 'F##', 'D#', 'E#']
#vo872	['A#', 'B', 'G#', 'A#']	['F#', 'G#', 'E#', 'F#']
#v872	['A#', 'B', 'G#', 'A#']	['F#', 'G#', 'E#', 'F#']
#V872	['A#', 'B#', 'G#', 'A#']	['F#', 'G##', 'E#', 'F#']
#V+872	['A#', 'B#', 'G#', 'A#']	['F#', 'G##', 'E#', 'F#']
#vio872	['B#', 'C#', 'A#', 'B#']	['G##', 'A#', 'F##', 'G##']
#vi872	['B#', 'C#', 'A#', 'B#']	['G##', 'A#', 'F##', 'G##']
#VI872	['B#', 'C##', 'A#', 'B#']	['G#', 'A#', 'F#', 'G#']
#VI+872	['B#', 'C##', 'A#', 'B#']	['G#', 'A#', 'F#', 'G#']
#viio872	['C#', 'D#', 'B#', 'C#']	['A##', 'B#', 'G##', 'A##']
#vii872	['C#', 'D#', 'B#', 'C#']	['A##', 'B#', 'G##', 'A##']
#VII872	['C#', 'D##', 'B#', 'C#']	['A#', 'B#', 'G#', 'A#']
#VII+872	['C#', 'D##', 'B#', 'C#']	['A#', 'B#', 'G#', 'A#']
