Figure	MajorContext	MinorContext
bio854	['G--', 'C-', 'D-', 'G-']	['E--', 'A-', 'B-', 'E-']
bi854	['G-', 'C-', 'D-', 'G-']	['E-', 'A-', 'B-', 'E-']
bI854	['G-', 'C-', 'D-', 'G-']	['E-', 'A-', 'B-', 'E-']
bI+854	['G', 'C-', 'D-', 'G-']	['E', 'A-', 'B-', 'E-']
biio854	['A--', 'D-', 'E-', 'A-']	['F-', 'B-', 'C-', 'F-']
bii854	['A-', 'D-', 'E-', 'A-']	['F', 'B-', 'C-', 'F-']
bII854	['A-', 'D-', 'E-', 'A-']	['F', 'B-', 'C-', 'F-']
bII+854	['A', 'D-', 'E-', 'A-']	['F#', 'B-', 'C-', 'F-']
biiio854	['B--', 'E-', 'F-', 'B-']	['G--', 'C-', 'D-', 'G-']
biii854	['B-', 'E-', 'F-', 'B-']	['G-', 'C-', 'D-', 'G-']
bIII854	['B-', 'E-', 'F-', 'B-']	['G-', 'C-', 'D-', 'G-']
bIII+854	['B', 'E-', 'F-', 'B-']	['G', 'C-', 'D-', 'G-']
bivo854	['C--', 'F-', 'G-', 'C-']	['A--', 'D-', 'E-', 'A-']
biv854	['C-', 'F-', 'G-', 'C-']	['A-', 'D-', 'E-', 'A-']
bIV854	['C-', 'F-', 'G-', 'C-']	['A-', 'D-', 'E-', 'A-']
bIV+854	['C', 'F-', 'G-', 'C-']	['A', 'D-', 'E-', 'A-']
bvo854	['D--', 'G-', 'A-', 'D-']	['B--', 'E-', 'F-', 'B-']
bv854	['D-', 'G-', 'A-', 'D-']	['B-', 'E-', 'F-', 'B-']
bV854	['D-', 'G-', 'A-', 'D-']	['B-', 'E-', 'F-', 'B-']
bV+854	['D', 'G-', 'A-', 'D-']	['B', 'E-', 'F-', 'B-']
bvio854	['E--', 'A-', 'B-', 'E-']	['C-', 'F', 'G', 'C']
bvi854	['E-', 'A-', 'B-', 'E-']	['C', 'F', 'G', 'C']
bVI854	['E-', 'A-', 'B-', 'E-']	['C-', 'F-', 'G-', 'C-']
bVI+854	['E', 'A-', 'B-', 'E-']	['C', 'F-', 'G-', 'C-']
bviio854	['F-', 'B-', 'C-', 'F-']	['D-', 'G', 'A', 'D']
bvii854	['F', 'B-', 'C-', 'F-']	['D', 'G', 'A', 'D']
bVII854	['F', 'B-', 'C-', 'F-']	['D-', 'G-', 'A-', 'D-']
bVII+854	['F#', 'B-', 'C-', 'F-']	['D', 'G-', 'A-', 'D-']
io854	['G-', 'C', 'D', 'G']	['E-', 'A', 'B', 'E']
i854	['G', 'C', 'D', 'G']	['E', 'A', 'B', 'E']
I854	['G', 'C', 'D', 'G']	['E', 'A', 'B', 'E']
I+854	['G#', 'C', 'D', 'G']	['E#', 'A', 'B', 'E']
iio854	['A-', 'D', 'E', 'A']	['F', 'B', 'C', 'F']
ii854	['A', 'D', 'E', 'A']	['F#', 'B', 'C', 'F']
II854	['A', 'D', 'E', 'A']	['F#', 'B', 'C', 'F']
II+854	['A#', 'D', 'E', 'A']	['F##', 'B', 'C', 'F']
iiio854	['B-', 'E', 'F', 'B']	['G-', 'C', 'D', 'G']
iii854	['B', 'E', 'F', 'B']	['G', 'C', 'D', 'G']
III854	['B', 'E', 'F', 'B']	['G', 'C', 'D', 'G']
III+854	['B#', 'E', 'F', 'B']	['G#', 'C', 'D', 'G']
ivo854	['C-', 'F', 'G', 'C']	['A-', 'D', 'E', 'A']
iv854	['C', 'F', 'G', 'C']	['A', 'D', 'E', 'A']
IV854	['C', 'F', 'G', 'C']	['A', 'D', 'E', 'A']
IV+854	['C#', 'F', 'G', 'C']	['A#', 'D', 'E', 'A']
vo854	['D-', 'G', 'A', 'D']	['B-', 'E', 'F', 'B']
v854	['D', 'G', 'A', 'D']	['B', 'E', 'F', 'B']
V854	['D', 'G', 'A', 'D']	['B', 'E', 'F', 'B']
V+854	['D#', 'G', 'A', 'D']	['B#', 'E', 'F', 'B']
vio854	['E-', 'A', 'B', 'E']	['C', 'F#', 'G#', 'C#']
vi854	['E', 'A', 'B', 'E']	['C#', 'F#', 'G#', 'C#']
VI854	['E', 'A', 'B', 'E']	['C', 'F', 'G', 'C']
VI+854	['E#', 'A', 'B', 'E']	['C#', 'F', 'G', 'C']
