Figure	MajorContext	MinorContext
bio97532	['C-', 'D-', 'E--', 'G--', 'B---', 'D-']	['A-', 'B-', 'C-', 'E--', 'G--', 'B-']
bi97532	['C-', 'D-', 'E--', 'G-', 'B-', 'D-']	['A-', 'B-', 'C-', 'E-', 'G-', 'B-']
bI97532	['C-', 'D-', 'E-', 'G-', 'B-', 'D-']	['A-', 'B-', 'C', 'E-', 'G-', 'B-']
bI+97532	['C-', 'D-', 'E-', 'G', 'B-', 'D-']	['A-', 'B-', 'C', 'E', 'G-', 'B-']
biio97532	['D-', 'E-', 'F-', 'A--', 'C--', 'E-']	['B-', 'C-', 'D-', 'F-', 'A--', 'C-']
bii97532	['D-', 'E-', 'F-', 'A-', 'C-', 'E-']	['B-', 'C-', 'D-', 'F', 'A-', 'C-']
bII97532	['D-', 'E-', 'F', 'A-', 'C-', 'E-']	['B-', 'C-', 'D', 'F', 'A-', 'C-']
bII+97532	['D-', 'E-', 'F', 'A', 'C-', 'E-']	['B-', 'C-', 'D', 'F#', 'A-', 'C-']
biiio97532	['E-', 'F-', 'G-', 'B--', 'D--', 'F-']	['C-', 'D-', 'E--', 'G--', 'B---', 'D-']
biii97532	['E-', 'F-', 'G-', 'B-', 'D-', 'F-']	['C-', 'D-', 'E--', 'G-', 'B-', 'D-']
bIII97532	['E-', 'F-', 'G', 'B-', 'D-', 'F-']	['C-', 'D-', 'E-', 'G-', 'B-', 'D-']
bIII+97532	['E-', 'F-', 'G', 'B', 'D-', 'F-']	['C-', 'D-', 'E-', 'G', 'B-', 'D-']
bivo97532	['F-', 'G-', 'A--', 'C--', 'E---', 'G-']	['D-', 'E-', 'F-', 'A--', 'C--', 'E-']
biv97532	['F-', 'G-', 'A--', 'C-', 'E-', 'G-']	['D-', 'E-', 'F-', 'A-', 'C-', 'E-']
bIV97532	['F-', 'G-', 'A-', 'C-', 'E-', 'G-']	['D-', 'E-', 'F', 'A-', 'C-', 'E-']
bIV+97532	['F-', 'G-', 'A-', 'C', 'E-', 'G-']	['D-', 'E-', 'F', 'A', 'C-', 'E-']
bvo97532	['G-', 'A-', 'B--', 'D--', 'F--', 'A-']	['E-', 'F-', 'G-', 'B--', 'D--', 'F-']
bv97532	['G-', 'A-', 'B--', 'D-', 'F-', 'A-']	['E-', 'F-', 'G-', 'B-', 'D-', 'F-']
bV97532	['G-', 'A-', 'B-', 'D-', 'F-', 'A-']	['E-', 'F-', 'G', 'B-', 'D-', 'F-']
bV+97532	['G-', 'A-', 'B-', 'D', 'F-', 'A-']	['E-', 'F-', 'G', 'B', 'D-', 'F-']
bvio97532	['A-', 'B-', 'C-', 'E--', 'G--', 'B-']	['F', 'G', 'A-', 'C-', 'E--', 'G']
bvi97532	['A-', 'B-', 'C-', 'E-', 'G-', 'B-']	['F', 'G', 'A-', 'C', 'E', 'G']
bVI97532	['A-', 'B-', 'C', 'E-', 'G-', 'B-']	['F-', 'G-', 'A-', 'C-', 'E-', 'G-']
bVI+97532	['A-', 'B-', 'C', 'E', 'G-', 'B-']	['F-', 'G-', 'A-', 'C', 'E-', 'G-']
bviio97532	['B-', 'C-', 'D-', 'F-', 'A--', 'C-']	['G', 'A', 'B-', 'D-', 'F-', 'A']
bvii97532	['B-', 'C-', 'D-', 'F', 'A-', 'C-']	['G', 'A', 'B-', 'D', 'F', 'A']
bVII97532	['B-', 'C-', 'D', 'F', 'A-', 'C-']	['G-', 'A-', 'B-', 'D-', 'F-', 'A-']
bVII+97532	['B-', 'C-', 'D', 'F#', 'A-', 'C-']	['G-', 'A-', 'B-', 'D', 'F-', 'A-']
io97532	['C', 'D', 'E-', 'G-', 'B--', 'D']	['A', 'B', 'C', 'E-', 'G-', 'B']
i97532	['C', 'D', 'E-', 'G', 'B', 'D']	['A', 'B', 'C', 'E', 'G', 'B']
I97532	['C', 'D', 'E', 'G', 'B', 'D']	['A', 'B', 'C#', 'E', 'G', 'B']
I+97532	['C', 'D', 'E', 'G#', 'B', 'D']	['A', 'B', 'C#', 'E#', 'G', 'B']
iio97532	['D', 'E', 'F', 'A-', 'C-', 'E']	['B', 'C', 'D', 'F', 'A-', 'C']
