Figure	MajorContext	MinorContext
bio974	['D-', 'G--', 'C-', 'E--']	['B-', 'E--', 'A-', 'C-']
bi974	['D-', 'G-', 'C-', 'E--']	['B-', 'E-', 'A-', 'C-']
bI974	['D-', 'G-', 'C-', 'E-']	['B-', 'E-', 'A-', 'C']
bI+974	['D-', 'G', 'C-', 'E-']	['B-', 'E', 'A-', 'C']
biio974	['E-', 'A--', 'D-', 'F-']	['C-', 'F-', 'B-', 'D-']
bii974	['E-', 'A-', 'D-', 'F-']	['C-', 'F', 'B-', 'D-']
bII974	['E-', 'A-', 'D-', 'F']	['C-', 'F', 'B-', 'D']
bII+974	['E-', 'A', 'D-', 'F']	['C-', 'F#', 'B-', 'D']
biiio974	['F-', 'B--', 'E-', 'G-']	['D-', 'G--', 'C-', 'E--']
biii974	['F-', 'B-', 'E-', 'G-']	['D-', 'G-', 'C-', 'E--']
bIII974	['F-', 'B-', 'E-', 'G']	['D-', 'G-', 'C-', 'E-']
bIII+974	['F-', 'B', 'E-', 'G']	['D-', 'G', 'C-', 'E-']
bivo974	['G-', 'C--', 'F-', 'A--']	['E-', 'A--', 'D-', 'F-']
biv974	['G-', 'C-', 'F-', 'A--']	['E-', 'A-', 'D-', 'F-']
bIV974	['G-', 'C-', 'F-', 'A-']	['E-', 'A-', 'D-', 'F']
bIV+974	['G-', 'C', 'F-', 'A-']	['E-', 'A', 'D-', 'F']
bvo974	['A-', 'D--', 'G-', 'B--']	['F-', 'B--', 'E-', 'G-']
bv974	['A-', 'D-', 'G-', 'B--']	['F-', 'B-', 'E-', 'G-']
bV974	['A-', 'D-', 'G-', 'B-']	['F-', 'B-', 'E-', 'G']
bV+974	['A-', 'D', 'G-', 'B-']	['F-', 'B', 'E-', 'G']
bvio974	['B-', 'E--', 'A-', 'C-']	['G', 'C-', 'F', 'A-']
bvi974	['B-', 'E-', 'A-', 'C-']	['G', 'C', 'F', 'A-']
bVI974	['B-', 'E-', 'A-', 'C']	['G-', 'C-', 'F-', 'A-']
bVI+974	['B-', 'E', 'A-', 'C']	['G-', 'C', 'F-', 'A-']
bviio974	['C-', 'F-', 'B-', 'D-']	['A', 'D-', 'G', 'B-']
bvii974	['C-', 'F', 'B-', 'D-']	['A', 'D', 'G', 'B-']
bVII974	['C-', 'F', 'B-', 'D']	['A-', 'D-', 'G-', 'B-']
bVII+974	['C-', 'F#', 'B-', 'D']	['A-', 'D', 'G-', 'B-']
io974	['D', 'G-', 'C', 'E-']	['B', 'E-', 'A', 'C']
i974	['D', 'G', 'C', 'E-']	['B', 'E', 'A', 'C']
I974	['D', 'G', 'C', 'E']	['B', 'E', 'A', 'C#']
I+974	['D', 'G#', 'C', 'E']	['B', 'E#', 'A', 'C#']
iio974	['E', 'A-', 'D', 'F']	['C', 'F', 'B', 'D']
ii974	['E', 'A', 'D', 'F']	['C', 'F#', 'B', 'D']
II974	['E', 'A', 'D', 'F#']	['C', 'F#', 'B', 'D#']
II+974	['E', 'A#', 'D', 'F#']	['C', 'F##', 'B', 'D#']
iiio974	['F', 'B-', 'E', 'G']	['D', 'G-', 'C', 'E-']
iii974	['F', 'B', 'E', 'G']	['D', 'G', 'C', 'E-']
III974	['F', 'B', 'E', 'G#']	['D', 'G', 'C', 'E']
III+974	['F', 'B#', 'E', 'G#']	['D', 'G#', 'C', 'E']
