Figure	MajorContext	MinorContext
bio986532	['E--', 'F-', 'G--', 'B---', 'C-', 'E-', 'F-']	['C-', 'D-', 'E--', 'G--', 'A-', 'C-', 'D-']
bi986532	['E--', 'F-', 'G-', 'B-', 'C-', 'E-', 'F-']	['C-', 'D-', 'E-', 'G-', 'A-', 'C-', 'D-']
bI986532	['E-', 'F-', 'G-', 'B-', 'C-', 'E-', 'F-']	['C', 'D-', 'E-', 'G-', 'A-', 'C-', 'D-']
bI+986532	['E-', 'F-', 'G', 'B-', 'C-', 'E-', 'F-']	['C', 'D-', 'E', 'G-', 'A-', 'C-', 'D-']
biio986532	['F-', 'G-', 'A--', 'C--', 'D-', 'F-', 'G-']	['D-', 'E-', 'F-', 'A--', 'B-', 'D-', 'E-']
bii986532	['F-', 'G-', 'A-', 'C-', 'D-', 'F-', 'G-']	['D-', 'E-', 'F', 'A-', 'B-', 'D-', 'E-']
bII986532	['F', 'G-', 'A-', 'C-', 'D-', 'F-', 'G-']	['D', 'E-', 'F', 'A-', 'B-', 'D-', 'E-']
bII+986532	['F', 'G-', 'A', 'C-', 'D-', 'F-', 'G-']	['D', 'E-', 'F#', 'A-', 'B-', 'D-', 'E-']
biiio986532	['G-', 'A-', 'B--', 'D--', 'E-', 'G-', 'A-']	['E--', 'F-', 'G--', 'B---', 'C-', 'E-', 'F-']
biii986532	['G-', 'A-', 'B-', 'D-', 'E-', 'G-', 'A-']	['E--', 'F-', 'G-', 'B-', 'C-', 'E-', 'F-']
bIII986532	['G', 'A-', 'B-', 'D-', 'E-', 'G-', 'A-']	['E-', 'F-', 'G-', 'B-', 'C-', 'E-', 'F-']
bIII+986532	['G', 'A-', 'B', 'D-', 'E-', 'G-', 'A-']	['E-', 'F-', 'G', 'B-', 'C-', 'E-', 'F-']
bivo986532	['A--', 'B-', 'C--', 'E---', 'F-', 'A-', 'B-']	['F-', 'G-', 'A--', 'C--', 'D-', 'F-', 'G-']
biv986532	['A--', 'B-', 'C-', 'E-', 'F-', 'A-', 'B-']	['F-', 'G-', 'A-', 'C-', 'D-', 'F-', 'G-']
bIV986532	['A-', 'B-', 'C-', 'E-', 'F-', 'A-', 'B-']	['F', 'G-', 'A-', 'C-', 'D-', 'F-', 'G-']
bIV+986532	['A-', 'B-', 'C', 'E-', 'F-', 'A-', 'B-']	['F', 'G-', 'A', 'C-', 'D-', 'F-', 'G-']
bvo986532	['B--', 'C-', 'D--', 'F--', 'G-', 'B-', 'C-']	['G-', 'A-', 'B--', 'D--', 'E-', 'G-', 'A-']
bv986532	['B--', 'C-', 'D-', 'F-', 'G-', 'B-', 'C-']	['G-', 'A-', 'B-', 'D-', 'E-', 'G-', 'A-']
bV986532	['B-', 'C-', 'D-', 'F-', 'G-', 'B-', 'C-']	['G', 'A-', 'B-', 'D-', 'E-', 'G-', 'A-']
bV+986532	['B-', 'C-', 'D', 'F-', 'G-', 'B-', 'C-']	['G', 'A-', 'B', 'D-', 'E-', 'G-', 'A-']
bvio986532	['C-', 'D-', 'E--', 'G--', 'A-', 'C-', 'D-']	['A-', 'B', 'C-', 'E--', 'F', 'A', 'B']
bvi986532	['C-', 'D-', 'E-', 'G-', 'A-', 'C-', 'D-']	['A-', 'B', 'C', 'E', 'F', 'A', 'B']
bVI986532	['C', 'D-', 'E-', 'G-', 'A-', 'C-', 'D-']	['A-', 'B-', 'C-', 'E-', 'F-', 'A-', 'B-']
bVI+986532	['C', 'D-', 'E', 'G-', 'A-', 'C-', 'D-']	['A-', 'B-', 'C', 'E-', 'F-', 'A-', 'B-']
bviio986532	['D-', 'E-', 'F-', 'A--', 'B-', 'D-', 'E-']	['B-', 'C', 'D-', 'F-', 'G', 'B', 'C']
bvii986532	['D-', 'E-', 'F', 'A-', 'B-', 'D-', 'E-']	['B-', 'C', 'D', 'F', 'G', 'B', 'C']
bVII986532	['D', 'E-', 'F', 'A-', 'B-', 'D-', 'E-']	['B-', 'C-', 'D-', 'F-', 'G-', 'B-', 'C-']
bVII+986532	['D', 'E-', 'F#', 'A-', 'B-', 'D-', 'E-']	['B-', 'C-', 'D', 'F-', 'G-', 'B-', 'C-']
io986532	['E-', 'F', 'G-', 'B--', 'C', 'E', 'F']	['C', 'D', 'E-', 'G-', 'A', 'C', 'D']
i986532	['E-', 'F', 'G', 'B', 'C', 'E', 'F']	['C', 'D', 'E', 'G', 'A', 'C', 'D']
I986532	['E', 'F', 'G', 'B', 'C', 'E', 'F']	['C#', 'D', 'E', 'G', 'A', 'C', 'D']
I+986532	['E', 'F', 'G#', 'B', 'C', 'E', 'F']	['C#', 'D', 'E#', 'G', 'A', 'C', 'D']
