Figure	MajorContext	MinorContext
bio7	['C-', 'E--', 'G--', 'B---']	['A-', 'C-', 'E--', 'G--']
bi7	['C-', 'E--', 'G-', 'B-']	['A-', 'C-', 'E-', 'G-']
bI7	['C-', 'E-', 'G-', 'B-']	['A-', 'C', 'E-', 'G-']
bI+7	['C-', 'E-', 'G', 'B-']	['A-', 'C', 'E', 'G-']
biio7	['D-', 'F-', 'A--', 'C--']	['B-', 'D-', 'F-', 'A--']
bii7	['D-', 'F-', 'A-', 'C-']	['B-', 'D-', 'F', 'A-']
bII7	['D-', 'F', 'A-', 'C-']	['B-', 'D', 'F', 'A-']
bII+7	['D-', 'F', 'A', 'C-']	['B-', 'D', 'F#', 'A-']
biiio7	['E-', 'G-', 'B--', 'D--']	['C-', 'E--', 'G--', 'B---']
biii7	['E-', 'G-', 'B-', 'D-']	['C-', 'E--', 'G-', 'B-']
bIII7	['E-', 'G', 'B-', 'D-']	['C-', 'E-', 'G-', 'B-']
bIII+7	['E-', 'G', 'B', 'D-']	['C-', 'E-', 'G', 'B-']
bivo7	['F-', 'A--', 'C--', 'E---']	['D-', 'F-', 'A--', 'C--']
biv7	['F-', 'A--', 'C-', 'E-']	['D-', 'F-', 'A-', 'C-']
bIV7	['F-', 'A-', 'C-', 'E-']	['D-', 'F', 'A-', 'C-']
bIV+7	['F-', 'A-', 'C', 'E-']	['D-', 'F', 'A', 'C-']
bvo7	['G-', 'B--', 'D--', 'F--']	['E-', 'G-', 'B--', 'D--']
bv7	['G-', 'B--', 'D-', 'F-']	['E-', 'G-', 'B-', 'D-']
bV7	['G-', 'B-', 'D-', 'F-']	['E-', 'G', 'B-', 'D-']
bV+7	['G-', 'B-', 'D', 'F-']	['E-', 'G', 'B', 'D-']
bvio7	['A-', 'C-', 'E--', 'G--']	['F', 'A-', 'C-', 'E--']
bvi7	['A-', 'C-', 'E-', 'G-']	['F', 'A-', 'C', 'E']
bVI7	['A-', 'C', 'E-', 'G-']	['F-', 'A-', 'C-', 'E-']
bVI+7	['A-', 'C', 'E', 'G-']	['F-', 'A-', 'C', 'E-']
bviio7	['B-', 'D-', 'F-', 'A--']	['G', 'B-', 'D-', 'F-']
bvii7	['B-', 'D-', 'F', 'A-']	['G', 'B-', 'D', 'F']
bVII7	['B-', 'D', 'F', 'A-']	['G-', 'B-', 'D-', 'F-']
bVII+7	['B-', 'D', 'F#', 'A-']	['G-', 'B-', 'D', 'F-']
io7	['C', 'E-', 'G-', 'B--']	['A', 'C', 'E-', 'G-']
i7	['C', 'E-', 'G', 'B']	['A', 'C', 'E', 'G']
I7	['C', 'E', 'G', 'B']	['A', 'C#', 'E', 'G']
I+7	['C', 'E', 'G#', 'B']	['A', 'C#', 'E#', 'G']
iio7	['D', 'F', 'A-', 'C-']	['B', 'D', 'F', 'A-']
ii7	['D', 'F', 'A', 'C']	['B', 'D', 'F#', 'A']
II7	['D', 'F#', 'A', 'C']	['B', 'D#', 'F#', 'A']
II+7	['D', 'F#', 'A#', 'C']	['B', 'D#', 'F##', 'A']
iiio7	['E', 'G', 'B-', 'D-']	['C', 'E-', 'G-', 'B--']
iii7	['E', 'G', 'B', 'D']	['C', 'E-', 'G', 'B']
III7	['E', 'G#', 'B', 'D']	['C', 'E', 'G', 'B']
III+7	['E', 'G#', 'B#', 'D']	['C', 'E', 'G#', 'B']
ivo7	['F', 'A-', 'C-', 'E--']	['D', 'F', 'A-', 'C-']
iv7	['F', 'A-', 'C', 'E']	['D', 'F', 'A', 'C']
IV7	['F', 'A', 'C', 'E']	['D', 'F#', 'A', 'C']
IV+7	['F', 'A', 'C#', 'E']	['D', 'F#', 'A#', 'C']
vo7	['G', 'B-', 'D-', 'F-']	['E', 'G', 'B-', 'D-']
v7	['G', 'B-', 'D', 'F']	['E', 'G', 'B', 'D']
V7	['G', 'B', 'D', 'F']	['E', 'G#', 'B', 'D']
V+7	['G', 'B', 'D#', 'F']	['E', 'G#', 'B#', 'D']
vio7	['A', 'C', 'E-', 'G-']	['F#', 'A', 'C', 'E-']
vi7	['A', 'C', 'E', 'G']	['F#', 'A', 'C#', 'E#']
VI7	['A', 'C#', 'E', 'G']	['F', 'A', 'C', 'E']
VI+7	['A', 'C#', 'E#', 'G']	['F', 'A', 'C#', 'E']
