Figure	MajorContext	MinorContext
bio87632	['E--', 'F-', 'G--', 'C-', 'D-', 'E-']	['C-', 'D-', 'E--', 'A-', 'B-', 'C-']
bi87632	['E--', 'F-', 'G-', 'C-', 'D-', 'E-']	['C-', 'D-', 'E-', 'A-', 'B-', 'C-']
bI87632	['E-', 'F-', 'G-', 'C-', 'D-', 'E-']	['C', 'D-', 'E-', 'A-', 'B-', 'C-']
bI+87632	['E-', 'F-', 'G', 'C-', 'D-', 'E-']	['C', 'D-', 'E', 'A-', 'B-', 'C-']
biio87632	['F-', 'G-', 'A--', 'D-', 'E-', 'F-']	['D-', 'E-', 'F-', 'B-', 'C-', 'D-']
bii87632	['F-', 'G-', 'A-', 'D-', 'E-', 'F-']	['D-', 'E-', 'F', 'B-', 'C-', 'D-']
bII87632	['F', 'G-', 'A-', 'D-', 'E-', 'F-']	['D', 'E-', 'F', 'B-', 'C-', 'D-']
bII+87632	['F', 'G-', 'A', 'D-', 'E-', 'F-']	['D', 'E-', 'F#', 'B-', 'C-', 'D-']
biiio87632	['G-', 'A-', 'B--', 'E-', 'F-', 'G-']	['E--', 'F-', 'G--', 'C-', 'D-', 'E-']
biii87632	['G-', 'A-', 'B-', 'E-', 'F-', 'G-']	['E--', 'F-', 'G-', 'C-', 'D-', 'E-']
bIII87632	['G', 'A-', 'B-', 'E-', 'F-', 'G-']	['E-', 'F-', 'G-', 'C-', 'D-', 'E-']
bIII+87632	['G', 'A-', 'B', 'E-', 'F-', 'G-']	['E-', 'F-', 'G', 'C-', 'D-', 'E-']
bivo87632	['A--', 'B-', 'C--', 'F-', 'G-', 'A-']	['F-', 'G-', 'A--', 'D-', 'E-', 'F-']
biv87632	['A--', 'B-', 'C-', 'F-', 'G-', 'A-']	['F-', 'G-', 'A-', 'D-', 'E-', 'F-']
bIV87632	['A-', 'B-', 'C-', 'F-', 'G-', 'A-']	['F', 'G-', 'A-', 'D-', 'E-', 'F-']
bIV+87632	['A-', 'B-', 'C', 'F-', 'G-', 'A-']	['F', 'G-', 'A', 'D-', 'E-', 'F-']
