Figure	MajorContext	MinorContext
bio97654	['F-', 'B---', 'C-', 'D-', 'E--', 'G--']	['D-', 'G--', 'A-', 'B-', 'C-', 'E--']
bi97654	['F-', 'B-', 'C-', 'D-', 'E--', 'G-']	['D-', 'G-', 'A-', 'B-', 'C-', 'E-']
bI97654	['F-', 'B-', 'C-', 'D-', 'E-', 'G-']	['D-', 'G-', 'A-', 'B-', 'C', 'E-']
bI+97654	['F-', 'B-', 'C-', 'D-', 'E-', 'G']	['D-', 'G-', 'A-', 'B-', 'C', 'E']
biio97654	['G-', 'C--', 'D-', 'E-', 'F-', 'A--']	['E-', 'A--', 'B-', 'C-', 'D-', 'F-']
bii97654	['G-', 'C-', 'D-', 'E-', 'F-', 'A-']	['E-', 'A-', 'B-', 'C-', 'D-', 'F']
bII97654	['G-', 'C-', 'D-', 'E-', 'F', 'A-']	['E-', 'A-', 'B-', 'C-', 'D', 'F']
bII+97654	['G-', 'C-', 'D-', 'E-', 'F', 'A']	['E-', 'A-', 'B-', 'C-', 'D', 'F#']
biiio97654	['A-', 'D--', 'E-', 'F-', 'G-', 'B--']	['F-', 'B---', 'C-', 'D-', 'E--', 'G--']
biii97654	['A-', 'D-', 'E-', 'F-', 'G-', 'B-']	['F-', 'B-', 'C-', 'D-', 'E--', 'G-']
bIII97654	['A-', 'D-', 'E-', 'F-', 'G', 'B-']	['F-', 'B-', 'C-', 'D-', 'E-', 'G-']
bIII+97654	['A-', 'D-', 'E-', 'F-', 'G', 'B']	['F-', 'B-', 'C-', 'D-', 'E-', 'G']
bivo97654	['B-', 'E---', 'F-', 'G-', 'A--', 'C--']	['G-', 'C--', 'D-', 'E-', 'F-', 'A--']
biv97654	['B-', 'E-', 'F-', 'G-', 'A--', 'C-']	['G-', 'C-', 'D-', 'E-', 'F-', 'A-']
bIV97654	['B-', 'E-', 'F-', 'G-', 'A-', 'C-']	['G-', 'C-', 'D-', 'E-', 'F', 'A-']
bIV+97654	['B-', 'E-', 'F-', 'G-', 'A-', 'C']	['G-', 'C-', 'D-', 'E-', 'F', 'A']
bvo97654	['C-', 'F--', 'G-', 'A-', 'B--', 'D--']	['A-', 'D--', 'E-', 'F-', 'G-', 'B--']
