Figure	MajorContext	MinorContext
bio9732	['C-', 'D-', 'E--', 'B---', 'D-']	['A-', 'B-', 'C-', 'G--', 'B-']
bi9732	['C-', 'D-', 'E--', 'B-', 'D-']	['A-', 'B-', 'C-', 'G-', 'B-']
bI9732	['C-', 'D-', 'E-', 'B-', 'D-']	['A-', 'B-', 'C', 'G-', 'B-']
bI+9732	['C-', 'D-', 'E-', 'B-', 'D-']	['A-', 'B-', 'C', 'G-', 'B-']
biio9732	['D-', 'E-', 'F-', 'C--', 'E-']	['B-', 'C-', 'D-', 'A--', 'C-']
bii9732	['D-', 'E-', 'F-', 'C-', 'E-']	['B-', 'C-', 'D-', 'A-', 'C-']
bII9732	['D-', 'E-', 'F', 'C-', 'E-']	['B-', 'C-', 'D', 'A-', 'C-']
bII+9732	['D-', 'E-', 'F', 'C-', 'E-']	['B-', 'C-', 'D', 'A-', 'C-']
biiio9732	['E-', 'F-', 'G-', 'D--', 'F-']	['C-', 'D-', 'E--', 'B---', 'D-']
biii9732	['E-', 'F-', 'G-', 'D-', 'F-']	['C-', 'D-', 'E--', 'B-', 'D-']
bIII9732	['E-', 'F-', 'G', 'D-', 'F-']	['C-', 'D-', 'E-', 'B-', 'D-']
bIII+9732	['E-', 'F-', 'G', 'D-', 'F-']	['C-', 'D-', 'E-', 'B-', 'D-']
bivo9732	['F-', 'G-', 'A--', 'E---', 'G-']	['D-', 'E-', 'F-', 'C--', 'E-']
biv9732	['F-', 'G-', 'A--', 'E-', 'G-']	['D-', 'E-', 'F-', 'C-', 'E-']
bIV9732	['F-', 'G-', 'A-', 'E-', 'G-']	['D-', 'E-', 'F', 'C-', 'E-']
bIV+9732	['F-', 'G-', 'A-', 'E-', 'G-']	['D-', 'E-', 'F', 'C-', 'E-']
bvo9732	['G-', 'A-', 'B--', 'F--', 'A-']	['E-', 'F-', 'G-', 'D--', 'F-']
bv9732	['G-', 'A-', 'B--', 'F-', 'A-']	['E-', 'F-', 'G-', 'D-', 'F-']
bV9732	['G-', 'A-', 'B-', 'F-', 'A-']	['E-', 'F-', 'G', 'D-', 'F-']
bV+9732	['G-', 'A-', 'B-', 'F-', 'A-']	['E-', 'F-', 'G', 'D-', 'F-']
bvio9732	['A-', 'B-', 'C-', 'G--', 'B-']	['F', 'G', 'A-', 'E--', 'G']
bvi9732	['A-', 'B-', 'C-', 'G-', 'B-']	['F', 'G', 'A-', 'E', 'G']
bVI9732	['A-', 'B-', 'C', 'G-', 'B-']	['F-', 'G-', 'A-', 'E-', 'G-']
bVI+9732	['A-', 'B-', 'C', 'G-', 'B-']	['F-', 'G-', 'A-', 'E-', 'G-']
bviio9732	['B-', 'C-', 'D-', 'A--', 'C-']	['G', 'A', 'B-', 'F-', 'A']
bvii9732	['B-', 'C-', 'D-', 'A-', 'C-']	['G', 'A', 'B-', 'F', 'A']
bVII9732	['B-', 'C-', 'D', 'A-', 'C-']	['G-', 'A-', 'B-', 'F-', 'A-']
bVII+9732	['B-', 'C-', 'D', 'A-', 'C-']	['G-', 'A-', 'B-', 'F-', 'A-']
io9732	['C', 'D', 'E-', 'B--', 'D']	['A', 'B', 'C', 'G-', 'B']
i9732	['C', 'D', 'E-', 'B', 'D']	['A', 'B', 'C', 'G', 'B']
I9732	['C', 'D', 'E', 'B', 'D']	['A', 'B', 'C#', 'G', 'B']
I+9732	['C', 'D', 'E', 'B', 'D']	['A', 'B', 'C#', 'G', 'B']
iio9732	['D', 'E', 'F', 'C-', 'E']	['B', 'C', 'D', 'A-', 'C']
ii9732	['D', 'E', 'F', 'C', 'E']	['B', 'C', 'D', 'A', 'C']
II9732	['D', 'E', 'F#', 'C', 'E']	['B', 'C', 'D#', 'A', 'C']
II+9732	['D', 'E', 'F#', 'C', 'E']	['B', 'C', 'D#', 'A', 'C']
iiio9732	['E', 'F', 'G', 'D-', 'F']	['C', 'D', 'E-', 'B--', 'D']
iii9732	['E', 'F', 'G', 'D', 'F']	['C', 'D', 'E-', 'B', 'D']
III9732	['E', 'F', 'G#', 'D', 'F']	['C', 'D', 'E', 'B', 'D']
III+9732	['E', 'F', 'G#', 'D', 'F']	['C', 'D', 'E', 'B', 'D']
ivo9732	['F', 'G', 'A-', 'E--', 'G']	['D', 'E', 'F', 'C-', 'E']
iv9732	['F', 'G', 'A-', 'E', 'G']	['D', 'E', 'F', 'C', 'E']
IV9732	['F', 'G', 'A', 'E', 'G']	['D', 'E', 'F#', 'C', 'E']
IV+9732	['F', 'G', 'A', 'E', 'G']	['D', 'E', 'F#', 'C', 'E']
vo9732	['G', 'A', 'B-', 'F-', 'A']	['E', 'F', 'G', 'D-', 'F']
v9732	['G', 'A', 'B-', 'F', 'A']	['E', 'F', 'G', 'D', 'F']
V9732	['G', 'A', 'B', 'F', 'A']	['E', 'F', 'G#', 'D', 'F']
V+9732	['G', 'A', 'B', 'F', 'A']	['E', 'F', 'G#', 'D', 'F']
vio9732	['A', 'B', 'C', 'G-', 'B']	['F#', 'G#', 'A', 'E-', 'G#']
vi9732	['A', 'B', 'C', 'G', 'B']	['F#', 'G#', 'A', 'E#', 'G#']
VI9732	['A', 'B', 'C#', 'G', 'B']	['F', 'G', 'A', 'E', 'G']
VI+9732	['A', 'B', 'C#', 'G', 'B']	['F', 'G', 'A', 'E', 'G']
viio9732	['B', 'C', 'D', 'A-', 'C']	['G#', 'A#', 'B', 'F', 'A#']
vii9732	['B', 'C', 'D', 'A', 'C']	['G#', 'A#', 'B', 'F#', 'A#']
VII9732	['B', 'C', 'D#', 'A', 'C']	['G', 'A', 'B', 'F', 'A']
VII+9732	['B', 'C', 'D#', 'A', 'C']	['G', 'A', 'B', 'F', 'A']
#io9732	['C#', 'D#', 'E', 'B-', 'D#']	['A#', 'B#', 'C#', 'G', 'B#']
#i9732	['C#', 'D#', 'E', 'B#', 'D#']	['A#', 'B#', 'C#', 'G#', 'B#']
#I9732	['C#', 'D#', 'E#', 'B#', 'D#']	['A#', 'B#', 'C##', 'G#', 'B#']
#I+9732	['C#', 'D#', 'E#', 'B#', 'D#']	['A#', 'B#', 'C##', 'G#', 'B#']
#iio9732	['D#', 'E#', 'F#', 'C', 'E#']	['B#', 'C#', 'D#', 'A', 'C#']
#ii9732	['D#', 'E#', 'F#', 'C#', 'E#']	['B#', 'C#', 'D#', 'A#', 'C#']
#II9732	['D#', 'E#', 'F##', 'C#', 'E#']	['B#', 'C#', 'D##', 'A#', 'C#']
#II+9732	['D#', 'E#', 'F##', 'C#', 'E#']	['B#', 'C#', 'D##', 'A#', 'C#']
#iiio9732	['E#', 'F#', 'G#', 'D', 'F#']	['C#', 'D#', 'E', 'B-', 'D#']
#iii9732	['E#', 'F#', 'G#', 'D#', 'F#']	['C#', 'D#', 'E', 'B#', 'D#']
#III9732	['E#', 'F#', 'G##', 'D#', 'F#']	['C#', 'D#', 'E#', 'B#', 'D#']
#III+9732	['E#', 'F#', 'G##', 'D#', 'F#']	['C#', 'D#', 'E#', 'B#', 'D#']
#ivo9732	['F#', 'G#', 'A', 'E-', 'G#']	['D#', 'E#', 'F#', 'C', 'E#']
#iv9732	['F#', 'G#', 'A', 'E#', 'G#']	['D#', 'E#', 'F#', 'C#', 'E#']
#IV9732	['F#', 'G#', 'A#', 'E#', 'G#']	['D#', 'E#', 'F##', 'C#', 'E#']
#IV+9732	['F#', 'G#', 'A#', 'E#', 'G#']	['D#', 'E#', 'F##', 'C#', 'E#']
#vo9732	['G#', 'A#', 'B', 'F', 'A#']	['E#', 'F#', 'G#', 'D', 'F#']
#v9732	['G#', 'A#', 'B', 'F#', 'A#']	['E#', 'F#', 'G#', 'D#', 'F#']
#V9732	['G#', 'A#', 'B#', 'F#', 'A#']	['E#', 'F#', 'G##', 'D#', 'F#']
#V+9732	['G#', 'A#', 'B#', 'F#', 'A#']	['E#', 'F#', 'G##', 'D#', 'F#']
#vio9732	['A#', 'B#', 'C#', 'G', 'B#']	['F##', 'G##', 'A#', 'E', 'G##']
#vi9732	['A#', 'B#', 'C#', 'G#', 'B#']	['F##', 'G##', 'A#', 'E##', 'G##']
#VI9732	['A#', 'B#', 'C##', 'G#', 'B#']	['F#', 'G#', 'A#', 'E#', 'G#']
#VI+9732	['A#', 'B#', 'C##', 'G#', 'B#']	['F#', 'G#', 'A#', 'E#', 'G#']
#viio9732	['B#', 'C#', 'D#', 'A', 'C#']	['G##', 'A##', 'B#', 'F#', 'A##']
#vii9732	['B#', 'C#', 'D#', 'A#', 'C#']	['G##', 'A##', 'B#', 'F##', 'A##']
#VII9732	['B#', 'C#', 'D##', 'A#', 'C#']	['G#', 'A#', 'B#', 'F#', 'A#']
#VII+9732	['B#', 'C#', 'D##', 'A#', 'C#']	['G#', 'A#', 'B#', 'F#', 'A#']
