Figure	MajorContext	MinorContext
bio8742	['D-', 'E--', 'G--', 'C-', 'D-']	['B-', 'C-', 'E--', 'A-', 'B-']
bi8742	['D-', 'E--', 'G-', 'C-', 'D-']	['B-', 'C-', 'E-', 'A-', 'B-']
bI8742	['D-', 'E-', 'G-', 'C-', 'D-']	['B-', 'C', 'E-', 'A-', 'B-']
bI+8742	['D-', 'E-', 'G', 'C-', 'D-']	['B-', 'C', 'E', 'A-', 'B-']
biio8742	['E-', 'F-', 'A--', 'D-', 'E-']	['C-', 'D-', 'F-', 'B-', 'C-']
bii8742	['E-', 'F-', 'A-', 'D-', 'E-']	['C-', 'D-', 'F', 'B-', 'C-']
bII8742	['E-', 'F', 'A-', 'D-', 'E-']	['C-', 'D', 'F', 'B-', 'C-']
bII+8742	['E-', 'F', 'A', 'D-', 'E-']	['C-', 'D', 'F#', 'B-', 'C-']
biiio8742	['F-', 'G-', 'B--', 'E-', 'F-']	['D-', 'E--', 'G--', 'C-', 'D-']
biii8742	['F-', 'G-', 'B-', 'E-', 'F-']	['D-', 'E--', 'G-', 'C-', 'D-']
bIII8742	['F-', 'G', 'B-', 'E-', 'F-']	['D-', 'E-', 'G-', 'C-', 'D-']
bIII+8742	['F-', 'G', 'B', 'E-', 'F-']	['D-', 'E-', 'G', 'C-', 'D-']
bivo8742	['G-', 'A--', 'C--', 'F-', 'G-']	['E-', 'F-', 'A--', 'D-', 'E-']
biv8742	['G-', 'A--', 'C-', 'F-', 'G-']	['E-', 'F-', 'A-', 'D-', 'E-']
bIV8742	['G-', 'A-', 'C-', 'F-', 'G-']	['E-', 'F', 'A-', 'D-', 'E-']
bIV+8742	['G-', 'A-', 'C', 'F-', 'G-']	['E-', 'F', 'A', 'D-', 'E-']
bvo8742	['A-', 'B--', 'D--', 'G-', 'A-']	['F-', 'G-', 'B--', 'E-', 'F-']
bv8742	['A-', 'B--', 'D-', 'G-', 'A-']	['F-', 'G-', 'B-', 'E-', 'F-']
bV8742	['A-', 'B-', 'D-', 'G-', 'A-']	['F-', 'G', 'B-', 'E-', 'F-']
bV+8742	['A-', 'B-', 'D', 'G-', 'A-']	['F-', 'G', 'B', 'E-', 'F-']
bvio8742	['B-', 'C-', 'E--', 'A-', 'B-']	['G', 'A-', 'C-', 'F', 'G']
bvi8742	['B-', 'C-', 'E-', 'A-', 'B-']	['G', 'A-', 'C', 'F', 'G']
bVI8742	['B-', 'C', 'E-', 'A-', 'B-']	['G-', 'A-', 'C-', 'F-', 'G-']
bVI+8742	['B-', 'C', 'E', 'A-', 'B-']	['G-', 'A-', 'C', 'F-', 'G-']
bviio8742	['C-', 'D-', 'F-', 'B-', 'C-']	['A', 'B-', 'D-', 'G', 'A']
bvii8742	['C-', 'D-', 'F', 'B-', 'C-']	['A', 'B-', 'D', 'G', 'A']
bVII8742	['C-', 'D', 'F', 'B-', 'C-']	['A-', 'B-', 'D-', 'G-', 'A-']
bVII+8742	['C-', 'D', 'F#', 'B-', 'C-']	['A-', 'B-', 'D', 'G-', 'A-']
io8742	['D', 'E-', 'G-', 'C', 'D']	['B', 'C', 'E-', 'A', 'B']
i8742	['D', 'E-', 'G', 'C', 'D']	['B', 'C', 'E', 'A', 'B']
I8742	['D', 'E', 'G', 'C', 'D']	['B', 'C#', 'E', 'A', 'B']
I+8742	['D', 'E', 'G#', 'C', 'D']	['B', 'C#', 'E#', 'A', 'B']
iio8742	['E', 'F', 'A-', 'D', 'E']	['C', 'D', 'F', 'B', 'C']
ii8742	['E', 'F', 'A', 'D', 'E']	['C', 'D', 'F#', 'B', 'C']
II8742	['E', 'F#', 'A', 'D', 'E']	['C', 'D#', 'F#', 'B', 'C']
II+8742	['E', 'F#', 'A#', 'D', 'E']	['C', 'D#', 'F##', 'B', 'C']
iiio8742	['F', 'G', 'B-', 'E', 'F']	['D', 'E-', 'G-', 'C', 'D']
iii8742	['F', 'G', 'B', 'E', 'F']	['D', 'E-', 'G', 'C', 'D']
III8742	['F', 'G#', 'B', 'E', 'F']	['D', 'E', 'G', 'C', 'D']
III+8742	['F', 'G#', 'B#', 'E', 'F']	['D', 'E', 'G#', 'C', 'D']
ivo8742	['G', 'A-', 'C-', 'F', 'G']	['E', 'F', 'A-', 'D', 'E']
