Figure	MajorContext	MinorContext
bio852	['C-', 'D-', 'G--', 'C-']	['A-', 'B-', 'E--', 'A-']
bi852	['C-', 'D-', 'G-', 'C-']	['A-', 'B-', 'E-', 'A-']
bI852	['C-', 'D-', 'G-', 'C-']	['A-', 'B-', 'E-', 'A-']
bI+852	['C-', 'D-', 'G', 'C-']	['A-', 'B-', 'E', 'A-']
biio852	['D-', 'E-', 'A--', 'D-']	['B-', 'C-', 'F-', 'B-']
bii852	['D-', 'E-', 'A-', 'D-']	['B-', 'C-', 'F', 'B-']
bII852	['D-', 'E-', 'A-', 'D-']	['B-', 'C-', 'F', 'B-']
bII+852	['D-', 'E-', 'A', 'D-']	['B-', 'C-', 'F#', 'B-']
biiio852	['E-', 'F-', 'B--', 'E-']	['C-', 'D-', 'G--', 'C-']
biii852	['E-', 'F-', 'B-', 'E-']	['C-', 'D-', 'G-', 'C-']
bIII852	['E-', 'F-', 'B-', 'E-']	['C-', 'D-', 'G-', 'C-']
bIII+852	['E-', 'F-', 'B', 'E-']	['C-', 'D-', 'G', 'C-']
bivo852	['F-', 'G-', 'C--', 'F-']	['D-', 'E-', 'A--', 'D-']
biv852	['F-', 'G-', 'C-', 'F-']	['D-', 'E-', 'A-', 'D-']
bIV852	['F-', 'G-', 'C-', 'F-']	['D-', 'E-', 'A-', 'D-']
bIV+852	['F-', 'G-', 'C', 'F-']	['D-', 'E-', 'A', 'D-']
bvo852	['G-', 'A-', 'D--', 'G-']	['E-', 'F-', 'B--', 'E-']
bv852	['G-', 'A-', 'D-', 'G-']	['E-', 'F-', 'B-', 'E-']
bV852	['G-', 'A-', 'D-', 'G-']	['E-', 'F-', 'B-', 'E-']
bV+852	['G-', 'A-', 'D', 'G-']	['E-', 'F-', 'B', 'E-']
bvio852	['A-', 'B-', 'E--', 'A-']	['F', 'G', 'C-', 'F']
bvi852	['A-', 'B-', 'E-', 'A-']	['F', 'G', 'C', 'F']
bVI852	['A-', 'B-', 'E-', 'A-']	['F-', 'G-', 'C-', 'F-']
bVI+852	['A-', 'B-', 'E', 'A-']	['F-', 'G-', 'C', 'F-']
bviio852	['B-', 'C-', 'F-', 'B-']	['G', 'A', 'D-', 'G']
bvii852	['B-', 'C-', 'F', 'B-']	['G', 'A', 'D', 'G']
bVII852	['B-', 'C-', 'F', 'B-']	['G-', 'A-', 'D-', 'G-']
bVII+852	['B-', 'C-', 'F#', 'B-']	['G-', 'A-', 'D', 'G-']
io852	['C', 'D', 'G-', 'C']	['A', 'B', 'E-', 'A']
i852	['C', 'D', 'G', 'C']	['A', 'B', 'E', 'A']
I852	['C', 'D', 'G', 'C']	['A', 'B', 'E', 'A']
I+852	['C', 'D', 'G#', 'C']	['A', 'B', 'E#', 'A']
iio852	['D', 'E', 'A-', 'D']	['B', 'C', 'F', 'B']
ii852	['D', 'E', 'A', 'D']	['B', 'C', 'F#', 'B']
II852	['D', 'E', 'A', 'D']	['B', 'C', 'F#', 'B']
II+852	['D', 'E', 'A#', 'D']	['B', 'C', 'F##', 'B']
iiio852	['E', 'F', 'B-', 'E']	['C', 'D', 'G-', 'C']
iii852	['E', 'F', 'B', 'E']	['C', 'D', 'G', 'C']
III852	['E', 'F', 'B', 'E']	['C', 'D', 'G', 'C']
III+852	['E', 'F', 'B#', 'E']	['C', 'D', 'G#', 'C']
ivo852	['F', 'G', 'C-', 'F']	['D', 'E', 'A-', 'D']
iv852	['F', 'G', 'C', 'F']	['D', 'E', 'A', 'D']
IV852	['F', 'G', 'C', 'F']	['D', 'E', 'A', 'D']
IV+852	['F', 'G', 'C#', 'F']	['D', 'E', 'A#', 'D']
vo852	['G', 'A', 'D-', 'G']	['E', 'F', 'B-', 'E']
v852	['G', 'A', 'D', 'G']	['E', 'F', 'B', 'E']
V852	['G', 'A', 'D', 'G']	['E', 'F', 'B', 'E']
V+852	['G', 'A', 'D#', 'G']	['E', 'F', 'B#', 'E']
vio852	['A', 'B', 'E-', 'A']	['F#', 'G#', 'C', 'F#']
vi852	['A', 'B', 'E', 'A']	['F#', 'G#', 'C#', 'F#']
VI852	['A', 'B', 'E', 'A']	['F', 'G', 'C', 'F']
VI+852	['A', 'B', 'E#', 'A']	['F', 'G', 'C#', 'F']
viio852	['B', 'C', 'F', 'B']	['G#', 'A#', 'D', 'G#']
vii852	['B', 'C', 'F#', 'B']	['G#', 'A#', 'D#', 'G#']
VII852	['B', 'C', 'F#', 'B']	['G', 'A', 'D', 'G']
VII+852	['B', 'C', 'F##', 'B']	['G', 'A', 'D#', 'G']
#io852	['C#', 'D#', 'G', 'C#']	['A#', 'B#', 'E', 'A#']
#i852	['C#', 'D#', 'G#', 'C#']	['A#', 'B#', 'E#', 'A#']
#I852	['C#', 'D#', 'G#', 'C#']	['A#', 'B#', 'E#', 'A#']
#I+852	['C#', 'D#', 'G##', 'C#']	['A#', 'B#', 'E##', 'A#']
#iio852	['D#', 'E#', 'A', 'D#']	['B#', 'C#', 'F#', 'B#']
#ii852	['D#', 'E#', 'A#', 'D#']	['B#', 'C#', 'F##', 'B#']
#II852	['D#', 'E#', 'A#', 'D#']	['B#', 'C#', 'F##', 'B#']
#II+852	['D#', 'E#', 'A##', 'D#']	['B#', 'C#', 'F###', 'B#']
#iiio852	['E#', 'F#', 'B', 'E#']	['C#', 'D#', 'G', 'C#']
#iii852	['E#', 'F#', 'B#', 'E#']	['C#', 'D#', 'G#', 'C#']
#III852	['E#', 'F#', 'B#', 'E#']	['C#', 'D#', 'G#', 'C#']
#III+852	['E#', 'F#', 'B##', 'E#']	['C#', 'D#', 'G##', 'C#']
#ivo852	['F#', 'G#', 'C', 'F#']	['D#', 'E#', 'A', 'D#']
#iv852	['F#', 'G#', 'C#', 'F#']	['D#', 'E#', 'A#', 'D#']
#IV852	['F#', 'G#', 'C#', 'F#']	['D#', 'E#', 'A#', 'D#']
#IV+852	['F#', 'G#', 'C##', 'F#']	['D#', 'E#', 'A##', 'D#']
#vo852	['G#', 'A#', 'D', 'G#']	['E#', 'F#', 'B', 'E#']
#v852	['G#', 'A#', 'D#', 'G#']	['E#', 'F#', 'B#', 'E#']
#V852	['G#', 'A#', 'D#', 'G#']	['E#', 'F#', 'B#', 'E#']
#V+852	['G#', 'A#', 'D##', 'G#']	['E#', 'F#', 'B##', 'E#']
#vio852	['A#', 'B#', 'E', 'A#']	['F##', 'G##', 'C#', 'F##']
#vi852	['A#', 'B#', 'E#', 'A#']	['F##', 'G##', 'C##', 'F##']
#VI852	['A#', 'B#', 'E#', 'A#']	['F#', 'G#', 'C#', 'F#']
#VI+852	['A#', 'B#', 'E##', 'A#']	['F#', 'G#', 'C##', 'F#']
#viio852	['B#', 'C#', 'F#', 'B#']	['G##', 'A##', 'D#', 'G##']
#vii852	['B#', 'C#', 'F##', 'B#']	['G##', 'A##', 'D##', 'G##']
#VII852	['B#', 'C#', 'F##', 'B#']	['G#', 'A#', 'D#', 'G#']
#VII+852	['B#', 'C#', 'F###', 'B#']	['G#', 'A#', 'D##', 'G#']
