Figure	MajorContext	MinorContext
bio976532	['E--', 'F-', 'G--', 'B---', 'C-', 'D-', 'F-']	['C-', 'D-', 'E--', 'G--', 'A-', 'B-', 'D-']
bi976532	['E--', 'F-', 'G-', 'B-', 'C-', 'D-', 'F-']	['C-', 'D-', 'E-', 'G-', 'A-', 'B-', 'D-']
bI976532	['E-', 'F-', 'G-', 'B-', 'C-', 'D-', 'F-']	['C', 'D-', 'E-', 'G-', 'A-', 'B-', 'D-']
bI+976532	['E-', 'F-', 'G', 'B-', 'C-', 'D-', 'F-']	['C', 'D-', 'E', 'G-', 'A-', 'B-', 'D-']
biio976532	['F-', 'G-', 'A--', 'C--', 'D-', 'E-', 'G-']	['D-', 'E-', 'F-', 'A--', 'B-', 'C-', 'E-']
bii976532	['F-', 'G-', 'A-', 'C-', 'D-', 'E-', 'G-']	['D-', 'E-', 'F', 'A-', 'B-', 'C-', 'E-']
bII976532	['F', 'G-', 'A-', 'C-', 'D-', 'E-', 'G-']	['D', 'E-', 'F', 'A-', 'B-', 'C-', 'E-']
bII+976532	['F', 'G-', 'A', 'C-', 'D-', 'E-', 'G-']	['D', 'E-', 'F#', 'A-', 'B-', 'C-', 'E-']
biiio976532	['G-', 'A-', 'B--', 'D--', 'E-', 'F-', 'A-']	['E--', 'F-', 'G--', 'B---', 'C-', 'D-', 'F-']
biii976532	['G-', 'A-', 'B-', 'D-', 'E-', 'F-', 'A-']	['E--', 'F-', 'G-', 'B-', 'C-', 'D-', 'F-']
bIII976532	['G', 'A-', 'B-', 'D-', 'E-', 'F-', 'A-']	['E-', 'F-', 'G-', 'B-', 'C-', 'D-', 'F-']
bIII+976532	['G', 'A-', 'B', 'D-', 'E-', 'F-', 'A-']	['E-', 'F-', 'G', 'B-', 'C-', 'D-', 'F-']
bivo976532	['A--', 'B-', 'C--', 'E---', 'F-', 'G-', 'B-']	['F-', 'G-', 'A--', 'C--', 'D-', 'E-', 'G-']
biv976532	['A--', 'B-', 'C-', 'E-', 'F-', 'G-', 'B-']	['F-', 'G-', 'A-', 'C-', 'D-', 'E-', 'G-']
bIV976532	['A-', 'B-', 'C-', 'E-', 'F-', 'G-', 'B-']	['F', 'G-', 'A-', 'C-', 'D-', 'E-', 'G-']
bIV+976532	['A-', 'B-', 'C', 'E-', 'F-', 'G-', 'B-']	['F', 'G-', 'A', 'C-', 'D-', 'E-', 'G-']
bvo976532	['B--', 'C-', 'D--', 'F--', 'G-', 'A-', 'C-']	['G-', 'A-', 'B--', 'D--', 'E-', 'F-', 'A-']
bv976532	['B--', 'C-', 'D-', 'F-', 'G-', 'A-', 'C-']	['G-', 'A-', 'B-', 'D-', 'E-', 'F-', 'A-']
bV976532	['B-', 'C-', 'D-', 'F-', 'G-', 'A-', 'C-']	['G', 'A-', 'B-', 'D-', 'E-', 'F-', 'A-']
bV+976532	['B-', 'C-', 'D', 'F-', 'G-', 'A-', 'C-']	['G', 'A-', 'B', 'D-', 'E-', 'F-', 'A-']
bvio976532	['C-', 'D-', 'E--', 'G--', 'A-', 'B-', 'D-']	['A-', 'B', 'C-', 'E--', 'F', 'G', 'B']
bvi976532	['C-', 'D-', 'E-', 'G-', 'A-', 'B-', 'D-']	['A-', 'B', 'C', 'E', 'F', 'G', 'B']
bVI976532	['C', 'D-', 'E-', 'G-', 'A-', 'B-', 'D-']	['A-', 'B-', 'C-', 'E-', 'F-', 'G-', 'B-']
bVI+976532	['C', 'D-', 'E', 'G-', 'A-', 'B-', 'D-']	['A-', 'B-', 'C', 'E-', 'F-', 'G-', 'B-']
bviio976532	['D-', 'E-', 'F-', 'A--', 'B-', 'C-', 'E-']	['B-', 'C', 'D-', 'F-', 'G', 'A', 'C']
bvii976532	['D-', 'E-', 'F', 'A-', 'B-', 'C-', 'E-']	['B-', 'C', 'D', 'F', 'G', 'A', 'C']
bVII976532	['D', 'E-', 'F', 'A-', 'B-', 'C-', 'E-']	['B-', 'C-', 'D-', 'F-', 'G-', 'A-', 'C-']
bVII+976532	['D', 'E-', 'F#', 'A-', 'B-', 'C-', 'E-']	['B-', 'C-', 'D', 'F-', 'G-', 'A-', 'C-']
io976532	['E-', 'F', 'G-', 'B--', 'C', 'D', 'F']	['C', 'D', 'E-', 'G-', 'A', 'B', 'D']
i976532	['E-', 'F', 'G', 'B', 'C', 'D', 'F']	['C', 'D', 'E', 'G', 'A', 'B', 'D']
I976532	['E', 'F', 'G', 'B', 'C', 'D', 'F']	['C#', 'D', 'E', 'G', 'A', 'B', 'D']
I+976532	['E', 'F', 'G#', 'B', 'C', 'D', 'F']	['C#', 'D', 'E#', 'G', 'A', 'B', 'D']
iio976532	['F', 'G', 'A-', 'C-', 'D', 'E', 'G']	['D', 'E', 'F', 'A-', 'B', 'C', 'E']
ii976532	['F', 'G', 'A', 'C', 'D', 'E', 'G']	['D', 'E', 'F#', 'A', 'B', 'C', 'E']
II976532	['F#', 'G', 'A', 'C', 'D', 'E', 'G']	['D#', 'E', 'F#', 'A', 'B', 'C', 'E']
II+976532	['F#', 'G', 'A#', 'C', 'D', 'E', 'G']	['D#', 'E', 'F##', 'A', 'B', 'C', 'E']
iiio976532	['G', 'A', 'B-', 'D-', 'E', 'F', 'A']	['E-', 'F', 'G-', 'B--', 'C', 'D', 'F']
iii976532	['G', 'A', 'B', 'D', 'E', 'F', 'A']	['E-', 'F', 'G', 'B', 'C', 'D', 'F']
III976532	['G#', 'A', 'B', 'D', 'E', 'F', 'A']	['E', 'F', 'G', 'B', 'C', 'D', 'F']
III+976532	['G#', 'A', 'B#', 'D', 'E', 'F', 'A']	['E', 'F', 'G#', 'B', 'C', 'D', 'F']
ivo976532	['A-', 'B', 'C-', 'E--', 'F', 'G', 'B']	['F', 'G', 'A-', 'C-', 'D', 'E', 'G']
iv976532	['A-', 'B', 'C', 'E', 'F', 'G', 'B']	['F', 'G', 'A', 'C', 'D', 'E', 'G']
IV976532	['A', 'B', 'C', 'E', 'F', 'G', 'B']	['F#', 'G', 'A', 'C', 'D', 'E', 'G']
IV+976532	['A', 'B', 'C#', 'E', 'F', 'G', 'B']	['F#', 'G', 'A#', 'C', 'D', 'E', 'G']
vo976532	['B-', 'C', 'D-', 'F-', 'G', 'A', 'C']	['G', 'A', 'B-', 'D-', 'E', 'F', 'A']
v976532	['B-', 'C', 'D', 'F', 'G', 'A', 'C']	['G', 'A', 'B', 'D', 'E', 'F', 'A']
V976532	['B', 'C', 'D', 'F', 'G', 'A', 'C']	['G#', 'A', 'B', 'D', 'E', 'F', 'A']
V+976532	['B', 'C', 'D#', 'F', 'G', 'A', 'C']	['G#', 'A', 'B#', 'D', 'E', 'F', 'A']
vio976532	['C', 'D', 'E-', 'G-', 'A', 'B', 'D']	['A', 'B#', 'C', 'E-', 'F#', 'G#', 'B#']
vi976532	['C', 'D', 'E', 'G', 'A', 'B', 'D']	['A', 'B#', 'C#', 'E#', 'F#', 'G#', 'B#']
VI976532	['C#', 'D', 'E', 'G', 'A', 'B', 'D']	['A', 'B', 'C', 'E', 'F', 'G', 'B']
VI+976532	['C#', 'D', 'E#', 'G', 'A', 'B', 'D']	['A', 'B', 'C#', 'E', 'F', 'G', 'B']
viio976532	['D', 'E', 'F', 'A-', 'B', 'C', 'E']	['B', 'C#', 'D', 'F', 'G#', 'A#', 'C#']
vii976532	['D', 'E', 'F#', 'A', 'B', 'C', 'E']	['B', 'C#', 'D#', 'F#', 'G#', 'A#', 'C#']
VII976532	['D#', 'E', 'F#', 'A', 'B', 'C', 'E']	['B', 'C', 'D', 'F', 'G', 'A', 'C']
VII+976532	['D#', 'E', 'F##', 'A', 'B', 'C', 'E']	['B', 'C', 'D#', 'F', 'G', 'A', 'C']
#io976532	['E', 'F#', 'G', 'B-', 'C#', 'D#', 'F#']	['C#', 'D#', 'E', 'G', 'A#', 'B#', 'D#']
