Figure	MajorContext	MinorContext
bio94	['B---', 'E--', 'C-']	['G--', 'C-', 'A-']
bi94	['B-', 'E--', 'C-']	['G-', 'C-', 'A-']
bI94	['B-', 'E-', 'C-']	['G-', 'C', 'A-']
bI+94	['B-', 'E-', 'C-']	['G-', 'C', 'A-']
biio94	['C--', 'F-', 'D-']	['A--', 'D-', 'B-']
bii94	['C-', 'F-', 'D-']	['A-', 'D-', 'B-']
bII94	['C-', 'F', 'D-']	['A-', 'D', 'B-']
bII+94	['C-', 'F', 'D-']	['A-', 'D', 'B-']
biiio94	['D--', 'G-', 'E-']	['B---', 'E--', 'C-']
biii94	['D-', 'G-', 'E-']	['B-', 'E--', 'C-']
bIII94	['D-', 'G', 'E-']	['B-', 'E-', 'C-']
bIII+94	['D-', 'G', 'E-']	['B-', 'E-', 'C-']
bivo94	['E---', 'A--', 'F-']	['C--', 'F-', 'D-']
biv94	['E-', 'A--', 'F-']	['C-', 'F-', 'D-']
bIV94	['E-', 'A-', 'F-']	['C-', 'F', 'D-']
bIV+94	['E-', 'A-', 'F-']	['C-', 'F', 'D-']
bvo94	['F--', 'B--', 'G-']	['D--', 'G-', 'E-']
bv94	['F-', 'B--', 'G-']	['D-', 'G-', 'E-']
bV94	['F-', 'B-', 'G-']	['D-', 'G', 'E-']
bV+94	['F-', 'B-', 'G-']	['D-', 'G', 'E-']
bvio94	['G--', 'C-', 'A-']	['E--', 'A-', 'F']
bvi94	['G-', 'C-', 'A-']	['E', 'A-', 'F']
bVI94	['G-', 'C', 'A-']	['E-', 'A-', 'F-']
bVI+94	['G-', 'C', 'A-']	['E-', 'A-', 'F-']
bviio94	['A--', 'D-', 'B-']	['F-', 'B-', 'G']
bvii94	['A-', 'D-', 'B-']	['F', 'B-', 'G']
bVII94	['A-', 'D', 'B-']	['F-', 'B-', 'G-']
bVII+94	['A-', 'D', 'B-']	['F-', 'B-', 'G-']
io94	['B--', 'E-', 'C']	['G-', 'C', 'A']
i94	['B', 'E-', 'C']	['G', 'C', 'A']
I94	['B', 'E', 'C']	['G', 'C#', 'A']
I+94	['B', 'E', 'C']	['G', 'C#', 'A']
iio94	['C-', 'F', 'D']	['A-', 'D', 'B']
ii94	['C', 'F', 'D']	['A', 'D', 'B']
II94	['C', 'F#', 'D']	['A', 'D#', 'B']
II+94	['C', 'F#', 'D']	['A', 'D#', 'B']
iiio94	['D-', 'G', 'E']	['B--', 'E-', 'C']
iii94	['D', 'G', 'E']	['B', 'E-', 'C']
III94	['D', 'G#', 'E']	['B', 'E', 'C']
III+94	['D', 'G#', 'E']	['B', 'E', 'C']
ivo94	['E--', 'A-', 'F']	['C-', 'F', 'D']
iv94	['E', 'A-', 'F']	['C', 'F', 'D']
IV94	['E', 'A', 'F']	['C', 'F#', 'D']
IV+94	['E', 'A', 'F']	['C', 'F#', 'D']
vo94	['F-', 'B-', 'G']	['D-', 'G', 'E']
v94	['F', 'B-', 'G']	['D', 'G', 'E']
V94	['F', 'B', 'G']	['D', 'G#', 'E']
V+94	['F', 'B', 'G']	['D', 'G#', 'E']
vio94	['G-', 'C', 'A']	['E-', 'A', 'F#']
vi94	['G', 'C', 'A']	['E#', 'A', 'F#']
VI94	['G', 'C#', 'A']	['E', 'A', 'F']
VI+94	['G', 'C#', 'A']	['E', 'A', 'F']
viio94	['A-', 'D', 'B']	['F', 'B', 'G#']
vii94	['A', 'D', 'B']	['F#', 'B', 'G#']
VII94	['A', 'D#', 'B']	['F', 'B', 'G']
VII+94	['A', 'D#', 'B']	['F', 'B', 'G']
#io94	['B-', 'E', 'C#']	['G', 'C#', 'A#']
#i94	['B#', 'E', 'C#']	['G#', 'C#', 'A#']
#I94	['B#', 'E#', 'C#']	['G#', 'C##', 'A#']
#I+94	['B#', 'E#', 'C#']	['G#', 'C##', 'A#']
#iio94	['C', 'F#', 'D#']	['A', 'D#', 'B#']
#ii94	['C#', 'F#', 'D#']	['A#', 'D#', 'B#']
#II94	['C#', 'F##', 'D#']	['A#', 'D##', 'B#']
#II+94	['C#', 'F##', 'D#']	['A#', 'D##', 'B#']
#iiio94	['D', 'G#', 'E#']	['B-', 'E', 'C#']
#iii94	['D#', 'G#', 'E#']	['B#', 'E', 'C#']
#III94	['D#', 'G##', 'E#']	['B#', 'E#', 'C#']
#III+94	['D#', 'G##', 'E#']	['B#', 'E#', 'C#']
#ivo94	['E-', 'A', 'F#']	['C', 'F#', 'D#']
#iv94	['E#', 'A', 'F#']	['C#', 'F#', 'D#']
#IV94	['E#', 'A#', 'F#']	['C#', 'F##', 'D#']
#IV+94	['E#', 'A#', 'F#']	['C#', 'F##', 'D#']
#vo94	['F', 'B', 'G#']	['D', 'G#', 'E#']
#v94	['F#', 'B', 'G#']	['D#', 'G#', 'E#']
#V94	['F#', 'B#', 'G#']	['D#', 'G##', 'E#']
#V+94	['F#', 'B#', 'G#']	['D#', 'G##', 'E#']
#vio94	['G', 'C#', 'A#']	['E', 'A#', 'F##']
#vi94	['G#', 'C#', 'A#']	['E##', 'A#', 'F##']
#VI94	['G#', 'C##', 'A#']	['E#', 'A#', 'F#']
#VI+94	['G#', 'C##', 'A#']	['E#', 'A#', 'F#']
#viio94	['A', 'D#', 'B#']	['F#', 'B#', 'G##']
#vii94	['A#', 'D#', 'B#']	['F##', 'B#', 'G##']
#VII94	['A#', 'D##', 'B#']	['F#', 'B#', 'G#']
#VII+94	['A#', 'D##', 'B#']	['F#', 'B#', 'G#']
