Figure	MajorContext	MinorContext
bio876432	['D-', 'E--', 'F-', 'G--', 'B---', 'C-', 'D-']	['B-', 'C-', 'D-', 'E--', 'G--', 'A-', 'B-']
bi876432	['D-', 'E--', 'F-', 'G-', 'B-', 'C-', 'D-']	['B-', 'C-', 'D-', 'E-', 'G-', 'A-', 'B-']
bI876432	['D-', 'E-', 'F-', 'G-', 'B-', 'C-', 'D-']	['B-', 'C', 'D-', 'E-', 'G-', 'A-', 'B-']
bI+876432	['D-', 'E-', 'F-', 'G', 'B-', 'C-', 'D-']	['B-', 'C', 'D-', 'E', 'G-', 'A-', 'B-']
biio876432	['E-', 'F-', 'G-', 'A--', 'C--', 'D-', 'E-']	['C-', 'D-', 'E-', 'F-', 'A--', 'B-', 'C-']
bii876432	['E-', 'F-', 'G-', 'A-', 'C-', 'D-', 'E-']	['C-', 'D-', 'E-', 'F', 'A-', 'B-', 'C-']
bII876432	['E-', 'F', 'G-', 'A-', 'C-', 'D-', 'E-']	['C-', 'D', 'E-', 'F', 'A-', 'B-', 'C-']
bII+876432	['E-', 'F', 'G-', 'A', 'C-', 'D-', 'E-']	['C-', 'D', 'E-', 'F#', 'A-', 'B-', 'C-']
biiio876432	['F-', 'G-', 'A-', 'B--', 'D--', 'E-', 'F-']	['D-', 'E--', 'F-', 'G--', 'B---', 'C-', 'D-']
biii876432	['F-', 'G-', 'A-', 'B-', 'D-', 'E-', 'F-']	['D-', 'E--', 'F-', 'G-', 'B-', 'C-', 'D-']
bIII876432	['F-', 'G', 'A-', 'B-', 'D-', 'E-', 'F-']	['D-', 'E-', 'F-', 'G-', 'B-', 'C-', 'D-']
bIII+876432	['F-', 'G', 'A-', 'B', 'D-', 'E-', 'F-']	['D-', 'E-', 'F-', 'G', 'B-', 'C-', 'D-']
bivo876432	['G-', 'A--', 'B-', 'C--', 'E---', 'F-', 'G-']	['E-', 'F-', 'G-', 'A--', 'C--', 'D-', 'E-']
biv876432	['G-', 'A--', 'B-', 'C-', 'E-', 'F-', 'G-']	['E-', 'F-', 'G-', 'A-', 'C-', 'D-', 'E-']
bIV876432	['G-', 'A-', 'B-', 'C-', 'E-', 'F-', 'G-']	['E-', 'F', 'G-', 'A-', 'C-', 'D-', 'E-']
bIV+876432	['G-', 'A-', 'B-', 'C', 'E-', 'F-', 'G-']	['E-', 'F', 'G-', 'A', 'C-', 'D-', 'E-']
bvo876432	['A-', 'B--', 'C-', 'D--', 'F--', 'G-', 'A-']	['F-', 'G-', 'A-', 'B--', 'D--', 'E-', 'F-']
bv876432	['A-', 'B--', 'C-', 'D-', 'F-', 'G-', 'A-']	['F-', 'G-', 'A-', 'B-', 'D-', 'E-', 'F-']
bV876432	['A-', 'B-', 'C-', 'D-', 'F-', 'G-', 'A-']	['F-', 'G', 'A-', 'B-', 'D-', 'E-', 'F-']
bV+876432	['A-', 'B-', 'C-', 'D', 'F-', 'G-', 'A-']	['F-', 'G', 'A-', 'B', 'D-', 'E-', 'F-']
bvio876432	['B-', 'C-', 'D-', 'E--', 'G--', 'A-', 'B-']	['G', 'A-', 'B', 'C-', 'E--', 'F', 'G']
bvi876432	['B-', 'C-', 'D-', 'E-', 'G-', 'A-', 'B-']	['G', 'A-', 'B', 'C', 'E', 'F', 'G']
bVI876432	['B-', 'C', 'D-', 'E-', 'G-', 'A-', 'B-']	['G-', 'A-', 'B-', 'C-', 'E-', 'F-', 'G-']
bVI+876432	['B-', 'C', 'D-', 'E', 'G-', 'A-', 'B-']	['G-', 'A-', 'B-', 'C', 'E-', 'F-', 'G-']
bviio876432	['C-', 'D-', 'E-', 'F-', 'A--', 'B-', 'C-']	['A', 'B-', 'C', 'D-', 'F-', 'G', 'A']
bvii876432	['C-', 'D-', 'E-', 'F', 'A-', 'B-', 'C-']	['A', 'B-', 'C', 'D', 'F', 'G', 'A']
bVII876432	['C-', 'D', 'E-', 'F', 'A-', 'B-', 'C-']	['A-', 'B-', 'C-', 'D-', 'F-', 'G-', 'A-']
bVII+876432	['C-', 'D', 'E-', 'F#', 'A-', 'B-', 'C-']	['A-', 'B-', 'C-', 'D', 'F-', 'G-', 'A-']
io876432	['D', 'E-', 'F', 'G-', 'B--', 'C', 'D']	['B', 'C', 'D', 'E-', 'G-', 'A', 'B']
i876432	['D', 'E-', 'F', 'G', 'B', 'C', 'D']	['B', 'C', 'D', 'E', 'G', 'A', 'B']
I876432	['D', 'E', 'F', 'G', 'B', 'C', 'D']	['B', 'C#', 'D', 'E', 'G', 'A', 'B']
I+876432	['D', 'E', 'F', 'G#', 'B', 'C', 'D']	['B', 'C#', 'D', 'E#', 'G', 'A', 'B']
iio876432	['E', 'F', 'G', 'A-', 'C-', 'D', 'E']	['C', 'D', 'E', 'F', 'A-', 'B', 'C']
ii876432	['E', 'F', 'G', 'A', 'C', 'D', 'E']	['C', 'D', 'E', 'F#', 'A', 'B', 'C']
II876432	['E', 'F#', 'G', 'A', 'C', 'D', 'E']	['C', 'D#', 'E', 'F#', 'A', 'B', 'C']
II+876432	['E', 'F#', 'G', 'A#', 'C', 'D', 'E']	['C', 'D#', 'E', 'F##', 'A', 'B', 'C']
iiio876432	['F', 'G', 'A', 'B-', 'D-', 'E', 'F']	['D', 'E-', 'F', 'G-', 'B--', 'C', 'D']
iii876432	['F', 'G', 'A', 'B', 'D', 'E', 'F']	['D', 'E-', 'F', 'G', 'B', 'C', 'D']
III876432	['F', 'G#', 'A', 'B', 'D', 'E', 'F']	['D', 'E', 'F', 'G', 'B', 'C', 'D']
III+876432	['F', 'G#', 'A', 'B#', 'D', 'E', 'F']	['D', 'E', 'F', 'G#', 'B', 'C', 'D']
ivo876432	['G', 'A-', 'B', 'C-', 'E--', 'F', 'G']	['E', 'F', 'G', 'A-', 'C-', 'D', 'E']
iv876432	['G', 'A-', 'B', 'C', 'E', 'F', 'G']	['E', 'F', 'G', 'A', 'C', 'D', 'E']
IV876432	['G', 'A', 'B', 'C', 'E', 'F', 'G']	['E', 'F#', 'G', 'A', 'C', 'D', 'E']
IV+876432	['G', 'A', 'B', 'C#', 'E', 'F', 'G']	['E', 'F#', 'G', 'A#', 'C', 'D', 'E']
vo876432	['A', 'B-', 'C', 'D-', 'F-', 'G', 'A']	['F', 'G', 'A', 'B-', 'D-', 'E', 'F']
v876432	['A', 'B-', 'C', 'D', 'F', 'G', 'A']	['F', 'G', 'A', 'B', 'D', 'E', 'F']
V876432	['A', 'B', 'C', 'D', 'F', 'G', 'A']	['F', 'G#', 'A', 'B', 'D', 'E', 'F']
V+876432	['A', 'B', 'C', 'D#', 'F', 'G', 'A']	['F', 'G#', 'A', 'B#', 'D', 'E', 'F']
