Figure	MajorContext	MinorContext
bio6542	['B---', 'C-', 'E--', 'F-', 'G--']	['G--', 'A-', 'C-', 'D-', 'E--']
bi6542	['B-', 'C-', 'E--', 'F-', 'G-']	['G-', 'A-', 'C-', 'D-', 'E-']
bI6542	['B-', 'C-', 'E-', 'F-', 'G-']	['G-', 'A-', 'C', 'D-', 'E-']
bI+6542	['B-', 'C-', 'E-', 'F-', 'G']	['G-', 'A-', 'C', 'D-', 'E']
biio6542	['C--', 'D-', 'F-', 'G-', 'A--']	['A--', 'B-', 'D-', 'E-', 'F-']
bii6542	['C-', 'D-', 'F-', 'G-', 'A-']	['A-', 'B-', 'D-', 'E-', 'F']
bII6542	['C-', 'D-', 'F', 'G-', 'A-']	['A-', 'B-', 'D', 'E-', 'F']
bII+6542	['C-', 'D-', 'F', 'G-', 'A']	['A-', 'B-', 'D', 'E-', 'F#']
biiio6542	['D--', 'E-', 'G-', 'A-', 'B--']	['B---', 'C-', 'E--', 'F-', 'G--']
biii6542	['D-', 'E-', 'G-', 'A-', 'B-']	['B-', 'C-', 'E--', 'F-', 'G-']
bIII6542	['D-', 'E-', 'G', 'A-', 'B-']	['B-', 'C-', 'E-', 'F-', 'G-']
bIII+6542	['D-', 'E-', 'G', 'A-', 'B']	['B-', 'C-', 'E-', 'F-', 'G']
bivo6542	['E---', 'F-', 'A--', 'B-', 'C--']	['C--', 'D-', 'F-', 'G-', 'A--']
biv6542	['E-', 'F-', 'A--', 'B-', 'C-']	['C-', 'D-', 'F-', 'G-', 'A-']
bIV6542	['E-', 'F-', 'A-', 'B-', 'C-']	['C-', 'D-', 'F', 'G-', 'A-']
bIV+6542	['E-', 'F-', 'A-', 'B-', 'C']	['C-', 'D-', 'F', 'G-', 'A']
bvo6542	['F--', 'G-', 'B--', 'C-', 'D--']	['D--', 'E-', 'G-', 'A-', 'B--']
bv6542	['F-', 'G-', 'B--', 'C-', 'D-']	['D-', 'E-', 'G-', 'A-', 'B-']
