Figure	MajorContext	MinorContext
bio8643	['G--', 'B---', 'C-', 'E--', 'G-']	['E--', 'G--', 'A-', 'C-', 'E-']
bi8643	['G-', 'B-', 'C-', 'E--', 'G-']	['E-', 'G-', 'A-', 'C-', 'E-']
bI8643	['G-', 'B-', 'C-', 'E-', 'G-']	['E-', 'G-', 'A-', 'C', 'E-']
bI+8643	['G', 'B-', 'C-', 'E-', 'G-']	['E', 'G-', 'A-', 'C', 'E-']
biio8643	['A--', 'C--', 'D-', 'F-', 'A-']	['F-', 'A--', 'B-', 'D-', 'F-']
bii8643	['A-', 'C-', 'D-', 'F-', 'A-']	['F', 'A-', 'B-', 'D-', 'F-']
bII8643	['A-', 'C-', 'D-', 'F', 'A-']	['F', 'A-', 'B-', 'D', 'F-']
bII+8643	['A', 'C-', 'D-', 'F', 'A-']	['F#', 'A-', 'B-', 'D', 'F-']
biiio8643	['B--', 'D--', 'E-', 'G-', 'B-']	['G--', 'B---', 'C-', 'E--', 'G-']
biii8643	['B-', 'D-', 'E-', 'G-', 'B-']	['G-', 'B-', 'C-', 'E--', 'G-']
bIII8643	['B-', 'D-', 'E-', 'G', 'B-']	['G-', 'B-', 'C-', 'E-', 'G-']
bIII+8643	['B', 'D-', 'E-', 'G', 'B-']	['G', 'B-', 'C-', 'E-', 'G-']
bivo8643	['C--', 'E---', 'F-', 'A--', 'C-']	['A--', 'C--', 'D-', 'F-', 'A-']
biv8643	['C-', 'E-', 'F-', 'A--', 'C-']	['A-', 'C-', 'D-', 'F-', 'A-']
bIV8643	['C-', 'E-', 'F-', 'A-', 'C-']	['A-', 'C-', 'D-', 'F', 'A-']
bIV+8643	['C', 'E-', 'F-', 'A-', 'C-']	['A', 'C-', 'D-', 'F', 'A-']
bvo8643	['D--', 'F--', 'G-', 'B--', 'D-']	['B--', 'D--', 'E-', 'G-', 'B-']
bv8643	['D-', 'F-', 'G-', 'B--', 'D-']	['B-', 'D-', 'E-', 'G-', 'B-']
bV8643	['D-', 'F-', 'G-', 'B-', 'D-']	['B-', 'D-', 'E-', 'G', 'B-']
bV+8643	['D', 'F-', 'G-', 'B-', 'D-']	['B', 'D-', 'E-', 'G', 'B-']
bvio8643	['E--', 'G--', 'A-', 'C-', 'E-']	['C-', 'E--', 'F', 'A-', 'C']
bvi8643	['E-', 'G-', 'A-', 'C-', 'E-']	['C', 'E', 'F', 'A-', 'C']
bVI8643	['E-', 'G-', 'A-', 'C', 'E-']	['C-', 'E-', 'F-', 'A-', 'C-']
bVI+8643	['E', 'G-', 'A-', 'C', 'E-']	['C', 'E-', 'F-', 'A-', 'C-']
bviio8643	['F-', 'A--', 'B-', 'D-', 'F-']	['D-', 'F-', 'G', 'B-', 'D']
bvii8643	['F', 'A-', 'B-', 'D-', 'F-']	['D', 'F', 'G', 'B-', 'D']
bVII8643	['F', 'A-', 'B-', 'D', 'F-']	['D-', 'F-', 'G-', 'B-', 'D-']
bVII+8643	['F#', 'A-', 'B-', 'D', 'F-']	['D', 'F-', 'G-', 'B-', 'D-']
io8643	['G-', 'B--', 'C', 'E-', 'G']	['E-', 'G-', 'A', 'C', 'E']
i8643	['G', 'B', 'C', 'E-', 'G']	['E', 'G', 'A', 'C', 'E']
I8643	['G', 'B', 'C', 'E', 'G']	['E', 'G', 'A', 'C#', 'E']
I+8643	['G#', 'B', 'C', 'E', 'G']	['E#', 'G', 'A', 'C#', 'E']
iio8643	['A-', 'C-', 'D', 'F', 'A']	['F', 'A-', 'B', 'D', 'F']
ii8643	['A', 'C', 'D', 'F', 'A']	['F#', 'A', 'B', 'D', 'F']
II8643	['A', 'C', 'D', 'F#', 'A']	['F#', 'A', 'B', 'D#', 'F']
II+8643	['A#', 'C', 'D', 'F#', 'A']	['F##', 'A', 'B', 'D#', 'F']
iiio8643	['B-', 'D-', 'E', 'G', 'B']	['G-', 'B--', 'C', 'E-', 'G']
iii8643	['B', 'D', 'E', 'G', 'B']	['G', 'B', 'C', 'E-', 'G']
III8643	['B', 'D', 'E', 'G#', 'B']	['G', 'B', 'C', 'E', 'G']
III+8643	['B#', 'D', 'E', 'G#', 'B']	['G#', 'B', 'C', 'E', 'G']
ivo8643	['C-', 'E--', 'F', 'A-', 'C']	['A-', 'C-', 'D', 'F', 'A']
iv8643	['C', 'E', 'F', 'A-', 'C']	['A', 'C', 'D', 'F', 'A']
IV8643	['C', 'E', 'F', 'A', 'C']	['A', 'C', 'D', 'F#', 'A']
IV+8643	['C#', 'E', 'F', 'A', 'C']	['A#', 'C', 'D', 'F#', 'A']
vo8643	['D-', 'F-', 'G', 'B-', 'D']	['B-', 'D-', 'E', 'G', 'B']
v8643	['D', 'F', 'G', 'B-', 'D']	['B', 'D', 'E', 'G', 'B']
V8643	['D', 'F', 'G', 'B', 'D']	['B', 'D', 'E', 'G#', 'B']
V+8643	['D#', 'F', 'G', 'B', 'D']	['B#', 'D', 'E', 'G#', 'B']
vio8643	['E-', 'G-', 'A', 'C', 'E']	['C', 'E-', 'F#', 'A', 'C#']
vi8643	['E', 'G', 'A', 'C', 'E']	['C#', 'E#', 'F#', 'A', 'C#']
VI8643	['E', 'G', 'A', 'C#', 'E']	['C', 'E', 'F', 'A', 'C']
VI+8643	['E#', 'G', 'A', 'C#', 'E']	['C#', 'E', 'F', 'A', 'C']
viio8643	['F', 'A-', 'B', 'D', 'F']	['D', 'F', 'G#', 'B', 'D#']
vii8643	['F#', 'A', 'B', 'D', 'F']	['D#', 'F#', 'G#', 'B', 'D#']
VII8643	['F#', 'A', 'B', 'D#', 'F']	['D', 'F', 'G', 'B', 'D']
VII+8643	['F##', 'A', 'B', 'D#', 'F']	['D#', 'F', 'G', 'B', 'D']
#io8643	['G', 'B-', 'C#', 'E', 'G#']	['E', 'G', 'A#', 'C#', 'E#']
#i8643	['G#', 'B#', 'C#', 'E', 'G#']	['E#', 'G#', 'A#', 'C#', 'E#']
#I8643	['G#', 'B#', 'C#', 'E#', 'G#']	['E#', 'G#', 'A#', 'C##', 'E#']
#I+8643	['G##', 'B#', 'C#', 'E#', 'G#']	['E##', 'G#', 'A#', 'C##', 'E#']
#iio8643	['A', 'C', 'D#', 'F#', 'A#']	['F#', 'A', 'B#', 'D#', 'F#']
#ii8643	['A#', 'C#', 'D#', 'F#', 'A#']	['F##', 'A#', 'B#', 'D#', 'F#']
#II8643	['A#', 'C#', 'D#', 'F##', 'A#']	['F##', 'A#', 'B#', 'D##', 'F#']
#II+8643	['A##', 'C#', 'D#', 'F##', 'A#']	['F###', 'A#', 'B#', 'D##', 'F#']
#iiio8643	['B', 'D', 'E#', 'G#', 'B#']	['G', 'B-', 'C#', 'E', 'G#']
#iii8643	['B#', 'D#', 'E#', 'G#', 'B#']	['G#', 'B#', 'C#', 'E', 'G#']
#III8643	['B#', 'D#', 'E#', 'G##', 'B#']	['G#', 'B#', 'C#', 'E#', 'G#']
#III+8643	['B##', 'D#', 'E#', 'G##', 'B#']	['G##', 'B#', 'C#', 'E#', 'G#']
#ivo8643	['C', 'E-', 'F#', 'A', 'C#']	['A', 'C', 'D#', 'F#', 'A#']
#iv8643	['C#', 'E#', 'F#', 'A', 'C#']	['A#', 'C#', 'D#', 'F#', 'A#']
