Figure	MajorContext	MinorContext
bio87654	['G--', 'C-', 'D-', 'E--', 'F-', 'G-']	['E--', 'A-', 'B-', 'C-', 'D-', 'E-']
bi87654	['G-', 'C-', 'D-', 'E--', 'F-', 'G-']	['E-', 'A-', 'B-', 'C-', 'D-', 'E-']
bI87654	['G-', 'C-', 'D-', 'E-', 'F-', 'G-']	['E-', 'A-', 'B-', 'C', 'D-', 'E-']
bI+87654	['G', 'C-', 'D-', 'E-', 'F-', 'G-']	['E', 'A-', 'B-', 'C', 'D-', 'E-']
biio87654	['A--', 'D-', 'E-', 'F-', 'G-', 'A-']	['F-', 'B-', 'C-', 'D-', 'E-', 'F-']
bii87654	['A-', 'D-', 'E-', 'F-', 'G-', 'A-']	['F', 'B-', 'C-', 'D-', 'E-', 'F-']
bII87654	['A-', 'D-', 'E-', 'F', 'G-', 'A-']	['F', 'B-', 'C-', 'D', 'E-', 'F-']
bII+87654	['A', 'D-', 'E-', 'F', 'G-', 'A-']	['F#', 'B-', 'C-', 'D', 'E-', 'F-']
biiio87654	['B--', 'E-', 'F-', 'G-', 'A-', 'B-']	['G--', 'C-', 'D-', 'E--', 'F-', 'G-']
biii87654	['B-', 'E-', 'F-', 'G-', 'A-', 'B-']	['G-', 'C-', 'D-', 'E--', 'F-', 'G-']
bIII87654	['B-', 'E-', 'F-', 'G', 'A-', 'B-']	['G-', 'C-', 'D-', 'E-', 'F-', 'G-']
bIII+87654	['B', 'E-', 'F-', 'G', 'A-', 'B-']	['G', 'C-', 'D-', 'E-', 'F-', 'G-']
bivo87654	['C--', 'F-', 'G-', 'A--', 'B-', 'C-']	['A--', 'D-', 'E-', 'F-', 'G-', 'A-']
biv87654	['C-', 'F-', 'G-', 'A--', 'B-', 'C-']	['A-', 'D-', 'E-', 'F-', 'G-', 'A-']
bIV87654	['C-', 'F-', 'G-', 'A-', 'B-', 'C-']	['A-', 'D-', 'E-', 'F', 'G-', 'A-']
bIV+87654	['C', 'F-', 'G-', 'A-', 'B-', 'C-']	['A', 'D-', 'E-', 'F', 'G-', 'A-']
