Figure	MajorContext	MinorContext
bio8763	['E--', 'G--', 'C-', 'D-', 'E-']	['C-', 'E--', 'A-', 'B-', 'C-']
bi8763	['E--', 'G-', 'C-', 'D-', 'E-']	['C-', 'E-', 'A-', 'B-', 'C-']
bI8763	['E-', 'G-', 'C-', 'D-', 'E-']	['C', 'E-', 'A-', 'B-', 'C-']
bI+8763	['E-', 'G', 'C-', 'D-', 'E-']	['C', 'E', 'A-', 'B-', 'C-']
biio8763	['F-', 'A--', 'D-', 'E-', 'F-']	['D-', 'F-', 'B-', 'C-', 'D-']
bii8763	['F-', 'A-', 'D-', 'E-', 'F-']	['D-', 'F', 'B-', 'C-', 'D-']
bII8763	['F', 'A-', 'D-', 'E-', 'F-']	['D', 'F', 'B-', 'C-', 'D-']
bII+8763	['F', 'A', 'D-', 'E-', 'F-']	['D', 'F#', 'B-', 'C-', 'D-']
biiio8763	['G-', 'B--', 'E-', 'F-', 'G-']	['E--', 'G--', 'C-', 'D-', 'E-']
biii8763	['G-', 'B-', 'E-', 'F-', 'G-']	['E--', 'G-', 'C-', 'D-', 'E-']
bIII8763	['G', 'B-', 'E-', 'F-', 'G-']	['E-', 'G-', 'C-', 'D-', 'E-']
bIII+8763	['G', 'B', 'E-', 'F-', 'G-']	['E-', 'G', 'C-', 'D-', 'E-']
bivo8763	['A--', 'C--', 'F-', 'G-', 'A-']	['F-', 'A--', 'D-', 'E-', 'F-']
biv8763	['A--', 'C-', 'F-', 'G-', 'A-']	['F-', 'A-', 'D-', 'E-', 'F-']
bIV8763	['A-', 'C-', 'F-', 'G-', 'A-']	['F', 'A-', 'D-', 'E-', 'F-']
bIV+8763	['A-', 'C', 'F-', 'G-', 'A-']	['F', 'A', 'D-', 'E-', 'F-']
bvo8763	['B--', 'D--', 'G-', 'A-', 'B-']	['G-', 'B--', 'E-', 'F-', 'G-']
bv8763	['B--', 'D-', 'G-', 'A-', 'B-']	['G-', 'B-', 'E-', 'F-', 'G-']
bV8763	['B-', 'D-', 'G-', 'A-', 'B-']	['G', 'B-', 'E-', 'F-', 'G-']
bV+8763	['B-', 'D', 'G-', 'A-', 'B-']	['G', 'B', 'E-', 'F-', 'G-']
bvio8763	['C-', 'E--', 'A-', 'B-', 'C-']	['A-', 'C-', 'F', 'G', 'A']
bvi8763	['C-', 'E-', 'A-', 'B-', 'C-']	['A-', 'C', 'F', 'G', 'A']
bVI8763	['C', 'E-', 'A-', 'B-', 'C-']	['A-', 'C-', 'F-', 'G-', 'A-']
bVI+8763	['C', 'E', 'A-', 'B-', 'C-']	['A-', 'C', 'F-', 'G-', 'A-']
bviio8763	['D-', 'F-', 'B-', 'C-', 'D-']	['B-', 'D-', 'G', 'A', 'B']
bvii8763	['D-', 'F', 'B-', 'C-', 'D-']	['B-', 'D', 'G', 'A', 'B']
bVII8763	['D', 'F', 'B-', 'C-', 'D-']	['B-', 'D-', 'G-', 'A-', 'B-']
bVII+8763	['D', 'F#', 'B-', 'C-', 'D-']	['B-', 'D', 'G-', 'A-', 'B-']
io8763	['E-', 'G-', 'C', 'D', 'E']	['C', 'E-', 'A', 'B', 'C']
i8763	['E-', 'G', 'C', 'D', 'E']	['C', 'E', 'A', 'B', 'C']
I8763	['E', 'G', 'C', 'D', 'E']	['C#', 'E', 'A', 'B', 'C']
I+8763	['E', 'G#', 'C', 'D', 'E']	['C#', 'E#', 'A', 'B', 'C']
