Figure	MajorContext	MinorContext
bio732	['C-', 'D-', 'E--', 'B---']	['A-', 'B-', 'C-', 'G--']
bi732	['C-', 'D-', 'E--', 'B-']	['A-', 'B-', 'C-', 'G-']
bI732	['C-', 'D-', 'E-', 'B-']	['A-', 'B-', 'C', 'G-']
bI+732	['C-', 'D-', 'E-', 'B-']	['A-', 'B-', 'C', 'G-']
biio732	['D-', 'E-', 'F-', 'C--']	['B-', 'C-', 'D-', 'A--']
bii732	['D-', 'E-', 'F-', 'C-']	['B-', 'C-', 'D-', 'A-']
bII732	['D-', 'E-', 'F', 'C-']	['B-', 'C-', 'D', 'A-']
bII+732	['D-', 'E-', 'F', 'C-']	['B-', 'C-', 'D', 'A-']
biiio732	['E-', 'F-', 'G-', 'D--']	['C-', 'D-', 'E--', 'B---']
biii732	['E-', 'F-', 'G-', 'D-']	['C-', 'D-', 'E--', 'B-']
bIII732	['E-', 'F-', 'G', 'D-']	['C-', 'D-', 'E-', 'B-']
bIII+732	['E-', 'F-', 'G', 'D-']	['C-', 'D-', 'E-', 'B-']
bivo732	['F-', 'G-', 'A--', 'E---']	['D-', 'E-', 'F-', 'C--']
biv732	['F-', 'G-', 'A--', 'E-']	['D-', 'E-', 'F-', 'C-']
bIV732	['F-', 'G-', 'A-', 'E-']	['D-', 'E-', 'F', 'C-']
bIV+732	['F-', 'G-', 'A-', 'E-']	['D-', 'E-', 'F', 'C-']
bvo732	['G-', 'A-', 'B--', 'F--']	['E-', 'F-', 'G-', 'D--']
bv732	['G-', 'A-', 'B--', 'F-']	['E-', 'F-', 'G-', 'D-']
bV732	['G-', 'A-', 'B-', 'F-']	['E-', 'F-', 'G', 'D-']
bV+732	['G-', 'A-', 'B-', 'F-']	['E-', 'F-', 'G', 'D-']
bvio732	['A-', 'B-', 'C-', 'G--']	['F', 'G', 'A-', 'E--']
bvi732	['A-', 'B-', 'C-', 'G-']	['F', 'G', 'A-', 'E']
bVI732	['A-', 'B-', 'C', 'G-']	['F-', 'G-', 'A-', 'E-']
bVI+732	['A-', 'B-', 'C', 'G-']	['F-', 'G-', 'A-', 'E-']
bviio732	['B-', 'C-', 'D-', 'A--']	['G', 'A', 'B-', 'F-']
bvii732	['B-', 'C-', 'D-', 'A-']	['G', 'A', 'B-', 'F']
bVII732	['B-', 'C-', 'D', 'A-']	['G-', 'A-', 'B-', 'F-']
bVII+732	['B-', 'C-', 'D', 'A-']	['G-', 'A-', 'B-', 'F-']
io732	['C', 'D', 'E-', 'B--']	['A', 'B', 'C', 'G-']
i732	['C', 'D', 'E-', 'B']	['A', 'B', 'C', 'G']
I732	['C', 'D', 'E', 'B']	['A', 'B', 'C#', 'G']
I+732	['C', 'D', 'E', 'B']	['A', 'B', 'C#', 'G']
iio732	['D', 'E', 'F', 'C-']	['B', 'C', 'D', 'A-']
ii732	['D', 'E', 'F', 'C']	['B', 'C', 'D', 'A']
II732	['D', 'E', 'F#', 'C']	['B', 'C', 'D#', 'A']
II+732	['D', 'E', 'F#', 'C']	['B', 'C', 'D#', 'A']
iiio732	['E', 'F', 'G', 'D-']	['C', 'D', 'E-', 'B--']
iii732	['E', 'F', 'G', 'D']	['C', 'D', 'E-', 'B']
III732	['E', 'F', 'G#', 'D']	['C', 'D', 'E', 'B']
III+732	['E', 'F', 'G#', 'D']	['C', 'D', 'E', 'B']
ivo732	['F', 'G', 'A-', 'E--']	['D', 'E', 'F', 'C-']
iv732	['F', 'G', 'A-', 'E']	['D', 'E', 'F', 'C']
IV732	['F', 'G', 'A', 'E']	['D', 'E', 'F#', 'C']
IV+732	['F', 'G', 'A', 'E']	['D', 'E', 'F#', 'C']
vo732	['G', 'A', 'B-', 'F-']	['E', 'F', 'G', 'D-']
v732	['G', 'A', 'B-', 'F']	['E', 'F', 'G', 'D']
V732	['G', 'A', 'B', 'F']	['E', 'F', 'G#', 'D']
V+732	['G', 'A', 'B', 'F']	['E', 'F', 'G#', 'D']
vio732	['A', 'B', 'C', 'G-']	['F#', 'G#', 'A', 'E-']
vi732	['A', 'B', 'C', 'G']	['F#', 'G#', 'A', 'E#']
VI732	['A', 'B', 'C#', 'G']	['F', 'G', 'A', 'E']
VI+732	['A', 'B', 'C#', 'G']	['F', 'G', 'A', 'E']
viio732	['B', 'C', 'D', 'A-']	['G#', 'A#', 'B', 'F']
vii732	['B', 'C', 'D', 'A']	['G#', 'A#', 'B', 'F#']
VII732	['B', 'C', 'D#', 'A']	['G', 'A', 'B', 'F']
VII+732	['B', 'C', 'D#', 'A']	['G', 'A', 'B', 'F']
#io732	['C#', 'D#', 'E', 'B-']	['A#', 'B#', 'C#', 'G']
#i732	['C#', 'D#', 'E', 'B#']	['A#', 'B#', 'C#', 'G#']
#I732	['C#', 'D#', 'E#', 'B#']	['A#', 'B#', 'C##', 'G#']
#I+732	['C#', 'D#', 'E#', 'B#']	['A#', 'B#', 'C##', 'G#']
#iio732	['D#', 'E#', 'F#', 'C']	['B#', 'C#', 'D#', 'A']
#ii732	['D#', 'E#', 'F#', 'C#']	['B#', 'C#', 'D#', 'A#']
#II732	['D#', 'E#', 'F##', 'C#']	['B#', 'C#', 'D##', 'A#']
#II+732	['D#', 'E#', 'F##', 'C#']	['B#', 'C#', 'D##', 'A#']
#iiio732	['E#', 'F#', 'G#', 'D']	['C#', 'D#', 'E', 'B-']
#iii732	['E#', 'F#', 'G#', 'D#']	['C#', 'D#', 'E', 'B#']
#III732	['E#', 'F#', 'G##', 'D#']	['C#', 'D#', 'E#', 'B#']
#III+732	['E#', 'F#', 'G##', 'D#']	['C#', 'D#', 'E#', 'B#']
#ivo732	['F#', 'G#', 'A', 'E-']	['D#', 'E#', 'F#', 'C']
#iv732	['F#', 'G#', 'A', 'E#']	['D#', 'E#', 'F#', 'C#']
#IV732	['F#', 'G#', 'A#', 'E#']	['D#', 'E#', 'F##', 'C#']
#IV+732	['F#', 'G#', 'A#', 'E#']	['D#', 'E#', 'F##', 'C#']
#vo732	['G#', 'A#', 'B', 'F']	['E#', 'F#', 'G#', 'D']
#v732	['G#', 'A#', 'B', 'F#']	['E#', 'F#', 'G#', 'D#']
#V732	['G#', 'A#', 'B#', 'F#']	['E#', 'F#', 'G##', 'D#']
#V+732	['G#', 'A#', 'B#', 'F#']	['E#', 'F#', 'G##', 'D#']
#vio732	['A#', 'B#', 'C#', 'G']	['F##', 'G##', 'A#', 'E']
#vi732	['A#', 'B#', 'C#', 'G#']	['F##', 'G##', 'A#', 'E##']
#VI732	['A#', 'B#', 'C##', 'G#']	['F#', 'G#', 'A#', 'E#']
#VI+732	['A#', 'B#', 'C##', 'G#']	['F#', 'G#', 'A#', 'E#']
#viio732	['B#', 'C#', 'D#', 'A']	['G##', 'A##', 'B#', 'F#']
#vii732	['B#', 'C#', 'D#', 'A#']	['G##', 'A##', 'B#', 'F##']
#VII732	['B#', 'C#', 'D##', 'A#']	['G#', 'A#', 'B#', 'F#']
#VII+732	['B#', 'C#', 'D##', 'A#']	['G#', 'A#', 'B#', 'F#']
