Figure	MajorContext	MinorContext
bio95432	['C-', 'D-', 'E--', 'F-', 'G--', 'D-']	['A-', 'B-', 'C-', 'D-', 'E--', 'B-']
bi95432	['C-', 'D-', 'E--', 'F-', 'G-', 'D-']	['A-', 'B-', 'C-', 'D-', 'E-', 'B-']
bI95432	['C-', 'D-', 'E-', 'F-', 'G-', 'D-']	['A-', 'B-', 'C', 'D-', 'E-', 'B-']
bI+95432	['C-', 'D-', 'E-', 'F-', 'G', 'D-']	['A-', 'B-', 'C', 'D-', 'E', 'B-']
biio95432	['D-', 'E-', 'F-', 'G-', 'A--', 'E-']	['B-', 'C-', 'D-', 'E-', 'F-', 'C-']
bii95432	['D-', 'E-', 'F-', 'G-', 'A-', 'E-']	['B-', 'C-', 'D-', 'E-', 'F', 'C-']
bII95432	['D-', 'E-', 'F', 'G-', 'A-', 'E-']	['B-', 'C-', 'D', 'E-', 'F', 'C-']
bII+95432	['D-', 'E-', 'F', 'G-', 'A', 'E-']	['B-', 'C-', 'D', 'E-', 'F#', 'C-']
biiio95432	['E-', 'F-', 'G-', 'A-', 'B--', 'F-']	['C-', 'D-', 'E--', 'F-', 'G--', 'D-']
biii95432	['E-', 'F-', 'G-', 'A-', 'B-', 'F-']	['C-', 'D-', 'E--', 'F-', 'G-', 'D-']
bIII95432	['E-', 'F-', 'G', 'A-', 'B-', 'F-']	['C-', 'D-', 'E-', 'F-', 'G-', 'D-']
bIII+95432	['E-', 'F-', 'G', 'A-', 'B', 'F-']	['C-', 'D-', 'E-', 'F-', 'G', 'D-']
bivo95432	['F-', 'G-', 'A--', 'B-', 'C--', 'G-']	['D-', 'E-', 'F-', 'G-', 'A--', 'E-']
biv95432	['F-', 'G-', 'A--', 'B-', 'C-', 'G-']	['D-', 'E-', 'F-', 'G-', 'A-', 'E-']
bIV95432	['F-', 'G-', 'A-', 'B-', 'C-', 'G-']	['D-', 'E-', 'F', 'G-', 'A-', 'E-']
bIV+95432	['F-', 'G-', 'A-', 'B-', 'C', 'G-']	['D-', 'E-', 'F', 'G-', 'A', 'E-']
bvo95432	['G-', 'A-', 'B--', 'C-', 'D--', 'A-']	['E-', 'F-', 'G-', 'A-', 'B--', 'F-']
