Figure	MajorContext	MinorContext
bio7653	['E--', 'G--', 'B---', 'C-', 'D-']	['C-', 'E--', 'G--', 'A-', 'B-']
bi7653	['E--', 'G-', 'B-', 'C-', 'D-']	['C-', 'E-', 'G-', 'A-', 'B-']
bI7653	['E-', 'G-', 'B-', 'C-', 'D-']	['C', 'E-', 'G-', 'A-', 'B-']
bI+7653	['E-', 'G', 'B-', 'C-', 'D-']	['C', 'E', 'G-', 'A-', 'B-']
biio7653	['F-', 'A--', 'C--', 'D-', 'E-']	['D-', 'F-', 'A--', 'B-', 'C-']
bii7653	['F-', 'A-', 'C-', 'D-', 'E-']	['D-', 'F', 'A-', 'B-', 'C-']
bII7653	['F', 'A-', 'C-', 'D-', 'E-']	['D', 'F', 'A-', 'B-', 'C-']
bII+7653	['F', 'A', 'C-', 'D-', 'E-']	['D', 'F#', 'A-', 'B-', 'C-']
biiio7653	['G-', 'B--', 'D--', 'E-', 'F-']	['E--', 'G--', 'B---', 'C-', 'D-']
biii7653	['G-', 'B-', 'D-', 'E-', 'F-']	['E--', 'G-', 'B-', 'C-', 'D-']
bIII7653	['G', 'B-', 'D-', 'E-', 'F-']	['E-', 'G-', 'B-', 'C-', 'D-']
bIII+7653	['G', 'B', 'D-', 'E-', 'F-']	['E-', 'G', 'B-', 'C-', 'D-']
bivo7653	['A--', 'C--', 'E---', 'F-', 'G-']	['F-', 'A--', 'C--', 'D-', 'E-']
biv7653	['A--', 'C-', 'E-', 'F-', 'G-']	['F-', 'A-', 'C-', 'D-', 'E-']
bIV7653	['A-', 'C-', 'E-', 'F-', 'G-']	['F', 'A-', 'C-', 'D-', 'E-']
bIV+7653	['A-', 'C', 'E-', 'F-', 'G-']	['F', 'A', 'C-', 'D-', 'E-']
bvo7653	['B--', 'D--', 'F--', 'G-', 'A-']	['G-', 'B--', 'D--', 'E-', 'F-']
bv7653	['B--', 'D-', 'F-', 'G-', 'A-']	['G-', 'B-', 'D-', 'E-', 'F-']
bV7653	['B-', 'D-', 'F-', 'G-', 'A-']	['G', 'B-', 'D-', 'E-', 'F-']
bV+7653	['B-', 'D', 'F-', 'G-', 'A-']	['G', 'B', 'D-', 'E-', 'F-']
bvio7653	['C-', 'E--', 'G--', 'A-', 'B-']	['A-', 'C-', 'E--', 'F', 'G']
bvi7653	['C-', 'E-', 'G-', 'A-', 'B-']	['A-', 'C', 'E', 'F', 'G']
bVI7653	['C', 'E-', 'G-', 'A-', 'B-']	['A-', 'C-', 'E-', 'F-', 'G-']
bVI+7653	['C', 'E', 'G-', 'A-', 'B-']	['A-', 'C', 'E-', 'F-', 'G-']
bviio7653	['D-', 'F-', 'A--', 'B-', 'C-']	['B-', 'D-', 'F-', 'G', 'A']
bvii7653	['D-', 'F', 'A-', 'B-', 'C-']	['B-', 'D', 'F', 'G', 'A']
bVII7653	['D', 'F', 'A-', 'B-', 'C-']	['B-', 'D-', 'F-', 'G-', 'A-']
bVII+7653	['D', 'F#', 'A-', 'B-', 'C-']	['B-', 'D', 'F-', 'G-', 'A-']
io7653	['E-', 'G-', 'B--', 'C', 'D']	['C', 'E-', 'G-', 'A', 'B']
i7653	['E-', 'G', 'B', 'C', 'D']	['C', 'E', 'G', 'A', 'B']
I7653	['E', 'G', 'B', 'C', 'D']	['C#', 'E', 'G', 'A', 'B']
I+7653	['E', 'G#', 'B', 'C', 'D']	['C#', 'E#', 'G', 'A', 'B']
iio7653	['F', 'A-', 'C-', 'D', 'E']	['D', 'F', 'A-', 'B', 'C']
ii7653	['F', 'A', 'C', 'D', 'E']	['D', 'F#', 'A', 'B', 'C']
II7653	['F#', 'A', 'C', 'D', 'E']	['D#', 'F#', 'A', 'B', 'C']
II+7653	['F#', 'A#', 'C', 'D', 'E']	['D#', 'F##', 'A', 'B', 'C']
iiio7653	['G', 'B-', 'D-', 'E', 'F']	['E-', 'G-', 'B--', 'C', 'D']
iii7653	['G', 'B', 'D', 'E', 'F']	['E-', 'G', 'B', 'C', 'D']
III7653	['G#', 'B', 'D', 'E', 'F']	['E', 'G', 'B', 'C', 'D']
III+7653	['G#', 'B#', 'D', 'E', 'F']	['E', 'G#', 'B', 'C', 'D']
ivo7653	['A-', 'C-', 'E--', 'F', 'G']	['F', 'A-', 'C-', 'D', 'E']
iv7653	['A-', 'C', 'E', 'F', 'G']	['F', 'A', 'C', 'D', 'E']
IV7653	['A', 'C', 'E', 'F', 'G']	['F#', 'A', 'C', 'D', 'E']
IV+7653	['A', 'C#', 'E', 'F', 'G']	['F#', 'A#', 'C', 'D', 'E']
vo7653	['B-', 'D-', 'F-', 'G', 'A']	['G', 'B-', 'D-', 'E', 'F']
v7653	['B-', 'D', 'F', 'G', 'A']	['G', 'B', 'D', 'E', 'F']
V7653	['B', 'D', 'F', 'G', 'A']	['G#', 'B', 'D', 'E', 'F']
V+7653	['B', 'D#', 'F', 'G', 'A']	['G#', 'B#', 'D', 'E', 'F']
vio7653	['C', 'E-', 'G-', 'A', 'B']	['A', 'C', 'E-', 'F#', 'G#']
vi7653	['C', 'E', 'G', 'A', 'B']	['A', 'C#', 'E#', 'F#', 'G#']
VI7653	['C#', 'E', 'G', 'A', 'B']	['A', 'C', 'E', 'F', 'G']
VI+7653	['C#', 'E#', 'G', 'A', 'B']	['A', 'C#', 'E', 'F', 'G']
viio7653	['D', 'F', 'A-', 'B', 'C']	['B', 'D', 'F', 'G#', 'A#']
vii7653	['D', 'F#', 'A', 'B', 'C']	['B', 'D#', 'F#', 'G#', 'A#']
VII7653	['D#', 'F#', 'A', 'B', 'C']	['B', 'D', 'F', 'G', 'A']
VII+7653	['D#', 'F##', 'A', 'B', 'C']	['B', 'D#', 'F', 'G', 'A']
#io7653	['E', 'G', 'B-', 'C#', 'D#']	['C#', 'E', 'G', 'A#', 'B#']
#i7653	['E', 'G#', 'B#', 'C#', 'D#']	['C#', 'E#', 'G#', 'A#', 'B#']
#I7653	['E#', 'G#', 'B#', 'C#', 'D#']	['C##', 'E#', 'G#', 'A#', 'B#']
#I+7653	['E#', 'G##', 'B#', 'C#', 'D#']	['C##', 'E##', 'G#', 'A#', 'B#']
#iio7653	['F#', 'A', 'C', 'D#', 'E#']	['D#', 'F#', 'A', 'B#', 'C#']
#ii7653	['F#', 'A#', 'C#', 'D#', 'E#']	['D#', 'F##', 'A#', 'B#', 'C#']
#II7653	['F##', 'A#', 'C#', 'D#', 'E#']	['D##', 'F##', 'A#', 'B#', 'C#']
#II+7653	['F##', 'A##', 'C#', 'D#', 'E#']	['D##', 'F###', 'A#', 'B#', 'C#']
#iiio7653	['G#', 'B', 'D', 'E#', 'F#']	['E', 'G', 'B-', 'C#', 'D#']
#iii7653	['G#', 'B#', 'D#', 'E#', 'F#']	['E', 'G#', 'B#', 'C#', 'D#']
#III7653	['G##', 'B#', 'D#', 'E#', 'F#']	['E#', 'G#', 'B#', 'C#', 'D#']
#III+7653	['G##', 'B##', 'D#', 'E#', 'F#']	['E#', 'G##', 'B#', 'C#', 'D#']
#ivo7653	['A', 'C', 'E-', 'F#', 'G#']	['F#', 'A', 'C', 'D#', 'E#']
#iv7653	['A', 'C#', 'E#', 'F#', 'G#']	['F#', 'A#', 'C#', 'D#', 'E#']
#IV7653	['A#', 'C#', 'E#', 'F#', 'G#']	['F##', 'A#', 'C#', 'D#', 'E#']
#IV+7653	['A#', 'C##', 'E#', 'F#', 'G#']	['F##', 'A##', 'C#', 'D#', 'E#']
#vo7653	['B', 'D', 'F', 'G#', 'A#']	['G#', 'B', 'D', 'E#', 'F#']
#v7653	['B', 'D#', 'F#', 'G#', 'A#']	['G#', 'B#', 'D#', 'E#', 'F#']
#V7653	['B#', 'D#', 'F#', 'G#', 'A#']	['G##', 'B#', 'D#', 'E#', 'F#']
#V+7653	['B#', 'D##', 'F#', 'G#', 'A#']	['G##', 'B##', 'D#', 'E#', 'F#']
#vio7653	['C#', 'E', 'G', 'A#', 'B#']	['A#', 'C#', 'E', 'F##', 'G##']
