Figure	MajorContext	MinorContext
bio3	['C-', 'E--', 'G--']	['A-', 'C-', 'E--']
bi3	['C-', 'E--', 'G-']	['A-', 'C-', 'E-']
bI3	['C-', 'E-', 'G-']	['A-', 'C', 'E-']
bI+3	['C-', 'E-', 'G']	['A-', 'C', 'E']
biio3	['D-', 'F-', 'A--']	['B-', 'D-', 'F-']
bii3	['D-', 'F-', 'A-']	['B-', 'D-', 'F']
bII3	['D-', 'F', 'A-']	['B-', 'D', 'F']
bII+3	['D-', 'F', 'A']	['B-', 'D', 'F#']
biiio3	['E-', 'G-', 'B--']	['C-', 'E--', 'G--']
biii3	['E-', 'G-', 'B-']	['C-', 'E--', 'G-']
bIII3	['E-', 'G', 'B-']	['C-', 'E-', 'G-']
bIII+3	['E-', 'G', 'B']	['C-', 'E-', 'G']
bivo3	['F-', 'A--', 'C--']	['D-', 'F-', 'A--']
biv3	['F-', 'A--', 'C-']	['D-', 'F-', 'A-']
bIV3	['F-', 'A-', 'C-']	['D-', 'F', 'A-']
bIV+3	['F-', 'A-', 'C']	['D-', 'F', 'A']
bvo3	['G-', 'B--', 'D--']	['E-', 'G-', 'B--']
bv3	['G-', 'B--', 'D-']	['E-', 'G-', 'B-']
bV3	['G-', 'B-', 'D-']	['E-', 'G', 'B-']
bV+3	['G-', 'B-', 'D']	['E-', 'G', 'B']
bvio3	['A-', 'C-', 'E--']	['F', 'A-', 'C-']
bvi3	['A-', 'C-', 'E-']	['F', 'A-', 'C']
bVI3	['A-', 'C', 'E-']	['F-', 'A-', 'C-']
bVI+3	['A-', 'C', 'E']	['F-', 'A-', 'C']
bviio3	['B-', 'D-', 'F-']	['G', 'B-', 'D-']
bvii3	['B-', 'D-', 'F']	['G', 'B-', 'D']
bVII3	['B-', 'D', 'F']	['G-', 'B-', 'D-']
bVII+3	['B-', 'D', 'F#']	['G-', 'B-', 'D']
io3	['C', 'E-', 'G-']	['A', 'C', 'E-']
i3	['C', 'E-', 'G']	['A', 'C', 'E']
I3	['C', 'E', 'G']	['A', 'C#', 'E']
I+3	['C', 'E', 'G#']	['A', 'C#', 'E#']
iio3	['D', 'F', 'A-']	['B', 'D', 'F']
ii3	['D', 'F', 'A']	['B', 'D', 'F#']
II3	['D', 'F#', 'A']	['B', 'D#', 'F#']
II+3	['D', 'F#', 'A#']	['B', 'D#', 'F##']
iiio3	['E', 'G', 'B-']	['C', 'E-', 'G-']
iii3	['E', 'G', 'B']	['C', 'E-', 'G']
III3	['E', 'G#', 'B']	['C', 'E', 'G']
III+3	['E', 'G#', 'B#']	['C', 'E', 'G#']
ivo3	['F', 'A-', 'C-']	['D', 'F', 'A-']
iv3	['F', 'A-', 'C']	['D', 'F', 'A']
IV3	['F', 'A', 'C']	['D', 'F#', 'A']
IV+3	['F', 'A', 'C#']	['D', 'F#', 'A#']
vo3	['G', 'B-', 'D-']	['E', 'G', 'B-']
v3	['G', 'B-', 'D']	['E', 'G', 'B']
V3	['G', 'B', 'D']	['E', 'G#', 'B']
V+3	['G', 'B', 'D#']	['E', 'G#', 'B#']
vio3	['A', 'C', 'E-']	['F#', 'A', 'C']
vi3	['A', 'C', 'E']	['F#', 'A', 'C#']
VI3	['A', 'C#', 'E']	['F', 'A', 'C']
VI+3	['A', 'C#', 'E#']	['F', 'A', 'C#']
viio3	['B', 'D', 'F']	['G#', 'B', 'D']
vii3	['B', 'D', 'F#']	['G#', 'B', 'D#']
VII3	['B', 'D#', 'F#']	['G', 'B', 'D']
VII+3	['B', 'D#', 'F##']	['G', 'B', 'D#']
#io3	['C#', 'E', 'G']	['A#', 'C#', 'E']
#i3	['C#', 'E', 'G#']	['A#', 'C#', 'E#']
#I3	['C#', 'E#', 'G#']	['A#', 'C##', 'E#']
#I+3	['C#', 'E#', 'G##']	['A#', 'C##', 'E##']
#iio3	['D#', 'F#', 'A']	['B#', 'D#', 'F#']
#ii3	['D#', 'F#', 'A#']	['B#', 'D#', 'F##']
#II3	['D#', 'F##', 'A#']	['B#', 'D##', 'F##']
#II+3	['D#', 'F##', 'A##']	['B#', 'D##', 'F###']
#iiio3	['E#', 'G#', 'B']	['C#', 'E', 'G']
#iii3	['E#', 'G#', 'B#']	['C#', 'E', 'G#']
#III3	['E#', 'G##', 'B#']	['C#', 'E#', 'G#']
#III+3	['E#', 'G##', 'B##']	['C#', 'E#', 'G##']
#ivo3	['F#', 'A', 'C']	['D#', 'F#', 'A']
#iv3	['F#', 'A', 'C#']	['D#', 'F#', 'A#']
#IV3	['F#', 'A#', 'C#']	['D#', 'F##', 'A#']
#IV+3	['F#', 'A#', 'C##']	['D#', 'F##', 'A##']
#vo3	['G#', 'B', 'D']	['E#', 'G#', 'B']
#v3	['G#', 'B', 'D#']	['E#', 'G#', 'B#']
#V3	['G#', 'B#', 'D#']	['E#', 'G##', 'B#']
#V+3	['G#', 'B#', 'D##']	['E#', 'G##', 'B##']
#vio3	['A#', 'C#', 'E']	['F##', 'A#', 'C#']
#vi3	['A#', 'C#', 'E#']	['F##', 'A#', 'C##']
#VI3	['A#', 'C##', 'E#']	['F#', 'A#', 'C#']
#VI+3	['A#', 'C##', 'E##']	['F#', 'A#', 'C##']
#viio3	['B#', 'D#', 'F#']	['G##', 'B#', 'D#']
#vii3	['B#', 'D#', 'F##']	['G##', 'B#', 'D##']
#VII3	['B#', 'D##', 'F##']	['G#', 'B#', 'D#']
#VII+3	['B#', 'D##', 'F###']	['G#', 'B#', 'D##']
