Figure	MajorContext	MinorContext
bio976542	['F-', 'G--', 'B---', 'C-', 'D-', 'E--', 'G-']	['D-', 'E--', 'G--', 'A-', 'B-', 'C-', 'E-']
bi976542	['F-', 'G-', 'B-', 'C-', 'D-', 'E--', 'G-']	['D-', 'E-', 'G-', 'A-', 'B-', 'C-', 'E-']
bI976542	['F-', 'G-', 'B-', 'C-', 'D-', 'E-', 'G-']	['D-', 'E-', 'G-', 'A-', 'B-', 'C', 'E-']
bI+976542	['F-', 'G', 'B-', 'C-', 'D-', 'E-', 'G-']	['D-', 'E', 'G-', 'A-', 'B-', 'C', 'E-']
biio976542	['G-', 'A--', 'C--', 'D-', 'E-', 'F-', 'A-']	['E-', 'F-', 'A--', 'B-', 'C-', 'D-', 'F-']
bii976542	['G-', 'A-', 'C-', 'D-', 'E-', 'F-', 'A-']	['E-', 'F', 'A-', 'B-', 'C-', 'D-', 'F-']
bII976542	['G-', 'A-', 'C-', 'D-', 'E-', 'F', 'A-']	['E-', 'F', 'A-', 'B-', 'C-', 'D', 'F-']
bII+976542	['G-', 'A', 'C-', 'D-', 'E-', 'F', 'A-']	['E-', 'F#', 'A-', 'B-', 'C-', 'D', 'F-']
biiio976542	['A-', 'B--', 'D--', 'E-', 'F-', 'G-', 'B-']	['F-', 'G--', 'B---', 'C-', 'D-', 'E--', 'G-']
biii976542	['A-', 'B-', 'D-', 'E-', 'F-', 'G-', 'B-']	['F-', 'G-', 'B-', 'C-', 'D-', 'E--', 'G-']
bIII976542	['A-', 'B-', 'D-', 'E-', 'F-', 'G', 'B-']	['F-', 'G-', 'B-', 'C-', 'D-', 'E-', 'G-']
bIII+976542	['A-', 'B', 'D-', 'E-', 'F-', 'G', 'B-']	['F-', 'G', 'B-', 'C-', 'D-', 'E-', 'G-']
bivo976542	['B-', 'C--', 'E---', 'F-', 'G-', 'A--', 'C-']	['G-', 'A--', 'C--', 'D-', 'E-', 'F-', 'A-']
biv976542	['B-', 'C-', 'E-', 'F-', 'G-', 'A--', 'C-']	['G-', 'A-', 'C-', 'D-', 'E-', 'F-', 'A-']
bIV976542	['B-', 'C-', 'E-', 'F-', 'G-', 'A-', 'C-']	['G-', 'A-', 'C-', 'D-', 'E-', 'F', 'A-']
bIV+976542	['B-', 'C', 'E-', 'F-', 'G-', 'A-', 'C-']	['G-', 'A', 'C-', 'D-', 'E-', 'F', 'A-']
bvo976542	['C-', 'D--', 'F--', 'G-', 'A-', 'B--', 'D-']	['A-', 'B--', 'D--', 'E-', 'F-', 'G-', 'B-']
bv976542	['C-', 'D-', 'F-', 'G-', 'A-', 'B--', 'D-']	['A-', 'B-', 'D-', 'E-', 'F-', 'G-', 'B-']
bV976542	['C-', 'D-', 'F-', 'G-', 'A-', 'B-', 'D-']	['A-', 'B-', 'D-', 'E-', 'F-', 'G', 'B-']
bV+976542	['C-', 'D', 'F-', 'G-', 'A-', 'B-', 'D-']	['A-', 'B', 'D-', 'E-', 'F-', 'G', 'B-']
bvio976542	['D-', 'E--', 'G--', 'A-', 'B-', 'C-', 'E-']	['B', 'C-', 'E--', 'F', 'G', 'A-', 'C']
bvi976542	['D-', 'E-', 'G-', 'A-', 'B-', 'C-', 'E-']	['B', 'C', 'E', 'F', 'G', 'A-', 'C']
bVI976542	['D-', 'E-', 'G-', 'A-', 'B-', 'C', 'E-']	['B-', 'C-', 'E-', 'F-', 'G-', 'A-', 'C-']
bVI+976542	['D-', 'E', 'G-', 'A-', 'B-', 'C', 'E-']	['B-', 'C', 'E-', 'F-', 'G-', 'A-', 'C-']
bviio976542	['E-', 'F-', 'A--', 'B-', 'C-', 'D-', 'F-']	['C', 'D-', 'F-', 'G', 'A', 'B-', 'D']
bvii976542	['E-', 'F', 'A-', 'B-', 'C-', 'D-', 'F-']	['C', 'D', 'F', 'G', 'A', 'B-', 'D']
bVII976542	['E-', 'F', 'A-', 'B-', 'C-', 'D', 'F-']	['C-', 'D-', 'F-', 'G-', 'A-', 'B-', 'D-']
bVII+976542	['E-', 'F#', 'A-', 'B-', 'C-', 'D', 'F-']	['C-', 'D', 'F-', 'G-', 'A-', 'B-', 'D-']
io976542	['F', 'G-', 'B--', 'C', 'D', 'E-', 'G']	['D', 'E-', 'G-', 'A', 'B', 'C', 'E']
i976542	['F', 'G', 'B', 'C', 'D', 'E-', 'G']	['D', 'E', 'G', 'A', 'B', 'C', 'E']
I976542	['F', 'G', 'B', 'C', 'D', 'E', 'G']	['D', 'E', 'G', 'A', 'B', 'C#', 'E']
I+976542	['F', 'G#', 'B', 'C', 'D', 'E', 'G']	['D', 'E#', 'G', 'A', 'B', 'C#', 'E']
iio976542	['G', 'A-', 'C-', 'D', 'E', 'F', 'A']	['E', 'F', 'A-', 'B', 'C', 'D', 'F']
ii976542	['G', 'A', 'C', 'D', 'E', 'F', 'A']	['E', 'F#', 'A', 'B', 'C', 'D', 'F']
II976542	['G', 'A', 'C', 'D', 'E', 'F#', 'A']	['E', 'F#', 'A', 'B', 'C', 'D#', 'F']
II+976542	['G', 'A#', 'C', 'D', 'E', 'F#', 'A']	['E', 'F##', 'A', 'B', 'C', 'D#', 'F']
iiio976542	['A', 'B-', 'D-', 'E', 'F', 'G', 'B']	['F', 'G-', 'B--', 'C', 'D', 'E-', 'G']
iii976542	['A', 'B', 'D', 'E', 'F', 'G', 'B']	['F', 'G', 'B', 'C', 'D', 'E-', 'G']
III976542	['A', 'B', 'D', 'E', 'F', 'G#', 'B']	['F', 'G', 'B', 'C', 'D', 'E', 'G']
III+976542	['A', 'B#', 'D', 'E', 'F', 'G#', 'B']	['F', 'G#', 'B', 'C', 'D', 'E', 'G']
ivo976542	['B', 'C-', 'E--', 'F', 'G', 'A-', 'C']	['G', 'A-', 'C-', 'D', 'E', 'F', 'A']
iv976542	['B', 'C', 'E', 'F', 'G', 'A-', 'C']	['G', 'A', 'C', 'D', 'E', 'F', 'A']
IV976542	['B', 'C', 'E', 'F', 'G', 'A', 'C']	['G', 'A', 'C', 'D', 'E', 'F#', 'A']
IV+976542	['B', 'C#', 'E', 'F', 'G', 'A', 'C']	['G', 'A#', 'C', 'D', 'E', 'F#', 'A']
vo976542	['C', 'D-', 'F-', 'G', 'A', 'B-', 'D']	['A', 'B-', 'D-', 'E', 'F', 'G', 'B']
v976542	['C', 'D', 'F', 'G', 'A', 'B-', 'D']	['A', 'B', 'D', 'E', 'F', 'G', 'B']
V976542	['C', 'D', 'F', 'G', 'A', 'B', 'D']	['A', 'B', 'D', 'E', 'F', 'G#', 'B']
V+976542	['C', 'D#', 'F', 'G', 'A', 'B', 'D']	['A', 'B#', 'D', 'E', 'F', 'G#', 'B']
vio976542	['D', 'E-', 'G-', 'A', 'B', 'C', 'E']	['B#', 'C', 'E-', 'F#', 'G#', 'A', 'C#']
vi976542	['D', 'E', 'G', 'A', 'B', 'C', 'E']	['B#', 'C#', 'E#', 'F#', 'G#', 'A', 'C#']
VI976542	['D', 'E', 'G', 'A', 'B', 'C#', 'E']	['B', 'C', 'E', 'F', 'G', 'A', 'C']
VI+976542	['D', 'E#', 'G', 'A', 'B', 'C#', 'E']	['B', 'C#', 'E', 'F', 'G', 'A', 'C']
viio976542	['E', 'F', 'A-', 'B', 'C', 'D', 'F']	['C#', 'D', 'F', 'G#', 'A#', 'B', 'D#']
vii976542	['E', 'F#', 'A', 'B', 'C', 'D', 'F']	['C#', 'D#', 'F#', 'G#', 'A#', 'B', 'D#']
VII976542	['E', 'F#', 'A', 'B', 'C', 'D#', 'F']	['C', 'D', 'F', 'G', 'A', 'B', 'D']
VII+976542	['E', 'F##', 'A', 'B', 'C', 'D#', 'F']	['C', 'D#', 'F', 'G', 'A', 'B', 'D']
#io976542	['F#', 'G', 'B-', 'C#', 'D#', 'E', 'G#']	['D#', 'E', 'G', 'A#', 'B#', 'C#', 'E#']
#i976542	['F#', 'G#', 'B#', 'C#', 'D#', 'E', 'G#']	['D#', 'E#', 'G#', 'A#', 'B#', 'C#', 'E#']
#I976542	['F#', 'G#', 'B#', 'C#', 'D#', 'E#', 'G#']	['D#', 'E#', 'G#', 'A#', 'B#', 'C##', 'E#']
#I+976542	['F#', 'G##', 'B#', 'C#', 'D#', 'E#', 'G#']	['D#', 'E##', 'G#', 'A#', 'B#', 'C##', 'E#']
#iio976542	['G#', 'A', 'C', 'D#', 'E#', 'F#', 'A#']	['E#', 'F#', 'A', 'B#', 'C#', 'D#', 'F#']
#ii976542	['G#', 'A#', 'C#', 'D#', 'E#', 'F#', 'A#']	['E#', 'F##', 'A#', 'B#', 'C#', 'D#', 'F#']
#II976542	['G#', 'A#', 'C#', 'D#', 'E#', 'F##', 'A#']	['E#', 'F##', 'A#', 'B#', 'C#', 'D##', 'F#']
#II+976542	['G#', 'A##', 'C#', 'D#', 'E#', 'F##', 'A#']	['E#', 'F###', 'A#', 'B#', 'C#', 'D##', 'F#']
#iiio976542	['A#', 'B', 'D', 'E#', 'F#', 'G#', 'B#']	['F#', 'G', 'B-', 'C#', 'D#', 'E', 'G#']
#iii976542	['A#', 'B#', 'D#', 'E#', 'F#', 'G#', 'B#']	['F#', 'G#', 'B#', 'C#', 'D#', 'E', 'G#']
#III976542	['A#', 'B#', 'D#', 'E#', 'F#', 'G##', 'B#']	['F#', 'G#', 'B#', 'C#', 'D#', 'E#', 'G#']
#III+976542	['A#', 'B##', 'D#', 'E#', 'F#', 'G##', 'B#']	['F#', 'G##', 'B#', 'C#', 'D#', 'E#', 'G#']
#ivo976542	['B#', 'C', 'E-', 'F#', 'G#', 'A', 'C#']	['G#', 'A', 'C', 'D#', 'E#', 'F#', 'A#']
#iv976542	['B#', 'C#', 'E#', 'F#', 'G#', 'A', 'C#']	['G#', 'A#', 'C#', 'D#', 'E#', 'F#', 'A#']
#IV976542	['B#', 'C#', 'E#', 'F#', 'G#', 'A#', 'C#']	['G#', 'A#', 'C#', 'D#', 'E#', 'F##', 'A#']
#IV+976542	['B#', 'C##', 'E#', 'F#', 'G#', 'A#', 'C#']	['G#', 'A##', 'C#', 'D#', 'E#', 'F##', 'A#']
#vo976542	['C#', 'D', 'F', 'G#', 'A#', 'B', 'D#']	['A#', 'B', 'D', 'E#', 'F#', 'G#', 'B#']
#v976542	['C#', 'D#', 'F#', 'G#', 'A#', 'B', 'D#']	['A#', 'B#', 'D#', 'E#', 'F#', 'G#', 'B#']
#V976542	['C#', 'D#', 'F#', 'G#', 'A#', 'B#', 'D#']	['A#', 'B#', 'D#', 'E#', 'F#', 'G##', 'B#']
#V+976542	['C#', 'D##', 'F#', 'G#', 'A#', 'B#', 'D#']	['A#', 'B##', 'D#', 'E#', 'F#', 'G##', 'B#']
#vio976542	['D#', 'E', 'G', 'A#', 'B#', 'C#', 'E#']	['B##', 'C#', 'E', 'F##', 'G##', 'A#', 'C##']
#vi976542	['D#', 'E#', 'G#', 'A#', 'B#', 'C#', 'E#']	['B##', 'C##', 'E##', 'F##', 'G##', 'A#', 'C##']
#VI976542	['D#', 'E#', 'G#', 'A#', 'B#', 'C##', 'E#']	['B#', 'C#', 'E#', 'F#', 'G#', 'A#', 'C#']
#VI+976542	['D#', 'E##', 'G#', 'A#', 'B#', 'C##', 'E#']	['B#', 'C##', 'E#', 'F#', 'G#', 'A#', 'C#']
#viio976542	['E#', 'F#', 'A', 'B#', 'C#', 'D#', 'F#']	['C##', 'D#', 'F#', 'G##', 'A##', 'B#', 'D##']
#vii976542	['E#', 'F##', 'A#', 'B#', 'C#', 'D#', 'F#']	['C##', 'D##', 'F##', 'G##', 'A##', 'B#', 'D##']
#VII976542	['E#', 'F##', 'A#', 'B#', 'C#', 'D##', 'F#']	['C#', 'D#', 'F#', 'G#', 'A#', 'B#', 'D#']
#VII+976542	['E#', 'F###', 'A#', 'B#', 'C#', 'D##', 'F#']	['C#', 'D##', 'F#', 'G#', 'A#', 'B#', 'D#']
