Figure	MajorContext	MinorContext
bio9875	['F-', 'C-', 'E--', 'F-', 'G--']	['D-', 'A-', 'C-', 'D-', 'E--']
bi9875	['F-', 'C-', 'E--', 'F-', 'G-']	['D-', 'A-', 'C-', 'D-', 'E-']
bI9875	['F-', 'C-', 'E-', 'F-', 'G-']	['D-', 'A-', 'C', 'D-', 'E-']
bI+9875	['F-', 'C-', 'E-', 'F-', 'G']	['D-', 'A-', 'C', 'D-', 'E']
biio9875	['G-', 'D-', 'F-', 'G-', 'A--']	['E-', 'B-', 'D-', 'E-', 'F-']
bii9875	['G-', 'D-', 'F-', 'G-', 'A-']	['E-', 'B-', 'D-', 'E-', 'F']
bII9875	['G-', 'D-', 'F', 'G-', 'A-']	['E-', 'B-', 'D', 'E-', 'F']
bII+9875	['G-', 'D-', 'F', 'G-', 'A']	['E-', 'B-', 'D', 'E-', 'F#']
biiio9875	['A-', 'E-', 'G-', 'A-', 'B--']	['F-', 'C-', 'E--', 'F-', 'G--']
biii9875	['A-', 'E-', 'G-', 'A-', 'B-']	['F-', 'C-', 'E--', 'F-', 'G-']
bIII9875	['A-', 'E-', 'G', 'A-', 'B-']	['F-', 'C-', 'E-', 'F-', 'G-']
bIII+9875	['A-', 'E-', 'G', 'A-', 'B']	['F-', 'C-', 'E-', 'F-', 'G']
bivo9875	['B-', 'F-', 'A--', 'B-', 'C--']	['G-', 'D-', 'F-', 'G-', 'A--']
biv9875	['B-', 'F-', 'A--', 'B-', 'C-']	['G-', 'D-', 'F-', 'G-', 'A-']
bIV9875	['B-', 'F-', 'A-', 'B-', 'C-']	['G-', 'D-', 'F', 'G-', 'A-']
bIV+9875	['B-', 'F-', 'A-', 'B-', 'C']	['G-', 'D-', 'F', 'G-', 'A']
bvo9875	['C-', 'G-', 'B--', 'C-', 'D--']	['A-', 'E-', 'G-', 'A-', 'B--']
bv9875	['C-', 'G-', 'B--', 'C-', 'D-']	['A-', 'E-', 'G-', 'A-', 'B-']
bV9875	['C-', 'G-', 'B-', 'C-', 'D-']	['A-', 'E-', 'G', 'A-', 'B-']
bV+9875	['C-', 'G-', 'B-', 'C-', 'D']	['A-', 'E-', 'G', 'A-', 'B']
bvio9875	['D-', 'A-', 'C-', 'D-', 'E--']	['B', 'F', 'A-', 'B', 'C-']
bvi9875	['D-', 'A-', 'C-', 'D-', 'E-']	['B', 'F', 'A-', 'B', 'C']
bVI9875	['D-', 'A-', 'C', 'D-', 'E-']	['B-', 'F-', 'A-', 'B-', 'C-']
bVI+9875	['D-', 'A-', 'C', 'D-', 'E']	['B-', 'F-', 'A-', 'B-', 'C']
bviio9875	['E-', 'B-', 'D-', 'E-', 'F-']	['C', 'G', 'B-', 'C', 'D-']
bvii9875	['E-', 'B-', 'D-', 'E-', 'F']	['C', 'G', 'B-', 'C', 'D']
bVII9875	['E-', 'B-', 'D', 'E-', 'F']	['C-', 'G-', 'B-', 'C-', 'D-']
bVII+9875	['E-', 'B-', 'D', 'E-', 'F#']	['C-', 'G-', 'B-', 'C-', 'D']
io9875	['F', 'C', 'E-', 'F', 'G-']	['D', 'A', 'C', 'D', 'E-']
i9875	['F', 'C', 'E-', 'F', 'G']	['D', 'A', 'C', 'D', 'E']
I9875	['F', 'C', 'E', 'F', 'G']	['D', 'A', 'C#', 'D', 'E']
I+9875	['F', 'C', 'E', 'F', 'G#']	['D', 'A', 'C#', 'D', 'E#']
iio9875	['G', 'D', 'F', 'G', 'A-']	['E', 'B', 'D', 'E', 'F']
ii9875	['G', 'D', 'F', 'G', 'A']	['E', 'B', 'D', 'E', 'F#']
II9875	['G', 'D', 'F#', 'G', 'A']	['E', 'B', 'D#', 'E', 'F#']
II+9875	['G', 'D', 'F#', 'G', 'A#']	['E', 'B', 'D#', 'E', 'F##']
iiio9875	['A', 'E', 'G', 'A', 'B-']	['F', 'C', 'E-', 'F', 'G-']
iii9875	['A', 'E', 'G', 'A', 'B']	['F', 'C', 'E-', 'F', 'G']
III9875	['A', 'E', 'G#', 'A', 'B']	['F', 'C', 'E', 'F', 'G']
III+9875	['A', 'E', 'G#', 'A', 'B#']	['F', 'C', 'E', 'F', 'G#']
ivo9875	['B', 'F', 'A-', 'B', 'C-']	['G', 'D', 'F', 'G', 'A-']
iv9875	['B', 'F', 'A-', 'B', 'C']	['G', 'D', 'F', 'G', 'A']
IV9875	['B', 'F', 'A', 'B', 'C']	['G', 'D', 'F#', 'G', 'A']
IV+9875	['B', 'F', 'A', 'B', 'C#']	['G', 'D', 'F#', 'G', 'A#']
vo9875	['C', 'G', 'B-', 'C', 'D-']	['A', 'E', 'G', 'A', 'B-']
v9875	['C', 'G', 'B-', 'C', 'D']	['A', 'E', 'G', 'A', 'B']
V9875	['C', 'G', 'B', 'C', 'D']	['A', 'E', 'G#', 'A', 'B']
V+9875	['C', 'G', 'B', 'C', 'D#']	['A', 'E', 'G#', 'A', 'B#']
vio9875	['D', 'A', 'C', 'D', 'E-']	['B#', 'F#', 'A', 'B#', 'C']
vi9875	['D', 'A', 'C', 'D', 'E']	['B#', 'F#', 'A', 'B#', 'C#']
VI9875	['D', 'A', 'C#', 'D', 'E']	['B', 'F', 'A', 'B', 'C']
VI+9875	['D', 'A', 'C#', 'D', 'E#']	['B', 'F', 'A', 'B', 'C#']
viio9875	['E', 'B', 'D', 'E', 'F']	['C#', 'G#', 'B', 'C#', 'D']
vii9875	['E', 'B', 'D', 'E', 'F#']	['C#', 'G#', 'B', 'C#', 'D#']
VII9875	['E', 'B', 'D#', 'E', 'F#']	['C', 'G', 'B', 'C', 'D']
VII+9875	['E', 'B', 'D#', 'E', 'F##']	['C', 'G', 'B', 'C', 'D#']
#io9875	['F#', 'C#', 'E', 'F#', 'G']	['D#', 'A#', 'C#', 'D#', 'E']
#i9875	['F#', 'C#', 'E', 'F#', 'G#']	['D#', 'A#', 'C#', 'D#', 'E#']
#I9875	['F#', 'C#', 'E#', 'F#', 'G#']	['D#', 'A#', 'C##', 'D#', 'E#']
#I+9875	['F#', 'C#', 'E#', 'F#', 'G##']	['D#', 'A#', 'C##', 'D#', 'E##']
#iio9875	['G#', 'D#', 'F#', 'G#', 'A']	['E#', 'B#', 'D#', 'E#', 'F#']
#ii9875	['G#', 'D#', 'F#', 'G#', 'A#']	['E#', 'B#', 'D#', 'E#', 'F##']
#II9875	['G#', 'D#', 'F##', 'G#', 'A#']	['E#', 'B#', 'D##', 'E#', 'F##']
#II+9875	['G#', 'D#', 'F##', 'G#', 'A##']	['E#', 'B#', 'D##', 'E#', 'F###']
#iiio9875	['A#', 'E#', 'G#', 'A#', 'B']	['F#', 'C#', 'E', 'F#', 'G']
#iii9875	['A#', 'E#', 'G#', 'A#', 'B#']	['F#', 'C#', 'E', 'F#', 'G#']
#III9875	['A#', 'E#', 'G##', 'A#', 'B#']	['F#', 'C#', 'E#', 'F#', 'G#']
#III+9875	['A#', 'E#', 'G##', 'A#', 'B##']	['F#', 'C#', 'E#', 'F#', 'G##']
