Figure	MajorContext	MinorContext
bio643	['G--', 'B---', 'C-', 'E--']	['E--', 'G--', 'A-', 'C-']
bi643	['G-', 'B-', 'C-', 'E--']	['E-', 'G-', 'A-', 'C-']
bI643	['G-', 'B-', 'C-', 'E-']	['E-', 'G-', 'A-', 'C']
bI+643	['G', 'B-', 'C-', 'E-']	['E', 'G-', 'A-', 'C']
biio643	['A--', 'C--', 'D-', 'F-']	['F-', 'A--', 'B-', 'D-']
bii643	['A-', 'C-', 'D-', 'F-']	['F', 'A-', 'B-', 'D-']
bII643	['A-', 'C-', 'D-', 'F']	['F', 'A-', 'B-', 'D']
bII+643	['A', 'C-', 'D-', 'F']	['F#', 'A-', 'B-', 'D']
biiio643	['B--', 'D--', 'E-', 'G-']	['G--', 'B---', 'C-', 'E--']
biii643	['B-', 'D-', 'E-', 'G-']	['G-', 'B-', 'C-', 'E--']
bIII643	['B-', 'D-', 'E-', 'G']	['G-', 'B-', 'C-', 'E-']
bIII+643	['B', 'D-', 'E-', 'G']	['G', 'B-', 'C-', 'E-']
bivo643	['C--', 'E---', 'F-', 'A--']	['A--', 'C--', 'D-', 'F-']
biv643	['C-', 'E-', 'F-', 'A--']	['A-', 'C-', 'D-', 'F-']
bIV643	['C-', 'E-', 'F-', 'A-']	['A-', 'C-', 'D-', 'F']
bIV+643	['C', 'E-', 'F-', 'A-']	['A', 'C-', 'D-', 'F']
bvo643	['D--', 'F--', 'G-', 'B--']	['B--', 'D--', 'E-', 'G-']
bv643	['D-', 'F-', 'G-', 'B--']	['B-', 'D-', 'E-', 'G-']
bV643	['D-', 'F-', 'G-', 'B-']	['B-', 'D-', 'E-', 'G']
bV+643	['D', 'F-', 'G-', 'B-']	['B', 'D-', 'E-', 'G']
bvio643	['E--', 'G--', 'A-', 'C-']	['C-', 'E--', 'F', 'A-']
bvi643	['E-', 'G-', 'A-', 'C-']	['C', 'E', 'F', 'A-']
bVI643	['E-', 'G-', 'A-', 'C']	['C-', 'E-', 'F-', 'A-']
bVI+643	['E', 'G-', 'A-', 'C']	['C', 'E-', 'F-', 'A-']
bviio643	['F-', 'A--', 'B-', 'D-']	['D-', 'F-', 'G', 'B-']
bvii643	['F', 'A-', 'B-', 'D-']	['D', 'F', 'G', 'B-']
bVII643	['F', 'A-', 'B-', 'D']	['D-', 'F-', 'G-', 'B-']
bVII+643	['F#', 'A-', 'B-', 'D']	['D', 'F-', 'G-', 'B-']
io643	['G-', 'B--', 'C', 'E-']	['E-', 'G-', 'A', 'C']
i643	['G', 'B', 'C', 'E-']	['E', 'G', 'A', 'C']
I643	['G', 'B', 'C', 'E']	['E', 'G', 'A', 'C#']
I+643	['G#', 'B', 'C', 'E']	['E#', 'G', 'A', 'C#']
iio643	['A-', 'C-', 'D', 'F']	['F', 'A-', 'B', 'D']
ii643	['A', 'C', 'D', 'F']	['F#', 'A', 'B', 'D']
II643	['A', 'C', 'D', 'F#']	['F#', 'A', 'B', 'D#']
II+643	['A#', 'C', 'D', 'F#']	['F##', 'A', 'B', 'D#']
iiio643	['B-', 'D-', 'E', 'G']	['G-', 'B--', 'C', 'E-']
iii643	['B', 'D', 'E', 'G']	['G', 'B', 'C', 'E-']
III643	['B', 'D', 'E', 'G#']	['G', 'B', 'C', 'E']
III+643	['B#', 'D', 'E', 'G#']	['G#', 'B', 'C', 'E']
ivo643	['C-', 'E--', 'F', 'A-']	['A-', 'C-', 'D', 'F']
iv643	['C', 'E', 'F', 'A-']	['A', 'C', 'D', 'F']
IV643	['C', 'E', 'F', 'A']	['A', 'C', 'D', 'F#']
