Figure	MajorContext	MinorContext
bio87543	['C-', 'E--', 'F-', 'G--', 'B---', 'C-']	['A-', 'C-', 'D-', 'E--', 'G--', 'A-']
bi87543	['C-', 'E--', 'F-', 'G-', 'B-', 'C-']	['A-', 'C-', 'D-', 'E-', 'G-', 'A-']
bI87543	['C-', 'E-', 'F-', 'G-', 'B-', 'C-']	['A-', 'C', 'D-', 'E-', 'G-', 'A-']
bI+87543	['C-', 'E-', 'F-', 'G', 'B-', 'C-']	['A-', 'C', 'D-', 'E', 'G-', 'A-']
biio87543	['D-', 'F-', 'G-', 'A--', 'C--', 'D-']	['B-', 'D-', 'E-', 'F-', 'A--', 'B-']
bii87543	['D-', 'F-', 'G-', 'A-', 'C-', 'D-']	['B-', 'D-', 'E-', 'F', 'A-', 'B-']
bII87543	['D-', 'F', 'G-', 'A-', 'C-', 'D-']	['B-', 'D', 'E-', 'F', 'A-', 'B-']
bII+87543	['D-', 'F', 'G-', 'A', 'C-', 'D-']	['B-', 'D', 'E-', 'F#', 'A-', 'B-']
biiio87543	['E-', 'G-', 'A-', 'B--', 'D--', 'E-']	['C-', 'E--', 'F-', 'G--', 'B---', 'C-']
biii87543	['E-', 'G-', 'A-', 'B-', 'D-', 'E-']	['C-', 'E--', 'F-', 'G-', 'B-', 'C-']
bIII87543	['E-', 'G', 'A-', 'B-', 'D-', 'E-']	['C-', 'E-', 'F-', 'G-', 'B-', 'C-']
bIII+87543	['E-', 'G', 'A-', 'B', 'D-', 'E-']	['C-', 'E-', 'F-', 'G', 'B-', 'C-']
bivo87543	['F-', 'A--', 'B-', 'C--', 'E---', 'F-']	['D-', 'F-', 'G-', 'A--', 'C--', 'D-']
biv87543	['F-', 'A--', 'B-', 'C-', 'E-', 'F-']	['D-', 'F-', 'G-', 'A-', 'C-', 'D-']
bIV87543	['F-', 'A-', 'B-', 'C-', 'E-', 'F-']	['D-', 'F', 'G-', 'A-', 'C-', 'D-']
bIV+87543	['F-', 'A-', 'B-', 'C', 'E-', 'F-']	['D-', 'F', 'G-', 'A', 'C-', 'D-']
bvo87543	['G-', 'B--', 'C-', 'D--', 'F--', 'G-']	['E-', 'G-', 'A-', 'B--', 'D--', 'E-']
bv87543	['G-', 'B--', 'C-', 'D-', 'F-', 'G-']	['E-', 'G-', 'A-', 'B-', 'D-', 'E-']
bV87543	['G-', 'B-', 'C-', 'D-', 'F-', 'G-']	['E-', 'G', 'A-', 'B-', 'D-', 'E-']
bV+87543	['G-', 'B-', 'C-', 'D', 'F-', 'G-']	['E-', 'G', 'A-', 'B', 'D-', 'E-']
bvio87543	['A-', 'C-', 'D-', 'E--', 'G--', 'A-']	['F', 'A-', 'B', 'C-', 'E--', 'F']
bvi87543	['A-', 'C-', 'D-', 'E-', 'G-', 'A-']	['F', 'A-', 'B', 'C', 'E', 'F']
bVI87543	['A-', 'C', 'D-', 'E-', 'G-', 'A-']	['F-', 'A-', 'B-', 'C-', 'E-', 'F-']
bVI+87543	['A-', 'C', 'D-', 'E', 'G-', 'A-']	['F-', 'A-', 'B-', 'C', 'E-', 'F-']
bviio87543	['B-', 'D-', 'E-', 'F-', 'A--', 'B-']	['G', 'B-', 'C', 'D-', 'F-', 'G']
bvii87543	['B-', 'D-', 'E-', 'F', 'A-', 'B-']	['G', 'B-', 'C', 'D', 'F', 'G']
bVII87543	['B-', 'D', 'E-', 'F', 'A-', 'B-']	['G-', 'B-', 'C-', 'D-', 'F-', 'G-']
bVII+87543	['B-', 'D', 'E-', 'F#', 'A-', 'B-']	['G-', 'B-', 'C-', 'D', 'F-', 'G-']
io87543	['C', 'E-', 'F', 'G-', 'B--', 'C']	['A', 'C', 'D', 'E-', 'G-', 'A']
i87543	['C', 'E-', 'F', 'G', 'B', 'C']	['A', 'C', 'D', 'E', 'G', 'A']
I87543	['C', 'E', 'F', 'G', 'B', 'C']	['A', 'C#', 'D', 'E', 'G', 'A']
I+87543	['C', 'E', 'F', 'G#', 'B', 'C']	['A', 'C#', 'D', 'E#', 'G', 'A']
iio87543	['D', 'F', 'G', 'A-', 'C-', 'D']	['B', 'D', 'E', 'F', 'A-', 'B']
ii87543	['D', 'F', 'G', 'A', 'C', 'D']	['B', 'D', 'E', 'F#', 'A', 'B']
II87543	['D', 'F#', 'G', 'A', 'C', 'D']	['B', 'D#', 'E', 'F#', 'A', 'B']
II+87543	['D', 'F#', 'G', 'A#', 'C', 'D']	['B', 'D#', 'E', 'F##', 'A', 'B']
iiio87543	['E', 'G', 'A', 'B-', 'D-', 'E']	['C', 'E-', 'F', 'G-', 'B--', 'C']
iii87543	['E', 'G', 'A', 'B', 'D', 'E']	['C', 'E-', 'F', 'G', 'B', 'C']
III87543	['E', 'G#', 'A', 'B', 'D', 'E']	['C', 'E', 'F', 'G', 'B', 'C']
III+87543	['E', 'G#', 'A', 'B#', 'D', 'E']	['C', 'E', 'F', 'G#', 'B', 'C']
ivo87543	['F', 'A-', 'B', 'C-', 'E--', 'F']	['D', 'F', 'G', 'A-', 'C-', 'D']
iv87543	['F', 'A-', 'B', 'C', 'E', 'F']	['D', 'F', 'G', 'A', 'C', 'D']
IV87543	['F', 'A', 'B', 'C', 'E', 'F']	['D', 'F#', 'G', 'A', 'C', 'D']
IV+87543	['F', 'A', 'B', 'C#', 'E', 'F']	['D', 'F#', 'G', 'A#', 'C', 'D']
vo87543	['G', 'B-', 'C', 'D-', 'F-', 'G']	['E', 'G', 'A', 'B-', 'D-', 'E']
v87543	['G', 'B-', 'C', 'D', 'F', 'G']	['E', 'G', 'A', 'B', 'D', 'E']
V87543	['G', 'B', 'C', 'D', 'F', 'G']	['E', 'G#', 'A', 'B', 'D', 'E']
V+87543	['G', 'B', 'C', 'D#', 'F', 'G']	['E', 'G#', 'A', 'B#', 'D', 'E']
vio87543	['A', 'C', 'D', 'E-', 'G-', 'A']	['F#', 'A', 'B#', 'C', 'E-', 'F#']
vi87543	['A', 'C', 'D', 'E', 'G', 'A']	['F#', 'A', 'B#', 'C#', 'E#', 'F#']
VI87543	['A', 'C#', 'D', 'E', 'G', 'A']	['F', 'A', 'B', 'C', 'E', 'F']
VI+87543	['A', 'C#', 'D', 'E#', 'G', 'A']	['F', 'A', 'B', 'C#', 'E', 'F']
viio87543	['B', 'D', 'E', 'F', 'A-', 'B']	['G#', 'B', 'C#', 'D', 'F', 'G#']
vii87543	['B', 'D', 'E', 'F#', 'A', 'B']	['G#', 'B', 'C#', 'D#', 'F#', 'G#']
VII87543	['B', 'D#', 'E', 'F#', 'A', 'B']	['G', 'B', 'C', 'D', 'F', 'G']
VII+87543	['B', 'D#', 'E', 'F##', 'A', 'B']	['G', 'B', 'C', 'D#', 'F', 'G']
#io87543	['C#', 'E', 'F#', 'G', 'B-', 'C#']	['A#', 'C#', 'D#', 'E', 'G', 'A#']
#i87543	['C#', 'E', 'F#', 'G#', 'B#', 'C#']	['A#', 'C#', 'D#', 'E#', 'G#', 'A#']
#I87543	['C#', 'E#', 'F#', 'G#', 'B#', 'C#']	['A#', 'C##', 'D#', 'E#', 'G#', 'A#']
#I+87543	['C#', 'E#', 'F#', 'G##', 'B#', 'C#']	['A#', 'C##', 'D#', 'E##', 'G#', 'A#']
#iio87543	['D#', 'F#', 'G#', 'A', 'C', 'D#']	['B#', 'D#', 'E#', 'F#', 'A', 'B#']
#ii87543	['D#', 'F#', 'G#', 'A#', 'C#', 'D#']	['B#', 'D#', 'E#', 'F##', 'A#', 'B#']
