Figure	MajorContext	MinorContext
bio9864	['B---', 'E--', 'G--', 'B-', 'C-']	['G--', 'C-', 'E--', 'G-', 'A-']
bi9864	['B-', 'E--', 'G-', 'B-', 'C-']	['G-', 'C-', 'E-', 'G-', 'A-']
bI9864	['B-', 'E-', 'G-', 'B-', 'C-']	['G-', 'C', 'E-', 'G-', 'A-']
bI+9864	['B-', 'E-', 'G', 'B-', 'C-']	['G-', 'C', 'E', 'G-', 'A-']
biio9864	['C--', 'F-', 'A--', 'C-', 'D-']	['A--', 'D-', 'F-', 'A-', 'B-']
bii9864	['C-', 'F-', 'A-', 'C-', 'D-']	['A-', 'D-', 'F', 'A-', 'B-']
bII9864	['C-', 'F', 'A-', 'C-', 'D-']	['A-', 'D', 'F', 'A-', 'B-']
bII+9864	['C-', 'F', 'A', 'C-', 'D-']	['A-', 'D', 'F#', 'A-', 'B-']
biiio9864	['D--', 'G-', 'B--', 'D-', 'E-']	['B---', 'E--', 'G--', 'B-', 'C-']
biii9864	['D-', 'G-', 'B-', 'D-', 'E-']	['B-', 'E--', 'G-', 'B-', 'C-']
bIII9864	['D-', 'G', 'B-', 'D-', 'E-']	['B-', 'E-', 'G-', 'B-', 'C-']
bIII+9864	['D-', 'G', 'B', 'D-', 'E-']	['B-', 'E-', 'G', 'B-', 'C-']
bivo9864	['E---', 'A--', 'C--', 'E-', 'F-']	['C--', 'F-', 'A--', 'C-', 'D-']
biv9864	['E-', 'A--', 'C-', 'E-', 'F-']	['C-', 'F-', 'A-', 'C-', 'D-']
bIV9864	['E-', 'A-', 'C-', 'E-', 'F-']	['C-', 'F', 'A-', 'C-', 'D-']
bIV+9864	['E-', 'A-', 'C', 'E-', 'F-']	['C-', 'F', 'A', 'C-', 'D-']
bvo9864	['F--', 'B--', 'D--', 'F-', 'G-']	['D--', 'G-', 'B--', 'D-', 'E-']
bv9864	['F-', 'B--', 'D-', 'F-', 'G-']	['D-', 'G-', 'B-', 'D-', 'E-']
bV9864	['F-', 'B-', 'D-', 'F-', 'G-']	['D-', 'G', 'B-', 'D-', 'E-']
bV+9864	['F-', 'B-', 'D', 'F-', 'G-']	['D-', 'G', 'B', 'D-', 'E-']
bvio9864	['G--', 'C-', 'E--', 'G-', 'A-']	['E--', 'A-', 'C-', 'E', 'F']
bvi9864	['G-', 'C-', 'E-', 'G-', 'A-']	['E', 'A-', 'C', 'E', 'F']
bVI9864	['G-', 'C', 'E-', 'G-', 'A-']	['E-', 'A-', 'C-', 'E-', 'F-']
bVI+9864	['G-', 'C', 'E', 'G-', 'A-']	['E-', 'A-', 'C', 'E-', 'F-']
bviio9864	['A--', 'D-', 'F-', 'A-', 'B-']	['F-', 'B-', 'D-', 'F', 'G']
bvii9864	['A-', 'D-', 'F', 'A-', 'B-']	['F', 'B-', 'D', 'F', 'G']
bVII9864	['A-', 'D', 'F', 'A-', 'B-']	['F-', 'B-', 'D-', 'F-', 'G-']
bVII+9864	['A-', 'D', 'F#', 'A-', 'B-']	['F-', 'B-', 'D', 'F-', 'G-']
io9864	['B--', 'E-', 'G-', 'B', 'C']	['G-', 'C', 'E-', 'G', 'A']
i9864	['B', 'E-', 'G', 'B', 'C']	['G', 'C', 'E', 'G', 'A']
I9864	['B', 'E', 'G', 'B', 'C']	['G', 'C#', 'E', 'G', 'A']
I+9864	['B', 'E', 'G#', 'B', 'C']	['G', 'C#', 'E#', 'G', 'A']
iio9864	['C-', 'F', 'A-', 'C', 'D']	['A-', 'D', 'F', 'A', 'B']
ii9864	['C', 'F', 'A', 'C', 'D']	['A', 'D', 'F#', 'A', 'B']
II9864	['C', 'F#', 'A', 'C', 'D']	['A', 'D#', 'F#', 'A', 'B']
II+9864	['C', 'F#', 'A#', 'C', 'D']	['A', 'D#', 'F##', 'A', 'B']
iiio9864	['D-', 'G', 'B-', 'D', 'E']	['B--', 'E-', 'G-', 'B', 'C']
iii9864	['D', 'G', 'B', 'D', 'E']	['B', 'E-', 'G', 'B', 'C']
III9864	['D', 'G#', 'B', 'D', 'E']	['B', 'E', 'G', 'B', 'C']
III+9864	['D', 'G#', 'B#', 'D', 'E']	['B', 'E', 'G#', 'B', 'C']
ivo9864	['E--', 'A-', 'C-', 'E', 'F']	['C-', 'F', 'A-', 'C', 'D']
iv9864	['E', 'A-', 'C', 'E', 'F']	['C', 'F', 'A', 'C', 'D']
IV9864	['E', 'A', 'C', 'E', 'F']	['C', 'F#', 'A', 'C', 'D']
IV+9864	['E', 'A', 'C#', 'E', 'F']	['C', 'F#', 'A#', 'C', 'D']
vo9864	['F-', 'B-', 'D-', 'F', 'G']	['D-', 'G', 'B-', 'D', 'E']
v9864	['F', 'B-', 'D', 'F', 'G']	['D', 'G', 'B', 'D', 'E']
V9864	['F', 'B', 'D', 'F', 'G']	['D', 'G#', 'B', 'D', 'E']
V+9864	['F', 'B', 'D#', 'F', 'G']	['D', 'G#', 'B#', 'D', 'E']
vio9864	['G-', 'C', 'E-', 'G', 'A']	['E-', 'A', 'C', 'E#', 'F#']
vi9864	['G', 'C', 'E', 'G', 'A']	['E#', 'A', 'C#', 'E#', 'F#']
VI9864	['G', 'C#', 'E', 'G', 'A']	['E', 'A', 'C', 'E', 'F']
VI+9864	['G', 'C#', 'E#', 'G', 'A']	['E', 'A', 'C#', 'E', 'F']
viio9864	['A-', 'D', 'F', 'A', 'B']	['F', 'B', 'D', 'F#', 'G#']
vii9864	['A', 'D', 'F#', 'A', 'B']	['F#', 'B', 'D#', 'F#', 'G#']
VII9864	['A', 'D#', 'F#', 'A', 'B']	['F', 'B', 'D', 'F', 'G']
VII+9864	['A', 'D#', 'F##', 'A', 'B']	['F', 'B', 'D#', 'F', 'G']
#io9864	['B-', 'E', 'G', 'B#', 'C#']	['G', 'C#', 'E', 'G#', 'A#']
#i9864	['B#', 'E', 'G#', 'B#', 'C#']	['G#', 'C#', 'E#', 'G#', 'A#']
#I9864	['B#', 'E#', 'G#', 'B#', 'C#']	['G#', 'C##', 'E#', 'G#', 'A#']
#I+9864	['B#', 'E#', 'G##', 'B#', 'C#']	['G#', 'C##', 'E##', 'G#', 'A#']
#iio9864	['C', 'F#', 'A', 'C#', 'D#']	['A', 'D#', 'F#', 'A#', 'B#']
#ii9864	['C#', 'F#', 'A#', 'C#', 'D#']	['A#', 'D#', 'F##', 'A#', 'B#']
#II9864	['C#', 'F##', 'A#', 'C#', 'D#']	['A#', 'D##', 'F##', 'A#', 'B#']
#II+9864	['C#', 'F##', 'A##', 'C#', 'D#']	['A#', 'D##', 'F###', 'A#', 'B#']
#iiio9864	['D', 'G#', 'B', 'D#', 'E#']	['B-', 'E', 'G', 'B#', 'C#']
#iii9864	['D#', 'G#', 'B#', 'D#', 'E#']	['B#', 'E', 'G#', 'B#', 'C#']
