Figure	MajorContext	MinorContext
bio953	['C-', 'E--', 'G--', 'D-']	['A-', 'C-', 'E--', 'B-']
bi953	['C-', 'E--', 'G-', 'D-']	['A-', 'C-', 'E-', 'B-']
bI953	['C-', 'E-', 'G-', 'D-']	['A-', 'C', 'E-', 'B-']
bI+953	['C-', 'E-', 'G', 'D-']	['A-', 'C', 'E', 'B-']
biio953	['D-', 'F-', 'A--', 'E-']	['B-', 'D-', 'F-', 'C-']
bii953	['D-', 'F-', 'A-', 'E-']	['B-', 'D-', 'F', 'C-']
bII953	['D-', 'F', 'A-', 'E-']	['B-', 'D', 'F', 'C-']
bII+953	['D-', 'F', 'A', 'E-']	['B-', 'D', 'F#', 'C-']
biiio953	['E-', 'G-', 'B--', 'F-']	['C-', 'E--', 'G--', 'D-']
biii953	['E-', 'G-', 'B-', 'F-']	['C-', 'E--', 'G-', 'D-']
bIII953	['E-', 'G', 'B-', 'F-']	['C-', 'E-', 'G-', 'D-']
bIII+953	['E-', 'G', 'B', 'F-']	['C-', 'E-', 'G', 'D-']
bivo953	['F-', 'A--', 'C--', 'G-']	['D-', 'F-', 'A--', 'E-']
biv953	['F-', 'A--', 'C-', 'G-']	['D-', 'F-', 'A-', 'E-']
bIV953	['F-', 'A-', 'C-', 'G-']	['D-', 'F', 'A-', 'E-']
bIV+953	['F-', 'A-', 'C', 'G-']	['D-', 'F', 'A', 'E-']
bvo953	['G-', 'B--', 'D--', 'A-']	['E-', 'G-', 'B--', 'F-']
bv953	['G-', 'B--', 'D-', 'A-']	['E-', 'G-', 'B-', 'F-']
bV953	['G-', 'B-', 'D-', 'A-']	['E-', 'G', 'B-', 'F-']
bV+953	['G-', 'B-', 'D', 'A-']	['E-', 'G', 'B', 'F-']
bvio953	['A-', 'C-', 'E--', 'B-']	['F', 'A-', 'C-', 'G']
bvi953	['A-', 'C-', 'E-', 'B-']	['F', 'A-', 'C', 'G']
bVI953	['A-', 'C', 'E-', 'B-']	['F-', 'A-', 'C-', 'G-']
bVI+953	['A-', 'C', 'E', 'B-']	['F-', 'A-', 'C', 'G-']
bviio953	['B-', 'D-', 'F-', 'C-']	['G', 'B-', 'D-', 'A']
bvii953	['B-', 'D-', 'F', 'C-']	['G', 'B-', 'D', 'A']
bVII953	['B-', 'D', 'F', 'C-']	['G-', 'B-', 'D-', 'A-']
bVII+953	['B-', 'D', 'F#', 'C-']	['G-', 'B-', 'D', 'A-']
io953	['C', 'E-', 'G-', 'D']	['A', 'C', 'E-', 'B']
i953	['C', 'E-', 'G', 'D']	['A', 'C', 'E', 'B']
I953	['C', 'E', 'G', 'D']	['A', 'C#', 'E', 'B']
I+953	['C', 'E', 'G#', 'D']	['A', 'C#', 'E#', 'B']
iio953	['D', 'F', 'A-', 'E']	['B', 'D', 'F', 'C']
ii953	['D', 'F', 'A', 'E']	['B', 'D', 'F#', 'C']
II953	['D', 'F#', 'A', 'E']	['B', 'D#', 'F#', 'C']
II+953	['D', 'F#', 'A#', 'E']	['B', 'D#', 'F##', 'C']
iiio953	['E', 'G', 'B-', 'F']	['C', 'E-', 'G-', 'D']
iii953	['E', 'G', 'B', 'F']	['C', 'E-', 'G', 'D']
III953	['E', 'G#', 'B', 'F']	['C', 'E', 'G', 'D']
III+953	['E', 'G#', 'B#', 'F']	['C', 'E', 'G#', 'D']
ivo953	['F', 'A-', 'C-', 'G']	['D', 'F', 'A-', 'E']
iv953	['F', 'A-', 'C', 'G']	['D', 'F', 'A', 'E']
IV953	['F', 'A', 'C', 'G']	['D', 'F#', 'A', 'E']
IV+953	['F', 'A', 'C#', 'G']	['D', 'F#', 'A#', 'E']
vo953	['G', 'B-', 'D-', 'A']	['E', 'G', 'B-', 'F']
v953	['G', 'B-', 'D', 'A']	['E', 'G', 'B', 'F']
V953	['G', 'B', 'D', 'A']	['E', 'G#', 'B', 'F']
V+953	['G', 'B', 'D#', 'A']	['E', 'G#', 'B#', 'F']
vio953	['A', 'C', 'E-', 'B']	['F#', 'A', 'C', 'G#']
vi953	['A', 'C', 'E', 'B']	['F#', 'A', 'C#', 'G#']
VI953	['A', 'C#', 'E', 'B']	['F', 'A', 'C', 'G']
VI+953	['A', 'C#', 'E#', 'B']	['F', 'A', 'C#', 'G']
viio953	['B', 'D', 'F', 'C']	['G#', 'B', 'D', 'A#']
vii953	['B', 'D', 'F#', 'C']	['G#', 'B', 'D#', 'A#']
VII953	['B', 'D#', 'F#', 'C']	['G', 'B', 'D', 'A']
VII+953	['B', 'D#', 'F##', 'C']	['G', 'B', 'D#', 'A']
#io953	['C#', 'E', 'G', 'D#']	['A#', 'C#', 'E', 'B#']
#i953	['C#', 'E', 'G#', 'D#']	['A#', 'C#', 'E#', 'B#']
