Figure	MajorContext	MinorContext
bio8743	['C-', 'E--', 'F-', 'B---', 'C-']	['A-', 'C-', 'D-', 'G--', 'A-']
bi8743	['C-', 'E--', 'F-', 'B-', 'C-']	['A-', 'C-', 'D-', 'G-', 'A-']
bI8743	['C-', 'E-', 'F-', 'B-', 'C-']	['A-', 'C', 'D-', 'G-', 'A-']
bI+8743	['C-', 'E-', 'F-', 'B-', 'C-']	['A-', 'C', 'D-', 'G-', 'A-']
biio8743	['D-', 'F-', 'G-', 'C--', 'D-']	['B-', 'D-', 'E-', 'A--', 'B-']
bii8743	['D-', 'F-', 'G-', 'C-', 'D-']	['B-', 'D-', 'E-', 'A-', 'B-']
bII8743	['D-', 'F', 'G-', 'C-', 'D-']	['B-', 'D', 'E-', 'A-', 'B-']
bII+8743	['D-', 'F', 'G-', 'C-', 'D-']	['B-', 'D', 'E-', 'A-', 'B-']
biiio8743	['E-', 'G-', 'A-', 'D--', 'E-']	['C-', 'E--', 'F-', 'B---', 'C-']
biii8743	['E-', 'G-', 'A-', 'D-', 'E-']	['C-', 'E--', 'F-', 'B-', 'C-']
bIII8743	['E-', 'G', 'A-', 'D-', 'E-']	['C-', 'E-', 'F-', 'B-', 'C-']
bIII+8743	['E-', 'G', 'A-', 'D-', 'E-']	['C-', 'E-', 'F-', 'B-', 'C-']
bivo8743	['F-', 'A--', 'B-', 'E---', 'F-']	['D-', 'F-', 'G-', 'C--', 'D-']
biv8743	['F-', 'A--', 'B-', 'E-', 'F-']	['D-', 'F-', 'G-', 'C-', 'D-']
bIV8743	['F-', 'A-', 'B-', 'E-', 'F-']	['D-', 'F', 'G-', 'C-', 'D-']
bIV+8743	['F-', 'A-', 'B-', 'E-', 'F-']	['D-', 'F', 'G-', 'C-', 'D-']
bvo8743	['G-', 'B--', 'C-', 'F--', 'G-']	['E-', 'G-', 'A-', 'D--', 'E-']
bv8743	['G-', 'B--', 'C-', 'F-', 'G-']	['E-', 'G-', 'A-', 'D-', 'E-']
bV8743	['G-', 'B-', 'C-', 'F-', 'G-']	['E-', 'G', 'A-', 'D-', 'E-']
bV+8743	['G-', 'B-', 'C-', 'F-', 'G-']	['E-', 'G', 'A-', 'D-', 'E-']
bvio8743	['A-', 'C-', 'D-', 'G--', 'A-']	['F', 'A-', 'B', 'E--', 'F']
bvi8743	['A-', 'C-', 'D-', 'G-', 'A-']	['F', 'A-', 'B', 'E', 'F']
bVI8743	['A-', 'C', 'D-', 'G-', 'A-']	['F-', 'A-', 'B-', 'E-', 'F-']
bVI+8743	['A-', 'C', 'D-', 'G-', 'A-']	['F-', 'A-', 'B-', 'E-', 'F-']
bviio8743	['B-', 'D-', 'E-', 'A--', 'B-']	['G', 'B-', 'C', 'F-', 'G']
bvii8743	['B-', 'D-', 'E-', 'A-', 'B-']	['G', 'B-', 'C', 'F', 'G']
