Figure	MajorContext	MinorContext
bio7632	['E--', 'F-', 'G--', 'C-', 'D-']	['C-', 'D-', 'E--', 'A-', 'B-']
bi7632	['E--', 'F-', 'G-', 'C-', 'D-']	['C-', 'D-', 'E-', 'A-', 'B-']
bI7632	['E-', 'F-', 'G-', 'C-', 'D-']	['C', 'D-', 'E-', 'A-', 'B-']
bI+7632	['E-', 'F-', 'G', 'C-', 'D-']	['C', 'D-', 'E', 'A-', 'B-']
biio7632	['F-', 'G-', 'A--', 'D-', 'E-']	['D-', 'E-', 'F-', 'B-', 'C-']
bii7632	['F-', 'G-', 'A-', 'D-', 'E-']	['D-', 'E-', 'F', 'B-', 'C-']
bII7632	['F', 'G-', 'A-', 'D-', 'E-']	['D', 'E-', 'F', 'B-', 'C-']
bII+7632	['F', 'G-', 'A', 'D-', 'E-']	['D', 'E-', 'F#', 'B-', 'C-']
biiio7632	['G-', 'A-', 'B--', 'E-', 'F-']	['E--', 'F-', 'G--', 'C-', 'D-']
biii7632	['G-', 'A-', 'B-', 'E-', 'F-']	['E--', 'F-', 'G-', 'C-', 'D-']
bIII7632	['G', 'A-', 'B-', 'E-', 'F-']	['E-', 'F-', 'G-', 'C-', 'D-']
bIII+7632	['G', 'A-', 'B', 'E-', 'F-']	['E-', 'F-', 'G', 'C-', 'D-']
bivo7632	['A--', 'B-', 'C--', 'F-', 'G-']	['F-', 'G-', 'A--', 'D-', 'E-']
biv7632	['A--', 'B-', 'C-', 'F-', 'G-']	['F-', 'G-', 'A-', 'D-', 'E-']
bIV7632	['A-', 'B-', 'C-', 'F-', 'G-']	['F', 'G-', 'A-', 'D-', 'E-']
bIV+7632	['A-', 'B-', 'C', 'F-', 'G-']	['F', 'G-', 'A', 'D-', 'E-']
bvo7632	['B--', 'C-', 'D--', 'G-', 'A-']	['G-', 'A-', 'B--', 'E-', 'F-']
bv7632	['B--', 'C-', 'D-', 'G-', 'A-']	['G-', 'A-', 'B-', 'E-', 'F-']
bV7632	['B-', 'C-', 'D-', 'G-', 'A-']	['G', 'A-', 'B-', 'E-', 'F-']
bV+7632	['B-', 'C-', 'D', 'G-', 'A-']	['G', 'A-', 'B', 'E-', 'F-']
bvio7632	['C-', 'D-', 'E--', 'A-', 'B-']	['A-', 'B', 'C-', 'F', 'G']
bvi7632	['C-', 'D-', 'E-', 'A-', 'B-']	['A-', 'B', 'C', 'F', 'G']
bVI7632	['C', 'D-', 'E-', 'A-', 'B-']	['A-', 'B-', 'C-', 'F-', 'G-']
bVI+7632	['C', 'D-', 'E', 'A-', 'B-']	['A-', 'B-', 'C', 'F-', 'G-']
bviio7632	['D-', 'E-', 'F-', 'B-', 'C-']	['B-', 'C', 'D-', 'G', 'A']
bvii7632	['D-', 'E-', 'F', 'B-', 'C-']	['B-', 'C', 'D', 'G', 'A']
