Figure	MajorContext	MinorContext
bio975432	['C-', 'D-', 'E--', 'F-', 'G--', 'B---', 'D-']	['A-', 'B-', 'C-', 'D-', 'E--', 'G--', 'B-']
bi975432	['C-', 'D-', 'E--', 'F-', 'G-', 'B-', 'D-']	['A-', 'B-', 'C-', 'D-', 'E-', 'G-', 'B-']
bI975432	['C-', 'D-', 'E-', 'F-', 'G-', 'B-', 'D-']	['A-', 'B-', 'C', 'D-', 'E-', 'G-', 'B-']
bI+975432	['C-', 'D-', 'E-', 'F-', 'G', 'B-', 'D-']	['A-', 'B-', 'C', 'D-', 'E', 'G-', 'B-']
biio975432	['D-', 'E-', 'F-', 'G-', 'A--', 'C--', 'E-']	['B-', 'C-', 'D-', 'E-', 'F-', 'A--', 'C-']
bii975432	['D-', 'E-', 'F-', 'G-', 'A-', 'C-', 'E-']	['B-', 'C-', 'D-', 'E-', 'F', 'A-', 'C-']
bII975432	['D-', 'E-', 'F', 'G-', 'A-', 'C-', 'E-']	['B-', 'C-', 'D', 'E-', 'F', 'A-', 'C-']
bII+975432	['D-', 'E-', 'F', 'G-', 'A', 'C-', 'E-']	['B-', 'C-', 'D', 'E-', 'F#', 'A-', 'C-']
biiio975432	['E-', 'F-', 'G-', 'A-', 'B--', 'D--', 'F-']	['C-', 'D-', 'E--', 'F-', 'G--', 'B---', 'D-']
biii975432	['E-', 'F-', 'G-', 'A-', 'B-', 'D-', 'F-']	['C-', 'D-', 'E--', 'F-', 'G-', 'B-', 'D-']
bIII975432	['E-', 'F-', 'G', 'A-', 'B-', 'D-', 'F-']	['C-', 'D-', 'E-', 'F-', 'G-', 'B-', 'D-']
bIII+975432	['E-', 'F-', 'G', 'A-', 'B', 'D-', 'F-']	['C-', 'D-', 'E-', 'F-', 'G', 'B-', 'D-']
bivo975432	['F-', 'G-', 'A--', 'B-', 'C--', 'E---', 'G-']	['D-', 'E-', 'F-', 'G-', 'A--', 'C--', 'E-']
biv975432	['F-', 'G-', 'A--', 'B-', 'C-', 'E-', 'G-']	['D-', 'E-', 'F-', 'G-', 'A-', 'C-', 'E-']
bIV975432	['F-', 'G-', 'A-', 'B-', 'C-', 'E-', 'G-']	['D-', 'E-', 'F', 'G-', 'A-', 'C-', 'E-']
bIV+975432	['F-', 'G-', 'A-', 'B-', 'C', 'E-', 'G-']	['D-', 'E-', 'F', 'G-', 'A', 'C-', 'E-']
bvo975432	['G-', 'A-', 'B--', 'C-', 'D--', 'F--', 'A-']	['E-', 'F-', 'G-', 'A-', 'B--', 'D--', 'F-']
bv975432	['G-', 'A-', 'B--', 'C-', 'D-', 'F-', 'A-']	['E-', 'F-', 'G-', 'A-', 'B-', 'D-', 'F-']
bV975432	['G-', 'A-', 'B-', 'C-', 'D-', 'F-', 'A-']	['E-', 'F-', 'G', 'A-', 'B-', 'D-', 'F-']
bV+975432	['G-', 'A-', 'B-', 'C-', 'D', 'F-', 'A-']	['E-', 'F-', 'G', 'A-', 'B', 'D-', 'F-']
bvio975432	['A-', 'B-', 'C-', 'D-', 'E--', 'G--', 'B-']	['F', 'G', 'A-', 'B', 'C-', 'E--', 'G']
bvi975432	['A-', 'B-', 'C-', 'D-', 'E-', 'G-', 'B-']	['F', 'G', 'A-', 'B', 'C', 'E', 'G']
bVI975432	['A-', 'B-', 'C', 'D-', 'E-', 'G-', 'B-']	['F-', 'G-', 'A-', 'B-', 'C-', 'E-', 'G-']
bVI+975432	['A-', 'B-', 'C', 'D-', 'E', 'G-', 'B-']	['F-', 'G-', 'A-', 'B-', 'C', 'E-', 'G-']
bviio975432	['B-', 'C-', 'D-', 'E-', 'F-', 'A--', 'C-']	['G', 'A', 'B-', 'C', 'D-', 'F-', 'A']
bvii975432	['B-', 'C-', 'D-', 'E-', 'F', 'A-', 'C-']	['G', 'A', 'B-', 'C', 'D', 'F', 'A']
bVII975432	['B-', 'C-', 'D', 'E-', 'F', 'A-', 'C-']	['G-', 'A-', 'B-', 'C-', 'D-', 'F-', 'A-']
bVII+975432	['B-', 'C-', 'D', 'E-', 'F#', 'A-', 'C-']	['G-', 'A-', 'B-', 'C-', 'D', 'F-', 'A-']
io975432	['C', 'D', 'E-', 'F', 'G-', 'B--', 'D']	['A', 'B', 'C', 'D', 'E-', 'G-', 'B']
i975432	['C', 'D', 'E-', 'F', 'G', 'B', 'D']	['A', 'B', 'C', 'D', 'E', 'G', 'B']
I975432	['C', 'D', 'E', 'F', 'G', 'B', 'D']	['A', 'B', 'C#', 'D', 'E', 'G', 'B']
I+975432	['C', 'D', 'E', 'F', 'G#', 'B', 'D']	['A', 'B', 'C#', 'D', 'E#', 'G', 'B']
iio975432	['D', 'E', 'F', 'G', 'A-', 'C-', 'E']	['B', 'C', 'D', 'E', 'F', 'A-', 'C']
ii975432	['D', 'E', 'F', 'G', 'A', 'C', 'E']	['B', 'C', 'D', 'E', 'F#', 'A', 'C']
II975432	['D', 'E', 'F#', 'G', 'A', 'C', 'E']	['B', 'C', 'D#', 'E', 'F#', 'A', 'C']
II+975432	['D', 'E', 'F#', 'G', 'A#', 'C', 'E']	['B', 'C', 'D#', 'E', 'F##', 'A', 'C']
iiio975432	['E', 'F', 'G', 'A', 'B-', 'D-', 'F']	['C', 'D', 'E-', 'F', 'G-', 'B--', 'D']
iii975432	['E', 'F', 'G', 'A', 'B', 'D', 'F']	['C', 'D', 'E-', 'F', 'G', 'B', 'D']
III975432	['E', 'F', 'G#', 'A', 'B', 'D', 'F']	['C', 'D', 'E', 'F', 'G', 'B', 'D']
III+975432	['E', 'F', 'G#', 'A', 'B#', 'D', 'F']	['C', 'D', 'E', 'F', 'G#', 'B', 'D']
ivo975432	['F', 'G', 'A-', 'B', 'C-', 'E--', 'G']	['D', 'E', 'F', 'G', 'A-', 'C-', 'E']
iv975432	['F', 'G', 'A-', 'B', 'C', 'E', 'G']	['D', 'E', 'F', 'G', 'A', 'C', 'E']
IV975432	['F', 'G', 'A', 'B', 'C', 'E', 'G']	['D', 'E', 'F#', 'G', 'A', 'C', 'E']
IV+975432	['F', 'G', 'A', 'B', 'C#', 'E', 'G']	['D', 'E', 'F#', 'G', 'A#', 'C', 'E']
vo975432	['G', 'A', 'B-', 'C', 'D-', 'F-', 'A']	['E', 'F', 'G', 'A', 'B-', 'D-', 'F']
v975432	['G', 'A', 'B-', 'C', 'D', 'F', 'A']	['E', 'F', 'G', 'A', 'B', 'D', 'F']
V975432	['G', 'A', 'B', 'C', 'D', 'F', 'A']	['E', 'F', 'G#', 'A', 'B', 'D', 'F']
V+975432	['G', 'A', 'B', 'C', 'D#', 'F', 'A']	['E', 'F', 'G#', 'A', 'B#', 'D', 'F']
vio975432	['A', 'B', 'C', 'D', 'E-', 'G-', 'B']	['F#', 'G#', 'A', 'B#', 'C', 'E-', 'G#']
vi975432	['A', 'B', 'C', 'D', 'E', 'G', 'B']	['F#', 'G#', 'A', 'B#', 'C#', 'E#', 'G#']
VI975432	['A', 'B', 'C#', 'D', 'E', 'G', 'B']	['F', 'G', 'A', 'B', 'C', 'E', 'G']
VI+975432	['A', 'B', 'C#', 'D', 'E#', 'G', 'B']	['F', 'G', 'A', 'B', 'C#', 'E', 'G']
viio975432	['B', 'C', 'D', 'E', 'F', 'A-', 'C']	['G#', 'A#', 'B', 'C#', 'D', 'F', 'A#']
vii975432	['B', 'C', 'D', 'E', 'F#', 'A', 'C']	['G#', 'A#', 'B', 'C#', 'D#', 'F#', 'A#']
VII975432	['B', 'C', 'D#', 'E', 'F#', 'A', 'C']	['G', 'A', 'B', 'C', 'D', 'F', 'A']
