Figure	MajorContext	MinorContext
bio642	['B---', 'C-', 'E--', 'G--']	['G--', 'A-', 'C-', 'E--']
bi642	['B-', 'C-', 'E--', 'G-']	['G-', 'A-', 'C-', 'E-']
bI642	['B-', 'C-', 'E-', 'G-']	['G-', 'A-', 'C', 'E-']
bI+642	['B-', 'C-', 'E-', 'G']	['G-', 'A-', 'C', 'E']
biio642	['C--', 'D-', 'F-', 'A--']	['A--', 'B-', 'D-', 'F-']
bii642	['C-', 'D-', 'F-', 'A-']	['A-', 'B-', 'D-', 'F']
bII642	['C-', 'D-', 'F', 'A-']	['A-', 'B-', 'D', 'F']
bII+642	['C-', 'D-', 'F', 'A']	['A-', 'B-', 'D', 'F#']
biiio642	['D--', 'E-', 'G-', 'B--']	['B---', 'C-', 'E--', 'G--']
biii642	['D-', 'E-', 'G-', 'B-']	['B-', 'C-', 'E--', 'G-']
bIII642	['D-', 'E-', 'G', 'B-']	['B-', 'C-', 'E-', 'G-']
bIII+642	['D-', 'E-', 'G', 'B']	['B-', 'C-', 'E-', 'G']
bivo642	['E---', 'F-', 'A--', 'C--']	['C--', 'D-', 'F-', 'A--']
biv642	['E-', 'F-', 'A--', 'C-']	['C-', 'D-', 'F-', 'A-']
bIV642	['E-', 'F-', 'A-', 'C-']	['C-', 'D-', 'F', 'A-']
bIV+642	['E-', 'F-', 'A-', 'C']	['C-', 'D-', 'F', 'A']
bvo642	['F--', 'G-', 'B--', 'D--']	['D--', 'E-', 'G-', 'B--']
bv642	['F-', 'G-', 'B--', 'D-']	['D-', 'E-', 'G-', 'B-']
bV642	['F-', 'G-', 'B-', 'D-']	['D-', 'E-', 'G', 'B-']
bV+642	['F-', 'G-', 'B-', 'D']	['D-', 'E-', 'G', 'B']
bvio642	['G--', 'A-', 'C-', 'E--']	['E--', 'F', 'A-', 'C-']
bvi642	['G-', 'A-', 'C-', 'E-']	['E', 'F', 'A-', 'C']
bVI642	['G-', 'A-', 'C', 'E-']	['E-', 'F-', 'A-', 'C-']
bVI+642	['G-', 'A-', 'C', 'E']	['E-', 'F-', 'A-', 'C']
bviio642	['A--', 'B-', 'D-', 'F-']	['F-', 'G', 'B-', 'D-']
bvii642	['A-', 'B-', 'D-', 'F']	['F', 'G', 'B-', 'D']
bVII642	['A-', 'B-', 'D', 'F']	['F-', 'G-', 'B-', 'D-']
bVII+642	['A-', 'B-', 'D', 'F#']	['F-', 'G-', 'B-', 'D']
io642	['B--', 'C', 'E-', 'G-']	['G-', 'A', 'C', 'E-']
i642	['B', 'C', 'E-', 'G']	['G', 'A', 'C', 'E']
I642	['B', 'C', 'E', 'G']	['G', 'A', 'C#', 'E']
I+642	['B', 'C', 'E', 'G#']	['G', 'A', 'C#', 'E#']
iio642	['C-', 'D', 'F', 'A-']	['A-', 'B', 'D', 'F']
ii642	['C', 'D', 'F', 'A']	['A', 'B', 'D', 'F#']
II642	['C', 'D', 'F#', 'A']	['A', 'B', 'D#', 'F#']
II+642	['C', 'D', 'F#', 'A#']	['A', 'B', 'D#', 'F##']
iiio642	['D-', 'E', 'G', 'B-']	['B--', 'C', 'E-', 'G-']
iii642	['D', 'E', 'G', 'B']	['B', 'C', 'E-', 'G']
III642	['D', 'E', 'G#', 'B']	['B', 'C', 'E', 'G']
III+642	['D', 'E', 'G#', 'B#']	['B', 'C', 'E', 'G#']
ivo642	['E--', 'F', 'A-', 'C-']	['C-', 'D', 'F', 'A-']
iv642	['E', 'F', 'A-', 'C']	['C', 'D', 'F', 'A']
IV642	['E', 'F', 'A', 'C']	['C', 'D', 'F#', 'A']
IV+642	['E', 'F', 'A', 'C#']	['C', 'D', 'F#', 'A#']
vo642	['F-', 'G', 'B-', 'D-']	['D-', 'E', 'G', 'B-']
v642	['F', 'G', 'B-', 'D']	['D', 'E', 'G', 'B']
V642	['F', 'G', 'B', 'D']	['D', 'E', 'G#', 'B']
V+642	['F', 'G', 'B', 'D#']	['D', 'E', 'G#', 'B#']
vio642	['G-', 'A', 'C', 'E-']	['E-', 'F#', 'A', 'C']
vi642	['G', 'A', 'C', 'E']	['E#', 'F#', 'A', 'C#']
VI642	['G', 'A', 'C#', 'E']	['E', 'F', 'A', 'C']
VI+642	['G', 'A', 'C#', 'E#']	['E', 'F', 'A', 'C#']
viio642	['A-', 'B', 'D', 'F']	['F', 'G#', 'B', 'D']
vii642	['A', 'B', 'D', 'F#']	['F#', 'G#', 'B', 'D#']
VII642	['A', 'B', 'D#', 'F#']	['F', 'G', 'B', 'D']
VII+642	['A', 'B', 'D#', 'F##']	['F', 'G', 'B', 'D#']
#io642	['B-', 'C#', 'E', 'G']	['G', 'A#', 'C#', 'E']
#i642	['B#', 'C#', 'E', 'G#']	['G#', 'A#', 'C#', 'E#']
#I642	['B#', 'C#', 'E#', 'G#']	['G#', 'A#', 'C##', 'E#']
#I+642	['B#', 'C#', 'E#', 'G##']	['G#', 'A#', 'C##', 'E##']
#iio642	['C', 'D#', 'F#', 'A']	['A', 'B#', 'D#', 'F#']
#ii642	['C#', 'D#', 'F#', 'A#']	['A#', 'B#', 'D#', 'F##']
#II642	['C#', 'D#', 'F##', 'A#']	['A#', 'B#', 'D##', 'F##']
#II+642	['C#', 'D#', 'F##', 'A##']	['A#', 'B#', 'D##', 'F###']
#iiio642	['D', 'E#', 'G#', 'B']	['B-', 'C#', 'E', 'G']
#iii642	['D#', 'E#', 'G#', 'B#']	['B#', 'C#', 'E', 'G#']
#III642	['D#', 'E#', 'G##', 'B#']	['B#', 'C#', 'E#', 'G#']
#III+642	['D#', 'E#', 'G##', 'B##']	['B#', 'C#', 'E#', 'G##']
#ivo642	['E-', 'F#', 'A', 'C']	['C', 'D#', 'F#', 'A']
#iv642	['E#', 'F#', 'A', 'C#']	['C#', 'D#', 'F#', 'A#']
#IV642	['E#', 'F#', 'A#', 'C#']	['C#', 'D#', 'F##', 'A#']
#IV+642	['E#', 'F#', 'A#', 'C##']	['C#', 'D#', 'F##', 'A##']
#vo642	['F', 'G#', 'B', 'D']	['D', 'E#', 'G#', 'B']
#v642	['F#', 'G#', 'B', 'D#']	['D#', 'E#', 'G#', 'B#']
#V642	['F#', 'G#', 'B#', 'D#']	['D#', 'E#', 'G##', 'B#']
#V+642	['F#', 'G#', 'B#', 'D##']	['D#', 'E#', 'G##', 'B##']
#vio642	['G', 'A#', 'C#', 'E']	['E', 'F##', 'A#', 'C#']
#vi642	['G#', 'A#', 'C#', 'E#']	['E##', 'F##', 'A#', 'C##']
#VI642	['G#', 'A#', 'C##', 'E#']	['E#', 'F#', 'A#', 'C#']
#VI+642	['G#', 'A#', 'C##', 'E##']	['E#', 'F#', 'A#', 'C##']
#viio642	['A', 'B#', 'D#', 'F#']	['F#', 'G##', 'B#', 'D#']
#vii642	['A#', 'B#', 'D#', 'F##']	['F##', 'G##', 'B#', 'D##']
#VII642	['A#', 'B#', 'D##', 'F##']	['F#', 'G#', 'B#', 'D#']
#VII+642	['A#', 'B#', 'D##', 'F###']	['F#', 'G#', 'B#', 'D##']
