Figure	MajorContext	MinorContext
bio98732	['C-', 'D-', 'E--', 'B---', 'C-', 'D-']	['A-', 'B-', 'C-', 'G--', 'A-', 'B-']
bi98732	['C-', 'D-', 'E--', 'B-', 'C-', 'D-']	['A-', 'B-', 'C-', 'G-', 'A-', 'B-']
bI98732	['C-', 'D-', 'E-', 'B-', 'C-', 'D-']	['A-', 'B-', 'C', 'G-', 'A-', 'B-']
bI+98732	['C-', 'D-', 'E-', 'B-', 'C-', 'D-']	['A-', 'B-', 'C', 'G-', 'A-', 'B-']
biio98732	['D-', 'E-', 'F-', 'C--', 'D-', 'E-']	['B-', 'C-', 'D-', 'A--', 'B-', 'C-']
bii98732	['D-', 'E-', 'F-', 'C-', 'D-', 'E-']	['B-', 'C-', 'D-', 'A-', 'B-', 'C-']
bII98732	['D-', 'E-', 'F', 'C-', 'D-', 'E-']	['B-', 'C-', 'D', 'A-', 'B-', 'C-']
bII+98732	['D-', 'E-', 'F', 'C-', 'D-', 'E-']	['B-', 'C-', 'D', 'A-', 'B-', 'C-']
biiio98732	['E-', 'F-', 'G-', 'D--', 'E-', 'F-']	['C-', 'D-', 'E--', 'B---', 'C-', 'D-']
biii98732	['E-', 'F-', 'G-', 'D-', 'E-', 'F-']	['C-', 'D-', 'E--', 'B-', 'C-', 'D-']
bIII98732	['E-', 'F-', 'G', 'D-', 'E-', 'F-']	['C-', 'D-', 'E-', 'B-', 'C-', 'D-']
bIII+98732	['E-', 'F-', 'G', 'D-', 'E-', 'F-']	['C-', 'D-', 'E-', 'B-', 'C-', 'D-']
bivo98732	['F-', 'G-', 'A--', 'E---', 'F-', 'G-']	['D-', 'E-', 'F-', 'C--', 'D-', 'E-']
biv98732	['F-', 'G-', 'A--', 'E-', 'F-', 'G-']	['D-', 'E-', 'F-', 'C-', 'D-', 'E-']
bIV98732	['F-', 'G-', 'A-', 'E-', 'F-', 'G-']	['D-', 'E-', 'F', 'C-', 'D-', 'E-']
bIV+98732	['F-', 'G-', 'A-', 'E-', 'F-', 'G-']	['D-', 'E-', 'F', 'C-', 'D-', 'E-']
bvo98732	['G-', 'A-', 'B--', 'F--', 'G-', 'A-']	['E-', 'F-', 'G-', 'D--', 'E-', 'F-']
bv98732	['G-', 'A-', 'B--', 'F-', 'G-', 'A-']	['E-', 'F-', 'G-', 'D-', 'E-', 'F-']
bV98732	['G-', 'A-', 'B-', 'F-', 'G-', 'A-']	['E-', 'F-', 'G', 'D-', 'E-', 'F-']
bV+98732	['G-', 'A-', 'B-', 'F-', 'G-', 'A-']	['E-', 'F-', 'G', 'D-', 'E-', 'F-']
bvio98732	['A-', 'B-', 'C-', 'G--', 'A-', 'B-']	['F', 'G', 'A-', 'E--', 'F', 'G']
bvi98732	['A-', 'B-', 'C-', 'G-', 'A-', 'B-']	['F', 'G', 'A-', 'E', 'F', 'G']
bVI98732	['A-', 'B-', 'C', 'G-', 'A-', 'B-']	['F-', 'G-', 'A-', 'E-', 'F-', 'G-']
bVI+98732	['A-', 'B-', 'C', 'G-', 'A-', 'B-']	['F-', 'G-', 'A-', 'E-', 'F-', 'G-']
bviio98732	['B-', 'C-', 'D-', 'A--', 'B-', 'C-']	['G', 'A', 'B-', 'F-', 'G', 'A']
bvii98732	['B-', 'C-', 'D-', 'A-', 'B-', 'C-']	['G', 'A', 'B-', 'F', 'G', 'A']
bVII98732	['B-', 'C-', 'D', 'A-', 'B-', 'C-']	['G-', 'A-', 'B-', 'F-', 'G-', 'A-']
bVII+98732	['B-', 'C-', 'D', 'A-', 'B-', 'C-']	['G-', 'A-', 'B-', 'F-', 'G-', 'A-']
io98732	['C', 'D', 'E-', 'B--', 'C', 'D']	['A', 'B', 'C', 'G-', 'A', 'B']
i98732	['C', 'D', 'E-', 'B', 'C', 'D']	['A', 'B', 'C', 'G', 'A', 'B']
I98732	['C', 'D', 'E', 'B', 'C', 'D']	['A', 'B', 'C#', 'G', 'A', 'B']
I+98732	['C', 'D', 'E', 'B', 'C', 'D']	['A', 'B', 'C#', 'G', 'A', 'B']
