Figure	MajorContext	MinorContext
bio9532	['C-', 'D-', 'E--', 'G--', 'D-']	['A-', 'B-', 'C-', 'E--', 'B-']
bi9532	['C-', 'D-', 'E--', 'G-', 'D-']	['A-', 'B-', 'C-', 'E-', 'B-']
bI9532	['C-', 'D-', 'E-', 'G-', 'D-']	['A-', 'B-', 'C', 'E-', 'B-']
bI+9532	['C-', 'D-', 'E-', 'G', 'D-']	['A-', 'B-', 'C', 'E', 'B-']
biio9532	['D-', 'E-', 'F-', 'A--', 'E-']	['B-', 'C-', 'D-', 'F-', 'C-']
bii9532	['D-', 'E-', 'F-', 'A-', 'E-']	['B-', 'C-', 'D-', 'F', 'C-']
bII9532	['D-', 'E-', 'F', 'A-', 'E-']	['B-', 'C-', 'D', 'F', 'C-']
bII+9532	['D-', 'E-', 'F', 'A', 'E-']	['B-', 'C-', 'D', 'F#', 'C-']
biiio9532	['E-', 'F-', 'G-', 'B--', 'F-']	['C-', 'D-', 'E--', 'G--', 'D-']
biii9532	['E-', 'F-', 'G-', 'B-', 'F-']	['C-', 'D-', 'E--', 'G-', 'D-']
bIII9532	['E-', 'F-', 'G', 'B-', 'F-']	['C-', 'D-', 'E-', 'G-', 'D-']
bIII+9532	['E-', 'F-', 'G', 'B', 'F-']	['C-', 'D-', 'E-', 'G', 'D-']
bivo9532	['F-', 'G-', 'A--', 'C--', 'G-']	['D-', 'E-', 'F-', 'A--', 'E-']
biv9532	['F-', 'G-', 'A--', 'C-', 'G-']	['D-', 'E-', 'F-', 'A-', 'E-']
bIV9532	['F-', 'G-', 'A-', 'C-', 'G-']	['D-', 'E-', 'F', 'A-', 'E-']
bIV+9532	['F-', 'G-', 'A-', 'C', 'G-']	['D-', 'E-', 'F', 'A', 'E-']
bvo9532	['G-', 'A-', 'B--', 'D--', 'A-']	['E-', 'F-', 'G-', 'B--', 'F-']
bv9532	['G-', 'A-', 'B--', 'D-', 'A-']	['E-', 'F-', 'G-', 'B-', 'F-']
bV9532	['G-', 'A-', 'B-', 'D-', 'A-']	['E-', 'F-', 'G', 'B-', 'F-']
bV+9532	['G-', 'A-', 'B-', 'D', 'A-']	['E-', 'F-', 'G', 'B', 'F-']
bvio9532	['A-', 'B-', 'C-', 'E--', 'B-']	['F', 'G', 'A-', 'C-', 'G']
bvi9532	['A-', 'B-', 'C-', 'E-', 'B-']	['F', 'G', 'A-', 'C', 'G']
bVI9532	['A-', 'B-', 'C', 'E-', 'B-']	['F-', 'G-', 'A-', 'C-', 'G-']
bVI+9532	['A-', 'B-', 'C', 'E', 'B-']	['F-', 'G-', 'A-', 'C', 'G-']
bviio9532	['B-', 'C-', 'D-', 'F-', 'C-']	['G', 'A', 'B-', 'D-', 'A']
bvii9532	['B-', 'C-', 'D-', 'F', 'C-']	['G', 'A', 'B-', 'D', 'A']
bVII9532	['B-', 'C-', 'D', 'F', 'C-']	['G-', 'A-', 'B-', 'D-', 'A-']
bVII+9532	['B-', 'C-', 'D', 'F#', 'C-']	['G-', 'A-', 'B-', 'D', 'A-']
io9532	['C', 'D', 'E-', 'G-', 'D']	['A', 'B', 'C', 'E-', 'B']
i9532	['C', 'D', 'E-', 'G', 'D']	['A', 'B', 'C', 'E', 'B']
I9532	['C', 'D', 'E', 'G', 'D']	['A', 'B', 'C#', 'E', 'B']
I+9532	['C', 'D', 'E', 'G#', 'D']	['A', 'B', 'C#', 'E#', 'B']
iio9532	['D', 'E', 'F', 'A-', 'E']	['B', 'C', 'D', 'F', 'C']
ii9532	['D', 'E', 'F', 'A', 'E']	['B', 'C', 'D', 'F#', 'C']
II9532	['D', 'E', 'F#', 'A', 'E']	['B', 'C', 'D#', 'F#', 'C']
