Figure	MajorContext	MinorContext
bio97632	['E--', 'F-', 'G--', 'C-', 'D-', 'F-']	['C-', 'D-', 'E--', 'A-', 'B-', 'D-']
bi97632	['E--', 'F-', 'G-', 'C-', 'D-', 'F-']	['C-', 'D-', 'E-', 'A-', 'B-', 'D-']
bI97632	['E-', 'F-', 'G-', 'C-', 'D-', 'F-']	['C', 'D-', 'E-', 'A-', 'B-', 'D-']
bI+97632	['E-', 'F-', 'G', 'C-', 'D-', 'F-']	['C', 'D-', 'E', 'A-', 'B-', 'D-']
biio97632	['F-', 'G-', 'A--', 'D-', 'E-', 'G-']	['D-', 'E-', 'F-', 'B-', 'C-', 'E-']
bii97632	['F-', 'G-', 'A-', 'D-', 'E-', 'G-']	['D-', 'E-', 'F', 'B-', 'C-', 'E-']
bII97632	['F', 'G-', 'A-', 'D-', 'E-', 'G-']	['D', 'E-', 'F', 'B-', 'C-', 'E-']
bII+97632	['F', 'G-', 'A', 'D-', 'E-', 'G-']	['D', 'E-', 'F#', 'B-', 'C-', 'E-']
biiio97632	['G-', 'A-', 'B--', 'E-', 'F-', 'A-']	['E--', 'F-', 'G--', 'C-', 'D-', 'F-']
biii97632	['G-', 'A-', 'B-', 'E-', 'F-', 'A-']	['E--', 'F-', 'G-', 'C-', 'D-', 'F-']
bIII97632	['G', 'A-', 'B-', 'E-', 'F-', 'A-']	['E-', 'F-', 'G-', 'C-', 'D-', 'F-']
bIII+97632	['G', 'A-', 'B', 'E-', 'F-', 'A-']	['E-', 'F-', 'G', 'C-', 'D-', 'F-']
bivo97632	['A--', 'B-', 'C--', 'F-', 'G-', 'B-']	['F-', 'G-', 'A--', 'D-', 'E-', 'G-']
biv97632	['A--', 'B-', 'C-', 'F-', 'G-', 'B-']	['F-', 'G-', 'A-', 'D-', 'E-', 'G-']
bIV97632	['A-', 'B-', 'C-', 'F-', 'G-', 'B-']	['F', 'G-', 'A-', 'D-', 'E-', 'G-']
bIV+97632	['A-', 'B-', 'C', 'F-', 'G-', 'B-']	['F', 'G-', 'A', 'D-', 'E-', 'G-']
bvo97632	['B--', 'C-', 'D--', 'G-', 'A-', 'C-']	['G-', 'A-', 'B--', 'E-', 'F-', 'A-']
bv97632	['B--', 'C-', 'D-', 'G-', 'A-', 'C-']	['G-', 'A-', 'B-', 'E-', 'F-', 'A-']
bV97632	['B-', 'C-', 'D-', 'G-', 'A-', 'C-']	['G', 'A-', 'B-', 'E-', 'F-', 'A-']
bV+97632	['B-', 'C-', 'D', 'G-', 'A-', 'C-']	['G', 'A-', 'B', 'E-', 'F-', 'A-']
bvio97632	['C-', 'D-', 'E--', 'A-', 'B-', 'D-']	['A-', 'B', 'C-', 'F', 'G', 'B']
bvi97632	['C-', 'D-', 'E-', 'A-', 'B-', 'D-']	['A-', 'B', 'C', 'F', 'G', 'B']
bVI97632	['C', 'D-', 'E-', 'A-', 'B-', 'D-']	['A-', 'B-', 'C-', 'F-', 'G-', 'B-']
bVI+97632	['C', 'D-', 'E', 'A-', 'B-', 'D-']	['A-', 'B-', 'C', 'F-', 'G-', 'B-']
bviio97632	['D-', 'E-', 'F-', 'B-', 'C-', 'E-']	['B-', 'C', 'D-', 'G', 'A', 'C']
bvii97632	['D-', 'E-', 'F', 'B-', 'C-', 'E-']	['B-', 'C', 'D', 'G', 'A', 'C']
bVII97632	['D', 'E-', 'F', 'B-', 'C-', 'E-']	['B-', 'C-', 'D-', 'G-', 'A-', 'C-']
bVII+97632	['D', 'E-', 'F#', 'B-', 'C-', 'E-']	['B-', 'C-', 'D', 'G-', 'A-', 'C-']
