Figure	MajorContext	MinorContext
bio63	['E--', 'G--', 'C-']	['C-', 'E--', 'A-']
bi63	['E--', 'G-', 'C-']	['C-', 'E-', 'A-']
bI63	['E-', 'G-', 'C-']	['C', 'E-', 'A-']
bI+63	['E-', 'G', 'C-']	['C', 'E', 'A-']
biio63	['F-', 'A--', 'D-']	['D-', 'F-', 'B-']
bii63	['F-', 'A-', 'D-']	['D-', 'F', 'B-']
bII63	['F', 'A-', 'D-']	['D', 'F', 'B-']
bII+63	['F', 'A', 'D-']	['D', 'F#', 'B-']
biiio63	['G-', 'B--', 'E-']	['E--', 'G--', 'C-']
biii63	['G-', 'B-', 'E-']	['E--', 'G-', 'C-']
bIII63	['G', 'B-', 'E-']	['E-', 'G-', 'C-']
bIII+63	['G', 'B', 'E-']	['E-', 'G', 'C-']
bivo63	['A--', 'C--', 'F-']	['F-', 'A--', 'D-']
biv63	['A--', 'C-', 'F-']	['F-', 'A-', 'D-']
bIV63	['A-', 'C-', 'F-']	['F', 'A-', 'D-']
bIV+63	['A-', 'C', 'F-']	['F', 'A', 'D-']
bvo63	['B--', 'D--', 'G-']	['G-', 'B--', 'E-']
bv63	['B--', 'D-', 'G-']	['G-', 'B-', 'E-']
bV63	['B-', 'D-', 'G-']	['G', 'B-', 'E-']
bV+63	['B-', 'D', 'G-']	['G', 'B', 'E-']
bvio63	['C-', 'E--', 'A-']	['A-', 'C-', 'F']
bvi63	['C-', 'E-', 'A-']	['A-', 'C', 'F']
bVI63	['C', 'E-', 'A-']	['A-', 'C-', 'F-']
bVI+63	['C', 'E', 'A-']	['A-', 'C', 'F-']
bviio63	['D-', 'F-', 'B-']	['B-', 'D-', 'G']
bvii63	['D-', 'F', 'B-']	['B-', 'D', 'G']
bVII63	['D', 'F', 'B-']	['B-', 'D-', 'G-']
bVII+63	['D', 'F#', 'B-']	['B-', 'D', 'G-']
io63	['E-', 'G-', 'C']	['C', 'E-', 'A']
i63	['E-', 'G', 'C']	['C', 'E', 'A']
I63	['E', 'G', 'C']	['C#', 'E', 'A']
I+63	['E', 'G#', 'C']	['C#', 'E#', 'A']
iio63	['F', 'A-', 'D']	['D', 'F', 'B']
ii63	['F', 'A', 'D']	['D', 'F#', 'B']
II63	['F#', 'A', 'D']	['D#', 'F#', 'B']
II+63	['F#', 'A#', 'D']	['D#', 'F##', 'B']
iiio63	['G', 'B-', 'E']	['E-', 'G-', 'C']
iii63	['G', 'B', 'E']	['E-', 'G', 'C']
III63	['G#', 'B', 'E']	['E', 'G', 'C']
III+63	['G#', 'B#', 'E']	['E', 'G#', 'C']
ivo63	['A-', 'C-', 'F']	['F', 'A-', 'D']
iv63	['A-', 'C', 'F']	['F', 'A', 'D']
IV63	['A', 'C', 'F']	['F#', 'A', 'D']
IV+63	['A', 'C#', 'F']	['F#', 'A#', 'D']
vo63	['B-', 'D-', 'G']	['G', 'B-', 'E']
v63	['B-', 'D', 'G']	['G', 'B', 'E']
V63	['B', 'D', 'G']	['G#', 'B', 'E']
V+63	['B', 'D#', 'G']	['G#', 'B#', 'E']
vio63	['C', 'E-', 'A']	['A', 'C', 'F#']
vi63	['C', 'E', 'A']	['A', 'C#', 'F#']
VI63	['C#', 'E', 'A']	['A', 'C', 'F']
VI+63	['C#', 'E#', 'A']	['A', 'C#', 'F']
viio63	['D', 'F', 'B']	['B', 'D', 'G#']
vii63	['D', 'F#', 'B']	['B', 'D#', 'G#']
VII63	['D#', 'F#', 'B']	['B', 'D', 'G']
VII+63	['D#', 'F##', 'B']	['B', 'D#', 'G']
#io63	['E', 'G', 'C#']	['C#', 'E', 'A#']
#i63	['E', 'G#', 'C#']	['C#', 'E#', 'A#']
#I63	['E#', 'G#', 'C#']	['C##', 'E#', 'A#']
#I+63	['E#', 'G##', 'C#']	['C##', 'E##', 'A#']
#iio63	['F#', 'A', 'D#']	['D#', 'F#', 'B#']
#ii63	['F#', 'A#', 'D#']	['D#', 'F##', 'B#']
#II63	['F##', 'A#', 'D#']	['D##', 'F##', 'B#']
#II+63	['F##', 'A##', 'D#']	['D##', 'F###', 'B#']
#iiio63	['G#', 'B', 'E#']	['E', 'G', 'C#']
#iii63	['G#', 'B#', 'E#']	['E', 'G#', 'C#']
#III63	['G##', 'B#', 'E#']	['E#', 'G#', 'C#']
#III+63	['G##', 'B##', 'E#']	['E#', 'G##', 'C#']
#ivo63	['A', 'C', 'F#']	['F#', 'A', 'D#']
#iv63	['A', 'C#', 'F#']	['F#', 'A#', 'D#']
#IV63	['A#', 'C#', 'F#']	['F##', 'A#', 'D#']
#IV+63	['A#', 'C##', 'F#']	['F##', 'A##', 'D#']
#vo63	['B', 'D', 'G#']	['G#', 'B', 'E#']
#v63	['B', 'D#', 'G#']	['G#', 'B#', 'E#']
#V63	['B#', 'D#', 'G#']	['G##', 'B#', 'E#']
#V+63	['B#', 'D##', 'G#']	['G##', 'B##', 'E#']
#vio63	['C#', 'E', 'A#']	['A#', 'C#', 'F##']
#vi63	['C#', 'E#', 'A#']	['A#', 'C##', 'F##']
#VI63	['C##', 'E#', 'A#']	['A#', 'C#', 'F#']
#VI+63	['C##', 'E##', 'A#']	['A#', 'C##', 'F#']
#viio63	['D#', 'F#', 'B#']	['B#', 'D#', 'G##']
#vii63	['D#', 'F##', 'B#']	['B#', 'D##', 'G##']
#VII63	['D##', 'F##', 'B#']	['B#', 'D#', 'G#']
#VII+63	['D##', 'F###', 'B#']	['B#', 'D##', 'G#']
