Figure	MajorContext	MinorContext
bio843	['G--', 'B---', 'C-', 'G-']	['E--', 'G--', 'A-', 'E-']
bi843	['G-', 'B-', 'C-', 'G-']	['E-', 'G-', 'A-', 'E-']
bI843	['G-', 'B-', 'C-', 'G-']	['E-', 'G-', 'A-', 'E-']
bI+843	['G', 'B-', 'C-', 'G-']	['E', 'G-', 'A-', 'E-']
biio843	['A--', 'C--', 'D-', 'A-']	['F-', 'A--', 'B-', 'F-']
bii843	['A-', 'C-', 'D-', 'A-']	['F', 'A-', 'B-', 'F-']
bII843	['A-', 'C-', 'D-', 'A-']	['F', 'A-', 'B-', 'F-']
bII+843	['A', 'C-', 'D-', 'A-']	['F#', 'A-', 'B-', 'F-']
biiio843	['B--', 'D--', 'E-', 'B-']	['G--', 'B---', 'C-', 'G-']
biii843	['B-', 'D-', 'E-', 'B-']	['G-', 'B-', 'C-', 'G-']
bIII843	['B-', 'D-', 'E-', 'B-']	['G-', 'B-', 'C-', 'G-']
bIII+843	['B', 'D-', 'E-', 'B-']	['G', 'B-', 'C-', 'G-']
bivo843	['C--', 'E---', 'F-', 'C-']	['A--', 'C--', 'D-', 'A-']
biv843	['C-', 'E-', 'F-', 'C-']	['A-', 'C-', 'D-', 'A-']
bIV843	['C-', 'E-', 'F-', 'C-']	['A-', 'C-', 'D-', 'A-']
bIV+843	['C', 'E-', 'F-', 'C-']	['A', 'C-', 'D-', 'A-']
bvo843	['D--', 'F--', 'G-', 'D-']	['B--', 'D--', 'E-', 'B-']
bv843	['D-', 'F-', 'G-', 'D-']	['B-', 'D-', 'E-', 'B-']
bV843	['D-', 'F-', 'G-', 'D-']	['B-', 'D-', 'E-', 'B-']
bV+843	['D', 'F-', 'G-', 'D-']	['B', 'D-', 'E-', 'B-']
bvio843	['E--', 'G--', 'A-', 'E-']	['C-', 'E--', 'F', 'C']
bvi843	['E-', 'G-', 'A-', 'E-']	['C', 'E', 'F', 'C']
bVI843	['E-', 'G-', 'A-', 'E-']	['C-', 'E-', 'F-', 'C-']
bVI+843	['E', 'G-', 'A-', 'E-']	['C', 'E-', 'F-', 'C-']
bviio843	['F-', 'A--', 'B-', 'F-']	['D-', 'F-', 'G', 'D']
bvii843	['F', 'A-', 'B-', 'F-']	['D', 'F', 'G', 'D']
bVII843	['F', 'A-', 'B-', 'F-']	['D-', 'F-', 'G-', 'D-']
bVII+843	['F#', 'A-', 'B-', 'F-']	['D', 'F-', 'G-', 'D-']
io843	['G-', 'B--', 'C', 'G']	['E-', 'G-', 'A', 'E']
i843	['G', 'B', 'C', 'G']	['E', 'G', 'A', 'E']
I843	['G', 'B', 'C', 'G']	['E', 'G', 'A', 'E']
I+843	['G#', 'B', 'C', 'G']	['E#', 'G', 'A', 'E']
iio843	['A-', 'C-', 'D', 'A']	['F', 'A-', 'B', 'F']
ii843	['A', 'C', 'D', 'A']	['F#', 'A', 'B', 'F']
II843	['A', 'C', 'D', 'A']	['F#', 'A', 'B', 'F']
II+843	['A#', 'C', 'D', 'A']	['F##', 'A', 'B', 'F']
iiio843	['B-', 'D-', 'E', 'B']	['G-', 'B--', 'C', 'G']
iii843	['B', 'D', 'E', 'B']	['G', 'B', 'C', 'G']
III843	['B', 'D', 'E', 'B']	['G', 'B', 'C', 'G']
III+843	['B#', 'D', 'E', 'B']	['G#', 'B', 'C', 'G']
ivo843	['C-', 'E--', 'F', 'C']	['A-', 'C-', 'D', 'A']
iv843	['C', 'E', 'F', 'C']	['A', 'C', 'D', 'A']
IV843	['C', 'E', 'F', 'C']	['A', 'C', 'D', 'A']
IV+843	['C#', 'E', 'F', 'C']	['A#', 'C', 'D', 'A']
vo843	['D-', 'F-', 'G', 'D']	['B-', 'D-', 'E', 'B']
v843	['D', 'F', 'G', 'D']	['B', 'D', 'E', 'B']
V843	['D', 'F', 'G', 'D']	['B', 'D', 'E', 'B']
V+843	['D#', 'F', 'G', 'D']	['B#', 'D', 'E', 'B']
vio843	['E-', 'G-', 'A', 'E']	['C', 'E-', 'F#', 'C#']
