Figure	MajorContext	MinorContext
bio98763	['E--', 'G--', 'C-', 'D-', 'E-', 'F-']	['C-', 'E--', 'A-', 'B-', 'C-', 'D-']
bi98763	['E--', 'G-', 'C-', 'D-', 'E-', 'F-']	['C-', 'E-', 'A-', 'B-', 'C-', 'D-']
bI98763	['E-', 'G-', 'C-', 'D-', 'E-', 'F-']	['C', 'E-', 'A-', 'B-', 'C-', 'D-']
bI+98763	['E-', 'G', 'C-', 'D-', 'E-', 'F-']	['C', 'E', 'A-', 'B-', 'C-', 'D-']
biio98763	['F-', 'A--', 'D-', 'E-', 'F-', 'G-']	['D-', 'F-', 'B-', 'C-', 'D-', 'E-']
bii98763	['F-', 'A-', 'D-', 'E-', 'F-', 'G-']	['D-', 'F', 'B-', 'C-', 'D-', 'E-']
bII98763	['F', 'A-', 'D-', 'E-', 'F-', 'G-']	['D', 'F', 'B-', 'C-', 'D-', 'E-']
bII+98763	['F', 'A', 'D-', 'E-', 'F-', 'G-']	['D', 'F#', 'B-', 'C-', 'D-', 'E-']
biiio98763	['G-', 'B--', 'E-', 'F-', 'G-', 'A-']	['E--', 'G--', 'C-', 'D-', 'E-', 'F-']
biii98763	['G-', 'B-', 'E-', 'F-', 'G-', 'A-']	['E--', 'G-', 'C-', 'D-', 'E-', 'F-']
bIII98763	['G', 'B-', 'E-', 'F-', 'G-', 'A-']	['E-', 'G-', 'C-', 'D-', 'E-', 'F-']
bIII+98763	['G', 'B', 'E-', 'F-', 'G-', 'A-']	['E-', 'G', 'C-', 'D-', 'E-', 'F-']
bivo98763	['A--', 'C--', 'F-', 'G-', 'A-', 'B-']	['F-', 'A--', 'D-', 'E-', 'F-', 'G-']
biv98763	['A--', 'C-', 'F-', 'G-', 'A-', 'B-']	['F-', 'A-', 'D-', 'E-', 'F-', 'G-']
bIV98763	['A-', 'C-', 'F-', 'G-', 'A-', 'B-']	['F', 'A-', 'D-', 'E-', 'F-', 'G-']
bIV+98763	['A-', 'C', 'F-', 'G-', 'A-', 'B-']	['F', 'A', 'D-', 'E-', 'F-', 'G-']
bvo98763	['B--', 'D--', 'G-', 'A-', 'B-', 'C-']	['G-', 'B--', 'E-', 'F-', 'G-', 'A-']
bv98763	['B--', 'D-', 'G-', 'A-', 'B-', 'C-']	['G-', 'B-', 'E-', 'F-', 'G-', 'A-']
bV98763	['B-', 'D-', 'G-', 'A-', 'B-', 'C-']	['G', 'B-', 'E-', 'F-', 'G-', 'A-']
bV+98763	['B-', 'D', 'G-', 'A-', 'B-', 'C-']	['G', 'B', 'E-', 'F-', 'G-', 'A-']
bvio98763	['C-', 'E--', 'A-', 'B-', 'C-', 'D-']	['A-', 'C-', 'F', 'G', 'A', 'B']
bvi98763	['C-', 'E-', 'A-', 'B-', 'C-', 'D-']	['A-', 'C', 'F', 'G', 'A', 'B']
bVI98763	['C', 'E-', 'A-', 'B-', 'C-', 'D-']	['A-', 'C-', 'F-', 'G-', 'A-', 'B-']
bVI+98763	['C', 'E', 'A-', 'B-', 'C-', 'D-']	['A-', 'C', 'F-', 'G-', 'A-', 'B-']
bviio98763	['D-', 'F-', 'B-', 'C-', 'D-', 'E-']	['B-', 'D-', 'G', 'A', 'B', 'C']
bvii98763	['D-', 'F', 'B-', 'C-', 'D-', 'E-']	['B-', 'D', 'G', 'A', 'B', 'C']
bVII98763	['D', 'F', 'B-', 'C-', 'D-', 'E-']	['B-', 'D-', 'G-', 'A-', 'B-', 'C-']
bVII+98763	['D', 'F#', 'B-', 'C-', 'D-', 'E-']	['B-', 'D', 'G-', 'A-', 'B-', 'C-']
io98763	['E-', 'G-', 'C', 'D', 'E', 'F']	['C', 'E-', 'A', 'B', 'C', 'D']
i98763	['E-', 'G', 'C', 'D', 'E', 'F']	['C', 'E', 'A', 'B', 'C', 'D']
I98763	['E', 'G', 'C', 'D', 'E', 'F']	['C#', 'E', 'A', 'B', 'C', 'D']
I+98763	['E', 'G#', 'C', 'D', 'E', 'F']	['C#', 'E#', 'A', 'B', 'C', 'D']
iio98763	['F', 'A-', 'D', 'E', 'F', 'G']	['D', 'F', 'B', 'C', 'D', 'E']
ii98763	['F', 'A', 'D', 'E', 'F', 'G']	['D', 'F#', 'B', 'C', 'D', 'E']
II98763	['F#', 'A', 'D', 'E', 'F', 'G']	['D#', 'F#', 'B', 'C', 'D', 'E']
II+98763	['F#', 'A#', 'D', 'E', 'F', 'G']	['D#', 'F##', 'B', 'C', 'D', 'E']
iiio98763	['G', 'B-', 'E', 'F', 'G', 'A']	['E-', 'G-', 'C', 'D', 'E', 'F']
iii98763	['G', 'B', 'E', 'F', 'G', 'A']	['E-', 'G', 'C', 'D', 'E', 'F']
III98763	['G#', 'B', 'E', 'F', 'G', 'A']	['E', 'G', 'C', 'D', 'E', 'F']
III+98763	['G#', 'B#', 'E', 'F', 'G', 'A']	['E', 'G#', 'C', 'D', 'E', 'F']
ivo98763	['A-', 'C-', 'F', 'G', 'A', 'B']	['F', 'A-', 'D', 'E', 'F', 'G']
iv98763	['A-', 'C', 'F', 'G', 'A', 'B']	['F', 'A', 'D', 'E', 'F', 'G']
IV98763	['A', 'C', 'F', 'G', 'A', 'B']	['F#', 'A', 'D', 'E', 'F', 'G']
IV+98763	['A', 'C#', 'F', 'G', 'A', 'B']	['F#', 'A#', 'D', 'E', 'F', 'G']
vo98763	['B-', 'D-', 'G', 'A', 'B', 'C']	['G', 'B-', 'E', 'F', 'G', 'A']
v98763	['B-', 'D', 'G', 'A', 'B', 'C']	['G', 'B', 'E', 'F', 'G', 'A']
V98763	['B', 'D', 'G', 'A', 'B', 'C']	['G#', 'B', 'E', 'F', 'G', 'A']
V+98763	['B', 'D#', 'G', 'A', 'B', 'C']	['G#', 'B#', 'E', 'F', 'G', 'A']
vio98763	['C', 'E-', 'A', 'B', 'C', 'D']	['A', 'C', 'F#', 'G#', 'A#', 'B#']
vi98763	['C', 'E', 'A', 'B', 'C', 'D']	['A', 'C#', 'F#', 'G#', 'A#', 'B#']
VI98763	['C#', 'E', 'A', 'B', 'C', 'D']	['A', 'C', 'F', 'G', 'A', 'B']
VI+98763	['C#', 'E#', 'A', 'B', 'C', 'D']	['A', 'C#', 'F', 'G', 'A', 'B']
viio98763	['D', 'F', 'B', 'C', 'D', 'E']	['B', 'D', 'G#', 'A#', 'B#', 'C#']
vii98763	['D', 'F#', 'B', 'C', 'D', 'E']	['B', 'D#', 'G#', 'A#', 'B#', 'C#']
VII98763	['D#', 'F#', 'B', 'C', 'D', 'E']	['B', 'D', 'G', 'A', 'B', 'C']
VII+98763	['D#', 'F##', 'B', 'C', 'D', 'E']	['B', 'D#', 'G', 'A', 'B', 'C']
#io98763	['E', 'G', 'C#', 'D#', 'E#', 'F#']	['C#', 'E', 'A#', 'B#', 'C#', 'D#']
#i98763	['E', 'G#', 'C#', 'D#', 'E#', 'F#']	['C#', 'E#', 'A#', 'B#', 'C#', 'D#']
#I98763	['E#', 'G#', 'C#', 'D#', 'E#', 'F#']	['C##', 'E#', 'A#', 'B#', 'C#', 'D#']
#I+98763	['E#', 'G##', 'C#', 'D#', 'E#', 'F#']	['C##', 'E##', 'A#', 'B#', 'C#', 'D#']
#iio98763	['F#', 'A', 'D#', 'E#', 'F#', 'G#']	['D#', 'F#', 'B#', 'C#', 'D#', 'E#']
#ii98763	['F#', 'A#', 'D#', 'E#', 'F#', 'G#']	['D#', 'F##', 'B#', 'C#', 'D#', 'E#']
#II98763	['F##', 'A#', 'D#', 'E#', 'F#', 'G#']	['D##', 'F##', 'B#', 'C#', 'D#', 'E#']
#II+98763	['F##', 'A##', 'D#', 'E#', 'F#', 'G#']	['D##', 'F###', 'B#', 'C#', 'D#', 'E#']
#iiio98763	['G#', 'B', 'E#', 'F#', 'G#', 'A#']	['E', 'G', 'C#', 'D#', 'E#', 'F#']
#iii98763	['G#', 'B#', 'E#', 'F#', 'G#', 'A#']	['E', 'G#', 'C#', 'D#', 'E#', 'F#']
#III98763	['G##', 'B#', 'E#', 'F#', 'G#', 'A#']	['E#', 'G#', 'C#', 'D#', 'E#', 'F#']
#III+98763	['G##', 'B##', 'E#', 'F#', 'G#', 'A#']	['E#', 'G##', 'C#', 'D#', 'E#', 'F#']
#ivo98763	['A', 'C', 'F#', 'G#', 'A#', 'B#']	['F#', 'A', 'D#', 'E#', 'F#', 'G#']
#iv98763	['A', 'C#', 'F#', 'G#', 'A#', 'B#']	['F#', 'A#', 'D#', 'E#', 'F#', 'G#']
#IV98763	['A#', 'C#', 'F#', 'G#', 'A#', 'B#']	['F##', 'A#', 'D#', 'E#', 'F#', 'G#']
#IV+98763	['A#', 'C##', 'F#', 'G#', 'A#', 'B#']	['F##', 'A##', 'D#', 'E#', 'F#', 'G#']
#vo98763	['B', 'D', 'G#', 'A#', 'B#', 'C#']	['G#', 'B', 'E#', 'F#', 'G#', 'A#']
#v98763	['B', 'D#', 'G#', 'A#', 'B#', 'C#']	['G#', 'B#', 'E#', 'F#', 'G#', 'A#']
#V98763	['B#', 'D#', 'G#', 'A#', 'B#', 'C#']	['G##', 'B#', 'E#', 'F#', 'G#', 'A#']
#V+98763	['B#', 'D##', 'G#', 'A#', 'B#', 'C#']	['G##', 'B##', 'E#', 'F#', 'G#', 'A#']
#vio98763	['C#', 'E', 'A#', 'B#', 'C#', 'D#']	['A#', 'C#', 'F##', 'G##', 'A##', 'B##']
#vi98763	['C#', 'E#', 'A#', 'B#', 'C#', 'D#']	['A#', 'C##', 'F##', 'G##', 'A##', 'B##']
#VI98763	['C##', 'E#', 'A#', 'B#', 'C#', 'D#']	['A#', 'C#', 'F#', 'G#', 'A#', 'B#']
#VI+98763	['C##', 'E##', 'A#', 'B#', 'C#', 'D#']	['A#', 'C##', 'F#', 'G#', 'A#', 'B#']
#viio98763	['D#', 'F#', 'B#', 'C#', 'D#', 'E#']	['B#', 'D#', 'G##', 'A##', 'B##', 'C##']
#vii98763	['D#', 'F##', 'B#', 'C#', 'D#', 'E#']	['B#', 'D##', 'G##', 'A##', 'B##', 'C##']
#VII98763	['D##', 'F##', 'B#', 'C#', 'D#', 'E#']	['B#', 'D#', 'G#', 'A#', 'B#', 'C#']
#VII+98763	['D##', 'F###', 'B#', 'C#', 'D#', 'E#']	['B#', 'D##', 'G#', 'A#', 'B#', 'C#']
