Figure	MajorContext	MinorContext
bio8753	['C-', 'E--', 'G--', 'B---', 'C-']	['A-', 'C-', 'E--', 'G--', 'A-']
bi8753	['C-', 'E--', 'G-', 'B-', 'C-']	['A-', 'C-', 'E-', 'G-', 'A-']
bI8753	['C-', 'E-', 'G-', 'B-', 'C-']	['A-', 'C', 'E-', 'G-', 'A-']
bI+8753	['C-', 'E-', 'G', 'B-', 'C-']	['A-', 'C', 'E', 'G-', 'A-']
biio8753	['D-', 'F-', 'A--', 'C--', 'D-']	['B-', 'D-', 'F-', 'A--', 'B-']
bii8753	['D-', 'F-', 'A-', 'C-', 'D-']	['B-', 'D-', 'F', 'A-', 'B-']
bII8753	['D-', 'F', 'A-', 'C-', 'D-']	['B-', 'D', 'F', 'A-', 'B-']
bII+8753	['D-', 'F', 'A', 'C-', 'D-']	['B-', 'D', 'F#', 'A-', 'B-']
biiio8753	['E-', 'G-', 'B--', 'D--', 'E-']	['C-', 'E--', 'G--', 'B---', 'C-']
biii8753	['E-', 'G-', 'B-', 'D-', 'E-']	['C-', 'E--', 'G-', 'B-', 'C-']
bIII8753	['E-', 'G', 'B-', 'D-', 'E-']	['C-', 'E-', 'G-', 'B-', 'C-']
bIII+8753	['E-', 'G', 'B', 'D-', 'E-']	['C-', 'E-', 'G', 'B-', 'C-']
bivo8753	['F-', 'A--', 'C--', 'E---', 'F-']	['D-', 'F-', 'A--', 'C--', 'D-']
biv8753	['F-', 'A--', 'C-', 'E-', 'F-']	['D-', 'F-', 'A-', 'C-', 'D-']
bIV8753	['F-', 'A-', 'C-', 'E-', 'F-']	['D-', 'F', 'A-', 'C-', 'D-']
bIV+8753	['F-', 'A-', 'C', 'E-', 'F-']	['D-', 'F', 'A', 'C-', 'D-']
bvo8753	['G-', 'B--', 'D--', 'F--', 'G-']	['E-', 'G-', 'B--', 'D--', 'E-']
bv8753	['G-', 'B--', 'D-', 'F-', 'G-']	['E-', 'G-', 'B-', 'D-', 'E-']
bV8753	['G-', 'B-', 'D-', 'F-', 'G-']	['E-', 'G', 'B-', 'D-', 'E-']
