Figure	MajorContext	MinorContext
bio9742	['D-', 'E--', 'G--', 'C-', 'E-']	['B-', 'C-', 'E--', 'A-', 'C-']
bi9742	['D-', 'E--', 'G-', 'C-', 'E-']	['B-', 'C-', 'E-', 'A-', 'C-']
bI9742	['D-', 'E-', 'G-', 'C-', 'E-']	['B-', 'C', 'E-', 'A-', 'C-']
bI+9742	['D-', 'E-', 'G', 'C-', 'E-']	['B-', 'C', 'E', 'A-', 'C-']
biio9742	['E-', 'F-', 'A--', 'D-', 'F-']	['C-', 'D-', 'F-', 'B-', 'D-']
bii9742	['E-', 'F-', 'A-', 'D-', 'F-']	['C-', 'D-', 'F', 'B-', 'D-']
bII9742	['E-', 'F', 'A-', 'D-', 'F-']	['C-', 'D', 'F', 'B-', 'D-']
bII+9742	['E-', 'F', 'A', 'D-', 'F-']	['C-', 'D', 'F#', 'B-', 'D-']
biiio9742	['F-', 'G-', 'B--', 'E-', 'G-']	['D-', 'E--', 'G--', 'C-', 'E-']
biii9742	['F-', 'G-', 'B-', 'E-', 'G-']	['D-', 'E--', 'G-', 'C-', 'E-']
bIII9742	['F-', 'G', 'B-', 'E-', 'G-']	['D-', 'E-', 'G-', 'C-', 'E-']
bIII+9742	['F-', 'G', 'B', 'E-', 'G-']	['D-', 'E-', 'G', 'C-', 'E-']
bivo9742	['G-', 'A--', 'C--', 'F-', 'A-']	['E-', 'F-', 'A--', 'D-', 'F-']
biv9742	['G-', 'A--', 'C-', 'F-', 'A-']	['E-', 'F-', 'A-', 'D-', 'F-']
bIV9742	['G-', 'A-', 'C-', 'F-', 'A-']	['E-', 'F', 'A-', 'D-', 'F-']
bIV+9742	['G-', 'A-', 'C', 'F-', 'A-']	['E-', 'F', 'A', 'D-', 'F-']
bvo9742	['A-', 'B--', 'D--', 'G-', 'B-']	['F-', 'G-', 'B--', 'E-', 'G-']
bv9742	['A-', 'B--', 'D-', 'G-', 'B-']	['F-', 'G-', 'B-', 'E-', 'G-']
bV9742	['A-', 'B-', 'D-', 'G-', 'B-']	['F-', 'G', 'B-', 'E-', 'G-']
bV+9742	['A-', 'B-', 'D', 'G-', 'B-']	['F-', 'G', 'B', 'E-', 'G-']
bvio9742	['B-', 'C-', 'E--', 'A-', 'C-']	['G', 'A-', 'C-', 'F', 'A']
bvi9742	['B-', 'C-', 'E-', 'A-', 'C-']	['G', 'A-', 'C', 'F', 'A']
bVI9742	['B-', 'C', 'E-', 'A-', 'C-']	['G-', 'A-', 'C-', 'F-', 'A-']
bVI+9742	['B-', 'C', 'E', 'A-', 'C-']	['G-', 'A-', 'C', 'F-', 'A-']
bviio9742	['C-', 'D-', 'F-', 'B-', 'D-']	['A', 'B-', 'D-', 'G', 'B']
bvii9742	['C-', 'D-', 'F', 'B-', 'D-']	['A', 'B-', 'D', 'G', 'B']
bVII9742	['C-', 'D', 'F', 'B-', 'D-']	['A-', 'B-', 'D-', 'G-', 'B-']
bVII+9742	['C-', 'D', 'F#', 'B-', 'D-']	['A-', 'B-', 'D', 'G-', 'B-']
io9742	['D', 'E-', 'G-', 'C', 'E']	['B', 'C', 'E-', 'A', 'C']
i9742	['D', 'E-', 'G', 'C', 'E']	['B', 'C', 'E', 'A', 'C']
I9742	['D', 'E', 'G', 'C', 'E']	['B', 'C#', 'E', 'A', 'C']
I+9742	['D', 'E', 'G#', 'C', 'E']	['B', 'C#', 'E#', 'A', 'C']
iio9742	['E', 'F', 'A-', 'D', 'F']	['C', 'D', 'F', 'B', 'D']
ii9742	['E', 'F', 'A', 'D', 'F']	['C', 'D', 'F#', 'B', 'D']
II9742	['E', 'F#', 'A', 'D', 'F']	['C', 'D#', 'F#', 'B', 'D']
II+9742	['E', 'F#', 'A#', 'D', 'F']	['C', 'D#', 'F##', 'B', 'D']
iiio9742	['F', 'G', 'B-', 'E', 'G']	['D', 'E-', 'G-', 'C', 'E']
iii9742	['F', 'G', 'B', 'E', 'G']	['D', 'E-', 'G', 'C', 'E']
III9742	['F', 'G#', 'B', 'E', 'G']	['D', 'E', 'G', 'C', 'E']
III+9742	['F', 'G#', 'B#', 'E', 'G']	['D', 'E', 'G#', 'C', 'E']
ivo9742	['G', 'A-', 'C-', 'F', 'A']	['E', 'F', 'A-', 'D', 'F']
iv9742	['G', 'A-', 'C', 'F', 'A']	['E', 'F', 'A', 'D', 'F']
