Figure	MajorContext	MinorContext
bio98653	['E--', 'G--', 'B---', 'C-', 'E-', 'F-']	['C-', 'E--', 'G--', 'A-', 'C-', 'D-']
bi98653	['E--', 'G-', 'B-', 'C-', 'E-', 'F-']	['C-', 'E-', 'G-', 'A-', 'C-', 'D-']
bI98653	['E-', 'G-', 'B-', 'C-', 'E-', 'F-']	['C', 'E-', 'G-', 'A-', 'C-', 'D-']
bI+98653	['E-', 'G', 'B-', 'C-', 'E-', 'F-']	['C', 'E', 'G-', 'A-', 'C-', 'D-']
biio98653	['F-', 'A--', 'C--', 'D-', 'F-', 'G-']	['D-', 'F-', 'A--', 'B-', 'D-', 'E-']
bii98653	['F-', 'A-', 'C-', 'D-', 'F-', 'G-']	['D-', 'F', 'A-', 'B-', 'D-', 'E-']
bII98653	['F', 'A-', 'C-', 'D-', 'F-', 'G-']	['D', 'F', 'A-', 'B-', 'D-', 'E-']
bII+98653	['F', 'A', 'C-', 'D-', 'F-', 'G-']	['D', 'F#', 'A-', 'B-', 'D-', 'E-']
biiio98653	['G-', 'B--', 'D--', 'E-', 'G-', 'A-']	['E--', 'G--', 'B---', 'C-', 'E-', 'F-']
biii98653	['G-', 'B-', 'D-', 'E-', 'G-', 'A-']	['E--', 'G-', 'B-', 'C-', 'E-', 'F-']
bIII98653	['G', 'B-', 'D-', 'E-', 'G-', 'A-']	['E-', 'G-', 'B-', 'C-', 'E-', 'F-']
bIII+98653	['G', 'B', 'D-', 'E-', 'G-', 'A-']	['E-', 'G', 'B-', 'C-', 'E-', 'F-']
bivo98653	['A--', 'C--', 'E---', 'F-', 'A-', 'B-']	['F-', 'A--', 'C--', 'D-', 'F-', 'G-']
biv98653	['A--', 'C-', 'E-', 'F-', 'A-', 'B-']	['F-', 'A-', 'C-', 'D-', 'F-', 'G-']
bIV98653	['A-', 'C-', 'E-', 'F-', 'A-', 'B-']	['F', 'A-', 'C-', 'D-', 'F-', 'G-']
bIV+98653	['A-', 'C', 'E-', 'F-', 'A-', 'B-']	['F', 'A', 'C-', 'D-', 'F-', 'G-']
