Figure	MajorContext	MinorContext
bio6432	['B---', 'C-', 'D-', 'E--', 'G--']	['G--', 'A-', 'B-', 'C-', 'E--']
bi6432	['B-', 'C-', 'D-', 'E--', 'G-']	['G-', 'A-', 'B-', 'C-', 'E-']
bI6432	['B-', 'C-', 'D-', 'E-', 'G-']	['G-', 'A-', 'B-', 'C', 'E-']
bI+6432	['B-', 'C-', 'D-', 'E-', 'G']	['G-', 'A-', 'B-', 'C', 'E']
biio6432	['C--', 'D-', 'E-', 'F-', 'A--']	['A--', 'B-', 'C-', 'D-', 'F-']
bii6432	['C-', 'D-', 'E-', 'F-', 'A-']	['A-', 'B-', 'C-', 'D-', 'F']
bII6432	['C-', 'D-', 'E-', 'F', 'A-']	['A-', 'B-', 'C-', 'D', 'F']
bII+6432	['C-', 'D-', 'E-', 'F', 'A']	['A-', 'B-', 'C-', 'D', 'F#']
biiio6432	['D--', 'E-', 'F-', 'G-', 'B--']	['B---', 'C-', 'D-', 'E--', 'G--']
biii6432	['D-', 'E-', 'F-', 'G-', 'B-']	['B-', 'C-', 'D-', 'E--', 'G-']
bIII6432	['D-', 'E-', 'F-', 'G', 'B-']	['B-', 'C-', 'D-', 'E-', 'G-']
bIII+6432	['D-', 'E-', 'F-', 'G', 'B']	['B-', 'C-', 'D-', 'E-', 'G']
bivo6432	['E---', 'F-', 'G-', 'A--', 'C--']	['C--', 'D-', 'E-', 'F-', 'A--']
biv6432	['E-', 'F-', 'G-', 'A--', 'C-']	['C-', 'D-', 'E-', 'F-', 'A-']
bIV6432	['E-', 'F-', 'G-', 'A-', 'C-']	['C-', 'D-', 'E-', 'F', 'A-']
bIV+6432	['E-', 'F-', 'G-', 'A-', 'C']	['C-', 'D-', 'E-', 'F', 'A']
bvo6432	['F--', 'G-', 'A-', 'B--', 'D--']	['D--', 'E-', 'F-', 'G-', 'B--']
bv6432	['F-', 'G-', 'A-', 'B--', 'D-']	['D-', 'E-', 'F-', 'G-', 'B-']
bV6432	['F-', 'G-', 'A-', 'B-', 'D-']	['D-', 'E-', 'F-', 'G', 'B-']
bV+6432	['F-', 'G-', 'A-', 'B-', 'D']	['D-', 'E-', 'F-', 'G', 'B']
bvio6432	['G--', 'A-', 'B-', 'C-', 'E--']	['E--', 'F', 'G', 'A-', 'C-']
bvi6432	['G-', 'A-', 'B-', 'C-', 'E-']	['E', 'F', 'G', 'A-', 'C']
bVI6432	['G-', 'A-', 'B-', 'C', 'E-']	['E-', 'F-', 'G-', 'A-', 'C-']
bVI+6432	['G-', 'A-', 'B-', 'C', 'E']	['E-', 'F-', 'G-', 'A-', 'C']
bviio6432	['A--', 'B-', 'C-', 'D-', 'F-']	['F-', 'G', 'A', 'B-', 'D-']
bvii6432	['A-', 'B-', 'C-', 'D-', 'F']	['F', 'G', 'A', 'B-', 'D']
bVII6432	['A-', 'B-', 'C-', 'D', 'F']	['F-', 'G-', 'A-', 'B-', 'D-']
bVII+6432	['A-', 'B-', 'C-', 'D', 'F#']	['F-', 'G-', 'A-', 'B-', 'D']
io6432	['B--', 'C', 'D', 'E-', 'G-']	['G-', 'A', 'B', 'C', 'E-']
i6432	['B', 'C', 'D', 'E-', 'G']	['G', 'A', 'B', 'C', 'E']
I6432	['B', 'C', 'D', 'E', 'G']	['G', 'A', 'B', 'C#', 'E']
I+6432	['B', 'C', 'D', 'E', 'G#']	['G', 'A', 'B', 'C#', 'E#']
iio6432	['C-', 'D', 'E', 'F', 'A-']	['A-', 'B', 'C', 'D', 'F']
ii6432	['C', 'D', 'E', 'F', 'A']	['A', 'B', 'C', 'D', 'F#']
II6432	['C', 'D', 'E', 'F#', 'A']	['A', 'B', 'C', 'D#', 'F#']
II+6432	['C', 'D', 'E', 'F#', 'A#']	['A', 'B', 'C', 'D#', 'F##']
iiio6432	['D-', 'E', 'F', 'G', 'B-']	['B--', 'C', 'D', 'E-', 'G-']
iii6432	['D', 'E', 'F', 'G', 'B']	['B', 'C', 'D', 'E-', 'G']
III6432	['D', 'E', 'F', 'G#', 'B']	['B', 'C', 'D', 'E', 'G']
III+6432	['D', 'E', 'F', 'G#', 'B#']	['B', 'C', 'D', 'E', 'G#']
ivo6432	['E--', 'F', 'G', 'A-', 'C-']	['C-', 'D', 'E', 'F', 'A-']
iv6432	['E', 'F', 'G', 'A-', 'C']	['C', 'D', 'E', 'F', 'A']
IV6432	['E', 'F', 'G', 'A', 'C']	['C', 'D', 'E', 'F#', 'A']
IV+6432	['E', 'F', 'G', 'A', 'C#']	['C', 'D', 'E', 'F#', 'A#']
vo6432	['F-', 'G', 'A', 'B-', 'D-']	['D-', 'E', 'F', 'G', 'B-']
v6432	['F', 'G', 'A', 'B-', 'D']	['D', 'E', 'F', 'G', 'B']
V6432	['F', 'G', 'A', 'B', 'D']	['D', 'E', 'F', 'G#', 'B']
V+6432	['F', 'G', 'A', 'B', 'D#']	['D', 'E', 'F', 'G#', 'B#']
vio6432	['G-', 'A', 'B', 'C', 'E-']	['E-', 'F#', 'G#', 'A', 'C']
vi6432	['G', 'A', 'B', 'C', 'E']	['E#', 'F#', 'G#', 'A', 'C#']
VI6432	['G', 'A', 'B', 'C#', 'E']	['E', 'F', 'G', 'A', 'C']
VI+6432	['G', 'A', 'B', 'C#', 'E#']	['E', 'F', 'G', 'A', 'C#']
viio6432	['A-', 'B', 'C', 'D', 'F']	['F', 'G#', 'A#', 'B', 'D']
vii6432	['A', 'B', 'C', 'D', 'F#']	['F#', 'G#', 'A#', 'B', 'D#']
VII6432	['A', 'B', 'C', 'D#', 'F#']	['F', 'G', 'A', 'B', 'D']
VII+6432	['A', 'B', 'C', 'D#', 'F##']	['F', 'G', 'A', 'B', 'D#']
#io6432	['B-', 'C#', 'D#', 'E', 'G']	['G', 'A#', 'B#', 'C#', 'E']
#i6432	['B#', 'C#', 'D#', 'E', 'G#']	['G#', 'A#', 'B#', 'C#', 'E#']
#I6432	['B#', 'C#', 'D#', 'E#', 'G#']	['G#', 'A#', 'B#', 'C##', 'E#']
#I+6432	['B#', 'C#', 'D#', 'E#', 'G##']	['G#', 'A#', 'B#', 'C##', 'E##']
#iio6432	['C', 'D#', 'E#', 'F#', 'A']	['A', 'B#', 'C#', 'D#', 'F#']
#ii6432	['C#', 'D#', 'E#', 'F#', 'A#']	['A#', 'B#', 'C#', 'D#', 'F##']
#II6432	['C#', 'D#', 'E#', 'F##', 'A#']	['A#', 'B#', 'C#', 'D##', 'F##']
#II+6432	['C#', 'D#', 'E#', 'F##', 'A##']	['A#', 'B#', 'C#', 'D##', 'F###']
#iiio6432	['D', 'E#', 'F#', 'G#', 'B']	['B-', 'C#', 'D#', 'E', 'G']
#iii6432	['D#', 'E#', 'F#', 'G#', 'B#']	['B#', 'C#', 'D#', 'E', 'G#']
#III6432	['D#', 'E#', 'F#', 'G##', 'B#']	['B#', 'C#', 'D#', 'E#', 'G#']
#III+6432	['D#', 'E#', 'F#', 'G##', 'B##']	['B#', 'C#', 'D#', 'E#', 'G##']
#ivo6432	['E-', 'F#', 'G#', 'A', 'C']	['C', 'D#', 'E#', 'F#', 'A']
#iv6432	['E#', 'F#', 'G#', 'A', 'C#']	['C#', 'D#', 'E#', 'F#', 'A#']
#IV6432	['E#', 'F#', 'G#', 'A#', 'C#']	['C#', 'D#', 'E#', 'F##', 'A#']
#IV+6432	['E#', 'F#', 'G#', 'A#', 'C##']	['C#', 'D#', 'E#', 'F##', 'A##']
#vo6432	['F', 'G#', 'A#', 'B', 'D']	['D', 'E#', 'F#', 'G#', 'B']
#v6432	['F#', 'G#', 'A#', 'B', 'D#']	['D#', 'E#', 'F#', 'G#', 'B#']
#V6432	['F#', 'G#', 'A#', 'B#', 'D#']	['D#', 'E#', 'F#', 'G##', 'B#']
#V+6432	['F#', 'G#', 'A#', 'B#', 'D##']	['D#', 'E#', 'F#', 'G##', 'B##']
#vio6432	['G', 'A#', 'B#', 'C#', 'E']	['E', 'F##', 'G##', 'A#', 'C#']
#vi6432	['G#', 'A#', 'B#', 'C#', 'E#']	['E##', 'F##', 'G##', 'A#', 'C##']
#VI6432	['G#', 'A#', 'B#', 'C##', 'E#']	['E#', 'F#', 'G#', 'A#', 'C#']
#VI+6432	['G#', 'A#', 'B#', 'C##', 'E##']	['E#', 'F#', 'G#', 'A#', 'C##']
#viio6432	['A', 'B#', 'C#', 'D#', 'F#']	['F#', 'G##', 'A##', 'B#', 'D#']
#vii6432	['A#', 'B#', 'C#', 'D#', 'F##']	['F##', 'G##', 'A##', 'B#', 'D##']
#VII6432	['A#', 'B#', 'C#', 'D##', 'F##']	['F#', 'G#', 'A#', 'B#', 'D#']
#VII+6432	['A#', 'B#', 'C#', 'D##', 'F###']	['F#', 'G#', 'A#', 'B#', 'D##']
