Figure	MajorContext	MinorContext
bio7542	['F-', 'G--', 'B---', 'C-', 'E--']	['D-', 'E--', 'G--', 'A-', 'C-']
bi7542	['F-', 'G-', 'B-', 'C-', 'E--']	['D-', 'E-', 'G-', 'A-', 'C-']
bI7542	['F-', 'G-', 'B-', 'C-', 'E-']	['D-', 'E-', 'G-', 'A-', 'C']
bI+7542	['F-', 'G', 'B-', 'C-', 'E-']	['D-', 'E', 'G-', 'A-', 'C']
biio7542	['G-', 'A--', 'C--', 'D-', 'F-']	['E-', 'F-', 'A--', 'B-', 'D-']
bii7542	['G-', 'A-', 'C-', 'D-', 'F-']	['E-', 'F', 'A-', 'B-', 'D-']
bII7542	['G-', 'A-', 'C-', 'D-', 'F']	['E-', 'F', 'A-', 'B-', 'D']
bII+7542	['G-', 'A', 'C-', 'D-', 'F']	['E-', 'F#', 'A-', 'B-', 'D']
biiio7542	['A-', 'B--', 'D--', 'E-', 'G-']	['F-', 'G--', 'B---', 'C-', 'E--']
biii7542	['A-', 'B-', 'D-', 'E-', 'G-']	['F-', 'G-', 'B-', 'C-', 'E--']
bIII7542	['A-', 'B-', 'D-', 'E-', 'G']	['F-', 'G-', 'B-', 'C-', 'E-']
bIII+7542	['A-', 'B', 'D-', 'E-', 'G']	['F-', 'G', 'B-', 'C-', 'E-']
bivo7542	['B-', 'C--', 'E---', 'F-', 'A--']	['G-', 'A--', 'C--', 'D-', 'F-']
biv7542	['B-', 'C-', 'E-', 'F-', 'A--']	['G-', 'A-', 'C-', 'D-', 'F-']
bIV7542	['B-', 'C-', 'E-', 'F-', 'A-']	['G-', 'A-', 'C-', 'D-', 'F']
bIV+7542	['B-', 'C', 'E-', 'F-', 'A-']	['G-', 'A', 'C-', 'D-', 'F']
bvo7542	['C-', 'D--', 'F--', 'G-', 'B--']	['A-', 'B--', 'D--', 'E-', 'G-']
bv7542	['C-', 'D-', 'F-', 'G-', 'B--']	['A-', 'B-', 'D-', 'E-', 'G-']
bV7542	['C-', 'D-', 'F-', 'G-', 'B-']	['A-', 'B-', 'D-', 'E-', 'G']
bV+7542	['C-', 'D', 'F-', 'G-', 'B-']	['A-', 'B', 'D-', 'E-', 'G']
bvio7542	['D-', 'E--', 'G--', 'A-', 'C-']	['B', 'C-', 'E--', 'F', 'A-']
bvi7542	['D-', 'E-', 'G-', 'A-', 'C-']	['B', 'C', 'E', 'F', 'A-']
bVI7542	['D-', 'E-', 'G-', 'A-', 'C']	['B-', 'C-', 'E-', 'F-', 'A-']
bVI+7542	['D-', 'E', 'G-', 'A-', 'C']	['B-', 'C', 'E-', 'F-', 'A-']
bviio7542	['E-', 'F-', 'A--', 'B-', 'D-']	['C', 'D-', 'F-', 'G', 'B-']
bvii7542	['E-', 'F', 'A-', 'B-', 'D-']	['C', 'D', 'F', 'G', 'B-']
bVII7542	['E-', 'F', 'A-', 'B-', 'D']	['C-', 'D-', 'F-', 'G-', 'B-']
bVII+7542	['E-', 'F#', 'A-', 'B-', 'D']	['C-', 'D', 'F-', 'G-', 'B-']
io7542	['F', 'G-', 'B--', 'C', 'E-']	['D', 'E-', 'G-', 'A', 'C']
i7542	['F', 'G', 'B', 'C', 'E-']	['D', 'E', 'G', 'A', 'C']
I7542	['F', 'G', 'B', 'C', 'E']	['D', 'E', 'G', 'A', 'C#']
I+7542	['F', 'G#', 'B', 'C', 'E']	['D', 'E#', 'G', 'A', 'C#']
iio7542	['G', 'A-', 'C-', 'D', 'F']	['E', 'F', 'A-', 'B', 'D']
ii7542	['G', 'A', 'C', 'D', 'F']	['E', 'F#', 'A', 'B', 'D']
II7542	['G', 'A', 'C', 'D', 'F#']	['E', 'F#', 'A', 'B', 'D#']
II+7542	['G', 'A#', 'C', 'D', 'F#']	['E', 'F##', 'A', 'B', 'D#']
iiio7542	['A', 'B-', 'D-', 'E', 'G']	['F', 'G-', 'B--', 'C', 'E-']
iii7542	['A', 'B', 'D', 'E', 'G']	['F', 'G', 'B', 'C', 'E-']
III7542	['A', 'B', 'D', 'E', 'G#']	['F', 'G', 'B', 'C', 'E']
III+7542	['A', 'B#', 'D', 'E', 'G#']	['F', 'G#', 'B', 'C', 'E']
ivo7542	['B', 'C-', 'E--', 'F', 'A-']	['G', 'A-', 'C-', 'D', 'F']
iv7542	['B', 'C', 'E', 'F', 'A-']	['G', 'A', 'C', 'D', 'F']
IV7542	['B', 'C', 'E', 'F', 'A']	['G', 'A', 'C', 'D', 'F#']
IV+7542	['B', 'C#', 'E', 'F', 'A']	['G', 'A#', 'C', 'D', 'F#']
vo7542	['C', 'D-', 'F-', 'G', 'B-']	['A', 'B-', 'D-', 'E', 'G']
v7542	['C', 'D', 'F', 'G', 'B-']	['A', 'B', 'D', 'E', 'G']
V7542	['C', 'D', 'F', 'G', 'B']	['A', 'B', 'D', 'E', 'G#']
V+7542	['C', 'D#', 'F', 'G', 'B']	['A', 'B#', 'D', 'E', 'G#']
vio7542	['D', 'E-', 'G-', 'A', 'C']	['B#', 'C', 'E-', 'F#', 'A']
vi7542	['D', 'E', 'G', 'A', 'C']	['B#', 'C#', 'E#', 'F#', 'A']
VI7542	['D', 'E', 'G', 'A', 'C#']	['B', 'C', 'E', 'F', 'A']
VI+7542	['D', 'E#', 'G', 'A', 'C#']	['B', 'C#', 'E', 'F', 'A']
viio7542	['E', 'F', 'A-', 'B', 'D']	['C#', 'D', 'F', 'G#', 'B']
vii7542	['E', 'F#', 'A', 'B', 'D']	['C#', 'D#', 'F#', 'G#', 'B']
VII7542	['E', 'F#', 'A', 'B', 'D#']	['C', 'D', 'F', 'G', 'B']
VII+7542	['E', 'F##', 'A', 'B', 'D#']	['C', 'D#', 'F', 'G', 'B']
#io7542	['F#', 'G', 'B-', 'C#', 'E']	['D#', 'E', 'G', 'A#', 'C#']
#i7542	['F#', 'G#', 'B#', 'C#', 'E']	['D#', 'E#', 'G#', 'A#', 'C#']
#I7542	['F#', 'G#', 'B#', 'C#', 'E#']	['D#', 'E#', 'G#', 'A#', 'C##']
#I+7542	['F#', 'G##', 'B#', 'C#', 'E#']	['D#', 'E##', 'G#', 'A#', 'C##']
#iio7542	['G#', 'A', 'C', 'D#', 'F#']	['E#', 'F#', 'A', 'B#', 'D#']
#ii7542	['G#', 'A#', 'C#', 'D#', 'F#']	['E#', 'F##', 'A#', 'B#', 'D#']
#II7542	['G#', 'A#', 'C#', 'D#', 'F##']	['E#', 'F##', 'A#', 'B#', 'D##']
#II+7542	['G#', 'A##', 'C#', 'D#', 'F##']	['E#', 'F###', 'A#', 'B#', 'D##']
#iiio7542	['A#', 'B', 'D', 'E#', 'G#']	['F#', 'G', 'B-', 'C#', 'E']
#iii7542	['A#', 'B#', 'D#', 'E#', 'G#']	['F#', 'G#', 'B#', 'C#', 'E']
#III7542	['A#', 'B#', 'D#', 'E#', 'G##']	['F#', 'G#', 'B#', 'C#', 'E#']
#III+7542	['A#', 'B##', 'D#', 'E#', 'G##']	['F#', 'G##', 'B#', 'C#', 'E#']
#ivo7542	['B#', 'C', 'E-', 'F#', 'A']	['G#', 'A', 'C', 'D#', 'F#']
#iv7542	['B#', 'C#', 'E#', 'F#', 'A']	['G#', 'A#', 'C#', 'D#', 'F#']
#IV7542	['B#', 'C#', 'E#', 'F#', 'A#']	['G#', 'A#', 'C#', 'D#', 'F##']
#IV+7542	['B#', 'C##', 'E#', 'F#', 'A#']	['G#', 'A##', 'C#', 'D#', 'F##']
#vo7542	['C#', 'D', 'F', 'G#', 'B']	['A#', 'B', 'D', 'E#', 'G#']
#v7542	['C#', 'D#', 'F#', 'G#', 'B']	['A#', 'B#', 'D#', 'E#', 'G#']
#V7542	['C#', 'D#', 'F#', 'G#', 'B#']	['A#', 'B#', 'D#', 'E#', 'G##']
#V+7542	['C#', 'D##', 'F#', 'G#', 'B#']	['A#', 'B##', 'D#', 'E#', 'G##']
#vio7542	['D#', 'E', 'G', 'A#', 'C#']	['B##', 'C#', 'E', 'F##', 'A#']
#vi7542	['D#', 'E#', 'G#', 'A#', 'C#']	['B##', 'C##', 'E##', 'F##', 'A#']
#VI7542	['D#', 'E#', 'G#', 'A#', 'C##']	['B#', 'C#', 'E#', 'F#', 'A#']
#VI+7542	['D#', 'E##', 'G#', 'A#', 'C##']	['B#', 'C##', 'E#', 'F#', 'A#']
#viio7542	['E#', 'F#', 'A', 'B#', 'D#']	['C##', 'D#', 'F#', 'G##', 'B#']
#vii7542	['E#', 'F##', 'A#', 'B#', 'D#']	['C##', 'D##', 'F##', 'G##', 'B#']
#VII7542	['E#', 'F##', 'A#', 'B#', 'D##']	['C#', 'D#', 'F#', 'G#', 'B#']
#VII+7542	['E#', 'F###', 'A#', 'B#', 'D##']	['C#', 'D##', 'F#', 'G#', 'B#']
