Figure	MajorContext	MinorContext
bio95	['C-', 'G--', 'D-']	['A-', 'E--', 'B-']
bi95	['C-', 'G-', 'D-']	['A-', 'E-', 'B-']
bI95	['C-', 'G-', 'D-']	['A-', 'E-', 'B-']
bI+95	['C-', 'G', 'D-']	['A-', 'E', 'B-']
biio95	['D-', 'A--', 'E-']	['B-', 'F-', 'C-']
bii95	['D-', 'A-', 'E-']	['B-', 'F', 'C-']
bII95	['D-', 'A-', 'E-']	['B-', 'F', 'C-']
bII+95	['D-', 'A', 'E-']	['B-', 'F#', 'C-']
biiio95	['E-', 'B--', 'F-']	['C-', 'G--', 'D-']
biii95	['E-', 'B-', 'F-']	['C-', 'G-', 'D-']
bIII95	['E-', 'B-', 'F-']	['C-', 'G-', 'D-']
bIII+95	['E-', 'B', 'F-']	['C-', 'G', 'D-']
bivo95	['F-', 'C--', 'G-']	['D-', 'A--', 'E-']
biv95	['F-', 'C-', 'G-']	['D-', 'A-', 'E-']
bIV95	['F-', 'C-', 'G-']	['D-', 'A-', 'E-']
bIV+95	['F-', 'C', 'G-']	['D-', 'A', 'E-']
bvo95	['G-', 'D--', 'A-']	['E-', 'B--', 'F-']
bv95	['G-', 'D-', 'A-']	['E-', 'B-', 'F-']
bV95	['G-', 'D-', 'A-']	['E-', 'B-', 'F-']
bV+95	['G-', 'D', 'A-']	['E-', 'B', 'F-']
bvio95	['A-', 'E--', 'B-']	['F', 'C-', 'G']
bvi95	['A-', 'E-', 'B-']	['F', 'C', 'G']
bVI95	['A-', 'E-', 'B-']	['F-', 'C-', 'G-']
bVI+95	['A-', 'E', 'B-']	['F-', 'C', 'G-']
bviio95	['B-', 'F-', 'C-']	['G', 'D-', 'A']
bvii95	['B-', 'F', 'C-']	['G', 'D', 'A']
bVII95	['B-', 'F', 'C-']	['G-', 'D-', 'A-']
bVII+95	['B-', 'F#', 'C-']	['G-', 'D', 'A-']
io95	['C', 'G-', 'D']	['A', 'E-', 'B']
i95	['C', 'G', 'D']	['A', 'E', 'B']
I95	['C', 'G', 'D']	['A', 'E', 'B']
I+95	['C', 'G#', 'D']	['A', 'E#', 'B']
iio95	['D', 'A-', 'E']	['B', 'F', 'C']
ii95	['D', 'A', 'E']	['B', 'F#', 'C']
II95	['D', 'A', 'E']	['B', 'F#', 'C']
II+95	['D', 'A#', 'E']	['B', 'F##', 'C']
iiio95	['E', 'B-', 'F']	['C', 'G-', 'D']
iii95	['E', 'B', 'F']	['C', 'G', 'D']
III95	['E', 'B', 'F']	['C', 'G', 'D']
III+95	['E', 'B#', 'F']	['C', 'G#', 'D']
ivo95	['F', 'C-', 'G']	['D', 'A-', 'E']
iv95	['F', 'C', 'G']	['D', 'A', 'E']
IV95	['F', 'C', 'G']	['D', 'A', 'E']
IV+95	['F', 'C#', 'G']	['D', 'A#', 'E']
vo95	['G', 'D-', 'A']	['E', 'B-', 'F']
v95	['G', 'D', 'A']	['E', 'B', 'F']
V95	['G', 'D', 'A']	['E', 'B', 'F']
V+95	['G', 'D#', 'A']	['E', 'B#', 'F']
vio95	['A', 'E-', 'B']	['F#', 'C', 'G#']
vi95	['A', 'E', 'B']	['F#', 'C#', 'G#']
VI95	['A', 'E', 'B']	['F', 'C', 'G']
VI+95	['A', 'E#', 'B']	['F', 'C#', 'G']
viio95	['B', 'F', 'C']	['G#', 'D', 'A#']
vii95	['B', 'F#', 'C']	['G#', 'D#', 'A#']
VII95	['B', 'F#', 'C']	['G', 'D', 'A']
VII+95	['B', 'F##', 'C']	['G', 'D#', 'A']
#io95	['C#', 'G', 'D#']	['A#', 'E', 'B#']
#i95	['C#', 'G#', 'D#']	['A#', 'E#', 'B#']
#I95	['C#', 'G#', 'D#']	['A#', 'E#', 'B#']
#I+95	['C#', 'G##', 'D#']	['A#', 'E##', 'B#']
#iio95	['D#', 'A', 'E#']	['B#', 'F#', 'C#']
#ii95	['D#', 'A#', 'E#']	['B#', 'F##', 'C#']
#II95	['D#', 'A#', 'E#']	['B#', 'F##', 'C#']
#II+95	['D#', 'A##', 'E#']	['B#', 'F###', 'C#']
#iiio95	['E#', 'B', 'F#']	['C#', 'G', 'D#']
#iii95	['E#', 'B#', 'F#']	['C#', 'G#', 'D#']
#III95	['E#', 'B#', 'F#']	['C#', 'G#', 'D#']
#III+95	['E#', 'B##', 'F#']	['C#', 'G##', 'D#']
#ivo95	['F#', 'C', 'G#']	['D#', 'A', 'E#']
#iv95	['F#', 'C#', 'G#']	['D#', 'A#', 'E#']
#IV95	['F#', 'C#', 'G#']	['D#', 'A#', 'E#']
#IV+95	['F#', 'C##', 'G#']	['D#', 'A##', 'E#']
#vo95	['G#', 'D', 'A#']	['E#', 'B', 'F#']
#v95	['G#', 'D#', 'A#']	['E#', 'B#', 'F#']
#V95	['G#', 'D#', 'A#']	['E#', 'B#', 'F#']
#V+95	['G#', 'D##', 'A#']	['E#', 'B##', 'F#']
#vio95	['A#', 'E', 'B#']	['F##', 'C#', 'G##']
#vi95	['A#', 'E#', 'B#']	['F##', 'C##', 'G##']
#VI95	['A#', 'E#', 'B#']	['F#', 'C#', 'G#']
#VI+95	['A#', 'E##', 'B#']	['F#', 'C##', 'G#']
#viio95	['B#', 'F#', 'C#']	['G##', 'D#', 'A##']
#vii95	['B#', 'F##', 'C#']	['G##', 'D##', 'A##']
#VII95	['B#', 'F##', 'C#']	['G#', 'D#', 'A#']
#VII+95	['B#', 'F###', 'C#']	['G#', 'D##', 'A#']
