Figure	MajorContext	MinorContext
bio987532	['C-', 'D-', 'E--', 'G--', 'B---', 'C-', 'D-']	['A-', 'B-', 'C-', 'E--', 'G--', 'A-', 'B-']
bi987532	['C-', 'D-', 'E--', 'G-', 'B-', 'C-', 'D-']	['A-', 'B-', 'C-', 'E-', 'G-', 'A-', 'B-']
bI987532	['C-', 'D-', 'E-', 'G-', 'B-', 'C-', 'D-']	['A-', 'B-', 'C', 'E-', 'G-', 'A-', 'B-']
bI+987532	['C-', 'D-', 'E-', 'G', 'B-', 'C-', 'D-']	['A-', 'B-', 'C', 'E', 'G-', 'A-', 'B-']
biio987532	['D-', 'E-', 'F-', 'A--', 'C--', 'D-', 'E-']	['B-', 'C-', 'D-', 'F-', 'A--', 'B-', 'C-']
bii987532	['D-', 'E-', 'F-', 'A-', 'C-', 'D-', 'E-']	['B-', 'C-', 'D-', 'F', 'A-', 'B-', 'C-']
bII987532	['D-', 'E-', 'F', 'A-', 'C-', 'D-', 'E-']	['B-', 'C-', 'D', 'F', 'A-', 'B-', 'C-']
bII+987532	['D-', 'E-', 'F', 'A', 'C-', 'D-', 'E-']	['B-', 'C-', 'D', 'F#', 'A-', 'B-', 'C-']
biiio987532	['E-', 'F-', 'G-', 'B--', 'D--', 'E-', 'F-']	['C-', 'D-', 'E--', 'G--', 'B---', 'C-', 'D-']
biii987532	['E-', 'F-', 'G-', 'B-', 'D-', 'E-', 'F-']	['C-', 'D-', 'E--', 'G-', 'B-', 'C-', 'D-']
bIII987532	['E-', 'F-', 'G', 'B-', 'D-', 'E-', 'F-']	['C-', 'D-', 'E-', 'G-', 'B-', 'C-', 'D-']
bIII+987532	['E-', 'F-', 'G', 'B', 'D-', 'E-', 'F-']	['C-', 'D-', 'E-', 'G', 'B-', 'C-', 'D-']
bivo987532	['F-', 'G-', 'A--', 'C--', 'E---', 'F-', 'G-']	['D-', 'E-', 'F-', 'A--', 'C--', 'D-', 'E-']
biv987532	['F-', 'G-', 'A--', 'C-', 'E-', 'F-', 'G-']	['D-', 'E-', 'F-', 'A-', 'C-', 'D-', 'E-']
bIV987532	['F-', 'G-', 'A-', 'C-', 'E-', 'F-', 'G-']	['D-', 'E-', 'F', 'A-', 'C-', 'D-', 'E-']
bIV+987532	['F-', 'G-', 'A-', 'C', 'E-', 'F-', 'G-']	['D-', 'E-', 'F', 'A', 'C-', 'D-', 'E-']
bvo987532	['G-', 'A-', 'B--', 'D--', 'F--', 'G-', 'A-']	['E-', 'F-', 'G-', 'B--', 'D--', 'E-', 'F-']
bv987532	['G-', 'A-', 'B--', 'D-', 'F-', 'G-', 'A-']	['E-', 'F-', 'G-', 'B-', 'D-', 'E-', 'F-']
bV987532	['G-', 'A-', 'B-', 'D-', 'F-', 'G-', 'A-']	['E-', 'F-', 'G', 'B-', 'D-', 'E-', 'F-']
bV+987532	['G-', 'A-', 'B-', 'D', 'F-', 'G-', 'A-']	['E-', 'F-', 'G', 'B', 'D-', 'E-', 'F-']
bvio987532	['A-', 'B-', 'C-', 'E--', 'G--', 'A-', 'B-']	['F', 'G', 'A-', 'C-', 'E--', 'F', 'G']
bvi987532	['A-', 'B-', 'C-', 'E-', 'G-', 'A-', 'B-']	['F', 'G', 'A-', 'C', 'E', 'F', 'G']
bVI987532	['A-', 'B-', 'C', 'E-', 'G-', 'A-', 'B-']	['F-', 'G-', 'A-', 'C-', 'E-', 'F-', 'G-']
bVI+987532	['A-', 'B-', 'C', 'E', 'G-', 'A-', 'B-']	['F-', 'G-', 'A-', 'C', 'E-', 'F-', 'G-']
bviio987532	['B-', 'C-', 'D-', 'F-', 'A--', 'B-', 'C-']	['G', 'A', 'B-', 'D-', 'F-', 'G', 'A']
bvii987532	['B-', 'C-', 'D-', 'F', 'A-', 'B-', 'C-']	['G', 'A', 'B-', 'D', 'F', 'G', 'A']
bVII987532	['B-', 'C-', 'D', 'F', 'A-', 'B-', 'C-']	['G-', 'A-', 'B-', 'D-', 'F-', 'G-', 'A-']
bVII+987532	['B-', 'C-', 'D', 'F#', 'A-', 'B-', 'C-']	['G-', 'A-', 'B-', 'D', 'F-', 'G-', 'A-']
io987532	['C', 'D', 'E-', 'G-', 'B--', 'C', 'D']	['A', 'B', 'C', 'E-', 'G-', 'A', 'B']
i987532	['C', 'D', 'E-', 'G', 'B', 'C', 'D']	['A', 'B', 'C', 'E', 'G', 'A', 'B']
I987532	['C', 'D', 'E', 'G', 'B', 'C', 'D']	['A', 'B', 'C#', 'E', 'G', 'A', 'B']
I+987532	['C', 'D', 'E', 'G#', 'B', 'C', 'D']	['A', 'B', 'C#', 'E#', 'G', 'A', 'B']
iio987532	['D', 'E', 'F', 'A-', 'C-', 'D', 'E']	['B', 'C', 'D', 'F', 'A-', 'B', 'C']
ii987532	['D', 'E', 'F', 'A', 'C', 'D', 'E']	['B', 'C', 'D', 'F#', 'A', 'B', 'C']
