Figure	MajorContext	MinorContext
bio74	['D-', 'G--', 'C-']	['B-', 'E--', 'A-']
bi74	['D-', 'G-', 'C-']	['B-', 'E-', 'A-']
bI74	['D-', 'G-', 'C-']	['B-', 'E-', 'A-']
bI+74	['D-', 'G', 'C-']	['B-', 'E', 'A-']
biio74	['E-', 'A--', 'D-']	['C-', 'F-', 'B-']
bii74	['E-', 'A-', 'D-']	['C-', 'F', 'B-']
bII74	['E-', 'A-', 'D-']	['C-', 'F', 'B-']
bII+74	['E-', 'A', 'D-']	['C-', 'F#', 'B-']
biiio74	['F-', 'B--', 'E-']	['D-', 'G--', 'C-']
biii74	['F-', 'B-', 'E-']	['D-', 'G-', 'C-']
bIII74	['F-', 'B-', 'E-']	['D-', 'G-', 'C-']
bIII+74	['F-', 'B', 'E-']	['D-', 'G', 'C-']
bivo74	['G-', 'C--', 'F-']	['E-', 'A--', 'D-']
biv74	['G-', 'C-', 'F-']	['E-', 'A-', 'D-']
bIV74	['G-', 'C-', 'F-']	['E-', 'A-', 'D-']
bIV+74	['G-', 'C', 'F-']	['E-', 'A', 'D-']
bvo74	['A-', 'D--', 'G-']	['F-', 'B--', 'E-']
bv74	['A-', 'D-', 'G-']	['F-', 'B-', 'E-']
bV74	['A-', 'D-', 'G-']	['F-', 'B-', 'E-']
bV+74	['A-', 'D', 'G-']	['F-', 'B', 'E-']
bvio74	['B-', 'E--', 'A-']	['G', 'C-', 'F']
bvi74	['B-', 'E-', 'A-']	['G', 'C', 'F']
bVI74	['B-', 'E-', 'A-']	['G-', 'C-', 'F-']
bVI+74	['B-', 'E', 'A-']	['G-', 'C', 'F-']
bviio74	['C-', 'F-', 'B-']	['A', 'D-', 'G']
bvii74	['C-', 'F', 'B-']	['A', 'D', 'G']
bVII74	['C-', 'F', 'B-']	['A-', 'D-', 'G-']
bVII+74	['C-', 'F#', 'B-']	['A-', 'D', 'G-']
io74	['D', 'G-', 'C']	['B', 'E-', 'A']
i74	['D', 'G', 'C']	['B', 'E', 'A']
I74	['D', 'G', 'C']	['B', 'E', 'A']
I+74	['D', 'G#', 'C']	['B', 'E#', 'A']
iio74	['E', 'A-', 'D']	['C', 'F', 'B']
ii74	['E', 'A', 'D']	['C', 'F#', 'B']
II74	['E', 'A', 'D']	['C', 'F#', 'B']
II+74	['E', 'A#', 'D']	['C', 'F##', 'B']
iiio74	['F', 'B-', 'E']	['D', 'G-', 'C']
iii74	['F', 'B', 'E']	['D', 'G', 'C']
III74	['F', 'B', 'E']	['D', 'G', 'C']
III+74	['F', 'B#', 'E']	['D', 'G#', 'C']
ivo74	['G', 'C-', 'F']	['E', 'A-', 'D']
iv74	['G', 'C', 'F']	['E', 'A', 'D']
IV74	['G', 'C', 'F']	['E', 'A', 'D']
IV+74	['G', 'C#', 'F']	['E', 'A#', 'D']
vo74	['A', 'D-', 'G']	['F', 'B-', 'E']
v74	['A', 'D', 'G']	['F', 'B', 'E']
V74	['A', 'D', 'G']	['F', 'B', 'E']
V+74	['A', 'D#', 'G']	['F', 'B#', 'E']
vio74	['B', 'E-', 'A']	['G#', 'C', 'F#']
vi74	['B', 'E', 'A']	['G#', 'C#', 'F#']
VI74	['B', 'E', 'A']	['G', 'C', 'F']
VI+74	['B', 'E#', 'A']	['G', 'C#', 'F']
viio74	['C', 'F', 'B']	['A#', 'D', 'G#']
vii74	['C', 'F#', 'B']	['A#', 'D#', 'G#']
VII74	['C', 'F#', 'B']	['A', 'D', 'G']
VII+74	['C', 'F##', 'B']	['A', 'D#', 'G']
#io74	['D#', 'G', 'C#']	['B#', 'E', 'A#']
#i74	['D#', 'G#', 'C#']	['B#', 'E#', 'A#']
#I74	['D#', 'G#', 'C#']	['B#', 'E#', 'A#']
#I+74	['D#', 'G##', 'C#']	['B#', 'E##', 'A#']
#iio74	['E#', 'A', 'D#']	['C#', 'F#', 'B#']
#ii74	['E#', 'A#', 'D#']	['C#', 'F##', 'B#']
#II74	['E#', 'A#', 'D#']	['C#', 'F##', 'B#']
#II+74	['E#', 'A##', 'D#']	['C#', 'F###', 'B#']
#iiio74	['F#', 'B', 'E#']	['D#', 'G', 'C#']
#iii74	['F#', 'B#', 'E#']	['D#', 'G#', 'C#']
#III74	['F#', 'B#', 'E#']	['D#', 'G#', 'C#']
#III+74	['F#', 'B##', 'E#']	['D#', 'G##', 'C#']
#ivo74	['G#', 'C', 'F#']	['E#', 'A', 'D#']
#iv74	['G#', 'C#', 'F#']	['E#', 'A#', 'D#']
#IV74	['G#', 'C#', 'F#']	['E#', 'A#', 'D#']
#IV+74	['G#', 'C##', 'F#']	['E#', 'A##', 'D#']
#vo74	['A#', 'D', 'G#']	['F#', 'B', 'E#']
#v74	['A#', 'D#', 'G#']	['F#', 'B#', 'E#']
#V74	['A#', 'D#', 'G#']	['F#', 'B#', 'E#']
#V+74	['A#', 'D##', 'G#']	['F#', 'B##', 'E#']
#vio74	['B#', 'E', 'A#']	['G##', 'C#', 'F##']
#vi74	['B#', 'E#', 'A#']	['G##', 'C##', 'F##']
#VI74	['B#', 'E#', 'A#']	['G#', 'C#', 'F#']
#VI+74	['B#', 'E##', 'A#']	['G#', 'C##', 'F#']
#viio74	['C#', 'F#', 'B#']	['A##', 'D#', 'G##']
#vii74	['C#', 'F##', 'B#']	['A##', 'D##', 'G##']
#VII74	['C#', 'F##', 'B#']	['A#', 'D#', 'G#']
#VII+74	['C#', 'F###', 'B#']	['A#', 'D##', 'G#']
