Figure	MajorContext	MinorContext
bio863	['E--', 'G--', 'C-', 'E-']	['C-', 'E--', 'A-', 'C-']
bi863	['E--', 'G-', 'C-', 'E-']	['C-', 'E-', 'A-', 'C-']
bI863	['E-', 'G-', 'C-', 'E-']	['C', 'E-', 'A-', 'C-']
bI+863	['E-', 'G', 'C-', 'E-']	['C', 'E', 'A-', 'C-']
biio863	['F-', 'A--', 'D-', 'F-']	['D-', 'F-', 'B-', 'D-']
bii863	['F-', 'A-', 'D-', 'F-']	['D-', 'F', 'B-', 'D-']
bII863	['F', 'A-', 'D-', 'F-']	['D', 'F', 'B-', 'D-']
bII+863	['F', 'A', 'D-', 'F-']	['D', 'F#', 'B-', 'D-']
biiio863	['G-', 'B--', 'E-', 'G-']	['E--', 'G--', 'C-', 'E-']
biii863	['G-', 'B-', 'E-', 'G-']	['E--', 'G-', 'C-', 'E-']
bIII863	['G', 'B-', 'E-', 'G-']	['E-', 'G-', 'C-', 'E-']
bIII+863	['G', 'B', 'E-', 'G-']	['E-', 'G', 'C-', 'E-']
bivo863	['A--', 'C--', 'F-', 'A-']	['F-', 'A--', 'D-', 'F-']
biv863	['A--', 'C-', 'F-', 'A-']	['F-', 'A-', 'D-', 'F-']
bIV863	['A-', 'C-', 'F-', 'A-']	['F', 'A-', 'D-', 'F-']
bIV+863	['A-', 'C', 'F-', 'A-']	['F', 'A', 'D-', 'F-']
bvo863	['B--', 'D--', 'G-', 'B-']	['G-', 'B--', 'E-', 'G-']
bv863	['B--', 'D-', 'G-', 'B-']	['G-', 'B-', 'E-', 'G-']
bV863	['B-', 'D-', 'G-', 'B-']	['G', 'B-', 'E-', 'G-']
bV+863	['B-', 'D', 'G-', 'B-']	['G', 'B', 'E-', 'G-']
bvio863	['C-', 'E--', 'A-', 'C-']	['A-', 'C-', 'F', 'A']
bvi863	['C-', 'E-', 'A-', 'C-']	['A-', 'C', 'F', 'A']
bVI863	['C', 'E-', 'A-', 'C-']	['A-', 'C-', 'F-', 'A-']
bVI+863	['C', 'E', 'A-', 'C-']	['A-', 'C', 'F-', 'A-']
bviio863	['D-', 'F-', 'B-', 'D-']	['B-', 'D-', 'G', 'B']
bvii863	['D-', 'F', 'B-', 'D-']	['B-', 'D', 'G', 'B']
bVII863	['D', 'F', 'B-', 'D-']	['B-', 'D-', 'G-', 'B-']
bVII+863	['D', 'F#', 'B-', 'D-']	['B-', 'D', 'G-', 'B-']
io863	['E-', 'G-', 'C', 'E']	['C', 'E-', 'A', 'C']
i863	['E-', 'G', 'C', 'E']	['C', 'E', 'A', 'C']
I863	['E', 'G', 'C', 'E']	['C#', 'E', 'A', 'C']
I+863	['E', 'G#', 'C', 'E']	['C#', 'E#', 'A', 'C']
iio863	['F', 'A-', 'D', 'F']	['D', 'F', 'B', 'D']
ii863	['F', 'A', 'D', 'F']	['D', 'F#', 'B', 'D']
II863	['F#', 'A', 'D', 'F']	['D#', 'F#', 'B', 'D']
II+863	['F#', 'A#', 'D', 'F']	['D#', 'F##', 'B', 'D']
iiio863	['G', 'B-', 'E', 'G']	['E-', 'G-', 'C', 'E']
iii863	['G', 'B', 'E', 'G']	['E-', 'G', 'C', 'E']
III863	['G#', 'B', 'E', 'G']	['E', 'G', 'C', 'E']
III+863	['G#', 'B#', 'E', 'G']	['E', 'G#', 'C', 'E']
ivo863	['A-', 'C-', 'F', 'A']	['F', 'A-', 'D', 'F']
iv863	['A-', 'C', 'F', 'A']	['F', 'A', 'D', 'F']
IV863	['A', 'C', 'F', 'A']	['F#', 'A', 'D', 'F']
IV+863	['A', 'C#', 'F', 'A']	['F#', 'A#', 'D', 'F']
vo863	['B-', 'D-', 'G', 'B']	['G', 'B-', 'E', 'G']
v863	['B-', 'D', 'G', 'B']	['G', 'B', 'E', 'G']
V863	['B', 'D', 'G', 'B']	['G#', 'B', 'E', 'G']
V+863	['B', 'D#', 'G', 'B']	['G#', 'B#', 'E', 'G']
vio863	['C', 'E-', 'A', 'C']	['A', 'C', 'F#', 'A#']
vi863	['C', 'E', 'A', 'C']	['A', 'C#', 'F#', 'A#']
VI863	['C#', 'E', 'A', 'C']	['A', 'C', 'F', 'A']
VI+863	['C#', 'E#', 'A', 'C']	['A', 'C#', 'F', 'A']
viio863	['D', 'F', 'B', 'D']	['B', 'D', 'G#', 'B#']
vii863	['D', 'F#', 'B', 'D']	['B', 'D#', 'G#', 'B#']
VII863	['D#', 'F#', 'B', 'D']	['B', 'D', 'G', 'B']
VII+863	['D#', 'F##', 'B', 'D']	['B', 'D#', 'G', 'B']
#io863	['E', 'G', 'C#', 'E#']	['C#', 'E', 'A#', 'C#']
#i863	['E', 'G#', 'C#', 'E#']	['C#', 'E#', 'A#', 'C#']
#I863	['E#', 'G#', 'C#', 'E#']	['C##', 'E#', 'A#', 'C#']
#I+863	['E#', 'G##', 'C#', 'E#']	['C##', 'E##', 'A#', 'C#']
#iio863	['F#', 'A', 'D#', 'F#']	['D#', 'F#', 'B#', 'D#']
#ii863	['F#', 'A#', 'D#', 'F#']	['D#', 'F##', 'B#', 'D#']
#II863	['F##', 'A#', 'D#', 'F#']	['D##', 'F##', 'B#', 'D#']
#II+863	['F##', 'A##', 'D#', 'F#']	['D##', 'F###', 'B#', 'D#']
#iiio863	['G#', 'B', 'E#', 'G#']	['E', 'G', 'C#', 'E#']
#iii863	['G#', 'B#', 'E#', 'G#']	['E', 'G#', 'C#', 'E#']
#III863	['G##', 'B#', 'E#', 'G#']	['E#', 'G#', 'C#', 'E#']
#III+863	['G##', 'B##', 'E#', 'G#']	['E#', 'G##', 'C#', 'E#']
#ivo863	['A', 'C', 'F#', 'A#']	['F#', 'A', 'D#', 'F#']
#iv863	['A', 'C#', 'F#', 'A#']	['F#', 'A#', 'D#', 'F#']
#IV863	['A#', 'C#', 'F#', 'A#']	['F##', 'A#', 'D#', 'F#']
#IV+863	['A#', 'C##', 'F#', 'A#']	['F##', 'A##', 'D#', 'F#']
#vo863	['B', 'D', 'G#', 'B#']	['G#', 'B', 'E#', 'G#']
#v863	['B', 'D#', 'G#', 'B#']	['G#', 'B#', 'E#', 'G#']
#V863	['B#', 'D#', 'G#', 'B#']	['G##', 'B#', 'E#', 'G#']
#V+863	['B#', 'D##', 'G#', 'B#']	['G##', 'B##', 'E#', 'G#']
#vio863	['C#', 'E', 'A#', 'C#']	['A#', 'C#', 'F##', 'A##']
#vi863	['C#', 'E#', 'A#', 'C#']	['A#', 'C##', 'F##', 'A##']
#VI863	['C##', 'E#', 'A#', 'C#']	['A#', 'C#', 'F#', 'A#']
#VI+863	['C##', 'E##', 'A#', 'C#']	['A#', 'C##', 'F#', 'A#']
#viio863	['D#', 'F#', 'B#', 'D#']	['B#', 'D#', 'G##', 'B##']
#vii863	['D#', 'F##', 'B#', 'D#']	['B#', 'D##', 'G##', 'B##']
#VII863	['D##', 'F##', 'B#', 'D#']	['B#', 'D#', 'G#', 'B#']
#VII+863	['D##', 'F###', 'B#', 'D#']	['B#', 'D##', 'G#', 'B#']
