Figure	MajorContext	MinorContext
bio652	['E--', 'F-', 'B---', 'C-']	['C-', 'D-', 'G--', 'A-']
bi652	['E--', 'F-', 'B-', 'C-']	['C-', 'D-', 'G-', 'A-']
bI652	['E-', 'F-', 'B-', 'C-']	['C', 'D-', 'G-', 'A-']
bI+652	['E-', 'F-', 'B-', 'C-']	['C', 'D-', 'G-', 'A-']
biio652	['F-', 'G-', 'C--', 'D-']	['D-', 'E-', 'A--', 'B-']
bii652	['F-', 'G-', 'C-', 'D-']	['D-', 'E-', 'A-', 'B-']
bII652	['F', 'G-', 'C-', 'D-']	['D', 'E-', 'A-', 'B-']
bII+652	['F', 'G-', 'C-', 'D-']	['D', 'E-', 'A-', 'B-']
biiio652	['G-', 'A-', 'D--', 'E-']	['E--', 'F-', 'B---', 'C-']
biii652	['G-', 'A-', 'D-', 'E-']	['E--', 'F-', 'B-', 'C-']
bIII652	['G', 'A-', 'D-', 'E-']	['E-', 'F-', 'B-', 'C-']
bIII+652	['G', 'A-', 'D-', 'E-']	['E-', 'F-', 'B-', 'C-']
bivo652	['A--', 'B-', 'E---', 'F-']	['F-', 'G-', 'C--', 'D-']
biv652	['A--', 'B-', 'E-', 'F-']	['F-', 'G-', 'C-', 'D-']
bIV652	['A-', 'B-', 'E-', 'F-']	['F', 'G-', 'C-', 'D-']
bIV+652	['A-', 'B-', 'E-', 'F-']	['F', 'G-', 'C-', 'D-']
bvo652	['B--', 'C-', 'F--', 'G-']	['G-', 'A-', 'D--', 'E-']
bv652	['B--', 'C-', 'F-', 'G-']	['G-', 'A-', 'D-', 'E-']
bV652	['B-', 'C-', 'F-', 'G-']	['G', 'A-', 'D-', 'E-']
bV+652	['B-', 'C-', 'F-', 'G-']	['G', 'A-', 'D-', 'E-']
bvio652	['C-', 'D-', 'G--', 'A-']	['A-', 'B', 'E--', 'F']
bvi652	['C-', 'D-', 'G-', 'A-']	['A-', 'B', 'E', 'F']
bVI652	['C', 'D-', 'G-', 'A-']	['A-', 'B-', 'E-', 'F-']
bVI+652	['C', 'D-', 'G-', 'A-']	['A-', 'B-', 'E-', 'F-']
bviio652	['D-', 'E-', 'A--', 'B-']	['B-', 'C', 'F-', 'G']
bvii652	['D-', 'E-', 'A-', 'B-']	['B-', 'C', 'F', 'G']
bVII652	['D', 'E-', 'A-', 'B-']	['B-', 'C-', 'F-', 'G-']
bVII+652	['D', 'E-', 'A-', 'B-']	['B-', 'C-', 'F-', 'G-']
io652	['E-', 'F', 'B--', 'C']	['C', 'D', 'G-', 'A']
i652	['E-', 'F', 'B', 'C']	['C', 'D', 'G', 'A']
I652	['E', 'F', 'B', 'C']	['C#', 'D', 'G', 'A']
I+652	['E', 'F', 'B', 'C']	['C#', 'D', 'G', 'A']
iio652	['F', 'G', 'C-', 'D']	['D', 'E', 'A-', 'B']
ii652	['F', 'G', 'C', 'D']	['D', 'E', 'A', 'B']
II652	['F#', 'G', 'C', 'D']	['D#', 'E', 'A', 'B']
II+652	['F#', 'G', 'C', 'D']	['D#', 'E', 'A', 'B']
iiio652	['G', 'A', 'D-', 'E']	['E-', 'F', 'B--', 'C']
iii652	['G', 'A', 'D', 'E']	['E-', 'F', 'B', 'C']
III652	['G#', 'A', 'D', 'E']	['E', 'F', 'B', 'C']
III+652	['G#', 'A', 'D', 'E']	['E', 'F', 'B', 'C']
ivo652	['A-', 'B', 'E--', 'F']	['F', 'G', 'C-', 'D']
iv652	['A-', 'B', 'E', 'F']	['F', 'G', 'C', 'D']
IV652	['A', 'B', 'E', 'F']	['F#', 'G', 'C', 'D']
IV+652	['A', 'B', 'E', 'F']	['F#', 'G', 'C', 'D']
vo652	['B-', 'C', 'F-', 'G']	['G', 'A', 'D-', 'E']
v652	['B-', 'C', 'F', 'G']	['G', 'A', 'D', 'E']
V652	['B', 'C', 'F', 'G']	['G#', 'A', 'D', 'E']
V+652	['B', 'C', 'F', 'G']	['G#', 'A', 'D', 'E']
vio652	['C', 'D', 'G-', 'A']	['A', 'B#', 'E-', 'F#']
vi652	['C', 'D', 'G', 'A']	['A', 'B#', 'E#', 'F#']
VI652	['C#', 'D', 'G', 'A']	['A', 'B', 'E', 'F']
VI+652	['C#', 'D', 'G', 'A']	['A', 'B', 'E', 'F']
viio652	['D', 'E', 'A-', 'B']	['B', 'C#', 'F', 'G#']
vii652	['D', 'E', 'A', 'B']	['B', 'C#', 'F#', 'G#']
VII652	['D#', 'E', 'A', 'B']	['B', 'C', 'F', 'G']
VII+652	['D#', 'E', 'A', 'B']	['B', 'C', 'F', 'G']
#io652	['E', 'F#', 'B-', 'C#']	['C#', 'D#', 'G', 'A#']
#i652	['E', 'F#', 'B#', 'C#']	['C#', 'D#', 'G#', 'A#']
#I652	['E#', 'F#', 'B#', 'C#']	['C##', 'D#', 'G#', 'A#']
#I+652	['E#', 'F#', 'B#', 'C#']	['C##', 'D#', 'G#', 'A#']
#iio652	['F#', 'G#', 'C', 'D#']	['D#', 'E#', 'A', 'B#']
