Figure	MajorContext	MinorContext
bio532	['C-', 'D-', 'E--', 'G--']	['A-', 'B-', 'C-', 'E--']
bi532	['C-', 'D-', 'E--', 'G-']	['A-', 'B-', 'C-', 'E-']
bI532	['C-', 'D-', 'E-', 'G-']	['A-', 'B-', 'C', 'E-']
bI+532	['C-', 'D-', 'E-', 'G']	['A-', 'B-', 'C', 'E']
biio532	['D-', 'E-', 'F-', 'A--']	['B-', 'C-', 'D-', 'F-']
bii532	['D-', 'E-', 'F-', 'A-']	['B-', 'C-', 'D-', 'F']
bII532	['D-', 'E-', 'F', 'A-']	['B-', 'C-', 'D', 'F']
bII+532	['D-', 'E-', 'F', 'A']	['B-', 'C-', 'D', 'F#']
biiio532	['E-', 'F-', 'G-', 'B--']	['C-', 'D-', 'E--', 'G--']
biii532	['E-', 'F-', 'G-', 'B-']	['C-', 'D-', 'E--', 'G-']
bIII532	['E-', 'F-', 'G', 'B-']	['C-', 'D-', 'E-', 'G-']
bIII+532	['E-', 'F-', 'G', 'B']	['C-', 'D-', 'E-', 'G']
bivo532	['F-', 'G-', 'A--', 'C--']	['D-', 'E-', 'F-', 'A--']
biv532	['F-', 'G-', 'A--', 'C-']	['D-', 'E-', 'F-', 'A-']
bIV532	['F-', 'G-', 'A-', 'C-']	['D-', 'E-', 'F', 'A-']
bIV+532	['F-', 'G-', 'A-', 'C']	['D-', 'E-', 'F', 'A']
bvo532	['G-', 'A-', 'B--', 'D--']	['E-', 'F-', 'G-', 'B--']
bv532	['G-', 'A-', 'B--', 'D-']	['E-', 'F-', 'G-', 'B-']
bV532	['G-', 'A-', 'B-', 'D-']	['E-', 'F-', 'G', 'B-']
bV+532	['G-', 'A-', 'B-', 'D']	['E-', 'F-', 'G', 'B']
bvio532	['A-', 'B-', 'C-', 'E--']	['F', 'G', 'A-', 'C-']
bvi532	['A-', 'B-', 'C-', 'E-']	['F', 'G', 'A-', 'C']
bVI532	['A-', 'B-', 'C', 'E-']	['F-', 'G-', 'A-', 'C-']
bVI+532	['A-', 'B-', 'C', 'E']	['F-', 'G-', 'A-', 'C']
bviio532	['B-', 'C-', 'D-', 'F-']	['G', 'A', 'B-', 'D-']
bvii532	['B-', 'C-', 'D-', 'F']	['G', 'A', 'B-', 'D']
bVII532	['B-', 'C-', 'D', 'F']	['G-', 'A-', 'B-', 'D-']
bVII+532	['B-', 'C-', 'D', 'F#']	['G-', 'A-', 'B-', 'D']
io532	['C', 'D', 'E-', 'G-']	['A', 'B', 'C', 'E-']
