Figure	MajorContext	MinorContext
bio876543	['G--', 'B---', 'C-', 'D-', 'E--', 'F-', 'G-']	['E--', 'G--', 'A-', 'B-', 'C-', 'D-', 'E-']
bi876543	['G-', 'B-', 'C-', 'D-', 'E--', 'F-', 'G-']	['E-', 'G-', 'A-', 'B-', 'C-', 'D-', 'E-']
bI876543	['G-', 'B-', 'C-', 'D-', 'E-', 'F-', 'G-']	['E-', 'G-', 'A-', 'B-', 'C', 'D-', 'E-']
bI+876543	['G', 'B-', 'C-', 'D-', 'E-', 'F-', 'G-']	['E', 'G-', 'A-', 'B-', 'C', 'D-', 'E-']
biio876543	['A--', 'C--', 'D-', 'E-', 'F-', 'G-', 'A-']	['F-', 'A--', 'B-', 'C-', 'D-', 'E-', 'F-']
bii876543	['A-', 'C-', 'D-', 'E-', 'F-', 'G-', 'A-']	['F', 'A-', 'B-', 'C-', 'D-', 'E-', 'F-']
bII876543	['A-', 'C-', 'D-', 'E-', 'F', 'G-', 'A-']	['F', 'A-', 'B-', 'C-', 'D', 'E-', 'F-']
bII+876543	['A', 'C-', 'D-', 'E-', 'F', 'G-', 'A-']	['F#', 'A-', 'B-', 'C-', 'D', 'E-', 'F-']
biiio876543	['B--', 'D--', 'E-', 'F-', 'G-', 'A-', 'B-']	['G--', 'B---', 'C-', 'D-', 'E--', 'F-', 'G-']
biii876543	['B-', 'D-', 'E-', 'F-', 'G-', 'A-', 'B-']	['G-', 'B-', 'C-', 'D-', 'E--', 'F-', 'G-']
bIII876543	['B-', 'D-', 'E-', 'F-', 'G', 'A-', 'B-']	['G-', 'B-', 'C-', 'D-', 'E-', 'F-', 'G-']
bIII+876543	['B', 'D-', 'E-', 'F-', 'G', 'A-', 'B-']	['G', 'B-', 'C-', 'D-', 'E-', 'F-', 'G-']
bivo876543	['C--', 'E---', 'F-', 'G-', 'A--', 'B-', 'C-']	['A--', 'C--', 'D-', 'E-', 'F-', 'G-', 'A-']
biv876543	['C-', 'E-', 'F-', 'G-', 'A--', 'B-', 'C-']	['A-', 'C-', 'D-', 'E-', 'F-', 'G-', 'A-']
bIV876543	['C-', 'E-', 'F-', 'G-', 'A-', 'B-', 'C-']	['A-', 'C-', 'D-', 'E-', 'F', 'G-', 'A-']
bIV+876543	['C', 'E-', 'F-', 'G-', 'A-', 'B-', 'C-']	['A', 'C-', 'D-', 'E-', 'F', 'G-', 'A-']
bvo876543	['D--', 'F--', 'G-', 'A-', 'B--', 'C-', 'D-']	['B--', 'D--', 'E-', 'F-', 'G-', 'A-', 'B-']
bv876543	['D-', 'F-', 'G-', 'A-', 'B--', 'C-', 'D-']	['B-', 'D-', 'E-', 'F-', 'G-', 'A-', 'B-']
bV876543	['D-', 'F-', 'G-', 'A-', 'B-', 'C-', 'D-']	['B-', 'D-', 'E-', 'F-', 'G', 'A-', 'B-']
bV+876543	['D', 'F-', 'G-', 'A-', 'B-', 'C-', 'D-']	['B', 'D-', 'E-', 'F-', 'G', 'A-', 'B-']
bvio876543	['E--', 'G--', 'A-', 'B-', 'C-', 'D-', 'E-']	['C-', 'E--', 'F', 'G', 'A-', 'B', 'C']
bvi876543	['E-', 'G-', 'A-', 'B-', 'C-', 'D-', 'E-']	['C', 'E', 'F', 'G', 'A-', 'B', 'C']
bVI876543	['E-', 'G-', 'A-', 'B-', 'C', 'D-', 'E-']	['C-', 'E-', 'F-', 'G-', 'A-', 'B-', 'C-']
bVI+876543	['E', 'G-', 'A-', 'B-', 'C', 'D-', 'E-']	['C', 'E-', 'F-', 'G-', 'A-', 'B-', 'C-']
bviio876543	['F-', 'A--', 'B-', 'C-', 'D-', 'E-', 'F-']	['D-', 'F-', 'G', 'A', 'B-', 'C', 'D']
bvii876543	['F', 'A-', 'B-', 'C-', 'D-', 'E-', 'F-']	['D', 'F', 'G', 'A', 'B-', 'C', 'D']
bVII876543	['F', 'A-', 'B-', 'C-', 'D', 'E-', 'F-']	['D-', 'F-', 'G-', 'A-', 'B-', 'C-', 'D-']
bVII+876543	['F#', 'A-', 'B-', 'C-', 'D', 'E-', 'F-']	['D', 'F-', 'G-', 'A-', 'B-', 'C-', 'D-']
io876543	['G-', 'B--', 'C', 'D', 'E-', 'F', 'G']	['E-', 'G-', 'A', 'B', 'C', 'D', 'E']
i876543	['G', 'B', 'C', 'D', 'E-', 'F', 'G']	['E', 'G', 'A', 'B', 'C', 'D', 'E']
I876543	['G', 'B', 'C', 'D', 'E', 'F', 'G']	['E', 'G', 'A', 'B', 'C#', 'D', 'E']
I+876543	['G#', 'B', 'C', 'D', 'E', 'F', 'G']	['E#', 'G', 'A', 'B', 'C#', 'D', 'E']
iio876543	['A-', 'C-', 'D', 'E', 'F', 'G', 'A']	['F', 'A-', 'B', 'C', 'D', 'E', 'F']
ii876543	['A', 'C', 'D', 'E', 'F', 'G', 'A']	['F#', 'A', 'B', 'C', 'D', 'E', 'F']
II876543	['A', 'C', 'D', 'E', 'F#', 'G', 'A']	['F#', 'A', 'B', 'C', 'D#', 'E', 'F']
II+876543	['A#', 'C', 'D', 'E', 'F#', 'G', 'A']	['F##', 'A', 'B', 'C', 'D#', 'E', 'F']
iiio876543	['B-', 'D-', 'E', 'F', 'G', 'A', 'B']	['G-', 'B--', 'C', 'D', 'E-', 'F', 'G']
iii876543	['B', 'D', 'E', 'F', 'G', 'A', 'B']	['G', 'B', 'C', 'D', 'E-', 'F', 'G']
III876543	['B', 'D', 'E', 'F', 'G#', 'A', 'B']	['G', 'B', 'C', 'D', 'E', 'F', 'G']
III+876543	['B#', 'D', 'E', 'F', 'G#', 'A', 'B']	['G#', 'B', 'C', 'D', 'E', 'F', 'G']
ivo876543	['C-', 'E--', 'F', 'G', 'A-', 'B', 'C']	['A-', 'C-', 'D', 'E', 'F', 'G', 'A']
iv876543	['C', 'E', 'F', 'G', 'A-', 'B', 'C']	['A', 'C', 'D', 'E', 'F', 'G', 'A']
IV876543	['C', 'E', 'F', 'G', 'A', 'B', 'C']	['A', 'C', 'D', 'E', 'F#', 'G', 'A']
IV+876543	['C#', 'E', 'F', 'G', 'A', 'B', 'C']	['A#', 'C', 'D', 'E', 'F#', 'G', 'A']
vo876543	['D-', 'F-', 'G', 'A', 'B-', 'C', 'D']	['B-', 'D-', 'E', 'F', 'G', 'A', 'B']
v876543	['D', 'F', 'G', 'A', 'B-', 'C', 'D']	['B', 'D', 'E', 'F', 'G', 'A', 'B']
V876543	['D', 'F', 'G', 'A', 'B', 'C', 'D']	['B', 'D', 'E', 'F', 'G#', 'A', 'B']
V+876543	['D#', 'F', 'G', 'A', 'B', 'C', 'D']	['B#', 'D', 'E', 'F', 'G#', 'A', 'B']
vio876543	['E-', 'G-', 'A', 'B', 'C', 'D', 'E']	['C', 'E-', 'F#', 'G#', 'A', 'B#', 'C#']
vi876543	['E', 'G', 'A', 'B', 'C', 'D', 'E']	['C#', 'E#', 'F#', 'G#', 'A', 'B#', 'C#']
