Figure	MajorContext	MinorContext
bio87	['C-', 'B---', 'C-']	['A-', 'G--', 'A-']
bi87	['C-', 'B-', 'C-']	['A-', 'G-', 'A-']
bI87	['C-', 'B-', 'C-']	['A-', 'G-', 'A-']
bI+87	['C-', 'B-', 'C-']	['A-', 'G-', 'A-']
biio87	['D-', 'C--', 'D-']	['B-', 'A--', 'B-']
bii87	['D-', 'C-', 'D-']	['B-', 'A-', 'B-']
bII87	['D-', 'C-', 'D-']	['B-', 'A-', 'B-']
bII+87	['D-', 'C-', 'D-']	['B-', 'A-', 'B-']
biiio87	['E-', 'D--', 'E-']	['C-', 'B---', 'C-']
biii87	['E-', 'D-', 'E-']	['C-', 'B-', 'C-']
bIII87	['E-', 'D-', 'E-']	['C-', 'B-', 'C-']
bIII+87	['E-', 'D-', 'E-']	['C-', 'B-', 'C-']
bivo87	['F-', 'E---', 'F-']	['D-', 'C--', 'D-']
biv87	['F-', 'E-', 'F-']	['D-', 'C-', 'D-']
bIV87	['F-', 'E-', 'F-']	['D-', 'C-', 'D-']
bIV+87	['F-', 'E-', 'F-']	['D-', 'C-', 'D-']
bvo87	['G-', 'F--', 'G-']	['E-', 'D--', 'E-']
bv87	['G-', 'F-', 'G-']	['E-', 'D-', 'E-']
bV87	['G-', 'F-', 'G-']	['E-', 'D-', 'E-']
bV+87	['G-', 'F-', 'G-']	['E-', 'D-', 'E-']
bvio87	['A-', 'G--', 'A-']	['F', 'E--', 'F']
bvi87	['A-', 'G-', 'A-']	['F', 'E', 'F']
bVI87	['A-', 'G-', 'A-']	['F-', 'E-', 'F-']
bVI+87	['A-', 'G-', 'A-']	['F-', 'E-', 'F-']
bviio87	['B-', 'A--', 'B-']	['G', 'F-', 'G']
bvii87	['B-', 'A-', 'B-']	['G', 'F', 'G']
bVII87	['B-', 'A-', 'B-']	['G-', 'F-', 'G-']
bVII+87	['B-', 'A-', 'B-']	['G-', 'F-', 'G-']
io87	['C', 'B--', 'C']	['A', 'G-', 'A']
i87	['C', 'B', 'C']	['A', 'G', 'A']
I87	['C', 'B', 'C']	['A', 'G', 'A']
I+87	['C', 'B', 'C']	['A', 'G', 'A']
iio87	['D', 'C-', 'D']	['B', 'A-', 'B']
ii87	['D', 'C', 'D']	['B', 'A', 'B']
II87	['D', 'C', 'D']	['B', 'A', 'B']
II+87	['D', 'C', 'D']	['B', 'A', 'B']
iiio87	['E', 'D-', 'E']	['C', 'B--', 'C']
iii87	['E', 'D', 'E']	['C', 'B', 'C']
III87	['E', 'D', 'E']	['C', 'B', 'C']
III+87	['E', 'D', 'E']	['C', 'B', 'C']
ivo87	['F', 'E--', 'F']	['D', 'C-', 'D']
iv87	['F', 'E', 'F']	['D', 'C', 'D']
IV87	['F', 'E', 'F']	['D', 'C', 'D']
IV+87	['F', 'E', 'F']	['D', 'C', 'D']
vo87	['G', 'F-', 'G']	['E', 'D-', 'E']
v87	['G', 'F', 'G']	['E', 'D', 'E']
V87	['G', 'F', 'G']	['E', 'D', 'E']
V+87	['G', 'F', 'G']	['E', 'D', 'E']
vio87	['A', 'G-', 'A']	['F#', 'E-', 'F#']
vi87	['A', 'G', 'A']	['F#', 'E#', 'F#']
VI87	['A', 'G', 'A']	['F', 'E', 'F']
VI+87	['A', 'G', 'A']	['F', 'E', 'F']
viio87	['B', 'A-', 'B']	['G#', 'F', 'G#']
vii87	['B', 'A', 'B']	['G#', 'F#', 'G#']
VII87	['B', 'A', 'B']	['G', 'F', 'G']
VII+87	['B', 'A', 'B']	['G', 'F', 'G']
#io87	['C#', 'B-', 'C#']	['A#', 'G', 'A#']
#i87	['C#', 'B#', 'C#']	['A#', 'G#', 'A#']
#I87	['C#', 'B#', 'C#']	['A#', 'G#', 'A#']
#I+87	['C#', 'B#', 'C#']	['A#', 'G#', 'A#']
#iio87	['D#', 'C', 'D#']	['B#', 'A', 'B#']
#ii87	['D#', 'C#', 'D#']	['B#', 'A#', 'B#']
#II87	['D#', 'C#', 'D#']	['B#', 'A#', 'B#']
#II+87	['D#', 'C#', 'D#']	['B#', 'A#', 'B#']
#iiio87	['E#', 'D', 'E#']	['C#', 'B-', 'C#']
#iii87	['E#', 'D#', 'E#']	['C#', 'B#', 'C#']
#III87	['E#', 'D#', 'E#']	['C#', 'B#', 'C#']
#III+87	['E#', 'D#', 'E#']	['C#', 'B#', 'C#']
#ivo87	['F#', 'E-', 'F#']	['D#', 'C', 'D#']
#iv87	['F#', 'E#', 'F#']	['D#', 'C#', 'D#']
#IV87	['F#', 'E#', 'F#']	['D#', 'C#', 'D#']
#IV+87	['F#', 'E#', 'F#']	['D#', 'C#', 'D#']
#vo87	['G#', 'F', 'G#']	['E#', 'D', 'E#']
#v87	['G#', 'F#', 'G#']	['E#', 'D#', 'E#']
#V87	['G#', 'F#', 'G#']	['E#', 'D#', 'E#']
#V+87	['G#', 'F#', 'G#']	['E#', 'D#', 'E#']
#vio87	['A#', 'G', 'A#']	['F##', 'E', 'F##']
#vi87	['A#', 'G#', 'A#']	['F##', 'E##', 'F##']
#VI87	['A#', 'G#', 'A#']	['F#', 'E#', 'F#']
#VI+87	['A#', 'G#', 'A#']	['F#', 'E#', 'F#']
#viio87	['B#', 'A', 'B#']	['G##', 'F#', 'G##']
#vii87	['B#', 'A#', 'B#']	['G##', 'F##', 'G##']
#VII87	['B#', 'A#', 'B#']	['G#', 'F#', 'G#']
#VII+87	['B#', 'A#', 'B#']	['G#', 'F#', 'G#']
