Figure	MajorContext	MinorContext
bio9543	['C-', 'E--', 'F-', 'G--', 'D-']	['A-', 'C-', 'D-', 'E--', 'B-']
bi9543	['C-', 'E--', 'F-', 'G-', 'D-']	['A-', 'C-', 'D-', 'E-', 'B-']
bI9543	['C-', 'E-', 'F-', 'G-', 'D-']	['A-', 'C', 'D-', 'E-', 'B-']
bI+9543	['C-', 'E-', 'F-', 'G', 'D-']	['A-', 'C', 'D-', 'E', 'B-']
biio9543	['D-', 'F-', 'G-', 'A--', 'E-']	['B-', 'D-', 'E-', 'F-', 'C-']
bii9543	['D-', 'F-', 'G-', 'A-', 'E-']	['B-', 'D-', 'E-', 'F', 'C-']
bII9543	['D-', 'F', 'G-', 'A-', 'E-']	['B-', 'D', 'E-', 'F', 'C-']
bII+9543	['D-', 'F', 'G-', 'A', 'E-']	['B-', 'D', 'E-', 'F#', 'C-']
biiio9543	['E-', 'G-', 'A-', 'B--', 'F-']	['C-', 'E--', 'F-', 'G--', 'D-']
biii9543	['E-', 'G-', 'A-', 'B-', 'F-']	['C-', 'E--', 'F-', 'G-', 'D-']
bIII9543	['E-', 'G', 'A-', 'B-', 'F-']	['C-', 'E-', 'F-', 'G-', 'D-']
bIII+9543	['E-', 'G', 'A-', 'B', 'F-']	['C-', 'E-', 'F-', 'G', 'D-']
bivo9543	['F-', 'A--', 'B-', 'C--', 'G-']	['D-', 'F-', 'G-', 'A--', 'E-']
biv9543	['F-', 'A--', 'B-', 'C-', 'G-']	['D-', 'F-', 'G-', 'A-', 'E-']
bIV9543	['F-', 'A-', 'B-', 'C-', 'G-']	['D-', 'F', 'G-', 'A-', 'E-']
bIV+9543	['F-', 'A-', 'B-', 'C', 'G-']	['D-', 'F', 'G-', 'A', 'E-']
bvo9543	['G-', 'B--', 'C-', 'D--', 'A-']	['E-', 'G-', 'A-', 'B--', 'F-']
bv9543	['G-', 'B--', 'C-', 'D-', 'A-']	['E-', 'G-', 'A-', 'B-', 'F-']
bV9543	['G-', 'B-', 'C-', 'D-', 'A-']	['E-', 'G', 'A-', 'B-', 'F-']
bV+9543	['G-', 'B-', 'C-', 'D', 'A-']	['E-', 'G', 'A-', 'B', 'F-']
bvio9543	['A-', 'C-', 'D-', 'E--', 'B-']	['F', 'A-', 'B', 'C-', 'G']
bvi9543	['A-', 'C-', 'D-', 'E-', 'B-']	['F', 'A-', 'B', 'C', 'G']
bVI9543	['A-', 'C', 'D-', 'E-', 'B-']	['F-', 'A-', 'B-', 'C-', 'G-']
bVI+9543	['A-', 'C', 'D-', 'E', 'B-']	['F-', 'A-', 'B-', 'C', 'G-']
bviio9543	['B-', 'D-', 'E-', 'F-', 'C-']	['G', 'B-', 'C', 'D-', 'A']
bvii9543	['B-', 'D-', 'E-', 'F', 'C-']	['G', 'B-', 'C', 'D', 'A']
bVII9543	['B-', 'D', 'E-', 'F', 'C-']	['G-', 'B-', 'C-', 'D-', 'A-']
bVII+9543	['B-', 'D', 'E-', 'F#', 'C-']	['G-', 'B-', 'C-', 'D', 'A-']
io9543	['C', 'E-', 'F', 'G-', 'D']	['A', 'C', 'D', 'E-', 'B']
i9543	['C', 'E-', 'F', 'G', 'D']	['A', 'C', 'D', 'E', 'B']
I9543	['C', 'E', 'F', 'G', 'D']	['A', 'C#', 'D', 'E', 'B']
I+9543	['C', 'E', 'F', 'G#', 'D']	['A', 'C#', 'D', 'E#', 'B']
iio9543	['D', 'F', 'G', 'A-', 'E']	['B', 'D', 'E', 'F', 'C']
ii9543	['D', 'F', 'G', 'A', 'E']	['B', 'D', 'E', 'F#', 'C']
II9543	['D', 'F#', 'G', 'A', 'E']	['B', 'D#', 'E', 'F#', 'C']
II+9543	['D', 'F#', 'G', 'A#', 'E']	['B', 'D#', 'E', 'F##', 'C']
iiio9543	['E', 'G', 'A', 'B-', 'F']	['C', 'E-', 'F', 'G-', 'D']
iii9543	['E', 'G', 'A', 'B', 'F']	['C', 'E-', 'F', 'G', 'D']
III9543	['E', 'G#', 'A', 'B', 'F']	['C', 'E', 'F', 'G', 'D']
III+9543	['E', 'G#', 'A', 'B#', 'F']	['C', 'E', 'F', 'G#', 'D']
ivo9543	['F', 'A-', 'B', 'C-', 'G']	['D', 'F', 'G', 'A-', 'E']
iv9543	['F', 'A-', 'B', 'C', 'G']	['D', 'F', 'G', 'A', 'E']
IV9543	['F', 'A', 'B', 'C', 'G']	['D', 'F#', 'G', 'A', 'E']
IV+9543	['F', 'A', 'B', 'C#', 'G']	['D', 'F#', 'G', 'A#', 'E']
vo9543	['G', 'B-', 'C', 'D-', 'A']	['E', 'G', 'A', 'B-', 'F']
v9543	['G', 'B-', 'C', 'D', 'A']	['E', 'G', 'A', 'B', 'F']
V9543	['G', 'B', 'C', 'D', 'A']	['E', 'G#', 'A', 'B', 'F']
V+9543	['G', 'B', 'C', 'D#', 'A']	['E', 'G#', 'A', 'B#', 'F']
vio9543	['A', 'C', 'D', 'E-', 'B']	['F#', 'A', 'B#', 'C', 'G#']
vi9543	['A', 'C', 'D', 'E', 'B']	['F#', 'A', 'B#', 'C#', 'G#']
VI9543	['A', 'C#', 'D', 'E', 'B']	['F', 'A', 'B', 'C', 'G']
VI+9543	['A', 'C#', 'D', 'E#', 'B']	['F', 'A', 'B', 'C#', 'G']
viio9543	['B', 'D', 'E', 'F', 'C']	['G#', 'B', 'C#', 'D', 'A#']
vii9543	['B', 'D', 'E', 'F#', 'C']	['G#', 'B', 'C#', 'D#', 'A#']
VII9543	['B', 'D#', 'E', 'F#', 'C']	['G', 'B', 'C', 'D', 'A']
VII+9543	['B', 'D#', 'E', 'F##', 'C']	['G', 'B', 'C', 'D#', 'A']
#io9543	['C#', 'E', 'F#', 'G', 'D#']	['A#', 'C#', 'D#', 'E', 'B#']
#i9543	['C#', 'E', 'F#', 'G#', 'D#']	['A#', 'C#', 'D#', 'E#', 'B#']
#I9543	['C#', 'E#', 'F#', 'G#', 'D#']	['A#', 'C##', 'D#', 'E#', 'B#']
#I+9543	['C#', 'E#', 'F#', 'G##', 'D#']	['A#', 'C##', 'D#', 'E##', 'B#']
#iio9543	['D#', 'F#', 'G#', 'A', 'E#']	['B#', 'D#', 'E#', 'F#', 'C#']
#ii9543	['D#', 'F#', 'G#', 'A#', 'E#']	['B#', 'D#', 'E#', 'F##', 'C#']
#II9543	['D#', 'F##', 'G#', 'A#', 'E#']	['B#', 'D##', 'E#', 'F##', 'C#']
#II+9543	['D#', 'F##', 'G#', 'A##', 'E#']	['B#', 'D##', 'E#', 'F###', 'C#']
#iiio9543	['E#', 'G#', 'A#', 'B', 'F#']	['C#', 'E', 'F#', 'G', 'D#']
#iii9543	['E#', 'G#', 'A#', 'B#', 'F#']	['C#', 'E', 'F#', 'G#', 'D#']
#III9543	['E#', 'G##', 'A#', 'B#', 'F#']	['C#', 'E#', 'F#', 'G#', 'D#']
#III+9543	['E#', 'G##', 'A#', 'B##', 'F#']	['C#', 'E#', 'F#', 'G##', 'D#']
#ivo9543	['F#', 'A', 'B#', 'C', 'G#']	['D#', 'F#', 'G#', 'A', 'E#']
#iv9543	['F#', 'A', 'B#', 'C#', 'G#']	['D#', 'F#', 'G#', 'A#', 'E#']
#IV9543	['F#', 'A#', 'B#', 'C#', 'G#']	['D#', 'F##', 'G#', 'A#', 'E#']
#IV+9543	['F#', 'A#', 'B#', 'C##', 'G#']	['D#', 'F##', 'G#', 'A##', 'E#']
#vo9543	['G#', 'B', 'C#', 'D', 'A#']	['E#', 'G#', 'A#', 'B', 'F#']
#v9543	['G#', 'B', 'C#', 'D#', 'A#']	['E#', 'G#', 'A#', 'B#', 'F#']
#V9543	['G#', 'B#', 'C#', 'D#', 'A#']	['E#', 'G##', 'A#', 'B#', 'F#']
#V+9543	['G#', 'B#', 'C#', 'D##', 'A#']	['E#', 'G##', 'A#', 'B##', 'F#']
#vio9543	['A#', 'C#', 'D#', 'E', 'B#']	['F##', 'A#', 'B##', 'C#', 'G##']
#vi9543	['A#', 'C#', 'D#', 'E#', 'B#']	['F##', 'A#', 'B##', 'C##', 'G##']
#VI9543	['A#', 'C##', 'D#', 'E#', 'B#']	['F#', 'A#', 'B#', 'C#', 'G#']
