Figure	MajorContext	MinorContext
bio987432	['D-', 'E--', 'F-', 'G--', 'C-', 'D-', 'E-']	['B-', 'C-', 'D-', 'E--', 'A-', 'B-', 'C-']
bi987432	['D-', 'E--', 'F-', 'G-', 'C-', 'D-', 'E-']	['B-', 'C-', 'D-', 'E-', 'A-', 'B-', 'C-']
bI987432	['D-', 'E-', 'F-', 'G-', 'C-', 'D-', 'E-']	['B-', 'C', 'D-', 'E-', 'A-', 'B-', 'C-']
bI+987432	['D-', 'E-', 'F-', 'G', 'C-', 'D-', 'E-']	['B-', 'C', 'D-', 'E', 'A-', 'B-', 'C-']
biio987432	['E-', 'F-', 'G-', 'A--', 'D-', 'E-', 'F-']	['C-', 'D-', 'E-', 'F-', 'B-', 'C-', 'D-']
bii987432	['E-', 'F-', 'G-', 'A-', 'D-', 'E-', 'F-']	['C-', 'D-', 'E-', 'F', 'B-', 'C-', 'D-']
bII987432	['E-', 'F', 'G-', 'A-', 'D-', 'E-', 'F-']	['C-', 'D', 'E-', 'F', 'B-', 'C-', 'D-']
bII+987432	['E-', 'F', 'G-', 'A', 'D-', 'E-', 'F-']	['C-', 'D', 'E-', 'F#', 'B-', 'C-', 'D-']
biiio987432	['F-', 'G-', 'A-', 'B--', 'E-', 'F-', 'G-']	['D-', 'E--', 'F-', 'G--', 'C-', 'D-', 'E-']
biii987432	['F-', 'G-', 'A-', 'B-', 'E-', 'F-', 'G-']	['D-', 'E--', 'F-', 'G-', 'C-', 'D-', 'E-']
bIII987432	['F-', 'G', 'A-', 'B-', 'E-', 'F-', 'G-']	['D-', 'E-', 'F-', 'G-', 'C-', 'D-', 'E-']
bIII+987432	['F-', 'G', 'A-', 'B', 'E-', 'F-', 'G-']	['D-', 'E-', 'F-', 'G', 'C-', 'D-', 'E-']
bivo987432	['G-', 'A--', 'B-', 'C--', 'F-', 'G-', 'A-']	['E-', 'F-', 'G-', 'A--', 'D-', 'E-', 'F-']
biv987432	['G-', 'A--', 'B-', 'C-', 'F-', 'G-', 'A-']	['E-', 'F-', 'G-', 'A-', 'D-', 'E-', 'F-']
bIV987432	['G-', 'A-', 'B-', 'C-', 'F-', 'G-', 'A-']	['E-', 'F', 'G-', 'A-', 'D-', 'E-', 'F-']
bIV+987432	['G-', 'A-', 'B-', 'C', 'F-', 'G-', 'A-']	['E-', 'F', 'G-', 'A', 'D-', 'E-', 'F-']
bvo987432	['A-', 'B--', 'C-', 'D--', 'G-', 'A-', 'B-']	['F-', 'G-', 'A-', 'B--', 'E-', 'F-', 'G-']
bv987432	['A-', 'B--', 'C-', 'D-', 'G-', 'A-', 'B-']	['F-', 'G-', 'A-', 'B-', 'E-', 'F-', 'G-']
bV987432	['A-', 'B-', 'C-', 'D-', 'G-', 'A-', 'B-']	['F-', 'G', 'A-', 'B-', 'E-', 'F-', 'G-']
bV+987432	['A-', 'B-', 'C-', 'D', 'G-', 'A-', 'B-']	['F-', 'G', 'A-', 'B', 'E-', 'F-', 'G-']
bvio987432	['B-', 'C-', 'D-', 'E--', 'A-', 'B-', 'C-']	['G', 'A-', 'B', 'C-', 'F', 'G', 'A']
bvi987432	['B-', 'C-', 'D-', 'E-', 'A-', 'B-', 'C-']	['G', 'A-', 'B', 'C', 'F', 'G', 'A']
bVI987432	['B-', 'C', 'D-', 'E-', 'A-', 'B-', 'C-']	['G-', 'A-', 'B-', 'C-', 'F-', 'G-', 'A-']
